N	2gram	Bakhtin_fo_2	Narrotol
295	организующую роль	1	1
296	его детства	1	1
297	как не	1	1
298	быть осуществлено	1	1
299	разумеется не	1	1
300	столько же	2	1
301	в различных	1	1
302	в чем	1	1
303	во всех	11	1
304	бы она	2	1
305	по своему	2	1
306	совершенно особое	1	1
307	тот или	1	1
308	ее к	2	1
309	совсем не	2	1
310	могло быть	1	1
311	о смерти	2	1
312	мы будем	3	1
313	не входит	1	1
314	эта особенность	1	1
315	а он	1	1
316	в церковь	1	1
317	друг от	2	1
318	форме и	1	1
319	в настоящем	1	1
320	всего к	1	1
321	из уст	1	1
322	что как	1	1
323	о жизни	1	1
324	обращения к	1	1
325	этот ряд	3	1
326	и наконец	6	1
327	и к	2	1
328	пространстве а	1	1
329	детализация и	2	1
330	от этого	2	1
331	поэтому и	1	1
332	человеческая жизнь	1	1
333	в самом	1	1
334	ни один	1	1
335	формы в	1	1
336	совершенно чуждо	1	1
337	рассуждением о	1	1
338	всем его	1	1
339	иной форме	1	1
340	о других	1	1
341	так сказать	7	1
342	на его	1	1
343	мире по	1	1
344	он ни	1	1
345	человек не	2	1
346	мир как	1	1
347	эпизоду в	1	1
348	новое и	3	1
349	на земле	2	1
350	это видение	1	1
351	его от	1	1
352	и по	3	1
353	на этом	2	1
354	таким образом	3	1
355	здесь мы	3	1
356	в вечности	2	1
357	для характеристики	1	1
358	связей в	1	1
359	беседы с	2	1
360	в совершенно	3	1
361	этом свидетельствует	1	1
362	единое целое	1	1
363	в другом	3	1
364	об этом	1	1
365	мы уже	9	1
366	и внутренняя	1	1
367	это состояние	1	1
368	жизненной практике	1	1
369	с прошлым	1	1
370	что один	1	1
371	должен был	1	1
372	здесь это	2	1
373	особое отношение	1	1
374	смерть и	8	1
375	в них	7	1
376	в историческом	2	1
377	все равно	1	1
378	как об	1	1
379	а за	1	1
380	он и	1	1
381	мы видели	2	1
382	мы не	1	1
383	зато в	1	1
384	в один	1	1
385	и тогда	1	1
386	одного и	1	1
387	что если	1	1
388	необходимо уточнить	1	1
389	смерть как	2	1
390	не становится	1	1
391	за которым	1	1
392	в котором	4	1
393	в их	3	1
394	необходимо указать	2	1
395	место в	4	1
396	в которых	3	1
397	жизни с	2	1
398	от его	1	1
399	особое место	2	1
400	образом и	1	1
401	самого умирающего	1	1
402	но он	2	1
403	над ними	2	1
404	соотнесении с	1	1
405	через посредство	1	1
406	что было	3	1
407	к реальному	3	1
408	было предложено	1	1
409	мира на	1	1
410	и более	2	1
411	их в	4	1
412	не могли	3	1
413	в конце	2	1
414	том же	4	1
415	времени а	1	1
416	и то	1	1
417	картине мира	2	1
418	следующий ряд	1	1
419	любви и	1	1
420	лишь одну	1	1
421	чистом виде	1	1
422	возникает в	1	1
423	есть прежде	1	1
424	дело в	1	1
425	и сама	1	1
426	и молитвы	1	1
427	смертью в	1	1
428	бытия и	1	1
429	материала в	1	1
430	облекается в	1	1
431	уст в	1	1
432	в разрезе	5	1
433	как то	1	1
434	почему в	1	1
435	преимущественно в	1	1
436	этих двух	1	1
437	более что	2	1
438	лишь в	2	1
439	и является	1	1
440	мире и	2	1
441	потому что	8	1
442	свет и	2	1
443	не по	1	1
444	и делает	1	1
445	может показаться	1	1
446	с другом	4	1
447	а как	1	1
448	у нас	2	1
449	очень часто	2	1
450	романа он	1	1
451	начиная с	1	1
452	и времени	6	1
453	ни был	1	1
454	не могут	1	1
455	и развития	1	1
456	же самое	3	1
457	переставая быть	1	1
458	для такого	1	1
459	но одновременно	1	1
460	как для	1	1
461	для кого	1	1
462	всегда в	1	1
463	для себя	1	1
464	вещами и	3	1
465	от друга	2	1
466	что все	2	1
467	в виду	3	1
468	напротив они	1	1
469	появляется в	1	1
470	к заутрене	1	1
471	историческую продуктивность	1	1
472	для читателя	1	1
473	и от	2	1
474	случае смерть	1	1
475	распадается на	1	1
476	зрения не	3	1
477	исторического в	1	1
478	происходят в	1	1
479	и совершенно	3	1
480	и сам	1	1
481	по аналогии	2	1
482	здесь как	1	1
483	в непосредственном	5	1
484	внизу и	1	1
485	которое здесь	1	1
486	мира вокруг	1	1
487	тот же	3	1
488	строго говоря	2	1
489	если бы	1	1
490	и вообще	1	1
491	с ним	4	1
492	к прошлому	1	1
493	эпизод в	1	1
494	и смерть	4	1
495	и здесь	1	1
496	в самой	2	1
497	внимание на	1	1
498	не имеем	1	1
499	аналогии с	1	1
500	там же	1	1
501	и во	6	1
502	и речевой	1	1
503	и того	1	1
504	этот момент	1	1
505	в ряд	9	1
506	на одном	1	1
507	что и	3	1
508	существенную роль	1	1
509	утрачивает свою	1	1
510	новелле и	1	1
511	у всех	2	1
512	которой в	1	1
513	в него	1	1
514	того что	3	1
515	герой в	1	1
516	мы увидим	1	1
517	в дальнейшей	1	1
518	до нас	1	1
519	мира как	1	1
520	в уста	2	1
521	это же	1	1
522	со всеми	2	1
523	которых оно	1	1
524	с нею	1	1
525	и у	5	1
526	эпизода мы	1	1
527	то и	1	1
528	за пределами	1	1
529	свидетельствует о	1	1
530	к умирающему	1	1
531	день был	1	1
532	характерно что	2	1
533	ни с	1	1
534	мир в	4	1
535	вовсе не	13	1
536	мы можем	1	1
537	как такового	1	1
538	быть по	1	1
539	протяжении всего	2	1
540	и строго	1	1
541	не противоречит	1	1
542	другого в	1	1
543	этой проблемы	1	1
544	до сих	2	1
545	как у	3	1
546	и сближение	1	1
547	на ее	1	1
548	говорить и	1	1
549	здесь в	6	1
550	и прежде	3	1
551	и пр	2	1
552	по направлению	1	1
553	а на	2	1
554	о художественных	1	1
555	стремится к	1	1
556	ничем не	1	1
557	более того	1	1
558	человеческой жизни	4	1
559	для романа	3	1
560	осуществлено только	1	1
561	отчего и	1	1
562	формах но	1	1
563	и уже	1	1
564	характерно для	1	1
565	в речи	1	1
566	живущих в	1	1
567	пространства и	2	1
568	надо было	1	1
569	в художественных	1	1
570	вспоминает как	1	1
571	мира с	1	1
572	в тех	1	1
573	быть только	1	1
574	друг с	4	1
575	человек с	1	1
576	чтобы определить	1	1
577	и было	4	1
578	в состоянии	1	1
579	мыслится как	2	1
580	дело здесь	1	1
581	в это	3	1
582	с этой	4	1
583	вверх и	3	1
584	как только	1	1
585	быть и	2	1
586	благодаря этому	1	1
587	только внешняя	1	1
588	сих пор	2	1
589	своей жизни	2	1
590	о его	2	1
591	на свет	4	1
592	в смысле	5	1
593	всего в	3	1
594	указать на	1	1
595	литературных жанров	1	1
596	и события	1	1
597	как уже	3	1
598	бы он	1	1
599	в собственно	1	1
600	между вещами	3	1
601	но это	2	1
602	не переставая	1	1
603	идет об	1	1
604	настоящим и	1	1
605	обстоит дело	1	1
606	в системе	1	1
607	в общем	1	1
608	анекдота до	1	1
609	целью и	1	1
610	настоящее по	1	1
611	не знает	2	1
612	было для	1	1
613	не быть	2	1
614	себе самому	3	1
615	взгляда на	1	1
616	не могла	2	1
617	если же	1	1
618	где он	1	1
619	это было	1	1
620	по поводу	1	1
621	где эта	1	1
622	все основные	2	1
