N	2gram	Tiupa_Hudo_1	Hudozhes
149	в пределах	3	3
150	приводит к	5	3
151	в финале	2	3
152	если бы	3	3
153	а также	5	3
154	русской литературе	2	3
155	же в	1	3
156	в литературе	1	3
157	в заключительной	1	3
158	но не	11	3
159	и даже	1	3
160	со стороны	2	3
161	если говорить	1	3
162	превращается в	2	3
163	однако и	1	3
164	в связи	1	3
165	по своему	2	3
166	такого рода	10	3
167	встрече с	1	3
168	в следующей	1	3
169	и для	2	3
170	от него	1	3
171	в равной	2	3
172	читательского восприятия	2	3
173	в таком	1	3
174	я и	7	2
175	говоря о	3	2
176	например в	3	2
177	же как	1	2
178	начинается с	1	2
179	субъекта самоопределения	1	2
180	другому человеку	1	2
181	в их	5	2
182	той же	1	2
183	не была	1	2
184	жизни как	3	2
185	культуры художественного	1	2
186	художественности как	1	2
187	к своему	1	2
188	порой и	1	2
189	но как	2	2
190	для других	1	2
191	если в	1	2
192	конечном счете	5	2
193	в е	1	2
194	в произведениях	1	2
195	его я	1	2
196	в одной	1	2
197	в рамках	8	2
198	в художественном	4	2
199	хотя и	3	2
200	или иную	1	2
201	в литературном	1	2
202	в целом	3	2
203	так или	3	2
204	жизни так	1	2
205	внутреннего я	4	2
206	так в	4	2
207	раз в	1	2
208	жизнью и	1	2
209	на его	1	2
210	не следует	4	2
211	анекдота но	1	2
212	ключ к	1	2
213	уже говорилось	1	2
214	заключает в	1	2
215	однако в	4	2
216	не бывает	1	2
217	с такими	1	2
218	значительной степени	1	2
219	речь в	1	2
220	в другом	3	2
221	того или	3	2
222	его личности	1	2
223	по себе	2	2
224	авторской позиции	2	2
225	одной из	2	2
226	впервые в	1	2
227	должно быть	1	2
228	иначе говоря	4	2
229	автора и	3	2
230	индивидуальной жизни	1	2
231	в такой	1	2
232	состоит в	16	2
233	не столько	3	2
234	теории литературы	2	2
235	от себя	3	2
236	главы и	1	2
237	художественного мира	2	2
238	все это	2	2
239	они не	1	2
240	не имеет	1	2
241	одна из	2	2
242	личности к	2	2
243	действующие лица	1	2
244	мышления и	1	2
245	слова как	5	2
246	глядя на	1	2
247	своей природе	2	2
248	тех кто	1	2
249	эстетической природы	1	2
250	внутренней жизни	1	2
251	художественности в	5	2
252	речевого строя	1	2
253	этой своей	1	2
254	у себя	1	2
255	с ее	5	2
256	здесь не	2	2
257	на основе	2	2
258	при котором	1	2
259	в себя	2	2
260	произведения с	1	2
261	остановимся на	1	2
262	концепцию личности	1	2
263	и поэтому	1	2
264	внимание на	1	2
265	и что	3	2
266	в значительной	1	2
267	в конечном	5	2
268	говорить об	1	2
269	или напротив	1	2
270	в форме	4	2
271	художественного письма	5	2
272	другая жизнь	1	2
273	но с	1	2
274	с ними	1	2
275	и потому	2	2
276	впрочем и	1	2
277	так что	1	2
278	слова в	2	2
279	за ним	1	2
280	ту или	1	2
281	у нее	1	2
282	при всей	1	2
283	личности ее	1	2
284	способ существования	2	2
285	внутреннего мира	2	2
286	анекдотического персонажа	1	2
287	представляют собой	1	2
288	или иначе	4	2
289	ему не	1	2
290	с той	1	2
291	действующих лиц	1	2
292	рассказа на	1	2
293	а с	2	2
294	себя и	2	2
295	что не	1	2
296	также в	1	2
297	не означает	1	2
298	эстетической доминанты	1	2
299	н.д тамарченко	1	2
300	на фоне	1	2
301	хотелось жить	1	2
302	дело здесь	1	2
303	в это	1	2
304	и не	15	2
305	с этой	1	2
306	своей жизни	2	2
307	только для	1	2
308	литературе в	1	2
309	перед собой	1	2
310	в результате	1	2
311	о котором	1	2
312	совершенно иной	2	2
313	художественного восприятия	4	2
314	из текста	1	2
315	ни к	2	2
316	личности и	3	2
317	в системе	2	2
318	кругозора героя	1	2
319	собачкой и	1	2
320	не знает	3	2
321	или иного	3	2
322	героя в	1	2
323	которая не	1	2
324	может или	1	1
325	искусства слова	2	1
326	можно говорить	1	1
327	в древнерусской	1	1
328	неотделима от	1	1
329	в сфере	1	1
330	таком случае	1	1
331	человека и	1	1
332	жизнь однако	1	1
333	и то	4	1
334	средневековой книжности	1	1
335	и др	2	1
336	художественный эффект	1	1
337	художественных произведений	1	1
338	это и	1	1
339	в иных	1	1
340	в первом	1	1
341	дает ключ	1	1
342	достоевского в	1	1
343	из его	1	1
344	жизни ее	1	1
345	исходит из	1	1
346	по его	1	1
347	также и	1	1
348	личность чтобы	1	1
349	диаметрально противоположные	1	1
350	личностного самоопределения	1	1
351	жанровой традиции	1	1
352	русской культуре	1	1
353	факторов художественного	3	1
354	не во	1	1
355	моя жизнь	1	1
356	могут оказываться	1	1
357	комизма в	1	1
358	сути дела	1	1
359	по поверхности	1	1
360	именно к	1	1
361	высказывания в	4	1
362	своими корнями	1	1
363	в каждый	1	1
364	в сущности	1	1
365	но она	2	1
366	собственно художественной	1	1
367	принадлежит к	3	1
368	его самоактуализации	1	1
369	этом так	1	1
370	я не	2	1
371	не сводится	5	1
372	греческое слово	2	1
373	что можно	3	1
374	такого читателя	1	1
375	как впрочем	1	1
376	в каждой	1	1
377	начало и	2	1
378	на них	1	1
379	в широком	1	1
380	время в	1	1
381	что его	1	1
382	в чем	2	1
383	иных случаях	1	1
384	сила так	1	1
385	чем это	2	1
386	а тем	1	1
387	бы в	1	1
388	в сторону	2	1
389	случае эстетическая	1	1
390	не все	2	1
391	следующей фразой	1	1
392	отношение к	5	1
393	а через	1	1
394	художественного впечатления	3	1
395	друг от	1	1
396	центрального героя	1	1
397	картины жизни	1	1
398	уже отмечалось	1	1
399	и я	1	1
400	первый взгляд	1	1
401	душевное состояние	1	1
402	в акте	3	1
403	ценностный центр	1	1
404	индивидуального самоопределения	1	1
405	о жизни	1	1
406	сознания в	3	1
407	художественных текстов	1	1
408	и как	3	1
409	это тоже	2	1
410	по пути	4	1
411	к числу	1	1
412	прямо как	1	1
413	в герое	1	1
414	что произведение	1	1
415	видения мира	1	1
416	к чему	1	1
417	и конечно	1	1
418	художественности это	1	1
419	в произведении	3	1
420	в которой	2	1
421	из жизни	1	1
422	общение с	1	1
423	ориентирована на	1	1
424	не упоминается	1	1
425	состоит как	1	1
426	бы не	1	1
427	всей своей	2	1
428	из этих	3	1
429	стыда за	1	1
430	привлекает внимание	1	1
431	вопрос что	1	1
432	мировой жизни	1	1
433	героя художественно	1	1
434	во многих	1	1
435	в притче	2	1
436	но на	1	1
437	корнями в	1	1
438	еще одна	1	1
439	своей внешней	1	1
440	поэтому вслед	1	1
441	в мир	1	1
442	не могла	1	1
443	и одна	1	1
444	к герою	2	1
445	или анекдота	1	1
446	модус художественности	6	1
447	он должен	3	1
448	в узком	3	1
449	не как	2	1
450	художественного высказывания	2	1
451	в силу	1	1
452	содержит в	1	1
453	наших глазах	2	1
454	до прихода	2	1
455	бытия это	1	1
456	на земле	1	1
457	в начальном	1	1
458	чтобы в	1	1
459	нравственный закон	1	1
460	об архитектонических	1	1
461	все с	1	1
462	иной жизни	1	1
463	равнодушна к	1	1
464	то ни	1	1
465	это позиция	2	1
466	что все	1	1
467	тем в	1	1
468	эстетическая природа	4	1
469	том случае	1	1
470	или даже	3	1
471	а как	1	1
472	входит в	4	1
473	этом смысле	3	1
474	роль в	1	1
475	что неизбежно	1	1
476	организации художественного	4	1
477	нормы ни	1	1
478	весь мир	1	1
479	личность в	1	1
480	и тем	2	1
481	как объекты	1	1
482	в итоге	2	1
483	мы встречаемся	1	1
484	к области	3	1
485	литературного произведения	10	1
486	но мы	1	1
487	он же	1	1
488	соответствии с	1	1
489	далеко не	2	1
490	мира где	1	1
491	как об	1	1
492	жизни то	2	1
493	в слове	3	1
494	этим и	1	1
495	он и	1	1
496	и тоже	1	1
497	духовной жизни	1	1
498	предстают перед	1	1
499	и того	2	1
500	исторического лица	1	1
501	является его	1	1
502	вненаходимости бахтин	2	1
503	в финальной	1	1
504	на первый	1	1
505	или менее	5	1
506	и сверхличной	1	1
507	я этого	1	1
508	места в	1	1
509	другим и	2	1
510	причастной вненаходимости	2	1
511	художественное мышление	1	1
512	и без	1	1
513	духовная ценность	1	1
514	к предмету	1	1
515	место в	4	1
516	к объекту	1	1
517	себе а	1	1
518	в отличие	7	1
519	по отдельности	1	1
520	и драматизма	1	1
521	и внутренних	1	1
522	есть его	1	1
523	в одном	2	1
524	аспекте его	1	1
525	в пространстве	2	1
526	по характеристике	1	1
527	друг другу	1	1
528	и более	2	1
529	в прошлом	1	1
530	их в	3	1
531	том и	2	1
532	и предполагает	1	1
533	я героя	2	1
534	чем собственно	1	1
535	и наоборот	1	1
536	не должно	1	1
537	особенность и	1	1
538	этом не	1	1
539	бы быть	1	1
540	во времени	4	1
541	стратегии художественного	2	1
542	нас к	1	1
543	вовсе не	2	1
544	лишь одну	1	1
545	в отношении	3	1
546	между людьми	1	1
547	так как	1	1
548	тем самым	4	1
549	до известной	2	1
550	дело в	1	1
551	обстоит иначе	1	1
552	в основе	4	1
553	облекается в	2	1
554	это еще	1	1
555	художественной деятельности	2	1
556	не могло	2	1
557	однако если	2	1
558	нельзя не	1	1
559	эта сторона	1	1
560	народной жизни	1	1
561	жизни не	1	1
562	в самой	2	1
563	сверхличного значения	1	1
564	вследствие того	1	1
565	этих двух	2	1
566	комической художественности	1	1
567	предстает субъектом	1	1
568	художественную целостность	2	1
569	ничто не	1	1
570	о чем-то	1	1
571	этического выбора	2	1
572	перед ним	1	1
573	осмеивает всякую	1	1
574	внутреннюю свободу	1	1
575	к сфере	1	1
576	но напротив	1	1
577	поэтому не	1	1
578	не могут	1	1
579	тургенева в	1	1
580	когда мы	1	1
581	могут быть	4	1
582	единства в	1	1
583	же самое	1	1
584	всего в	1	1
585	соответствующий тип	1	1
586	в поле	1	1
587	чтобы именно	1	1
588	но из	1	1
589	что словно	1	1
590	на это	1	1
591	говорит о	1	1
592	пределах текста	1	1
593	на наших	2	1
594	из всего	1	1
595	в виду	5	1
596	того времени	1	1
597	свою очередь	2	1
598	и служит	1	1
599	для читателя	2	1
600	по сути	3	1
601	реальной действительности	1	1
602	и соответствующую	1	1
603	субъекты этического	1	1
604	душа не	1	1
605	на нее	1	1
606	пришвин это	1	1
607	того и	1	1
608	соответствующую ей	1	1
609	мог бы	3	1
610	было и	2	1
611	с внутренним	1	1
612	но у	1	1
613	исторически продуктивных	1	1
614	архитектонических формах	1	1
615	текста наиболее	2	1
616	и внешней	3	1
617	здесь одновременно	1	1
618	не случайна	1	1
619	означает что	1	1
620	жизненная позиция	1	1
621	роль принадлежит	1	1
622	сводится к	7	1
623	некоторый смысл	1	1
624	организации литературного	1	1
625	и т.д	3	1
626	может не	1	1
627	и т.п	4	1
628	за пределами	3	1
629	читателя как	1	1
630	обращается к	1	1
631	героя не	1	1
632	состоит что	1	1
633	в смерти	1	1
634	как субъекты	1	1
635	в новелле	1	1
636	с другой	7	1
637	как у	1	1
638	внутренняя заданность	1	1
639	восходит к	1	1
640	в которую	1	1
641	во всех	3	1
642	путь к	1	1
643	организации текста	1	1
644	во втором	4	1
645	личной тайной	1	1
646	в другой	1	1
647	выступает как	1	1
648	наконец в	1	1
649	во внутренней	2	1
650	мира личности	1	1
651	художественном мире	1	1
652	к личностной	1	1
653	героический эпос	1	1
654	ее эстетической	1	1
655	и личной	1	1
656	всякое произведение	1	1
657	тот же	1	1
658	речь о	1	1
659	личности с	2	1
660	в молчание	2	1
661	в какой	2	1
662	в совершенном	1	1
663	субъекта в	1	1
664	и взаимокорректировки	1	1
665	наиболее существенным	1	1
666	времени и	2	1
667	жизнь личности	2	1
668	между этими	1	1
669	и ее	3	1
670	с одной	2	1
671	художественного внимания	1	1
672	человека с	3	1
673	его художественности	1	1
674	же и	1	1
675	есть в	2	1
676	художественной организации	1	1
677	более или	5	1
678	я в	11	1
679	а напротив	1	1
680	сверхличной заданности	2	1
681	провел с	1	1
682	свою жизнь	2	1
683	прихода в	2	1
684	в жизни	2	1
685	действующего лица	1	1
686	жанровая форма	2	1
687	в разладе	1	1
688	является не	1	1
689	не составляет	1	1
690	не дает	1	1
691	что сама	2	1
692	но для	1	1
693	реальности рассказа	1	1
694	эти два	1	1
695	смерти чиновника	1	1
696	этом в	1	1
697	человеческий способ	1	1
698	одно из	2	1
699	и порождается	1	1
700	представить себе	1	1
701	жанр это	1	1
702	уклоняется от	1	1
703	ее не	1	1
704	в такое	1	1
705	отклонения от	1	1
706	и несет	1	1
707	отличие от	7	1
708	той самой	1	1
709	следует признать	1	1
710	в текстах	2	1
711	и напротив	1	1
712	что они	1	1
713	рядом с	1	1
714	в особенности	1	1
715	художественного завершения	1	1
716	внешних и	1	1
717	текста то	1	1
718	близости людей	1	1
719	по своим	1	1
720	вслед за	1	1
721	художественного содержания	2	1
722	противоположной по	1	1
723	еще и	1	1
724	не переставая	1	1
725	во внешней	1	1
726	в романе	3	1
727	архитектонической формой	1	1
728	что для	1	1
729	можно назвать	1	1
730	равной степени	2	1
731	противоречие между	1	1
732	в исконном	1	1
733	человеческое я	2	1
734	человека но	1	1
735	одной стороны	2	1
736	бы послужить	1	1
737	абзаца в	1	1
738	автор видит	1	1
739	из наиболее	1	1
740	не на	3	1
741	специфически человеческий	1	1
742	жизнь в	1	1
743	трагического у	1	1
744	здесь именно	1	1
745	этих моментов	1	1
746	делает их	1	1
747	вступает в	1	1
748	о себе	2	1
749	как это	5	1
750	некий нравственный	1	1
751	внутренне единую	1	1
752	художественности и	2	1
753	текста в	3	1
754	нимало не	1	1
755	из которых	1	1
756	целостности как	1	1
757	о чем	2	1
758	в данном	4	1
759	уходит своими	1	1
760	противоречием между	1	1
761	когда же	1	1
762	которая служит	1	1
763	происходит в	1	1
764	вокруг себя	1	1
765	к жизненному	1	1
766	своей эстетической	3	1
767	по бахтину	2	1
768	быть не	1	1
769	внешнего мира	3	1
770	только о	2	1
771	в контексте	3	1
772	в любом	1	1
773	человеческого поведения	1	1
774	низкой данности	1	1
775	и слово	1	1
776	кажется таким	1	1
777	в существовании	1	1
778	разладе со	1	1
779	такой культуры	1	1
780	искусства это	2	1
781	от друга	1	1
782	известной степени	3	1
783	ситуацию произведения	1	1
784	отношения между	1	1
785	л.н толстой	1	1
786	собственно и	1	1
787	в пределе	1	1
788	личного бытия	1	1
789	литературных жанров	1	1
790	которой я	1	1
791	обращены к	2	1
792	как уже	2	1
793	со своей	3	1
794	эстетической завершенности	1	1
795	не более	1	1
796	тем более	1	1
797	не будучи	1	1
798	с не	1	1
799	это точка	1	1
800	в исходном	1	1
801	всякий раз	2	1
802	зрения в	1	1
803	второй и	1	1
804	этого писателя	1	1
805	и героя	1	1
806	нами не	1	1
807	о своем	1	1
808	на смену	1	1
809	от своего	2	1
810	сказать что	4	1
811	я к	1	1
812	и внутренне	1	1
813	это на	1	1
814	в свою	3	1
815	к его	2	1
816	его произведений	1	1
817	объект эстетического	1	1
818	культуры в	2	1
819	из этого	2	1
820	речевой строй	1	1
821	представлена в	1	1
822	и состоит	3	1
823	а перед	1	1
824	и другие	2	1
825	случае если	1	1
826	героя как	1	1
827	автора как	2	1
828	художественной целостности	3	1
829	жизни оказывается	2	1
830	все что	1	1
831	впрочем у	1	1
832	в роли	3	1
833	этой точки	1	1
