N	2gram	Tiupa_Lite_3	Vvedenie
457	в трудах	1	1
458	втором случае	1	1
459	но он	1	1
460	в россии	1	1
461	что было	1	1
462	и эти	1	1
463	этом и	1	1
464	в историческом	1	1
465	например и	1	1
466	а от	1	1
467	как может	1	1
468	в таких	1	1
469	природа и	2	1
470	мысли в	1	1
471	мышления и	1	1
472	к новым	1	1
473	возлагает на	2	1
474	тому кто	1	1
475	не по	1	1
476	и искусство	1	1
477	случае не	1	1
478	в самых	1	1
479	и восприятия	1	1
480	которых и	1	1
481	самого по	1	1
482	не лучше	1	1
483	как такую	1	1
484	слова как	1	1
485	обратим внимание	3	1
486	тогда она	1	1
487	то именно	1	1
488	к концу	1	1
489	за исключением	1	1
490	и является	1	1
491	во всем	1	1
492	не принадлежит	1	1
493	слова о	1	1
494	входят в	1	1
495	ему не	1	1
496	в действительности	1	1
497	у меня	1	1
498	превращается в	1	1
499	человека в	2	1
500	жить в	1	1
501	того о	1	1
502	оно не	2	1
503	как некая	1	1
504	слово которое	1	1
505	для себя	2	1
506	правда не	1	1
507	не одного	1	1
508	вещей в	2	1
509	приходит к	1	1
510	именно эту	1	1
511	и о	1	1
512	свою очередь	1	1
513	с каким	1	1
514	исторической жизни	1	1
515	чтобы быть	1	1
516	все прочие	1	1
517	во главе	1	1
518	вопрос что	1	1
519	первой половине	2	1
520	что у	2	1
521	и прочих	1	1
522	участия в	1	1
523	еще в	3	1
524	можно только	1	1
525	том как	1	1
526	жизнь и	1	1
527	в осуществлении	1	1
528	о ней	1	1
529	говорит об	1	1
530	одного из	2	1
531	бы то	2	1
532	только за	1	1
533	каждом своем	1	1
534	себя совершенно	1	1
535	по слову	1	1
536	русской литературы	2	1
537	когда оно	1	1
538	во всей	2	1
539	имеет то	1	1
540	непосредственно в	1	1
541	них в	1	1
542	наконец в	3	1
543	также в	1	1
544	в свете	1	1
545	в литературе	1	1
546	тех пор	1	1
547	что здесь	1	1
548	явления в	1	1
549	о пушкине	1	1
550	не со	1	1
551	а лишь	2	1
552	уже шла	1	1
553	роста и	1	1
554	себя в	7	1
555	человеческой личности	1	1
556	есть в	1	1
557	и у	1	1
558	ее а	1	1
559	в значении	1	1
560	человеческого духа	3	1
561	как писал	2	1
562	или даже	1	1
563	обнаруживаются в	1	1
564	за ним	2	1
565	ту или	1	1
566	обратиться к	1	1
567	его из	1	1
568	свой собственный	1	1
569	роль и	1	1
570	истории для	1	1
571	для него	2	1
572	вообще в	1	1
573	руки и	1	1
574	не означает	2	1
575	ее не	1	1
576	при всей	1	1
577	бытия и	1	1
578	у него	1	1
579	однако их	1	1
580	явно не	1	1
581	момент в	1	1
582	были с	1	1
583	нужно было	1	1
584	деятельности как	2	1
585	но одно	1	1
586	и т.п	6	1
587	и тех	1	1
588	бы назвать	1	1
589	все равно	1	1
590	в определенное	1	1
591	а с	1	1
592	в природе	4	1
593	своего собственного	1	1
594	в гг	1	1
595	к человеку	1	1
596	связано с	1	1
597	не на	1	1
598	не создает	1	1
599	высшего расцвета	1	1
600	в картине	1	1
601	в руках	1	1
602	жизнью то	1	1
603	в ряду	1	1
604	мира в	3	1
605	становится для	1	1
606	если не	2	1
607	и об	2	1
608	можно охарактеризовать	1	1
609	одного а	1	1
610	и потому	2	1
611	речь не	1	1
612	рода и	1	1
613	к своему	1	1
614	искусство которому	1	1
615	природе того	1	1
616	культурой в	1	1
617	в европейской	1	1
618	деятельность не	1	1
619	быть только	2	1
620	в первой	2	1
621	и судьбы	1	1
622	это значит	1	1
623	искусства вообще	1	1
624	что когда-то	1	1
625	быть не	2	1
626	себе идея	1	1
627	слова и	1	1
628	и была	1	1
629	место принадлежит	1	1
630	трактоваться как	1	1
631	искусством и	1	1
632	этот образ	1	1
633	и более	1	1
634	искусства как	1	1
635	от той	1	1
636	и от	1	1
637	это как	3	1
638	которая в	1	1
639	для нас	1	1
640	и все	1	1
641	лишь как	1	1
642	еще более	1	1
643	чтобы его	1	1
644	не должен	1	1
645	рода деятельности	1	1
646	ни было	2	1
647	же в	2	1
648	потребность в	1	1
649	отношении к	1	1
650	страсть к	1	1
651	может и	1	1
652	в свою	2	1
653	от своего	1	1
654	он представляет	1	1
655	совершенно не	3	1
656	себе самому	3	1
657	жизни а	2	1
658	цели в	1	1
659	но еще	2	1
660	ее в	2	1
661	того времени	1	1
662	в своих	2	1
663	в таком	1	1
664	этой точки	1	1
665	они не	1	1
666	которая не	1	1
