N	2gram	Propp_Russ_2	VLabPisa
131	утверждает что	1	3
132	что и	2	3
133	и мир	1	3
134	того что	3	3
135	п в	12	3
136	этот вопрос	2	3
137	моментов в	2	3
138	в конце	1	3
139	именно в	4	3
140	него в	1	3
141	так же	4	3
142	некоторые из	1	3
143	всех других	1	3
144	пишет в	3	3
145	по существу	4	3
146	при всем	1	3
147	и от	3	3
148	или в	7	3
149	только что	1	3
150	как на	1	3
151	ее в	8	3
152	ту же	1	2
153	также что	2	2
154	и через	3	2
155	н ф	2	2
156	он может	1	2
157	по его	1	2
158	а как	1	2
159	мы имеем	6	2
160	же как	4	2
161	в которой	2	2
162	из своих	1	2
163	говорить о	1	2
164	то это	1	2
165	так называемые	1	2
166	в ней	1	2
167	еще не	6	2
168	что его	1	2
169	в различных	1	2
170	но не	5	2
171	если в	1	2
172	относится к	1	2
173	отнюдь не	1	2
174	за эти	1	2
175	стороны и	1	2
176	этом же	1	2
177	хотя и	1	2
178	но в	5	2
179	с нею	1	2
180	эта стадия	1	2
181	он в	1	2
182	ни одна	1	2
183	ее как	1	2
184	лица и	1	2
185	как он	1	2
186	что она	3	2
187	после этого	2	2
188	том чтобы	2	2
189	подобно тому	3	2
190	так например	1	2
191	а затем	4	2
192	в другом	1	2
193	с другими	3	2
194	и отдельные	1	2
195	эта теория	4	2
196	не всегда	3	2
197	и для	2	2
198	всяком случае	1	2
199	не столько	2	2
200	которые в	1	2
201	если бы	1	2
202	как от	1	2
203	не менее	2	2
204	тогда когда	4	2
205	в науке	1	2
206	пока еще	2	2
207	того чтобы	6	2
208	наблюдения и	1	2
209	другом месте	1	2
210	для того	6	2
211	что при	2	2
212	в образе	2	2
213	и даже	1	2
214	из основных	2	2
215	во всяком	1	2
216	представления об	2	2
217	может не	1	2
218	из себя	1	2
219	от них	1	2
220	во всей	1	2
221	значительно увеличить	1	2
222	но с	1	2
223	с одной	2	2
224	у них	2	2
225	при помощи	1	2
226	ни с	1	2
227	могло бы	1	2
228	к ним	1	2
229	в особенности	1	2
230	одной стороны	2	2
231	даже не	1	2
232	как у	1	2
233	показывает что	8	2
234	что для	3	2
235	к сожалению	1	2
236	зависит от	1	2
237	о чем	4	2
238	тому как	3	2
239	нет никаких	2	2
240	начиная с	2	2
241	и потому	1	2
242	из которых	2	2
243	в течение	2	2
244	как например	3	2
245	того или	1	2
246	этом и	2	2
247	можно было	2	2
248	будто бы	5	2
249	а в	9	2
250	в целях	2	2
251	о своем	1	2
252	понимать как	1	2
253	сообщает о	1	2
254	в своих	2	2
255	а между	1	1
256	вряд ли	2	1
257	можно говорить	1	1
258	прав когда	2	1
259	применении к	1	1
260	внимание состоит	1	1
261	и так	1	1
262	что эти	1	1
263	или ее	3	1
264	как мы	3	1
265	что совокупность	1	1
266	что если	1	1
267	вопрос о	4	1
268	они могут	1	1
269	но она	2	1
270	на себя	2	1
271	как комплекс	1	1
272	как орудие	1	1
273	из того	1	1
274	мы и	1	1
275	это показание	2	1
276	них по	1	1
277	это время	2	1
278	свою очередь	1	1
279	и то	2	1
280	он был	1	1
281	вещь в	1	1
282	между собой	2	1
283	не был	2	1
284	здесь не	1	1
285	это имеет	2	1
286	по своему	1	1
287	этом говорит	1	1
288	значение и	1	1
289	только тогда	3	1
290	не все	4	1
291	ответ на	1	1
292	а и	2	1
293	состоял в	1	1
294	воплощенной в	1	1
295	сказывается влияние	1	1
296	это самое	1	1
297	что ее	3	1
298	кроме того	2	1
299	уже указывалось	2	1
300	что по	4	1
301	и наконец	1	1
302	не являются	1	1
303	что этим	1	1
304	под ним	2	1
305	уже в	1	1
306	только два	1	1
307	что так	1	1
308	рассказ о	1	1
309	к необходимости	1	1
310	такая форма	2	1
311	тому же	1	1
312	на то	1	1
313	если он	2	1
314	но на	1	1
315	же но	1	1
316	так сказать	1	1
317	и если	1	1
318	это представление	4	1
319	как оно	2	1
320	момента когда	1	1
321	и еще	2	1
322	необходимо для	1	1
323	то как	1	1
324	но вместе	2	1
325	в сад	1	1
326	уже не	4	1
327	на этом	3	1
328	именно это	1	1
329	а вместе	1	1
330	связанных с	1	1
331	однако такая	1	1
332	воскресения и	1	1
333	входит в	1	1
334	те или	1	1
335	эту же	1	1
336	что один	2	1
337	чаще всего	1	1
338	в новое	1	1
339	смерть и	2	1
340	для них	2	1
341	с этой	2	1
342	быть принята	1	1
343	несмотря на	1	1
344	поле для	1	1
345	или из	1	1
346	их на	1	1
347	отрицает ее	1	1
348	представление что	1	1
349	в этих	3	1
350	или вообще	4	1
351	он должен	1	1
352	материалы показывают	1	1
353	в которые	1	1
354	его мнению	1	1
355	этому же	1	1
356	на свою	1	1
357	это подтверждается	1	1
358	приведем только	1	1
359	быть признана	1	1
360	ряда других	1	1
361	но он	3	1
362	так называемое	1	1
363	что этот	1	1
364	е из	1	1
365	что есть	1	1
366	того момента	1	1
367	ее нужно	1	1
368	в таких	3	1
369	а иногда	2	1
370	как можно	2	1
371	что эта	1	1
372	с которой	1	1
373	дело не	2	1
374	эти формы	1	1
375	того как	2	1
376	время как	1	1
377	иметь в	1	1
378	не имеет	3	1
379	не имели	2	1
380	учения о	1	1
381	к ней	2	1
382	сущность его	1	1
383	от него	1	1
384	друг друга	3	1
385	е не	1	1
386	на некоторые	1	1
387	только с	1	1
388	как будто	1	1
389	в основе	1	1
390	к таким	2	1
391	тем это	2	1
392	так будто	1	1
393	все то	2	1
394	однако все	1	1
395	ничего общего	1	1
396	в применении	1	1
397	этот вид	1	1
398	и это	1	1
399	и поэтому	1	1
400	и которая	1	1
401	и многие	2	1
402	данном случае	7	1
403	в в	1	1
404	затем его	1	1
405	то время	2	1
406	это для	1	1
407	мнение что	2	1
408	что у	1	1
409	по аналогии	1	1
410	почти каждый	1	1
411	это настолько	1	1
412	пишет что	3	1
413	но у	1	1
414	жизнь и	2	1
415	для этого	5	1
416	это обычно	1	1
417	с ним	1	1
418	а по	1	1
419	на него	1	1
420	более высокой	1	1
421	и что	5	1
422	в глаза	2	1
423	после того	2	1
424	с того	1	1
425	xvi в	1	1
426	для нас	6	1
427	а также	4	1
428	аналогии с	1	1
429	знает что	1	1
430	под именем	3	1
431	места и	1	1
432	ему же	1	1
433	затем в	1	1
434	и во	1	1
435	в форме	2	1
436	которая должна	1	1
437	в ту	1	1
438	в свете	3	1
439	если это	1	1
440	в него	2	1
441	полагая что	1	1
442	указывает что	1	1
443	бросается в	2	1
444	дело так	1	1
445	быть и	1	1
446	в какой	1	1
447	но ни	1	1
448	по наблюдениям	1	1
449	к их	1	1
450	в стороне	2	1
451	очень много	1	1
452	верно и	1	1
453	или под	2	1
454	который в	1	1
455	сообщает что	8	1
456	но ее	1	1
457	описывает этот	1	1
458	же и	1	1
459	есть в	2	1
460	можно установить	1	1
461	сообщает в	1	1
462	только на	1	1
463	ее а	1	1
464	в виде	4	1
465	или даже	3	1
466	в данной	1	1
467	и других	3	1
468	в борьбу	1	1
469	и значения	1	1
470	это обстоятельство	1	1
471	который как	1	1
472	себе в	1	1
473	представлений о	2	1
474	в состоянии	1	1
475	себя от	1	1
476	отношение к	1	1
477	каждый из	2	1
478	заметить что	2	1
479	тем что	3	1
480	смысла и	1	1
481	встречаемся с	1	1
482	без всякой	1	1
483	и связывание	1	1
484	связаны с	3	1
485	а именно	3	1
486	человека а	2	1
487	в свою	1	1
488	не существуют	1	1
489	силу но	1	1
490	близко к	1	1
491	связано с	2	1
492	а наоборот	3	1
493	целым рядом	1	1
494	из наиболее	2	1
495	описывает его	1	1
496	на эту	2	1
497	или с	3	1
498	другие в	2	1
499	есть одно	1	1
500	может иметь	1	1
501	ответ с	1	1
502	и особенно	1	1
503	сказки о	2	1
504	относятся к	1	1
505	в духе	1	1
506	как в	7	1
507	в данном	6	1
508	и основной	1	1
509	которое не	1	1
510	образом на	1	1
511	изучение этих	1	1
512	исходя из	1	1
513	бы значительно	1	1
514	должно быть	2	1
515	или другого	1	1
516	представляется как	1	1
517	были у	1	1
518	совершенно очевидно	2	1
519	только для	1	1
520	но это	1	1
521	в противном	1	1
522	он придает	1	1
523	поводу с	1	1
524	русских народных	1	1
525	место для	1	1
526	а к	2	1
527	так постепенно	1	1
528	не представляет	1	1
529	ее и	2	1
530	у некоторых	2	1
531	и все	4	1
532	находится в	1	1
533	потому что	5	1
534	или не	1	1
535	этих элементов	1	1
536	еще в	2	1
537	а н	3	1
538	к ее	1	1
539	е в	10	1
540	месте в	1	1
541	это в	2	1
542	совершенно не	2	1
543	это на	1	1
544	природе и	1	1
545	религии и	1	1
546	есть и	1	1
547	или точнее	1	1
548	в заключение	1	1
549	к числу	2	1
550	к этой	1	1
551	и другие	14	1
552	же на	1	1
553	в таком	4	1
