N	2gram	Losev_Prob_1	SlovoVZh
501	же мы	2	1
502	случае мы	1	1
503	и вся	1	1
504	и тому	1	1
505	по мере	1	1
506	на ступенях	1	1
507	между людьми	1	1
508	только для	3	1
509	от всего	3	1
510	природу и	1	1
511	для определения	1	1
512	точно и	1	1
513	пусто и	1	1
514	если ее	1	1
515	деле это	1	1
516	в смысле	1	1
517	как о	1	1
518	очень узко	1	1
519	в науке	2	1
520	она должна	1	1
521	тех или	3	1
522	не является	5	1
523	в основе	1	1
524	время как	1	1
525	и искусство	1	1
526	его форме	1	1
527	нет можно	1	1
528	уже на	2	1
529	того чтобы	9	1
530	не существует	6	1
531	для всего	2	1
532	понять ее	1	1
533	всей его	1	1
534	это мы	2	1
535	имеет дело	1	1
536	в результате	2	1
537	которой можно	1	1
538	только и	3	1
539	в качестве	2	1
540	имеем дело	1	1
541	особого рода	2	1
542	моментов которые	1	1
543	от него	1	1
544	теория искусства	1	1
545	и внешней	1	1
546	тем более	5	1
547	мы должны	5	1
548	ровно ничего	4	1
549	форм которые	1	1
550	по своей	1	1
551	внутренней и	1	1
552	бы за	1	1
553	же он	1	1
554	связи с	5	1
555	в искусстве	3	1
556	переходить в	1	1
557	ним на	2	1
558	уже и	3	1
559	как будто	3	1
560	этом отношении	1	1
561	и делает	3	1
562	анализа в	1	1
563	гораздо больше	2	1
564	в области	2	1
565	образом не	1	1
566	может и	3	1
567	поэзии во	1	1
568	больше того	1	1
569	сам поэт	1	1
570	в стиле	1	1
571	у нас	14	1
572	только как	1	1
573	является то	2	1
574	обычно не	1	1
575	его для	2	1
576	когда мы	8	1
577	есть только	8	1
578	или иного	2	1
579	том кто	1	1
580	ее нет	1	1
581	я и	2	1
582	должны быть	1	1
583	которые имеют	1	1
584	в окончательном	2	1
585	того о	1	1
586	что оно	3	1
587	но эти	1	1
588	к другим	1	1
589	предмет в	1	1
590	и эта	1	1
591	в таком	9	1
592	во всяком	7	1
593	к тому	3	1
