N	2gram	Bakhtin_sl_2	Myshleni
192	чем в	2	3
193	может идти	1	3
194	этом случае	6	3
195	но это	3	3
196	задолго до	1	3
197	одного и	1	3
198	речи так	1	3
199	одной стороны	5	3
200	к его	2	3
201	включает в	2	3
202	к этому	1	3
203	значение в	2	3
204	они не	2	3
205	ту же	3	2
206	отношения к	4	2
207	не должны	1	2
208	одним из	2	2
209	в зависимости	4	2
210	есть не	1	2
211	зависимости от	4	2
212	в ней	3	2
213	быть в	1	2
214	в различных	2	2
215	во всех	12	2
216	с каким	1	2
217	отличие от	13	2
218	связи и	2	2
219	его на	1	2
220	стороны и	3	2
221	не два	1	2
222	как всякая	1	2
223	и к	6	2
224	только два	1	2
225	связанного с	1	2
226	нами в	1	2
227	если он	1	2
228	на его	2	2
229	что она	1	2
230	в корне	1	2
231	но все	5	2
232	те же	2	2
233	на протяжении	2	2
234	в них	6	2
235	все равно	1	2
236	на основании	1	2
237	во второй	1	2
238	в своей	1	2
239	мы говорили	1	2
240	в отличие	12	2
241	должны были	1	2
242	все это	16	2
243	который мы	1	2
244	этими двумя	1	2
245	они же	1	2
246	во всем	4	2
247	имеет два	1	2
248	не до	1	2
249	и здесь	2	2
250	лежит в	1	2
251	и другим	2	2
252	знает что	1	2
253	этот путь	1	2
254	в виду	1	2
255	точками зрения	1	2
256	в истории	11	2
257	не с	3	2
258	к совершенно	1	2
259	речь как	1	2
260	языковых форм	1	2
261	связанная с	1	2
262	говорим о	1	2
263	язык и	7	2
264	образом в	1	2
265	его в	4	2
266	самый процесс	1	2
267	тем или	1	2
268	представления о	1	2
269	слов и	3	2
270	знания и	1	2
271	может иметь	3	2
272	есть процесс	1	2
273	со всеми	2	2
274	на всем	1	2
275	только на	1	2
276	же в	1	2
277	этого процесса	3	2
278	эти три	1	2
279	вовсе не	10	2
280	к ним	1	2
281	речи к	1	2
282	речи является	1	2
283	и даже	7	2
284	и между	2	2
285	себя и	4	2
286	на развитие	1	2
287	принимает за	1	2
288	языка не	4	2
289	развитии и	1	2
290	и потому	7	2
291	мы говорим	1	2
292	сознание и	3	2
293	только начинается	1	2
294	об особенностях	1	2
295	его язык	3	2
296	и от	3	2
297	только для	1	2
298	в более	2	2
299	и другими	1	2
300	сознания и	1	2
301	чтобы понять	1	2
302	или иным	1	2
303	поэтому внутренняя	1	2
304	речи с	1	2
305	совершенно иной	1	2
306	и другие	2	2
307	образом с	1	2
308	другой стороны	1	2
309	но этот	1	2
310	жизни и	6	2
311	в своих	1	2
312	во всяком	3	2
313	все что	2	2
314	и наиболее	1	1
315	речью не	1	1
316	смысле слова	1	1
317	лежащую в	1	1
318	всем ее	1	1
319	лежат в	1	1
320	также и	2	1
321	например в	5	1
322	в движение	1	1
323	словом как	1	1
324	в рассмотрение	1	1
325	проблемы в	1	1
326	его же	1	1
327	заключается именно	1	1
328	от которых	1	1
329	собственном смысле	3	1
330	когда это	1	1
331	мы уже	2	1
332	миру и	1	1
333	и о	1	1
334	что уже	1	1
335	гуманитарных наук	1	1
336	для раскрытия	1	1
337	но она	2	1
338	самого говорящего	1	1
339	но уже	1	1
340	и ее	1	1
341	способности и	1	1
342	невозможно никакое	1	1
343	материала на	1	1
344	меньше чем	2	1
345	и этого	1	1
346	он сам	1	1
347	первый план	1	1
348	что его	1	1
349	с его	7	1
350	конечно это	1	1
351	должен действовать	1	1
352	то мы	1	1
353	различия между	1	1
354	друг к	1	1
355	что язык	2	1
356	значение и	1	1
357	в план	1	1
358	из важнейших	2	1
359	речи вне	1	1
360	нашего сознания	2	1
361	в собственном	3	1
362	и должны	1	1
363	как по	1	1
364	независимо от	2	1
365	как к	3	1
366	более и	1	1
367	к новому	3	1
368	все остальные	1	1
369	перед нами	3	1
370	кроме того	2	1
371	целый ряд	1	1
372	и наконец	5	1
373	более или	2	1
374	в себе	2	1
375	этой цели	1	1
376	для ее	1	1
377	за собой	1	1
378	из самых	1	1
379	не приходится	3	1
380	точку зрения	3	1
381	зрения не	1	1
382	в нашем	2	1
383	сущности и	1	1
384	другом случае	1	1
385	и те	1	1
386	на то	1	1
387	актуального и	1	1
388	но на	1	1
389	так сказать	6	1
390	но прежде	2	1
391	дальше и	1	1
392	по самому	1	1
393	оно было	2	1
394	и социальной	3	1
395	моменты которые	1	1
396	в плане	5	1
397	языком и	7	1
398	прежде чем	1	1
399	или иных	1	1
400	одно и	1	1
401	поскольку она	1	1
402	значительной степени	6	1
403	в каждом	1	1
404	значение нашей	1	1
405	через все	1	1
406	конечно в	2	1
407	об этом	1	1
408	к другу	1	1
409	глубокий и	1	1
410	зрения на	2	1
411	всех областях	4	1
412	лишь в	3	1
413	входит в	4	1
414	те или	1	1
415	и других	4	1
416	ней нет	1	1
417	помощью одного	1	1
418	может стать	2	1
419	моменты в	1	1
420	нас того	1	1
421	уже сказано	2	1
422	должен был	1	1
423	мог бы	1	1
424	и этим	1	1
425	ни в	4	1
426	шагу в	1	1
427	о которых	1	1
428	рядом с	3	1
429	в слове	6	1
430	и уже	1	1
431	всегда и	1	1
432	несмотря на	1	1
433	как сказано	1	1
434	нисколько не	1	1
435	на первый	1	1
436	слов так	1	1
437	не разрешают	1	1
438	сказать так	1	1
439	определяется и	1	1
440	языка если	2	1
441	выработанные в	1	1
442	сознания но	1	1
443	она в	1	1
444	место в	1	1
445	не столько	3	1
446	существуют такие	1	1
447	то его	1	1
448	он принимает	1	1
449	как будет	1	1
450	от его	1	1
451	всегда остается	1	1
452	в основном	4	1
453	для изучения	1	1
454	которые в	2	1
455	тем не	1	1
456	влечет за	1	1
457	возможно только	1	1
458	языков и	9	1
459	однако в	2	1
460	идти не	1	1
461	форму в	1	1
462	речи далее	1	1
463	чем перейти	1	1
464	о значении	1	1
465	с которой	1	1
466	она не	6	1
467	от нас	2	1
468	дело не	1	1
469	отличается от	2	1
470	и притом	1	1
471	его собственного	1	1
472	которого он	2	1
473	на самый	1	1
474	опираться на	1	1
475	иметь в	1	1
476	из него	2	1
477	на котором	2	1
478	а во	1	1
479	к ней	2	1
480	в изменении	1	1
481	уже говорили	1	1
482	ним но	1	1
483	в сознании	1	1
484	входят в	2	1
485	языка в	6	1
486	в духе	1	1
487	в направлении	1	1
488	из какого	1	1
489	из самого	1	1
490	слились в	1	1
491	как только	1	1
492	этой способности	2	1
493	числе и	1	1
494	как для	3	1
495	и связанная	1	1
496	что при	1	1
497	если же	1	1
498	в применении	1	1
499	вопроса оно	1	1
500	всю последующую	1	1
501	слово не	1	1
502	с ее	2	1
503	и усвоения	1	1
504	это единство	1	1
505	языки в	2	1
506	всего этого	1	1
507	зрения так	1	1
508	без всякого	2	1
509	принадлежащее к	1	1
510	из главных	1	1
511	с языком	2	1
512	и которые	1	1
513	как между	1	1
514	в окружающей	1	1
515	не нужно	1	1
516	для этого	4	1
517	слова ведь	1	1
518	но может	1	1
519	в контекст	2	1
520	иные возможности	1	1
521	постановке вопроса	1	1
522	центральной проблемой	2	1
523	или на	2	1
524	может не	2	1
525	на данном	1	1
526	нуждается в	2	1
527	слово его	1	1
528	бы она	1	1
529	языков это	2	1
530	и только	1	1
531	язык в	6	1
532	все время	1	1
533	в самый	1	1
534	один из	5	1
535	поэтому для	1	1
536	с ними	5	1
537	или иные	1	1
538	что различные	1	1
539	эта общая	1	1
540	всяком случае	2	1
541	это слово	1	1
542	между этими	1	1
543	их не	1	1
544	где они	2	1
545	для всех	4	1
546	первостепенное значение	1	1
547	есть чисто	1	1
548	могут иметь	1	1
549	не можем	1	1
550	уже в	2	1
551	себя в	8	1
552	как например	2	1
553	оно в	1	1
554	в виде	2	1
555	что не	1	1
556	а это	1	1
557	чужого языка	6	1
558	или даже	3	1
559	и обратно	1	1
560	языка но	4	1
561	за ним	1	1
562	представить себе	1	1
563	мы находим	1	1
564	в прошлом	2	1
565	в конце	1	1
566	с этими	1	1
567	отношении к	4	1
568	всякое внутреннее	1	1
569	в систему	1	1
570	и никогда	1	1
571	это было	1	1
572	как раз	1	1
573	он является	1	1
574	и сознательный	1	1
575	в других	1	1
576	ближайшим образом	1	1
577	в форме	2	1
578	можно прямо	3	1
579	эти явления	1	1
580	вне ее	1	1
581	намеренный и	1	1
582	оно способно	1	1
583	связан с	3	1
584	языка он	2	1
585	себе а	1	1
586	или иной	5	1
587	даже не	1	1
588	и смысловых	1	1
589	и т.п	2	1
590	с другим	1	1
591	влияние на	2	1
592	человеку и	1	1
593	или иначе	1	1
594	язык во	1	1
595	здесь в	3	1
596	и нельзя	1	1
597	не было	2	1
598	которых мы	2	1
599	этого не	1	1
600	и материала	2	1
601	и осуществляется	1	1
602	и самый	1	1
603	более того	2	1
604	в ту	1	1
605	с которым	2	1
606	и ответ	1	1
607	его собственной	1	1
608	для правильной	1	1
609	там где	6	1
610	и непосредственно	2	1
611	в связи	2	1
612	этих моментов	1	1
613	все более	1	1
614	я говорю	1	1
615	материал и	3	1
616	прямо сказать	3	1
617	поэтому даже	1	1
618	в одной	1	1
619	только его	1	1
620	форм его	1	1
621	мы увидим	2	1
622	влияния на	1	1
623	он говорит	1	1
624	в данном	2	1
625	формы мышления	1	1
626	последнем случае	1	1
627	применении к	1	1
628	чтобы увидеть	1	1
629	и там	3	1
630	зрения и	2	1
631	или менее	2	1
632	да и	1	1
633	слов в	2	1
634	их внутренней	1	1
635	с изучением	1	1
636	к проблеме	3	1
637	этого слова	1	1
638	этого факта	1	1
639	в каких-то	1	1
640	слова есть	1	1
641	подчиняет его	1	1
642	заставляет нас	1	1
643	новые и	1	1
644	и таким	1	1
645	этом и	1	1
646	которые оно	1	1
647	близкий к	1	1
648	понимании и	1	1
649	языка происходит	1	1
650	ту область	1	1
651	тех или	1	1
652	известной степени	2	1
653	синтаксических форм	1	1
654	и для	5	1
655	его протяжении	1	1
656	бы говорить	1	1
657	анализа и	1	1
658	на улице	1	1
659	тем и	1	1
660	для этой	1	1
661	имеет дело	2	1
662	это как	1	1
663	для нас	5	1
664	особого рода	1	1
665	от него	5	1
666	и все	5	1
667	менее чем	1	1
668	из себя	3	1
669	или нет	1	1
670	той или	5	1
671	речи все	2	1
672	вообще в	1	1
673	для жизни	1	1
674	но зато	1	1
675	влияние в	1	1
676	дело с	4	1
677	относящиеся к	1	1
678	далее в	2	1
679	или иного	1	1
680	оно может	2	1
681	оно не	8	1
682	чем это	1	1
683	это так	1	1
684	и это	1	1
685	того или	1	1
686	том числе	1	1
687	гораздо более	1	1
688	которая не	1	1
