N	2gram	Bakhtin_KF_1	Analitik
143	во всех	11	2
144	об этом	1	2
145	совершенно не	6	2
146	бы и	3	2
147	тем что	3	2
148	и он	1	2
149	с тем	2	2
150	субъекта и	1	2
151	осуществляется в	1	2
152	со всеми	2	2
153	в принципе	2	2
154	по своей	1	2
155	не мог	1	2
156	в искусстве	1	2
157	сводится к	2	2
158	нуждается в	1	2
159	вместе с	1	2
160	этих моментов	2	2
161	а для	2	2
162	отношения к	1	2
163	в себя	7	2
164	всяком случае	1	2
165	это не	10	2
166	более чем	1	2
167	значительной степени	1	2
168	хотя и	1	2
169	не с	1	2
170	то что	7	2
171	себе самому	1	2
172	с точки	9	2
173	не от	1	2
174	в конечном	1	2
175	это и	2	2
176	любви к	1	2
177	конечном счете	1	2
178	и от	1	2
179	мира и	4	2
180	я с	1	2
181	но всегда	2	2
182	один из	2	2
183	и потому	2	2
184	в контексте	5	2
185	в первом	1	2
186	тем не	2	2
187	только в	16	2
188	видеть в	1	2
189	который не	1	2
190	и т.д	2	2
191	приобщается к	2	2
192	дело в	2	2
193	одна из	1	2
194	но сам	1	2
195	этого слова	2	2
196	могут быть	3	2
197	когда он	1	2
198	только к	1	2
199	не для	1	2
200	в момент	3	2
201	в иной	1	2
202	мы можем	1	2
203	поэтому в	1	2
204	как к	2	2
205	не как	4	2
206	несмотря на	1	2
207	но в	5	2
208	или иным	2	2
209	от своей	5	2
210	тем или	1	2
211	и ее	2	2
212	все они	1	2
213	подход к	1	2
214	же в	1	2
215	вступить в	1	2
216	самом деле	3	2
217	в составе	2	2
218	в ней	3	2
219	что она	1	2
220	представляется нам	1	2
221	в соответствии	2	2
222	от его	5	2
223	что мы	1	2
224	и по	1	2
225	по своему	3	2
226	к единой	1	1
227	и тот	1	1
228	произведения не	1	1
229	и затем	1	1
230	войти в	2	1
231	есть на	2	1
232	не становится	1	1
233	что между	1	1
234	который и	1	1
235	жизненные ценности	1	1
236	тем же	1	1
237	отсюда и	3	1
238	между ними	1	1
239	бы действительно	1	1
240	всех сторон	1	1
241	и смыслы	1	1
242	не знает	5	1
243	бы быть	5	1
244	но само	1	1
245	к той	1	1
246	и свою	1	1
247	но о	1	1
248	ибо он	1	1
249	вопрос о	2	1
250	дело когда	2	1
251	было показано	1	1
252	она будет	1	1
253	первом случае	1	1
254	позицию по	1	1
255	место в	5	1
256	не допуская	1	1
257	только как	4	1
258	имманентный закон	2	1
259	что обусловлено	1	1
260	в литературе	1	1
261	жизни и	8	1
262	она является	1	1
263	от этого	2	1
264	являются здесь	1	1
265	было и	2	1
266	я со	1	1
267	однако он	1	1
268	ко всему	5	1
269	для которого	3	1
270	слова в	2	1
271	правда не	1	1
272	данном контексте	1	1
273	для себя	5	1
274	лишь однажды	1	1
275	включая и	1	1
276	и их	6	1
277	не путем	1	1
278	большинстве случаев	1	1
279	он становится	1	1
280	именно вследствие	1	1
281	своей значимости	3	1
282	как предмет	2	1
283	рядом с	3	1
284	зависит от	1	1
285	известном смысле	1	1
286	из нее	1	1
287	вовсе не	7	1
288	только при	1	1
289	при такой	1	1
290	бы он	2	1
291	местом в	1	1
292	в стороне	1	1
293	и моя	1	1
294	на то	1	1
295	только по	2	1
296	говоря о	1	1
297	одно из	1	1
298	есть лишь	5	1
299	всех этих	3	1
300	и так	1	1
301	бы ни	1	1
302	и теперь	1	1
303	независимо от	3	1
304	цели и	1	1
305	его и	2	1
306	хотя бы	4	1
307	с ним	5	1
308	здесь мы	4	1
309	бы не	3	1
310	всего этого	1	1
311	две строфы	1	1
312	та же	2	1
313	от него	3	1
314	себя а	4	1
315	в своей	10	1
316	вследствие этого	2	1
317	отказа от	1	1
318	между прочим	1	1
319	места в	4	1
320	которой он	2	1
321	того или	3	1
322	жизнь в	1	1
323	автора как	2	1
324	тем как	3	1
325	с действительностью	1	1
326	что уже	1	1
327	в эту	1	1
328	не можем	1	1
329	и всех	1	1
330	поскольку оно	1	1
331	утверждение что	1	1
332	и только	6	1
333	жизни в	5	1
334	одной из	1	1
335	ту или	1	1
336	единая и	3	1
337	на чем	1	1
338	в акте	3	1
339	а именно	1	1
340	этом смысле	3	1
341	момент свершения	1	1
342	отношение к	5	1
343	того что	3	1
344	в один	1	1
345	я во	1	1
346	а должен	1	1
347	в другом	3	1
348	к чему	3	1
349	особенно в	1	1
350	и момент	4	1
351	а затем	1	1
352	а лишь	3	1
353	связанных с	1	1
354	полученный в	1	1
355	превращается в	1	1
356	систему ценностей	1	1
357	целое как	1	1
358	на самом	3	1
359	время от	1	1
360	не имеют	1	1
361	отнюдь еще	1	1
362	здесь-то и	1	1
363	не противоречит	1	1
364	и о	1	1
365	и мир	2	1
366	мысли и	1	1
367	бытия я	1	1
368	в чужой	1	1
369	лирический герой	1	1
370	один и	1	1
371	все названные	1	1
372	выбора все	1	1
373	не это	1	1
374	всех своих	4	1
375	они не	1	1
376	себе а	2	1
377	и каждый	1	1
378	мог бы	1	1
379	как все	1	1
380	потому что	2	1
381	и всякого	1	1
382	поскольку мы	4	1
383	со всех	1	1
384	не будем	1	1
385	ее в	1	1
386	на почве	1	1
387	только одно	1	1
388	можно быть	1	1
389	к его	1	1
390	любви и	1	1
391	дело здесь	2	1
392	момент его	8	1
393	того чтобы	2	1
394	себя и	2	1
395	а за	1	1
396	как если	1	1
397	тот же	1	1
398	другое дело	2	1
399	ведь это	1	1
400	мы должны	1	1
401	для нее	7	1
402	но я	2	1
403	мир и	1	1
404	чего нет	1	1
405	и религии	1	1
406	уже давно	1	1
407	зависимости от	1	1
408	для того	3	1
409	не за	1	1
410	в единое	2	1
411	и есть	9	1
412	ты и	1	1
413	в истории	1	1
414	должно быть	6	1
415	на первом	2	1
416	он предполагает	1	1
417	а с	2	1
418	от своего	1	1
419	единство и	1	1
420	более что	1	1
421	к ним	4	1
422	в противоречие	1	1
423	ее действительного	1	1
424	но лишь	6	1
425	заданности и	1	1
426	этого момента	1	1
427	есть непосредственно	1	1
428	не могло	1	1
429	субъектом и	1	1
430	а все	3	1
431	смысловое содержание	6	1
432	не о	2	1
433	это было	2	1
434	и может	3	1
435	в основе	5	1
436	могло бы	4	1
437	ему в	2	1
438	может иметь	2	1
439	образом в	1	1
440	собой и	1	1
441	с ними	3	1
442	его эстетической	1	1
443	человека как	1	1
444	момента и	2	1
445	для этого	2	1
446	конфликтов с	1	1
447	ни у	2	1
448	научной истины	1	1
449	мы уже	1	1
450	в зависимости	1	1
451	в соответствующей	1	1
452	этом мире	2	1
453	целого или	1	1
454	и место	1	1
455	во мне	3	1
456	содержания а	1	1
457	него самого	1	1
458	нет в	4	1
459	само по	1	1
460	противоречие с	1	1
461	в категориях	4	1
462	и делает	2	1
463	и новое	1	1
464	во всей	4	1
465	в единую	1	1
466	место и	2	1
467	ему и	1	1
468	всей своей	2	1
469	и передачи	1	1
470	остается в	1	1
471	а по	2	1
472	смерть и	1	1
473	как момент	13	1
474	пути ее	1	1
475	живет в	1	1
476	совпадает с	1	1
477	себя не	3	1
478	от себя	10	1
479	культуры и	5	1
480	или иную	1	1
481	он есть	1	1
482	и само	1	1
483	существенно не	1	1
484	мы будем	1	1
485	поэтому столь	1	1
486	этим самым	1	1
487	между отдельными	1	1
488	его культурной	1	1
489	нами и	1	1
490	в своих	3	1
491	до этого	1	1
492	и никогда	1	1
493	и себя	1	1
494	не следует	1	1
495	с этого	2	1
496	я не	6	1
497	все другие	1	1
498	в известном	1	1
499	для всего	1	1
500	переживание переживания	2	1
501	не дано	1	1
502	ни был	2	1
503	от них	1	1
504	иные моменты	1	1
505	не тот	1	1
506	живет и	1	1
507	нее в	2	1
508	и иных	1	1
509	данности бытия	1	1
510	стороны в	3	1
511	время и	5	1
512	случае мы	2	1
513	или иного	3	1
514	и приводит	1	1
515	и до	1	1
516	автор и	1	1
517	или как	2	1
518	выход в	2	1
519	и должно	1	1
520	не носит	1	1
521	как я	1	1
522	из его	3	1
523	эти стороны	1	1
524	к миру	1	1
525	к себе	2	1
526	ценностный центр	2	1
527	способу мышления	1	1
528	они остаются	1	1
529	я уже	2	1
530	имеем не	1	1
531	здесь как	1	1
532	эмоционально-волевым тоном	4	1
533	это уже	2	1
534	самого по	1	1
535	из которых	2	1
536	он как	1	1
537	отчетливо и	1	1
538	если бы	8	1
539	я для	1	1
540	стороны его	1	1
541	как о	1	1
542	я стал	1	1
543	и др	1	1
544	не живет	2	1
545	связь между	1	1
546	все что	1	1
547	ее до	2	1
548	себе в	1	1
549	оно не	2	1
550	основе своей	2	1
551	но это	6	1
552	жизни но	3	1
553	который своей	1	1
