N	2gram	Vygotskiy__1	Sovremen
240	конечном счете	3	1
241	а потому	3	1
242	во всей	1	1
243	это сравнение	1	1
244	приводит и	2	1
245	вообще и	1	1
246	один и	1	1
247	может стать	3	1
248	из нескольких	1	1
249	же вопрос	1	1
250	в ту	1	1
251	все время	4	1
252	чем же	1	1
253	идет о	2	1
254	человека как	1	1
255	независимо от	2	1
256	в самый	1	1
257	стороны и	3	1
258	к нему	2	1
259	форму и	2	1
260	известном смысле	1	1
261	против него	1	1
262	один из	4	1
263	и отчетливо	1	1
264	науки если	1	1
265	процессе развития	1	1
266	с понятием	1	1
267	одной из	1	1
268	в одинаковой	2	1
269	в действительности	1	1
270	увидим что	2	1
271	только в	14	1
272	роль играет	1	1
273	за собой	1	1
274	почти совершенно	1	1
275	то он	1	1
276	он уже	1	1
277	та же	3	1
278	одни и	1	1
279	в известном	2	1
280	остановиться на	2	1
281	явлений и	1	1
282	и тот	2	1
283	конечно не	1	1
284	мы очень	1	1
285	и у	4	1
286	и те	1	1
287	только на	3	1
288	вследствие этого	1	1
289	и химия	1	1
290	и если	4	1
291	а это	1	1
292	в первых	1	1
293	по самому	5	1
294	в данной	1	1
295	именно та	1	1
296	он не	3	1
297	его и	3	1
298	этот раз	1	1
299	что сказать	1	1
300	эта система	1	1
301	оно приобретает	1	1
302	и еще	1	1
303	и их	2	1
304	центр тяжести	1	1
305	стать в	1	1
306	к одному	1	1
307	в корне	1	1
308	по существу	4	1
309	другую сторону	1	1
310	сами по	1	1
311	вовсе не	6	1
312	случае когда	1	1
313	с последней	1	1
314	физика и	1	1
315	но что	2	1
316	прошлого века	1	1
317	случае не	2	1
318	одной и	4	1
319	одному и	1	1
320	заключает в	1	1
321	к очень	1	1
322	в основу	2	1
323	предполагается что	1	1
324	поскольку она	2	1
325	не хотим	1	1
326	раз из	2	1
327	и только	3	1
328	не будет	3	1
329	а затем	1	1
330	совершенно невозможным	1	1
331	и может	2	1
332	в совершенно	4	1
333	том случае	2	1
334	одной стороны	6	1
335	чем в	1	1
336	до сих	3	1
337	с другой	5	1
338	как у	1	1
339	именно в	1	1
340	здесь в	1	1
341	этом смысле	2	1
342	нас есть	1	1
343	такое же	1	1
344	его с	1	1
345	элементов и	1	1
346	ни в	9	1
347	не было	3	1
348	она и	1	1
349	ей не	1	1
350	все равно	1	1
351	и составляет	2	1
352	на которых	1	1
353	одна и	1	1
354	всегда и	1	1
355	несмотря на	5	1
356	изучаемых явлений	1	1
357	на эту	1	1
358	должно быть	1	1
359	обратимся к	1	1
360	и следовательно	2	1
361	понятия и	1	1
362	в связи	2	1
363	путем и	1	1
364	и становится	1	1
365	том что	16	1
366	и отчетливого	1	1
367	но если	1	1
368	том как	1	1
369	и при	1	1
370	так же	12	1
371	в такой	2	1
372	уже к	1	1
373	мы говорим	1	1
374	без помощи	1	1
375	она в	2	1
376	что вся	1	1
377	но никогда	1	1
378	в первый	1	1
379	представление о	3	1
380	в область	2	1
381	представители этой	1	1
382	природы но	1	1
383	для объяснения	3	1
384	и той	3	1
385	найти то	1	1
386	и другую	2	1
387	такую же	1	1
388	а потом	1	1
389	быть только	1	1
390	в обратном	1	1
391	образом на	1	1
392	именно к	1	1
393	и более	1	1
394	там где	4	1
395	мере в	1	1
396	жизни в	1	1
397	зрения и	1	1
398	по себе	9	1
399	в своем	3	1
400	только о	2	1
401	дело идет	1	1
402	происходит это	1	1
403	еще раз	1	1
404	как например	2	1
405	в любом	1	1
406	и нет	1	1
407	равны между	1	1
408	сих пор	3	1
409	при условии	1	1
410	с ним	2	1
411	что эта	3	1
412	она не	5	1
413	что с	2	1
414	и тогда	2	1
415	но для	1	1
416	для каждого	1	1
417	мысли в	3	1
418	и план	2	1
419	дело в	1	1
420	поэтому совершенно	1	1
421	в процессе	5	1
422	не является	5	1
423	без остатка	2	1
424	с и	5	1
425	следовательно нельзя	1	1
426	но только	3	1
427	и от	2	1
428	не составляют	1	1
429	только не	3	1
430	никогда не	8	1
431	или в	1	1
432	самая форма	1	1
433	этой системы	1	1
434	это совершенно	1	1
435	другое дело	1	1
436	хотя и	3	1
437	только и	1	1
438	действия в	1	1
439	только из	4	1
440	место только	1	1
441	видим что	2	1
442	и его	7	1
443	что следовательно	2	1
444	с новой	1	1
445	связи с	1	1
446	на такой	1	1
447	ни было	1	1
448	же в	1	1
449	но это	3	1
450	этой области	2	1
451	системы совершенно	1	1
452	и из	1	1
453	чем объясняется	1	1
454	ли это	2	1
455	объяснить нам	1	1
456	между ними	1	1
457	совершенно независимо	1	1
458	сказать что	7	1
459	функций и	1	1
460	не быть	2	1
461	и для	5	1
462	очень часто	4	1
463	системы а	1	1
464	в духе	1	1
465	не что	1	1
466	сравнительно с	1	1
467	человека в	1	1
468	в то	5	1
469	отметить что	2	1
470	в какой	5	1
471	в своих	4	1
472	зрения может	1	1
473	и свою	1	1
474	на это	2	1
475	все что	3	1
476	явлений при	1	1
