N	3gram	Tiupa_Narr_1	Analitik
282	а то и	1	1
283	детях покидающих свою	1	1
284	исключало необратимость свершающихся	1	1
285	древо игравшее особую	1	1
286	данная археосюжетная фаза	1	1
287	и внезакономерных явлениях	1	1
288	царем и ставшего	1	1
289	установившейся в этнографии	1	1
290	героя к месту	1	1
291	предстает рассказ о	1	1
292	напротив горизонталь устремленная	1	1
293	соотносимое с умирающей	1	1
294	действительно необратимом историческом	1	1
295	инициация достигшего половой	1	1
296	субъекта и адресата	1	1
297	собой не что	1	1
298	необратимая в той	1	1
299	о перемене власти	1	1
300	с этой точки	1	1
301	по крайней мере	1	1
302	то или иное	2	1
303	решающую фазу смертельного	1	1
304	органический процесс существенно	1	1
305	в тэрнера следует	1	1
306	умудрение приобретение знаний	1	1
307	помимо внешнего собственно	1	1
308	характеристика персонажа выделяющая	1	1
309	умирающего и воскресающего	1	1
310	же время они	1	1
311	качестве своего культурно-исторического	1	1
312	произведении и событие	1	1
313	охотника воина жениха	1	1
314	превращение юноши в	1	1
315	аномалий который окружал	1	1
316	проходит стадию умудрения	1	1
317	качество представленная последовательность	1	1
318	в какой это	1	1
319	себе они таковыми	1	1
320	текста поразительно и	1	1
321	имеет место приобщение	1	1
322	об однократных и	1	1
323	как было показано	1	1
324	оно исключало необратимость	1	1
325	событий архитектоническим вектором	1	1
326	необратимость свершающихся вокруг	1	1
327	эта фаза может	1	1
328	навыков взрослой жизни	1	1
329	организующую роль по	1	1
330	символическое воскресение в	1	1
331	бы именовать фазой	1	1
332	повлиявший на мифологическое	1	1
333	имаго взрослая особь	1	1
334	классической работе ю.м	1	1
335	свою силу и	1	1
336	можно выявить некую	1	1
337	а в литературе	1	1
338	то есть его	1	1
339	в частности возможно	1	1
340	типологическом освещении было	1	1
341	горизонталь устремленная от	1	1
342	ухода расторжение прежних	1	1
343	они таковыми не	1	1
344	куколка имаго взрослая	1	1
345	и устройству хотя	1	1
346	практически неотличимая от	1	1
347	человеческого существа приобретала	1	1
348	мира и круговорот	1	1
349	быть представлена избранничеством	1	1
350	не только ранней	1	1
351	выделяющая его из	1	1
352	фазу смертельного испытания	1	1
353	знаний и навыков	1	1
354	бы достаточно подробная	1	1
355	или ином отношении	1	1
356	однажды но о	1	1
357	томлением разочарованием ожесточением	1	1
358	общую четырехфазную модель	1	1
359	вектором мифологического мышления	1	1
360	граница между двумя	1	1
361	может гипертрофироваться в	1	1
362	обращает на себя	3	1
363	не в его	1	1
364	его новое жизненное	1	1
365	доказавшего свою силу	1	1
366	пространственного ухода в	1	1
367	сказке обнаруживается далеко	1	1
368	смертельного риска в	1	1
369	в этнографии терминологией	1	1
370	предстает уже не	1	1
371	точнее всего было	1	1
372	место перемена статуса	1	1
373	терминологией а ван	1	1
374	дело не с	1	1
375	может быть увиден	1	1
376	в данный момент	1	1
377	стороны коммуникативного события	1	1
378	сюжет бесконечно репродуцируемых	1	1
379	и т.д в	1	1
380	не только в	2	1
381	может заостряться до	1	1
382	смерть и символическое	1	1
383	однако столь архаическая	1	1
384	новое жизненное качество	1	1
385	нередко здесь имеют	1	1
386	гипертрофируется и разворачивается	1	1
387	или напротив затворничества	1	1
388	чтобы воцариться в	1	1
389	заостряться до смертельного	1	1
390	зрелости человеческого существа	1	1
391	множества преданий о	1	1
392	на первый взгляд	2	1
393	обряд инициации в	1	1
394	следует обозначить как	1	1
395	действительным зерном сюжетного	1	1
396	модель исследованная дж	1	1
397	фаза ухода расторжение	1	1
398	трех как иногда	1	1
399	случайно напоминает такой	1	1
400	литературе новейшего времени	1	1
401	переходные обряды осуществлялись	1	1
402	сакральный центр мира	1	1
403	поединке с прежним	1	1
404	представляет собой не	2	1
405	и аномалий который	1	1
406	частности до поединка	1	1
407	составила фиксация однократных	1	1
408	в свою очередь	3	1
409	сопровождается возвращением героя	1	1
410	от начала к	1	1
411	вид сюжетных сами	1	1
412	и как говорит	1	1
413	напротив затворничества она	1	1
414	повествования составила фиксация	1	1
415	в известном смысле	2	1
416	все без исключения	1	1
417	насекомого яичко личинка	1	1
418	в частности поиска	1	1
419	но в таком	1	1
420	магической власти царя-жреца	1	1
421	и при этом	1	1
422	прежних ранее расторгнутых	1	1
423	мечтательностью вообще жизненной	1	1
424	по отношению ко	1	1
425	отвечает на какие-то	1	1
426	новых межсубъектных связей	1	1
427	однократных и внезакономерных	1	1
428	устройству хотя в	1	1
429	в архаических формах	1	1
430	архитектоническим вектором мифологического	1	1
431	о котором рассказано	1	1
432	только ранней традиционной	1	1
433	воскресение человека есть	1	1
434	архаическая фабула практически	1	1
435	подробная характеристика персонажа	1	1
436	и ставшего мужем	1	1
437	и более крупные	1	1
438	с мировым древом	1	1
439	преданий о царских	1	1
440	возможно ложное партнерство	1	1
441	а с другой	1	1
442	и как бы	1	1
443	о действительно необратимом	1	1
444	приобретение знаний и	1	1
445	возвращением героя к	1	1
446	пробных искушений и	1	1
447	может быть представлена	1	1
448	как и на	2	1
449	структур мышления мифологическое	1	1
450	власти царя-жреца не	1	1
451	испытаний до вступления	1	1
452	повышающим уровень его	1	1
453	искушенность в смертельно	1	1
454	по выражению бахтина	1	1
455	соответствии с установившейся	1	1
456	сами участвуем как	1	1
457	так и не	2	1
458	отца к сыну	1	1
459	мир эксцессов и	1	1
460	в смертельно опасном	1	1
461	репродуцируемых испытаний наконец	1	1
462	второе рождение сопровождается	1	1
463	форме например утрата	1	1
464	лотмана происхождение сюжета	1	1
465	все же не	4	1
466	с прежним царем	1	1
467	смертью в той	1	1
468	представляется нам бессмысленным	1	1
469	какой это существо	1	1
470	ни на что	1	1
471	мифологической модели умирающего	1	1
472	отношению к конкретным	1	1
473	из четырех а	1	1
474	мышления мифологическое мышление	1	1
475	к конкретным мифологическим	1	1
476	или иной форме	1	1
477	историческом событии о	1	1
478	выявить некую общую	1	1
479	миропорядка символизируя сакральный	1	1
480	быть сведена к	1	1
481	половой зрелости человеческого	1	1
482	как зерно сюжетного	1	1
483	эффективное поведение героя	1	1
484	несет в себе	1	1
485	событие самого рассказывания	1	1
486	участвуем как слушатели-читатели	1	1
487	она может быть	1	1
488	на потенциального адресата	1	1
489	всего лишь одним	1	1
490	прежде всего в	1	1
491	неотличимая от мифа	1	1
492	происхождение сюжета в	1	1
493	места времени и	1	1
494	которое не может	1	1
495	внезакономерных явлениях а	1	1
496	рассказано в произведении	1	1
497	четвертая фаза преображения	1	1
498	ожесточением мечтательностью вообще	1	1
499	предками фаза возвращения	1	1
500	как нам представляется	1	1
501	или посещения им	1	1
502	в литературе новейшего	1	1
503	и круговорот жизни	1	1
504	в частности до	1	1
505	случилось однажды но	1	1
506	начинало мыслиться индивидуальностью	1	1
507	перед нами два	1	1
508	в произведении и	1	1
509	волшебной сказки как	1	1
510	побега погони или	1	1
511	на что не	1	1
512	символической смерти фаза	1	1
513	последние десятилетия с	1	1
514	трактовали не об	1	1
515	воспитания третью фазу	1	1
516	статуса героя статуса	1	1
517	разочарованием ожесточением мечтательностью	1	1
518	фазы способна решить	1	1
519	фаза возвращения символическое	1	1
520	предваряющие эффективное поведение	1	1
521	включает в себя	1	1
522	наконец четвертая фаза	1	1
523	мыслиться индивидуальностью а	1	1
524	было и не	1	1
525	человека к норме	1	1
526	поведения в частности	1	1
527	при наложении множества	1	1
528	покидающих свою родину	1	1
529	к протосюжету инициации	1	1
530	до вступления в	1	1
531	речь идет об	1	1
532	залогом воспроизводимости нерушимого	1	1
533	вступления в решающую	1	1
534	мировое древо игравшее	1	1
535	посещения им потусторонней	1	1
536	в коммуникативной ситуации	1	1
537	этой точки зрения	2	1
538	царя-жреца не от	1	1
539	и до сего	1	1
540	данного коммуникативного события	1	1
541	царских детях покидающих	1	1
542	помощников и/или вредителей	1	1
543	формах ритуально-символической смерти	1	1
544	единого художественного высказывания	1	1
545	как коммуникативное событие	2	1
546	мыслилась как необратимая	1	1
547	линейного повествования размыкающего	1	1
548	необратимое превращение юноши	1	1
549	но не может	1	1
550	далеко не все	1	1
551	прежним царем и	1	1
552	может выступать в	1	1
553	в сказке обнаруживается	1	1
554	частности возможно ложное	1	1
555	может редуцироваться до	1	1
556	погони или напротив	1	1
557	эта широко распространенная	1	1
558	своих прежних ранее	1	1
559	зиме но воскресающей	1	1
560	редуцироваться до легкого	1	1
561	что не отвечает	1	1
562	человека есть уже	1	1
563	действующее лицо часто	1	1
564	инициации в качестве	1	1
565	часто подвергается искушениям	1	1
566	только в качестве	1	1
567	этом ряду выступает	1	1
568	расторжение прежних родовых	1	1
569	на фоне которых	1	1
570	от отца к	1	1
571	не от отца	1	1
572	быть может не	1	1
573	разрыв или существенное	1	1
574	искушенности в литературе	1	1
575	вопросы то что	1	1
576	в его событийной	2	1
577	времени данная археосюжетная	1	1
578	связей индивида фаза	1	1
579	данной фазы способна	1	1
580	участников коммуникативного события	1	1
581	но и позднейшей	1	1
582	заключительной стадии инициации	1	1
583	от тестя к	1	1
584	недолжные пробы жизненного	1	1
585	в литературе нового	1	1
586	фрэзером при рассмотрении	1	1
587	до поединка а	1	1
588	к дискурсивной практике	1	1
589	с установившейся в	1	1
590	накопленных предками фаза	1	1
591	в чужой стране	1	1
592	все их основные	1	1
593	мертвых может заостряться	1	1
594	родину чтобы воцариться	1	1
595	литературе нового времени	1	1
596	пробы жизненного поведения	1	1
597	особенно в новейшее	1	1
598	мифологические тексты приобретают	1	1
599	личинка куколка имаго	1	1
600	представлена избранничеством или	1	1
601	по аналогии с	1	1
602	преображения здесь как	1	1
603	поиска побега погони	1	1
604	в новейшее время	1	1
605	героем помощников и/или	1	1
606	рассмотрении множества преданий	1	1
607	геннепа и в	1	1
608	игравшее особую организующую	1	1
609	параметры соотносимое с	1	1
610	зрелище чужой смерти	1	1
611	порой в поединке	1	1
612	может не случайно	1	1
613	и на заключительной	1	1
614	ранней традиционной но	1	1
615	четырех а не	1	1
616	или ослабленных связей	1	1
617	обнаруживается далеко не	1	1
618	бывает всегда тогда	1	1
619	процесс существенно повлиявший	1	1
620	в этом последнем	1	1
621	размыкающего и выпрямляющего	1	1
622	а может редуцироваться	1	1
623	не случайно напоминает	1	1
624	здесь имеют место	1	1
625	может быть сведена	1	1
626	позицией предполагающей разрыв	1	1
627	исследованная дж фрэзером	1	1
628	растительностью мировое древо	1	1
629	уже необратимое превращение	1	1
630	в решающую фазу	1	1
631	решить предыстория или	1	1
632	связей в конечном	1	1
633	третьей и четвертой	1	1
634	инициации инверсией третьей	1	1
635	мифологическое мышление человека	1	1
636	вокруг я героя	2	1
637	предыстория или хотя	1	1
638	и тем самым	3	1
639	никогда не бывает	1	1
640	который окружал человека	1	1
641	социального или особенно	1	1
642	протосюжету инициации предстает	1	1
643	самозванством а в	1	1
644	стадиально разнородных структур	1	1
645	однако и до	1	1
646	риска в частности	1	1
647	установление новых межсубъектных	1	1
648	нерушимого миропорядка символизируя	1	1
649	связей на фоне	1	1
650	археосюжетная фаза порой	1	1
651	жизненной искушенности в	1	1
652	ранее расторгнутых или	1	1
653	избранничеством или самозванством	1	1
654	от мифа даже	1	1
655	чужой смерти и	1	1
656	напоминает такой органический	1	1
657	четвертой фаз герой	1	1
658	фабула практически неотличимая	1	1
659	безликой роевой единицей	1	1
660	месту своих прежних	1	1
661	фазу в соответствии	1	1
662	на заключительной стадии	1	1
663	модели умирающего и	1	1
664	воспроизводимости нерушимого миропорядка	1	1
665	испытании порой в	1	1
666	явлениях а о	1	1
667	мысль о том	1	1
668	перемена статуса героя	1	1
669	статус события мыслилась	1	1
670	распространенная в мировом	1	1
671	зерно сюжетного повествования	1	1
672	на мифологическое мышление	1	1
673	это существо начинало	1	1
674	при рассмотрении множества	1	1
675	времени также уходом	1	1
676	акцентируется его новое	1	1
677	их основные параметры	1	1
678	стадию пробных искушений	1	1
679	повреждения или до	1	1
680	ритуально-символической смерти героя	1	1
681	опасном испытании порой	1	1
682	к месту своих	1	1
683	то что ни	1	1
684	и событие самого	1	1
685	что случилось однажды	1	1
686	он не есть	1	1
687	и сами участвуем	1	1
688	было бы именовать	1	1
689	всего было бы	1	1
690	рассказ о действительно	1	1
691	существа или зрелище	1	1
692	партнерство предваряющие эффективное	1	1
693	и испытаний до	1	1
694	фаз герой волшебной	1	1
695	общей картины мира	1	1
696	не безликой роевой	1	1
697	силу и искушенность	1	1
698	как справедливо писал	1	1
699	но воскресающей весной	1	1
700	новейшего времени также	1	1
701	в типологическом освещении	1	1
702	работе ю.м лотмана	1	1
703	не отвечает представляется	1	1
704	что бывает всегда	1	1
705	мужчину охотника воина	1	1
706	переходный обряд инициации	1	1
707	статуса внешнего социального	1	1
708	произведение в его	1	1
709	жизненного поведения в	1	1
710	тексты приобретают вид	1	1
711	бесконечно репродуцируемых испытаний	1	1
712	или до встречи	1	1
713	традиционной но и	1	1
714	в этом смысле	1	1
715	индивида фаза символической	1	1
716	некую общую четырехфазную	1	1
717	власти о воцарении	1	1
718	тэрнера следует обозначить	1	1
719	вектор сюжетного мышления	1	1
720	ложное партнерство предваряющие	1	1
721	существенно повлиявший на	1	1
722	как правило проходит	1	1
723	в современной передаче	1	1
724	в связи с	2	1
725	необратимом историческом событии	1	1
726	структуру и все	1	1
727	представляет собой нарративную	1	1
728	и/или вредителей нередко	1	1
729	мужем царской дочери	1	1
730	без опоры на	1	1
731	базовой инфраструктуры не	1	1
732	сюжетного повествования составила	1	1
733	тестя к зятю	1	1
734	том что случилось	1	1
735	системам определяя их	1	1
736	всегда отвечает на	1	1
737	даже в сказке	1	1
738	какие-то вопросы то	1	1
739	жизненной позицией предполагающей	1	1
740	или особенно в	1	1
741	и символическое воскресение	1	1
742	широко распространенная в	1	1
743	третью фазу в	1	1
744	определяя их внутреннюю	1	1
745	героя статуса внешнего	1	1
746	и искушенность в	1	1
747	эксцессов и аномалий	1	1
748	до встречи со	1	1
749	нового времени данная	1	1
750	имеет место перемена	1	1
751	перерождение символическое второе	1	1
752	кто говорит и	2	1
753	оно и не	1	1
754	друг с другом	1	1
755	воскресение в новом	1	1
756	том что бывает	1	1
757	весной растительностью мировое	1	1
758	фаза порой гипертрофируется	1	1
759	аналогии с мировым	1	1
760	существенное ослабление прежних	1	1
761	мифа даже в	1	1
762	хотя бы достаточно	1	1
763	передаче средствами линейного	1	1
764	такое перерождение символическое	1	1
765	самого рассказывания в	1	1
766	своего культурно-исторического субстрата	1	1
767	такой органический процесс	1	1
768	отличие от элементов	1	1
769	есть уже необратимое	1	1
770	инфраструктуры не только	1	1
771	испытания смертью она	1	1
772	роль по отношению	1	1
773	основе своей обнаруживает	1	1
774	фоне которых акцентируется	1	1
775	а не безликой	1	1
776	потусторонней страны мертвых	1	1
777	до легкого повреждения	1	1
778	события в качестве	1	1
779	и как будто	1	1
780	с умирающей к	1	1
781	как и в	1	1
782	здесь как и	1	1
783	сюжет воспитания третью	1	1
784	символизируя сакральный центр	1	1
785	внешнего социального или	1	1
786	наложении множества позднейших	1	1
787	близкого существа или	1	1
788	вредителей нередко здесь	1	1
789	и воскресающего бога	1	1
790	до сего времени	1	1
791	например утрата близкого	1	1
792	вновь как и	1	1
793	стадию умудрения стадию	1	1
794	стране мертвых умудрение	1	1
795	дочери эта широко	1	1
796	царской дочери эта	1	1
797	в мировом фольклоре	1	1
798	что предполагает их	1	1
799	прежних родовых связей	1	1
800	способна решить предыстория	1	1
801	события мыслилась как	1	1
802	в мужчину охотника	1	1
803	вообще жизненной позицией	1	1
804	и эта фаза	1	1
805	стадии инициации имеет	1	1
806	из общей картины	1	1
807	рода существенно повышающим	1	1
808	древнейших этапов становления	1	1
809	устремленная от начала	1	1
810	в том же	1	1
811	выступало залогом воспроизводимости	1	1
812	и тот же	1	1
813	также уходом в	1	1
814	и навыков взрослой	1	1
815	юноши в мужчину	1	1
816	разнородных структур мышления	1	1
817	норме и устройству	1	1
818	не об однократных	1	1
819	героя или посещения	1	1
820	жизни оно исключало	1	1
821	а ван геннепа	1	1
822	именовать фазой обособления	1	1
823	из древнейших этапов	1	1
824	этапов становления государственности	1	1
825	и в тэрнера	1	1
