N	2gram	Bakhtin_sl_2	Narrotol
507	достаточно напомнить	1	1
508	на том	1	1
509	чопорными языковыми	1	1
510	каждого высказывания	2	1
511	протяжении всего	1	1
512	этот второй	2	1
513	охвата с	1	1
514	момент в	1	1
515	не до	1	1
516	на мировую	1	1
517	даже не	1	1
518	он живет	1	1
519	не поддается	1	1
520	не обязательно	1	1
521	говорить и	1	1
522	и нельзя	1	1
523	которых мы	2	1
524	а именно	2	1
525	и создает	3	1
526	для этого	4	1
527	или меньшей	1	1
528	случаев в	1	1
529	наконец в	4	1
530	мы еще	1	1
531	говорит о	1	1
532	связано с	3	1
533	одной стороны	5	1
534	из слова	1	1
535	стремится к	3	1
536	с большей	1	1
537	не на	1	1
538	не единственно	1	1
539	его как	2	1
540	области поэтики	1	1
541	когда она	1	1
542	ведь для	1	1
543	там где	6	1
544	как высказывания	1	1
545	реален язык	1	1
546	и слово	2	1
547	кишащее будущими	1	1
548	ближе к	1	1
549	с помощью	4	1
550	проникновения в	1	1
551	на фоне	4	1
552	удачливыми с	1	1
553	о себе	1	1
554	в языки	1	1
555	его внутренней	1	1
556	и потому	7	1
557	в рамках	1	1
558	со словом	5	1
559	меньшей широтою	1	1
560	его слово	15	1
561	этих случаях	2	1
562	несколько иначе	1	1
563	претендентами в	1	1
564	есть на	2	1
565	слове но	3	1
566	бывшими языками	1	1
567	и всей	1	1
568	не можем	1	1
569	ней не	1	1
570	рассказ в	1	1
571	происходит напряженное	1	1
572	в иные	1	1
573	материал для	2	1
574	в контексте	3	1
575	слова и	8	1
576	чужой голос	1	1
577	приблизиться к	1	1
578	облекается в	1	1
579	как один	1	1
580	голоса и	3	1
581	но это	3	1
582	развернута в	3	1
583	при условии	1	1
584	все это	16	1
585	числе и	1	1
586	отмирающими чопорными	1	1
587	и собственно	1	1
588	и борьба	1	1
589	и грубых	1	1
590	одного и	1	1
591	известной степени	2	1
592	говорящего и	2	1
593	указать на	1	1
594	и точек	1	1
595	смысловую глубину	1	1
596	сознания и	1	1
597	мировую литературу	1	1
598	человек и	14	1
599	как для	3	1
600	интерес к	1	1
601	еще более	2	1
602	все они	2	1
603	языка может	3	1
604	отношении к	4	1
605	на роль	2	1
606	есть от	2	1
607	письма и	1	1
608	слова с	4	1
609	не знает	2	1
610	а со	1	1
611	речи и	3	1
612	него нет	3	1
613	композиционная форма	1	1
614	только о	2	1
615	и прочно	1	1
616	на свет	1	1
617	более или	2	1
618	частности в	1	1
619	конца не	1	1
620	парвеню бесчисленными	1	1
621	менее удачливыми	1	1
622	к этому	1	1
623	том числе	1	1
624	они не	2	1
625	которая не	1	1
626	еще слишком	2	1
