N	2gram	Tiupa_Lite_2	KFilosof
385	она бы	1	1
386	по своей	1	1
387	такая же	1	1
388	мире и	1	1
389	и теперь	1	1
390	не является	2	1
391	лирический герой	10	1
392	сделать в	1	1
393	которых он	1	1
394	всего в	1	1
395	к тому	1	1
396	жизни этих	1	1
397	всего что	1	1
398	него как	1	1
399	укоренен в	1	1
400	я долго	1	1
401	и о	1	1
402	более не	1	1
403	с ее	2	1
404	свою очередь	1	1
405	и от	1	1
406	мысль о	1	1
407	но мы	1	1
408	приводит к	1	1
409	культуры на	1	1
410	на том	1	1
411	что может	1	1
412	не за	1	1
413	не с	3	1
414	мог бы	1	1
415	и каждый	2	1
416	это событие	1	1
417	как таковую	1	1
418	остается только	1	1
419	основана на	1	1
420	поэтому в	1	1
421	и даже	8	1
422	находится в	1	1
423	здесь я	1	1
424	сознание становится	1	1
425	не стоит	1	1
426	можно сказать	1	1
427	любви к	1	1
428	в конечном	5	1
429	а во	1	1
430	и мое	1	1
431	которая сама	1	1
432	из общих	1	1
433	и большой	1	1
434	я а	1	1
435	отменяет а	1	1
436	переходит в	1	1
437	во втором	1	1
438	путь а	1	1
439	сказать и	1	1
440	оказался в	1	1
441	ответственности на	1	1
442	систему ценностей	1	1
443	в жизнь	1	1
444	в литературе	1	1
445	я ее	1	1
446	жизнь на	1	1
447	один из	4	1
448	но с	3	1
449	одной из	2	1
450	в какой	2	1
451	субъекта в	1	1
452	тем она	1	1
453	меня самого	1	1
454	с волей	1	1
455	не можем	1	1
456	только на	1	1
457	еще одной	1	1
458	а то	1	1
459	конечном счете	5	1
460	растворяется в	1	1
461	я люблю	1	1
462	признать его	1	1
463	него нет	1	1
464	одно из	2	1
465	себе в	1	1
466	ведь это	2	1
467	укореняется в	1	1
468	даже к	1	1
469	не для	1	1
470	слова ведь	1	1
471	так как	3	1
472	друг друга	2	1
473	к человеку	1	1
474	но уже	2	1
475	как раз	2	1
476	к той	1	1
477	не противоречит	1	1
478	нас как	1	1
479	границы и	1	1
480	не видя	1	1
481	она и	1	1
482	и признания	1	1
483	и т.п	10	1
484	с другим	2	1
485	а именно	3	1
486	во второй	1	1
487	по всей	1	1
488	и др	3	1
489	всегда делает	1	1
490	и своего	1	1
491	здесь дело	1	1
492	ценности у	1	1
493	он становится	1	1
494	здесь этот	1	1
495	что мы	1	1
496	служить лишь	1	1
497	нет ничего	1	1
498	я стал	1	1
499	него в	1	1
500	эти слова	1	1
501	вместе с	5	1
502	к его	1	1
503	мы говорим	1	1
504	картина мира	2	1
505	места для	1	1
506	книге о	1	1
507	из которых	2	1
508	к бытию	1	1
509	какого бы	1	1
510	над ним	2	1
511	переживается как	1	1
512	и менее	1	1
513	слова и	7	1
514	своей жизни	1	1
515	же самое	1	1
516	меня я	1	1
517	не раз	2	1
518	за его	1	1
519	не станет	1	1
520	и пространства	1	1
521	живет и	1	1
522	при таком	1	1
523	что делает	1	1
524	мышления стремящегося	1	1
525	в индивидуальном	1	1
526	а к	2	1
527	когда он	1	1
528	эстетической деятельности	3	1
529	совершенно иной	1	1
530	в третьем	2	1
531	не более	2	1
532	субъектом и	1	1
533	я в	7	1
534	же в	2	1
535	приходится признать	1	1
536	границу между	1	1
537	культуры как	2	1
538	найти себя	1	1
539	и живет	1	1
540	того же	4	1
541	жизни а	2	1
542	в последнем	1	1
543	я это	2	1
544	по которой	1	1
545	культуры в	1	1
546	имеет не	1	1
547	и культуры	1	1
548	и приходится	1	1
549	а я	1	1
550	ее в	1	1
551	в искусстве	4	1
552	который не	1	1
553	гораздо более	1	1
554	все что	2	1
555	они не	1	1
