N	2gram	Propp_Russ_2	VerxiiNi
301	и таких	1	1
302	вера в	1	1
303	момента когда	1	1
304	чтобы они	2	1
305	всех этих	1	1
306	в первую	1	1
307	объясняется и	1	1
308	он должен	1	1
309	к разным	1	1
310	периода с	1	1
311	и более	1	1
312	на земле	5	1
313	на этом	3	1
314	что она	3	1
315	эти боги	2	1
316	от нее	1	1
317	не следует	1	1
318	том же	4	1
319	в одну	1	1
320	от старого	1	1
321	этого они	1	1
322	а по	1	1
323	на этой	1	1
324	его в	8	1
325	входит в	1	1
326	первую очередь	1	1
327	это не	5	1
328	и отдельные	1	1
329	было бы	3	1
330	этой силы	3	1
331	новой жизни	1	1
332	что один	2	1
333	чаще всего	1	1
334	из первых	1	1
335	смерть и	2	1
336	нет в	1	1
337	видел в	1	1
338	как и	11	1
339	у их	1	1
340	которые из	1	1
341	ни с	1	1
342	чем в	2	1
343	должно быть	2	1
344	или вообще	4	1
345	к тем	1	1
346	в своей	2	1
347	христианской религии	1	1
348	таким же	1	1
349	в такой	1	1
350	в их	2	1
351	человеком и	1	1
352	и вокруг	1	1
353	место в	1	1
354	в отличие	3	1
355	должны были	2	1
356	но эта	1	1
357	к новой	1	1
358	по всем	3	1
359	их в	4	1
360	однако в	1	1
361	русские и	1	1
362	случае мы	1	1
363	с молитвой	1	1
364	песен в	1	1
365	с развитием	2	1
366	эти дни	1	1
367	но они	1	1
368	а иногда	2	1
369	что с	2	1
370	в деталях	1	1
371	дело не	2	1
372	того как	2	1
373	народа к	1	1
374	иметь в	1	1
375	как религия	1	1
376	следовательно и	1	1
377	ничего не	1	1
378	с религией	2	1
379	и смотрят	1	1
380	не принадлежат	2	1
381	ставит себе	1	1
382	другой стороны	1	1
383	изображается как	1	1
384	только с	1	1
385	и несколько	1	1
386	у нас	4	1
387	и представлениями	1	1
388	которое в	2	1
389	когда мы	2	1
390	могут быть	2	1
391	как только	1	1
392	и другим	1	1
393	смерти и	2	1
394	v если	1	1
395	о происхождении	2	1
396	а вместе	1	1
397	встречаются и	1	1
398	имели и	1	1
399	разные стороны	1	1
400	свою очередь	1	1
401	здесь не	1	1
402	но далеко	1	1
403	без всякого	1	1
404	в ее	3	1
405	данном случае	7	1
406	она живет	1	1
407	смерти в	2	1
408	это для	1	1
409	идет речь	1	1
410	и совершенно	1	1
411	до самого	1	1
412	с собой	1	1
413	живет в	3	1
414	нужно было	1	1
415	живого существа	1	1
416	найти в	1	1
417	том как	1	1
418	что от	3	1
419	между собой	2	1
420	с этого	1	1
421	собой и	1	1
422	из одного	1	1
423	с ним	1	1
424	хотя это	1	1
425	в состав	2	1
426	и других	3	1
427	то они	1	1
428	настоящее время	1	1
429	в глаза	2	1
430	весьма вероятным	1	1
431	после того	2	1
432	может не	1	1
433	учения о	1	1
434	и во	1	1
435	эта религия	1	1
436	в лесах	3	1
437	под именем	3	1
438	все в	2	1
439	выбор и	1	1
440	связь между	2	1
441	востоке и	1	1
442	теперь уже	1	1
443	не отличаются	1	1
444	в ряд	2	1
445	во всей	1	1
446	не надо	1	1
447	в ту	1	1
448	и следовательно	1	1
449	ряд других	2	1
450	что здесь	3	1
451	его уже	1	1
452	известно что	1	1
453	сделать это	1	1
454	совсем не	2	1
455	с ними	1	1
456	этот вопрос	2	1
457	друг друга	3	1
458	огонь в	1	1
459	в разные	2	1
460	и так	1	1
461	по очереди	2	1
462	и ее	2	1
463	их не	1	1
464	с момента	1	1
465	и его	1	1
466	по всей	3	1
467	рассматриваться как	2	1
468	не можем	2	1
469	только на	1	1
470	вернуться к	1	1
471	только тогда	3	1
472	на этих	1	1
473	при помощи	1	1
474	который как	1	1
475	не так	1	1
476	силы природы	1	1
477	себе в	1	1
478	могло бы	1	1
479	это предположение	1	1
480	чтобы она	1	1
481	об уничтожении	1	1
482	заметить что	2	1
483	как раз	1	1
484	тем что	3	1
485	тогда как	2	1
486	это по	1	1
487	смысла и	1	1
488	случае с	1	1
489	поворот к	1	1
490	представляют собой	7	1
491	которые как	1	1
492	из среды	1	1
493	возможно что	1	1
494	ней и	1	1
495	при рассмотрении	2	1
496	простого народа	1	1
497	а именно	3	1
498	и пр	2	1
499	притом не	1	1
500	ясно но	1	1
501	целым рядом	1	1
502	зависит от	1	1
503	о чем	4	1
504	магическую силу	2	1
505	на эту	2	1
506	могут рассматриваться	1	1
507	в момент	2	1
508	нет никаких	2	1
509	их с	1	1
510	него в	1	1
511	эти слова	1	1
512	во плоти	2	1
513	в европе	2	1
514	по окончании	1	1
515	или из	1	1
516	с этим	2	1
517	так называемая	1	1
518	в данном	6	1
519	на которого	1	1
520	и за	1	1
521	смысле этого	1	1
522	которая у	1	1
523	если человек	1	1
524	здесь имеется	1	1
525	как средство	2	1
526	там где	2	1
527	человека и	1	1
528	многих других	1	1
529	затем в	1	1
530	только человек	2	1
531	этого слова	1	1
532	представляется как	1	1
533	основана на	1	1
534	такой же	1	1
535	на которой	1	1
536	но это	1	1
537	в одних	1	1
538	по образцу	1	1
539	говорить что	2	1
540	кроме того	2	1
541	же представление	1	1
542	от конца	1	1
543	не является	1	1
544	и состоит	1	1
545	в настоящее	1	1
546	не представляет	1	1
547	это позволяет	1	1
548	тем более	1	1
549	его жизнь	1	1
550	через нее	1	1
551	же в	6	1
552	в связь	1	1
553	этих элементов	1	1
554	к ее	1	1
555	бы олицетворение	1	1
556	только как	2	1
557	совершенно не	2	1
558	в честь	3	1
559	быть принято	1	1
560	доску с	1	1
561	к этой	1	1
562	в своих	2	1
563	значение в	1	1
