N	2gram	Tiupa_Hudo_1	Formalny
152	особенно в	2	3
153	жизнь и	1	3
154	в широком	1	3
155	его художественной	1	3
156	влияние на	2	3
157	бы в	1	3
158	наконец в	1	3
159	в лучшем	1	3
160	как она	2	3
161	один из	4	3
162	для него	10	3
163	в особенности	1	3
164	и даже	3	3
165	не было	4	3
166	на фоне	2	3
167	ни на	1	3
168	или иного	2	3
169	в художественном	2	3
170	ничем не	3	3
171	но это	1	3
172	же в	3	3
173	что он	9	3
174	же как	2	2
175	и это	4	2
176	тех же	1	2
177	оно было	2	2
178	в предыдущей	3	2
179	его не	1	2
180	а как	1	2
181	вопрос о	2	2
182	но напротив	1	2
183	литературы и	1	2
184	а только	4	2
185	для других	2	2
186	друг от	1	2
187	нет и	1	2
188	чем же	1	2
189	идет о	3	2
190	с этим	3	2
191	в него	2	2
192	однако не	1	2
193	в действительности	4	2
194	глава вторая	1	2
195	от этого	1	2
196	в произведении	1	2
197	в литературном	2	2
198	он в	1	2
199	эпохи и	1	2
200	не могла	1	2
201	на его	2	2
202	мы полагаем	1	2
203	и вот	1	2
204	том чтобы	1	2
205	и более	1	2
206	но ведь	1	2
207	но все	1	2
208	того или	2	2
209	это не	7	2
210	в художественную	1	2
211	ни в	5	2
212	в самую	1	2
213	с тем	1	2
214	нисколько не	1	2
215	таким же	1	2
216	на всю	1	2
217	бы быть	1	2
218	этой работы	1	2
219	раз и	1	2
220	мысли в	1	2
221	на него	2	2
222	к другим	1	2
223	только не	1	2
224	ничего не	8	2
225	жизни не	1	2
226	одна из	2	2
227	в самой	1	2
228	в противовес	2	2
229	может и	3	2
230	данного произведения	1	2
231	еще одна	1	2
232	от нее	1	2
233	если же	1	2
234	на наших	1	2
235	от друга	1	2
236	в науке	1	2
237	приводит к	3	2
238	произведения а	1	2
239	на нее	1	2
240	каждого из	2	2
241	еще в	3	2
242	с ним	4	2
243	и что	2	2
244	все в	1	2
245	между тем	8	2
246	в другой	1	2
247	не сводится	1	2
248	нем и	1	2
249	в лице	3	2
250	только в	5	2
251	по истории	1	2
252	непосредственно из	1	2
253	уже не	7	2
254	не дает	1	2
255	его и	1	2
256	могло бы	1	2
257	в одном	1	2
258	иначе как	1	2
259	сами по	1	2
260	как раз	4	2
261	глава первая	1	2
262	или иначе	2	2
263	не на	1	2
264	историческая поэтика	1	2
265	художественного целого	4	2
266	литературного изображения	1	2
267	вступает в	1	2
268	подхода к	1	2
269	она есть	1	2
270	в ряду	1	2
271	действительности как	1	2
272	является для	1	2
273	в результате	2	2
274	художественного восприятия	2	2
275	места в	1	2
276	в своих	3	2
277	жизни в	6	2
278	одной из	2	2
279	в системе	2	2
280	а между	1	1
281	смысле слова	1	1
282	можно говорить	1	1
283	б м	2	1
284	также и	1	1
285	например в	2	1
286	начинается с	2	1
287	достаточно вспомнить	1	1
288	мы здесь	1	1
289	что литература	1	1
290	нам кажется	1	1
291	было как	1	1
292	поэтики так	1	1
293	в первом	1	1
294	установка на	1	1
295	по преимуществу	3	1
296	из его	1	1
297	высшей степени	1	1
298	едва ли	3	1
299	и этот	1	1
300	равнодушен к	1	1
301	конструктивный принцип	1	1
302	мы уже	4	1
303	той же	2	1
304	не во	1	1
305	происходит это	1	1
306	х годов	1	1
307	вместо того	2	1
308	ему в	1	1
309	целого в	1	1
310	в каждой	1	1
311	это время	1	1
312	xix века	1	1
313	в чем	1	1
314	значительное влияние	1	1
315	чем это	1	1
316	совсем не	1	1
317	в данном	1	1
318	его сознания	1	1
319	тогда как	7	1
320	а через	1	1
321	произведение не	1	1
322	иначе не	1	1
323	связи и	1	1
324	всего это	1	1
325	общего с	1	1
326	в б	3	1
327	вот как	1	1
328	как нам	2	1
329	что касается	1	1
330	перед нами	5	1
331	и точность	1	1
332	понять и	1	1
333	хотя и	2	1
334	реальной действительности	1	1
335	становится только	1	1
336	в этот	1	1
337	о самом	1	1
338	что произведение	1	1
339	то в	4	1
340	в общий	1	1
341	и конечно	1	1
342	та же	4	1
343	так или	2	1
344	на роман	1	1
345	из этих	1	1
346	еще далеко	1	1
347	так в	2	1
348	как он	2	1
349	на то	4	1
350	быть только	1	1
351	именно этим	2	1
352	области философской	1	1
353	в двери	1	1
354	не следует	2	1
355	по-видимому не	2	1
356	тем не	4	1
357	разговорами о	1	1
358	в первой	6	1
359	они в	2	1
360	выражения и	1	1
361	состоит в	2	1
362	к одному	1	1
363	понятий и	1	1
364	от вторичного	1	1
365	вообще не	1	1
366	сталкивается с	1	1
367	том и	1	1
368	чтобы в	1	1
369	этих жанровых	1	1
370	на наш	2	1
371	и по	3	1
372	на этом	3	1
373	серьезность и	1	1
374	в нее	1	1
375	произведения с	2	1
376	на этой	1	1
377	первой главе	3	1
378	не умеет	2	1
379	деле в	2	1
380	может стать	1	1
381	уже знаем	2	1
382	этом смысле	1	1
383	и тем	1	1
384	за ней	1	1
385	в итоге	1	1
386	и каждый	2	1
387	для них	1	1
388	но уже	1	1
389	в высшей	1	1
390	далеко не	1	1
391	в контексте	1	1
392	этого не	1	1
393	и уже	1	1
394	он и	1	1
395	отношение хотя	1	1
396	литературное явление	1	1
397	такой же	3	1
398	элемента в	1	1
399	смысл и	1	1
400	не мог	1	1
401	в восприятии	1	1
402	истории русской	1	1
403	же поэтика	1	1
404	в этих	5	1
405	и другие	1	1
406	она сама	1	1
407	в такой	2	1
408	к предмету	1	1
409	не столько	2	1
410	в первый	2	1
411	большей степени	1	1
412	в отличие	1	1
413	знаем что	1	1
414	своего рода	7	1
415	но здесь	1	1
416	в силу	1	1
417	и традициями	1	1
418	этих моментов	1	1
419	но он	3	1
420	ее понимать	1	1
421	друг другу	1	1
422	как от	2	1
423	не должно	1	1
424	тому чтобы	1	1
425	для нее	2	1
426	не знает	2	1
427	тому что	4	1
428	этом не	1	1
429	человека но	1	1
430	мира не	1	1
431	иной раз	1	1
432	самого начала	1	1
433	этими двумя	1	1
434	в русской	4	1
435	мышления и	2	1
436	не имеет	2	1
437	текста и	1	1
438	если в	2	1
439	говорить о	3	1
440	облекается в	1	1
441	того чтобы	3	1
442	та или	3	1
443	художественной деятельности	1	1
444	для всего	2	1
445	в искусство	1	1
446	его от	1	1
447	воспитанного на	1	1
448	его внутренний	1	1
449	и без	1	1
450	и существенное	1	1
451	или иная	3	1
452	борьба между	1	1
453	своей природе	2	1
454	по своей	4	1
455	жизни на	2	1
456	и чувства	1	1
457	не останется	1	1
458	жизни как	2	1
459	потому что	5	1
460	же он	1	1
461	науке о	1	1
462	от конкретных	1	1
463	этом отношении	3	1
464	что на	2	1
465	и из	1	1
466	него на	1	1
467	в духе	4	1
468	не могут	1	1
469	относиться к	1	1
470	могут быть	1	1
471	же что	1	1
472	единства в	1	1
473	как для	1	1
474	предыдущей главе	3	1
475	что при	3	1
476	ничего общего	1	1
477	сквозь призму	1	1
478	которой только	1	1
479	опираясь на	1	1
480	наиболее существенным	1	1
481	и о	4	1
482	творчества а	1	1
483	мира внутренне	1	1
484	данном случае	1	1
485	книги и	1	1
486	характер и	2	1
487	извне и	1	1
488	друга не	3	1
489	то чтобы	2	1
490	с самого	1	1
491	роль в	1	1
492	однако эта	1	1
493	друг для	3	1
494	что у	3	1
495	в образе	1	1
496	в последующих	1	1
497	здесь нет	1	1
498	мог бы	1	1
499	к постановке	1	1
500	во многом	1	1
501	и приемов	1	1
502	оно все	1	1
503	и всегда	1	1
504	из путей	1	1
505	за этими	2	1
506	кругозор и	1	1
507	по теории	2	1
508	воли и	1	1
509	сторону жизни	2	1
510	в отдельных	1	1
511	в другом	2	1
512	его жизни	2	1
513	одного из	1	1
514	можно сказать	4	1
515	а также	3	1
516	может не	1	1
517	в отрыве	1	1
518	и своей	1	1
519	внутренний мир	1	1
520	какие были	1	1
521	творчества в	1	1
522	и человеком	1	1
523	и хорошо	1	1
524	эти два	1	1
525	на одном	1	1
526	и стала	1	1
527	в форме	2	1
528	искусства это	1	1
529	вслед за	1	1
530	во внутренней	1	1
531	зиждется на	1	1
532	с а	1	1
533	равнодушии к	1	1
534	пути к	1	1
535	в двух	1	1
536	романа и	1	1
537	согласиться с	2	1
538	проникнуть в	2	1
539	в стороне	1	1
540	по мнению	5	1
541	между этими	1	1
542	метод который	1	1
543	времени как	1	1
544	именно на	1	1
545	так что	2	1
546	и событий	1	1
547	литературы не	1	1
548	в сторону	1	1
549	себя в	4	1
550	она оказала	1	1
551	слова в	2	1
552	не исчерпывает	1	1
553	оно всегда	1	1
554	или даже	1	1
555	в данной	2	1
556	не стал	2	1
557	бы некоторый	1	1
558	из них	4	1
559	участие в	2	1
560	произведения не	2	1
561	мы знаем	2	1
562	представить себе	1	1
563	у нее	2	1
564	так как	1	1
565	гораздо большей	1	1
566	содержания а	1	1
567	художника и	1	1
568	как его	3	1
569	у него	9	1
570	и несет	1	1
571	отличие от	1	1
572	к философской	1	1
573	явно не	2	1
574	к общим	1	1
575	он один	1	1
576	и целостности	1	1
577	но из	1	1
578	сторонам и	1	1
579	же деле	1	1
580	даже не	1	1
581	как у	1	1
582	не один	1	1
583	что они	1	1
584	и тех	1	1
585	и нельзя	1	1
586	эти две	1	1
587	во второй	5	1
588	а с	2	1
589	один и	1	1
590	когда его	1	1
591	что не	2	1
592	что для	1	1
593	связано с	1	1
594	самом же	1	1
595	потом в	1	1
596	к своему	2	1
597	однако и	3	1
598	в слове	1	1
599	и исторической	1	1
600	для человека	1	1
601	там где	1	1
602	или с	2	1
603	в море	2	1
604	несмотря на	4	1
605	только теперь	1	1
606	к содержанию	1	1
607	русской литературы	1	1
608	к его	1	1
609	его на	1	1
610	неотделимо от	1	1
611	из которых	1	1
612	из художественных	1	1
613	по своему	3	1
614	если оно	1	1
615	видя в	1	1
616	с такой	1	1
617	что же	2	1
618	на какой-то	1	1
619	культуре и	1	1
620	впервые в	2	1
621	реакции на	1	1
622	они сами	1	1
623	дело здесь	2	1
624	в это	2	1
625	тенденция к	1	1
626	этот не	1	1
627	в гораздо	1	1
628	между прочим	1	1
629	в смысле	1	1
630	литературе в	2	1
631	и для	3	1
632	анализа и	1	1
633	было ясно	1	1
634	что оно	1	1
635	которого они	1	1
636	м эйхенбаум	1	1
637	том что	16	1
638	ее и	1	1
639	для нас	1	1
640	романа в	3	1
641	к ряду	1	1
642	к постижению	1	1
643	тем более	1	1
644	не будучи	1	1
645	ни к	2	1
646	зрения в	1	1
647	его жизнь	2	1
648	в г	1	1
649	только что	4	1
650	для друга	3	1
651	них и	1	1
652	в становлении	1	1
653	причастность к	1	1
654	было довольно	1	1
655	лишь что	1	1
656	сказать что	1	1
657	изучение художественного	1	1
658	о себе	1	1
659	в последнем	1	1
660	одновременно и	5	1
661	культуры в	1	1
662	из этого	1	1
663	время не	1	1
664	явления не	1	1
665	и состоит	1	1
666	ли они	1	1
667	и эта	1	1
668	это в	3	1
669	диаметрально противоположны	2	1
670	этой точки	1	1
