N	2gram	Bakhtin_Pr_2	Otkroven
116	этого мира	2	2
117	человека достоевский	1	2
118	что у	4	2
119	так и	3	2
120	его не	1	2
121	его героев	1	2
122	и душа	2	2
123	и о	2	2
124	по себе	8	2
125	и на	7	2
126	художественном творчестве	1	2
127	не все	1	2
128	что и	5	2
129	достоевский прежде	2	2
130	своем художественном	1	2
131	что они	3	2
132	в истории	2	2
133	как к	2	2
134	в своем	5	2
135	и нет	1	2
136	все же	4	2
137	героев достоевского	4	2
138	и к	2	2
139	и потому	6	2
140	в которой	2	2
141	в уста	3	2
142	он в	1	2
143	творчество достоевского	1	2
144	произведений достоевского	3	2
145	так что	2	2
146	уже в	4	2
147	к достоевскому	3	2
148	в душе	1	2
149	что для	2	2
150	одно из	1	2
151	же это	1	2
152	ведь это	1	2
153	которую он	3	2
154	так как	5	2
155	и никогда	1	2
156	этом мире	1	2
157	тем что	2	2
158	в других	1	2
159	даже и	2	2
160	образ человека	2	2
161	в другом	1	2
162	его в	3	2
163	человека а	1	2
164	одного только	1	2
165	иваном карамазовым	1	2
166	достоевского с	1	2
167	сказать что	5	2
168	и очень	1	2
169	в подростке	1	2
170	чем в	1	2
171	должно быть	4	2
172	него не	3	2
173	подойти к	1	2
174	достоевского но	3	2
175	достоевского нет	1	2
176	том что	7	2
177	что есть	1	2
178	ко всем	2	2
179	в глубь	1	2
180	от человека	1	2
181	в дневнике	1	2
182	для всякого	1	2
183	к этому	4	2
184	что же	4	2
185	и там	1	2
186	выше всего	1	2
187	не могли	1	2
188	в исступлении	1	2
189	своей жизни	3	2
190	не имеет	3	2
191	и для	2	2
192	ничего не	3	2
193	и ивана	1	2
194	о достоевском	1	2
195	и ни	1	2
196	дневнике писателя	1	2
197	не есть	2	2
198	жизни в	2	2
199	иван карамазов	1	2
200	в своей	6	2
201	что все	3	2
202	свободы и	1	2
203	всего в	1	2
204	к этой	2	2
205	хотя и	2	2
206	ее в	2	2
207	все еще	1	2
208	но в	6	2
209	дмитрия и	1	2
210	и самое	2	1
211	человеческой природой	1	1
212	отношения к	2	1
213	в обычном	1	1
214	например в	2	1
215	можно и	1	1
216	с образом	3	1
217	и действительно	2	1
218	и через	2	1
219	связана с	1	1
220	в виду	2	1
221	на нем	1	1
222	не могу	1	1
223	на самом	1	1
224	свои силы	1	1
225	но тем	1	1
226	уже с	1	1
227	лучше сказать	1	1
228	и до	4	1
229	не имеют	1	1
230	должна быть	3	1
231	и когда	1	1
232	природе своей	2	1
233	объективного изображения	1	1
234	можно было	2	1
235	не с	1	1
236	жизнь а	1	1
237	есть не	1	1
238	по природе	3	1
239	отношении ко	1	1
240	а человек	1	1
241	которая была	1	1
242	и каждый	1	1
243	мы не	1	1
244	преступления и	1	1
245	ту же	1	1
246	по сравнению	2	1
247	связан с	2	1
248	если бы	2	1
249	в эпоху	1	1
250	его романов	2	1
251	в сущности	7	1
252	карамазовых в	1	1
253	находится в	2	1
254	открыть в	1	1
255	о нем	6	1
256	достоевскому и	1	1
257	другом месте	1	1
258	это я	1	1
259	но к	1	1
260	в ней	7	1
261	была для	2	1
262	и что	2	1
263	его жизни	2	1
264	необходим для	1	1
265	глубины человека	1	1
266	не стоит	1	1
267	и возможности	1	1
268	все его	3	1
269	братьев карамазовых	1	1
270	раскольникова и	3	1
271	и мыслей	1	1
272	своих героев	2	1
273	достоевского всегда	1	1
274	каждом из	2	1
275	самом деле	4	1
276	художник и	2	1
277	свой метод	2	1
278	но не	6	1
279	и постановка	1	1
280	был совершенно	1	1
281	подполья но	1	1
282	в противоречии	1	1
283	сравнению с	2	1
284	к творчеству	1	1
285	униженным и	1	1
286	иногда и	1	1
287	отметить что	2	1
288	говорит он	1	1
289	в форме	2	1
290	человек человек	1	1
291	преступление и	2	1
292	это лишь	2	1
293	вообще и	1	1
294	все время	3	1
295	быть он	1	1
296	человека как	2	1
297	в центре	1	1
298	достоевского совершенно	1	1
299	в одной	5	1
300	как в	4	1
301	и мир	5	1
302	судьбу его	1	1
303	друг к	3	1
304	у толстого	1	1
305	в частности	1	1
306	один из	2	1
307	и оскорбленным	1	1
308	его собственная	1	1
309	мысли не	1	1
310	что только	1	1
311	и как	2	1
312	с ними	4	1
313	самом начале	3	1
314	проникнуть в	1	1
315	раскрыть в	2	1
316	от этого	1	1
317	достоевского уже	1	1
318	психологии и	1	1
319	то в	1	1
320	человеком в	1	1
321	за собой	2	1
322	поэтому он	1	1
323	который в	1	1
324	их жизни	2	1
325	по достоевскому	3	1
326	не хочет	1	1
327	бы и	3	1
328	самой природе	1	1
329	человеке с	1	1
330	не оставляет	3	1
331	человека с	2	1
332	думать что	1	1
333	же и	1	1
334	природы человеческой	1	1
335	с их	4	1
336	только один	1	1
337	уже не	6	1
338	романы и	1	1
339	ее как	1	1
340	на то	2	1
341	в братьях	2	1
342	образа человека	2	1
343	еще одну	1	1
344	бы ни	1	1
345	что она	4	1
346	на этих	1	1
347	нет объективного	1	1
348	сказать в	1	1
349	и других	3	1
350	да и	1	1
351	у самого	1	1
352	из них	9	1
353	раз навсегда	1	1
354	что сама	1	1
355	его и	3	1
356	возможности для	1	1
357	видел в	2	1
358	мир в	2	1
359	только их	2	1
360	они в	1	1
361	опять-таки не	1	1
362	мыслей в	1	1
363	был бы	1	1
364	начале романа	2	1
365	в одном	6	1
366	месте и	1	1
367	вовсе не	7	1
368	и сам	3	1
369	у нее	1	1
370	братьях карамазовых	2	1
371	противоречии с	1	1
372	мысли как	1	1
373	само по	2	1
374	людей и	2	1
375	лишь с	1	1
376	этом отношении	2	1
377	вещей и	1	1
378	от того	2	1
379	творчеству достоевского	1	1
380	лишь один	1	1
381	в каждом	4	1
382	лишь для	1	1
383	ни был	1	1
384	освобождения человека	1	1
385	же не	1	1
386	человек более	1	1
387	и даже	3	1
388	со стороны	4	1
389	к другу	3	1
390	достоевского о	1	1
391	самим собой	1	1
392	и человека	1	1
393	обычном смысле	1	1
394	как у	2	1
395	заключается в	1	1
396	есть без	1	1
397	подходит к	1	1
398	своеобразие достоевского	1	1
399	а именно	3	1
400	он ни	1	1
401	не совпадает	1	1
402	всего творчества	1	1
403	и прежде	2	1
404	а это	1	1
405	лишь на	2	1
406	истории и	1	1
407	он во	1	1
408	и наказания	1	1
409	они живут	1	1
410	в жизни	3	1
411	кажется что	2	1
412	и пр	2	1
413	в них	4	1
414	этого слова	2	1
415	достоевский и	1	1
416	она и	3	1
417	а с	3	1
418	может ли	1	1
419	на этот	1	1
420	сознания достоевский	1	1
421	их взаимоотношения	1	1
422	произвола и	1	1
423	всю жизнь	1	1
424	и переживает	1	1
425	всегда и	2	1
426	человек в	3	1
427	о чем	1	1
428	ведет к	2	1
429	в пределы	3	1
430	значение что	1	1
431	в мире	3	1
432	в великом	1	1
433	его характер	1	1
434	он и	4	1
435	в одно	1	1
436	и ему	1	1
437	проникновения в	3	1
438	не так	2	1
439	ум его	1	1
440	связь с	2	1
441	сторона его	2	1
442	художественного творчества	1	1
443	его как	1	1
444	как это	2	1
445	все позволено	1	1
446	в котором	7	1
447	противоречит самым	1	1
448	и наказание	2	1
449	ивану и	1	1
450	остается и	1	1
451	он говорит	2	1
452	этих словах	1	1
453	одном из	1	1
454	из романов	1	1
455	смысле этого	2	1
456	в сферу	1	1
457	всегда видел	1	1
458	героя из	1	1
459	образ и	1	1
460	в мир	1	1
461	что было	1	1
462	он ставит	1	1
463	человеке а	1	1
464	отрицает что	1	1
465	и более	2	1
466	в конце	4	1
467	друг с	2	1
468	ней не	1	1
469	что сам	1	1
470	представляется ему	1	1
471	которым он	1	1
472	а потому	2	1
473	быть не	1	1
474	и формы	1	1
475	да ведь	2	1
476	творчестве он	1	1
477	нет никакого	1	1
478	любви и	1	1
479	в отношении	1	1
480	и здесь	2	1
481	вложена в	1	1
482	но это	2	1
483	на своем	1	1
484	но у	3	1
485	а иногда	1	1
486	отличается от	1	1
487	она не	5	1
488	одну особенность	1	1
489	дело в	1	1
490	того как	3	1
491	одна из	3	1
492	в науке	2	1
493	она должна	1	1
494	ее с	3	1
495	со всей	2	1
496	в процессе	2	1
497	не по	3	1
498	или лучше	1	1
499	он еще	2	1
500	ним вот	2	1
501	достоевского человек	2	1
502	творчества достоевского	2	1
503	подошел к	1	1
504	действующие лица	1	1
505	его творчества	5	1
506	а что	2	1
507	его творческого	1	1
508	человека от	2	1
509	самой жизни	1	1
510	может служить	1	1
511	жизни не	1	1
512	ее и	1	1
513	братья карамазовы	2	1
514	бы в	5	1
515	говорит в	1	1
516	действительно в	1	1
517	еще более	1	1
518	для его	1	1
519	с достоевским	1	1
520	бесах нет	1	1
521	вовлекает в	1	1
522	во всем	1	1
523	свою мысль	1	1
524	творчества но	1	1
525	высокого и	1	1
526	публицистических статьях	1	1
527	он остро	1	1
528	достоевский в	5	1
529	в сознании	2	1
530	нужно отметить	1	1
531	не допускает	1	1
532	но всегда	1	1
533	отношении к	1	1
534	как будто	1	1
535	его вечной	1	1
536	достоевским в	2	1
537	иначе чем	1	1
538	но есть	1	1
539	не потому	2	1
540	огромная и	1	1
541	это все	1	1
542	с другом	2	1
543	перед ним	2	1
544	лишь по	1	1
545	есть у	2	1
546	у нас	2	1
547	и эта	3	1
548	среди них	3	1
549	была бы	3	1
550	совершенно не	1	1
551	нему как	2	1
552	к его	1	1
553	жизни а	1	1
554	своего сознания	3	1
555	и человеческих	1	1
556	чтобы сделать	1	1
557	уже отмечали	1	1
558	но оно	1	1
559	это конечно	1	1
560	и всех	1	1
561	та же	1	1
562	в свое	2	1
563	огромное значение	1	1
564	души человеческой	2	1
565	его с	2	1
566	жизни и	15	1
567	всего что	1	1
568	бы он	2	1
569	во всяком	1	1
570	случае если	1	1
571	они и	2	1
572	он видит	1	1
573	от образа	1	1
574	в публицистических	1	1
575	даже когда	1	1
