N	2gram	Berdyaev_M_1	Problema
147	ничего не	3	3
148	находятся в	1	3
149	как будто	2	3
150	именно потому	1	3
151	которой она	1	3
152	она не	4	3
153	с самим	2	3
154	с собой	3	3
155	если бы	2	3
156	каждый раз	1	3
157	во всей	1	3
158	не так	3	3
159	быть и	1	3
160	этот вопрос	1	3
161	самом деле	1	3
162	уже в	4	3
163	для него	11	3
164	отличие от	1	3
165	жизни а	1	3
166	прежде всего	10	3
167	его как	2	3
168	жизнь в	1	3
169	если не	1	3
170	но оно	1	3
171	с первого	1	3
172	в той	2	3
173	это есть	3	3
174	самого себя	2	3
175	образ и	2	3
176	с этой	4	3
177	она уже	1	3
178	и все	10	3
179	из себя	1	3
180	тем более	1	3
181	ни к	1	3
182	хотя бы	3	3
183	будто бы	3	3
184	есть уже	4	3
185	а ведь	1	3
186	есть то	1	3
187	к тому	3	3
188	смысле что	1	3
189	и до	1	2
190	его не	3	2
191	мы имеем	1	2
192	литературы и	2	2
193	не был	7	2
194	во всех	1	2
195	то он	1	2
196	с этим	3	2
197	и нет	2	2
198	когда он	3	2
199	с нею	1	2
200	не очень	1	2
201	в которой	6	2
202	он в	2	2
203	с их	2	2
204	а вовсе	1	2
205	сравнению с	1	2
206	с чем	1	2
207	слова а	1	2
208	всех этих	1	2
209	ведь не	1	2
210	из него	1	2
211	которые уже	1	2
212	же не	1	2
213	а как	2	2
214	не обязан	1	2
215	есть также	2	2
216	л толстой	2	2
217	для них	3	2
218	чего бы	1	2
219	он и	2	2
220	нисколько не	1	2
221	же есть	1	2
222	в этих	4	2
223	в котором	8	2
224	по сравнению	2	2
225	в их	4	2
226	что вся	1	2
227	возможны только	1	2
228	не столько	1	2
229	в отличие	1	2
230	от его	2	2
231	является в	1	2
232	и более	1	2
233	если нет	5	2
234	в отношении	1	2
235	с которой	2	2
236	то чего	1	2
237	и сама	2	2
238	в основе	2	2
239	и именно	1	2
240	и слишком	1	2
241	в самой	7	2
242	что их	1	2
243	и по	4	2
244	действительность а	1	2
245	и после	1	2
246	ничто не	1	2
247	свое собственное	1	2
248	могут быть	2	2
249	но также	1	2
250	же оказывается	1	2
251	она может	2	2
252	разного рода	2	2
253	жизнь и	1	2
254	мы читаем	1	2
255	не стоит	1	2
256	это было	1	2
257	доходит до	1	2
258	по типу	1	2
259	и во	2	2
260	переходит в	15	2
261	природы и	1	2
262	и можно	1	2
263	только он	1	2
264	сразу же	1	2
265	образа в	1	2
266	себя в	3	2
267	к какому	1	2
268	и у	2	2
269	в нашей	1	2
270	в начале	2	2
271	никто не	2	2
272	только одного	1	2
273	произведения и	1	2
274	от того	1	2
275	до сих	2	2
276	не знали	1	2
277	чем он	1	2
278	у человека	5	2
279	человеческой жизни	2	2
280	о чем	2	2
281	когда она	1	2
282	в частности	1	2
283	эти слова	2	2
284	вместе с	6	2
285	по своему	2	2
286	он будет	1	2
287	и там	4	2
288	вещей с	1	2
289	сих пор	2	2
290	о его	1	2
291	ничего кроме	1	2
292	от нас	1	2
293	и для	2	2
294	а к	1	2
295	уже теряет	1	2
296	но когда	1	2
297	от него	4	2
298	бы в	2	2
299	своих героев	2	2
300	от всякого	1	2
301	есть и	3	2
302	и состоит	1	2
303	слова это	1	2
304	одним из	2	1
305	не остается	2	1
306	он более	1	1
307	л толстого	3	1
308	жизни поэтому	1	1
309	похожее на	1	1
310	должна быть	6	1
311	и этот	4	1
312	из всех	1	1
313	ней нет	1	1
314	характер его	1	1
315	и ничего	1	1
316	реальность эта	1	1
317	вопрос о	2	1
318	почти все	1	1
319	и новых	1	1
320	который был	2	1
321	не вполне	1	1
322	оно есть	1	1
323	тут все	2	1
324	и он	12	1
325	и на	6	1
326	мысли и	2	1
327	бы не	2	1
328	то мы	1	1
329	в юности	1	1
330	друг к	1	1
331	образа к	1	1
332	и всякий	1	1
333	в сторону	1	1
334	не все	2	1
335	ответ на	1	1
336	себе и	2	1
337	и речи	1	1
338	относится к	2	1
339	которые не	1	1
340	в истории	2	1
341	его на	1	1
342	такова же	1	1
343	в каком-то	1	1
344	от этого	2	1
345	в этот	2	1
346	чего же	2	1
347	человеком в	1	1
348	произведения искусства	1	1
349	говорить об	1	1
350	учение о	3	1
351	собой в	1	1
352	отношение между	1	1
353	если всякий	1	1
354	чем его	4	1
355	во многих	1	1
356	но ведь	1	1
357	имеет для	1	1
358	как он	2	1
359	все человеческие	1	1
360	вообще не	2	1
361	и почему	1	1
362	в понимании	1	1
363	не связан	1	1
364	и когда	2	1
365	этого вопроса	1	1
366	не к	4	1
367	его от	1	1
368	в образе	1	1
369	что она	1	1
370	конца и	1	1
371	и заключается	1	1
372	не должно	1	1
373	от нее	5	1
374	как они	1	1
375	различие между	2	1
376	и чтобы	1	1
377	них не	1	1
378	лишь в	6	1
379	входит в	2	1
380	в него	3	1
381	быть не	2	1
382	с начала	1	1
383	делает его	1	1
384	в жизни	3	1
385	в них	4	1
386	человек который	1	1
387	был только	1	1
388	в своих	1	1
389	которой он	1	1
390	всегда и	1	1
391	и скажет	1	1
392	духовной жизни	3	1
393	после этого	1	1
394	потому и	1	1
395	бытия с	2	1
396	перед собой	1	1
397	которую он	2	1
398	во время	1	1
399	к тем	1	1
400	от своего	1	1
401	в такой	1	1
402	она в	1	1
403	прийти к	2	1
404	оказывается что	2	1
405	не как	4	1
406	есть один	1	1
407	точку зрения	1	1
408	но он	9	1
409	и эти	1	1
410	ведь этот	1	1
411	и почти	1	1
412	зрения и	1	1
413	это особенно	2	1
414	имел в	1	1
415	и вся	1	1
416	ее даже	1	1
417	вплоть до	1	1
418	есть прежде	1	1
419	мысли в	1	1
420	хотелось бы	1	1
421	в идее	2	1
422	мы все	1	1
423	того чтобы	2	1
424	казалось бы	1	1
425	и никогда	1	1
426	природы в	3	1
427	к ней	4	1
428	он хочет	1	1
429	или об	1	1
430	такая же	1	1
431	во всем	1	1
432	мало общего	1	1
433	исторического процесса	1	1
434	бог и	7	1
435	только от	1	1
436	не могут	5	1
437	и часто	1	1
438	к другу	1	1
439	всего что	2	1
440	бы он	1	1
441	как отличаются	1	1
442	не статически	1	1
443	оно не	1	1
444	всегда в	1	1
445	которая делает	1	1
446	из всего	1	1
447	быть может	7	1
448	на нем	1	1
449	глава iii	1	1
450	и рабство	1	1
451	всегда были	1	1
452	в пределах	1	1
453	человеческий образ	2	1
454	на том	3	1
455	во тьме	3	1
456	особенно в	3	1
457	мог бы	4	1
458	но у	1	1
459	поэтому в	1	1
460	в эпоху	1	1
461	своего образа	1	1
462	новых и	1	1
463	в содержании	1	1
464	означает что	1	1
465	бы даже	1	1
466	и нужно	2	1
467	но к	1	1
468	бы но	1	1
469	и поэтому	1	1
470	и та	1	1
471	в глаза	1	1
472	к одному	1	1
473	все его	3	1
474	особого рода	1	1
475	внешней формы	1	1
476	все в	6	1
477	порождает из	1	1
478	истории в	2	1
479	нем не	2	1
480	имеет самостоятельного	1	1
481	который и	2	1
482	действительно в	1	1
483	бы и	3	1
484	даже для	1	1
485	в свете	3	1
486	все время	1	1
487	и она	2	1
488	он перестал	1	1
489	что только	1	1
490	категории это	1	1
491	и страданий	1	1
492	и действительно	1	1
493	не имеющих	1	1
494	он уже	6	1
495	к свободе	4	1
496	их жизни	1	1
497	бы ни	1	1
498	от них	1	1
499	только художественная	1	1
500	же он	1	1
501	к идее	1	1
502	не порождает	1	1
503	когда говорил	1	1
504	если и	1	1
505	человеческого духа	26	1
506	связано было	1	1
507	в душе	1	1
508	был бы	10	1
509	земли и	1	1
510	себе в	1	1
511	цели и	1	1
512	в одном	1	1
513	как его	1	1
514	у него	17	1
515	не хотел	3	1
516	для того	2	1
517	момент в	2	1
518	связан с	1	1
519	не хочет	2	1
520	не связано	1	1
521	не исчезает	1	1
522	наиболее важен	1	1
523	может показаться	1	1
524	же о	1	1
525	мы еще	2	1
526	души и	1	1
527	к ее	1	1
528	или о	1	1
529	себя и	3	1
530	что не	1	1
531	которой нет	1	1
532	нужно сказать	1	1
533	до конца	14	1
534	не на	1	1
535	было сказано	1	1
536	вне всех	1	1
537	для их	1	1
538	время для	1	1
539	природе от	1	1
540	нет в	4	1
541	в европе	1	1
542	даже до	1	1
543	перейти в	1	1
544	не одно	1	1
545	же она	1	1
546	есть на	1	1
547	хотя с	1	1
548	будет отрицать	1	1
549	эти совершенно	1	1
550	только для	1	1
551	отличный от	1	1
552	в более	2	1
553	говорим что	1	1
554	не существует	2	1
555	созерцания и	1	1
556	об отношении	1	1
557	не подходит	1	1
558	то не	1	1
559	иное чем	1	1
560	иначе он	1	1
561	не должен	1	1
562	есть настоящее	2	1
563	хотя в	1	1
564	бросается в	1	1
565	человеческого общества	1	1
566	обычно не	1	1
567	а во	1	1
568	понимается как	1	1
569	толстой не	1	1
570	остается на	1	1
571	для нашего	1	1
572	идеи совершенно	1	1
573	к этой	2	1
574	от которой	1	1
575	себе без	1	1
576	к этому	2	1
577	можно назвать	1	1
578	они не	1	1
579	о мировом	1	1
