N	2gram	Tiupa_Anal_3	FransuaR
386	которого он	2	1
387	можно судить	1	1
388	казалось бы	1	1
389	ничего не	3	1
390	одна из	2	1
391	или иная	1	1
392	с одним	1	1
393	возвращение в	1	1
394	ему и	1	1
395	перенесено в	1	1
396	как будто	1	1
397	справедливо полагает	1	1
398	за ними	1	1
399	тему в	1	1
400	представляется нам	2	1
401	очень часто	1	1
402	в момент	2	1
403	искусства и	1	1
404	могут быть	2	1
405	его за	2	1
406	но едва	1	1
407	с полной	1	1
408	той или	3	1
409	внутренний и	1	1
410	есть люди	1	1
411	функцию в	1	1
412	картина жизни	1	1
413	и о	1	1
414	здесь не	3	1
415	всего этого	1	1
416	говорит и	3	1
417	формы и	1	1
418	в средневековой	1	1
419	нет никакой	1	1
420	в себя	2	1
421	в пределах	4	1
422	с внешним	1	1
423	он так	1	1
424	не за	1	1
425	особенно в	1	1
426	с самим	2	1
427	и прочих	1	1
428	мог бы	1	1
429	и каждый	1	1
430	принадлежит и	1	1
431	отчасти в	1	1
432	жизнь и	3	1
433	нам известно	1	1
434	собой и	1	1
435	об этом	2	1
436	могла не	1	1
437	со всех	1	1
438	и здесь	2	1
439	известной степени	3	1
440	и т.д	2	1
441	голоса в	1	1
442	в глаза	2	1
443	одного из	1	1
444	можно сказать	4	1
445	основе своей	1	1
446	мог он	1	1
447	восходит к	3	1
448	строго отграниченная	1	1
449	каждом из	1	1
450	входил в	1	1
451	от них	1	1
452	что и	5	1
453	это не	2	1
454	вслед за	1	1
455	в самый	1	1
456	всех сторон	1	1
457	в сферу	1	1
458	сатиры как	1	1
459	рассуждение о	1	1
460	и одновременно	1	1
461	с художественным	1	1
462	человека в	1	1
463	с ними	1	1
464	этот вопрос	1	1
465	и так	1	1
466	по этому	1	1
467	в уста	1	1
468	литературы в	1	1
469	уже не	5	1
470	или даже	1	1
471	связывается с	1	1
472	глаза и	1	1
473	воображения и	1	1
474	одно из	1	1
475	для него	6	1
476	к ним	1	1
477	мы можем	2	1
478	играет в	1	1
479	человек как	1	1
480	в широком	1	1
481	и строго	1	1
482	для того	1	1
483	а потому	1	1
484	границы и	1	1
485	или иной	5	1
486	однако что	4	1
487	перестают быть	1	1
488	к которому	1	1
489	веселым и	1	1
490	в предисловии	1	1
491	и между	1	1
492	еще и	3	1
493	во второй	7	1
494	а с	1	1
495	себя и	1	1
496	картину мира	1	1
497	говорит о	2	1
498	не было	3	1
499	но лишь	1	1
500	на этот	1	1
501	не знает	1	1
502	было сказано	1	1
503	его как	3	1
504	здесь выступает	1	1
505	о чем	4	1
506	в связи	1	1
507	стороны в	1	1
508	на фоне	1	1
509	связь с	2	1
510	видит здесь	1	1
511	на новую	1	1
512	о себе	2	1
513	на чем	1	1
514	к его	1	1
515	теми же	1	1
516	замечательный образец	1	1
517	в точке	2	1
518	на эту	2	1
519	да и	2	1
520	ему о	1	1
521	существенных моментах	1	1
522	этого слова	2	1
523	не является	5	1
524	героя в	1	1
525	между прочим	1	1
526	что касается	3	1
527	под названием	1	1
528	в мировой	1	1
529	всего они	1	1
530	всего с	1	1
531	этом же	1	1
532	через царство	1	1
533	всякого рода	1	1
534	силой здесь	1	1
535	себя самого	1	1
536	весьма часто	1	1
537	в готовом	2	1
538	от лица	1	1
539	есть от	1	1
540	они как	1	1
541	их с	1	1
542	по одному	1	1
543	отношению к	7	1
544	в отдельности	1	1
545	и героем	3	1
546	в трех	1	1
547	к этой	1	1
548	по поводу	3	1
549	в противоположность	2	1
550	как на	1	1
551	в таком	1	1
552	индивидуальной жизни	1	1
