N	2gram	Tiupa_Teor_1	FransuaR
128	но как	1	3
129	в известной	1	3
130	в системе	1	3
131	как раз	2	3
132	в ряду	1	3
133	на время	1	3
134	мира в	1	3
135	на фоне	2	3
136	и их	1	3
137	в более	1	3
138	не является	4	3
139	карнавального смеха	1	3
140	от всех	1	3
141	не может	4	3
142	что в	9	3
143	в искусстве	6	3
144	отношения к	2	2
145	одним из	2	2
146	например в	1	2
147	области литературы	1	2
148	или к	1	2
149	вся она	1	2
150	до минимума	1	2
151	не была	1	2
152	не вполне	2	2
153	бы ни	1	2
154	которое в	1	2
155	подчеркнуть что	1	2
156	начало и	1	2
157	на них	1	2
158	в чем	1	2
159	но не	9	2
160	общения между	2	2
161	не входит	1	2
162	человеческих отношений	1	2
163	времени то	1	2
164	таковы например	1	2
165	контакт между	1	2
166	из этих	3	2
167	во многих	1	2
168	он не	3	2
169	и вот	3	2
170	на его	1	2
171	и по	2	2
172	значительной степени	1	2
173	а затем	1	2
174	большинстве случаев	1	2
175	это было	2	2
176	относительность всего	1	2
177	жизни но	2	2
178	в этих	3	2
179	от своего	2	2
180	и без	1	2
181	но эта	1	2
182	их в	3	2
183	бы быть	1	2
184	в таких	1	2
185	строя и	1	2
186	дело в	2	2
187	в эпизоде	3	2
188	и вещи	1	2
189	этих двух	2	2
190	жизнью в	1	2
191	в мир	1	2
192	могут быть	4	2
193	к тому	2	2
194	и это	2	2
195	фамильярный контакт	1	2
196	узком значении	2	2
197	ею же	1	2
198	приводит к	5	2
199	роль в	2	2
200	особенно в	1	2
201	во второй	7	2
202	но у	1	2
203	о том	1	2
204	можно сказать	3	2
205	основе своей	1	2
206	на отдельные	1	2
207	из древнейших	1	2
208	но с	1	2
209	мы видим	1	2
210	бы карнавал	1	2
211	с одной	2	2
212	в большинстве	2	2
213	только на	1	2
214	или даже	4	2
215	в особенности	1	2
216	при всей	1	2
217	что не	1	2
218	одной стороны	2	2
219	более того	1	2
220	приобщение к	1	2
221	и особенно	2	2
222	к жизни	2	2
223	в это	1	2
224	того что	4	2
225	в целом	3	2
226	и для	2	2
227	и от	1	2
228	не подлежит	1	2
229	или в	3	2
230	хотя и	3	2
231	ни к	3	2
232	от всего	1	2
233	в романе	3	2
234	из тех	2	2
235	речи и	2	2
236	одновременно и	1	2
237	основе его	1	2
238	в противоположность	2	2
239	а между	1	1
240	человека и	1	1
241	он показывает	1	1
242	смех это	1	1
243	на деле	2	1
244	между двумя	3	1
245	от своей	1	1
246	на две	3	1
247	и больше	2	1
248	действительности и	1	1
249	то же	7	1
250	на первом	1	1
251	именно к	1	1
252	совпадает с	3	1
253	говорить о	3	1
254	принадлежит к	3	1
255	этого термина	1	1
256	в одиночку	1	1
257	и мира	2	1
258	во внешнем	1	1
259	чужим в	1	1
260	с избытком	1	1
261	с которыми	1	1
262	по отношению	4	1
263	а и	4	1
264	вступают в	1	1
265	друг от	1	1
266	или иное	1	1
267	человека с	2	1
268	в произведениях	2	1
269	моральных ценностей	1	1
270	даже сказать	1	1
271	одиночку с	1	1
272	если на	1	1
273	как к	2	1
274	не два	1	1
275	сознания в	1	1
276	как уже	1	1
277	и как	2	1
278	говорит что	2	1
279	переживаемый в	1	1
280	самом начале	2	1
281	имеет в	2	1
282	вокруг себя	1	1
283	силе и	1	1
284	и свою	1	1
285	существования с	1	1
286	именно эта	1	1
287	конечно с	1	1
288	для которого	1	1
289	и конечно	1	1
290	в произведении	3	1
291	еще на	1	1
292	в которой	2	1
293	вытесненные из	1	1
294	литературы они	1	1
295	он в	1	1
296	и иронии	1	1
297	в нашем	4	1
298	по преимуществу	4	1
299	в известном	1	1
300	раз в	1	1
301	частности с	1	1
302	имеем в	3	1
303	своей отъединенности	1	1
304	на то	1	1
305	не могла	1	1
306	но прежде	1	1
307	всеми людьми	1	1
308	но именно	1	1
309	литературных произведений	5	1
310	для того	1	1
311	по ту	1	1
312	жизнью и	1	1
313	и более	1	1
314	ни были	1	1
315	и сам	1	1
316	не могли	1	1
317	поэтому оно	1	1
318	можно даже	1	1
319	на этом	1	1
320	последующих частях	1	1
321	но дело	1	1
322	здесь мы	1	1
323	могла бы	2	1
324	об этом	2	1
325	особенности в	1	1
326	оно становится	1	1
327	самим собой	3	1
328	совпадения с	1	1
329	лишь в	6	1
330	и непосредственное	1	1
331	было бы	1	1
332	говоря о	3	1
333	и дает	1	1
334	своего значения	1	1
335	к миру	1	1
336	такие специфические	2	1
337	на сцене	1	1
338	нет в	1	1
339	внешнего мира	2	1
340	пределы всего	1	1
341	как об	1	1
342	мы имеем	7	1
343	нигде не	1	1
344	все моменты	1	1
345	рода и	2	1
346	и гамлета	1	1
347	особенно для	1	1
348	и конец	1	1
349	на первый	1	1
350	место в	5	1
351	места в	1	1
352	с вещами	1	1
353	индивидуальной жизни	1	1
354	это делает	1	1
355	это образная	1	1
356	жизнь и	1	1
357	живота и	1	1
358	все и	1	1
359	не столько	1	1
360	большей степени	1	1
361	своего рода	7	1
362	значение для	1	1
363	отношений между	1	1
364	как это	8	1
365	где мир	1	1
366	которые в	1	1
367	но он	3	1
368	жизни является	1	1
369	отношений не	1	1
370	свобода и	1	1
371	во времени	3	1
372	это особенно	1	1
373	и вся	1	1
374	времени особенно	1	1
375	не менее	4	1
376	тем самым	4	1
377	с которой	1	1
378	она не	1	1
379	в то	6	1
380	мышления и	2	1
381	в предромантизме	1	1
382	смертью в	1	1
383	эта внутренняя	1	1
384	не могло	2	1
385	с острым	1	1
386	на язык	1	1
387	же время	5	1
388	своей природе	2	1
389	картину и	1	1
390	другой стороны	5	1
391	тех или	3	1
392	остается в	1	1
393	внутренней жизни	1	1
394	речи по	1	1
395	здесь явственно	1	1
396	или иных	3	1
397	ему не	1	1
398	у нас	2	1
399	все то	1	1
400	это по	1	1
401	и такие	1	1
402	глаза в	2	1
403	время эти	1	1
404	бы они	1	1
405	оно не	1	1
406	на это	1	1
407	вещей в	1	1
408	этой своей	1	1
409	значении в	1	1
410	своего развития	1	1
411	у себя	1	1
412	значения и	2	1
413	того чтобы	1	1
414	от друга	1	1
415	что все	1	1
416	здесь не	1	1
417	и служит	1	1
418	смотрит и	1	1
419	тем в	1	1
420	в собственном	1	1
421	они ни	1	1
422	то или	1	1
423	в организации	2	1
424	и иные	1	1
425	философской эстетики	1	1
426	действия и	1	1
427	всей своей	1	1
428	в пределах	5	1
429	так в	4	1
430	с собой	1	1
431	можно было	1	1
432	те же	1	1
433	здесь как	1	1
434	и книги	1	1
435	мы в	2	1
436	строго говоря	1	1
437	в грубом	1	1
438	вышел в	1	1
439	остановимся на	1	1
440	никакая игра	1	1
441	с человеком	1	1
442	эта сторона	1	1
443	мы нигде	1	1
444	только и	1	1
445	сводится к	5	1
446	именно потому	1	1
447	по себе	1	1
448	в состав	6	1
449	вольный фамильярный	1	1
450	за пределами	5	1
451	преимуществу ночной	1	1
452	в глаза	2	1
453	в новую	1	1
454	под маской	1	1
455	времени в	2	1
456	жизни он	1	1
457	в которую	1	1
458	мы понимаем	1	1
459	на ее	1	1
460	стоит и	1	1
461	бы в	1	1
462	только такие	1	1
463	и только	1	1
464	наконец в	1	1
465	именно в	3	1
466	способность к	2	1
467	иначе в	1	1
468	жизнь но	1	1
469	и мир	1	1
470	известном смысле	1	1
471	в формах	2	1
472	которому впервые	1	1
473	один из	2	1
474	направленной на	1	1
475	одной из	2	1
476	с ними	1	1
477	юмором в	1	1
478	языка на	1	1
479	в какой	2	1
480	например так	1	1
481	который в	2	1
482	образа в	1	1
483	и ее	3	1
484	не было	1	1
485	делает его	2	1
486	этой системе	2	1
487	для всех	1	1
488	с нею	1	1
489	этом что	1	1
490	в единстве	1	1
491	которых можно	1	1
492	но самое	1	1
493	смысла в	1	1
494	языка но	1	1
495	карнавал переживаемый	1	1
496	в комедии	1	1
497	в конце	2	1
498	что и	2	1
499	художественная литература	1	1
500	с этими	1	1
501	к ним	1	1
502	ту сторону	1	1
503	без этого	1	1
504	у него	1	1
505	случае не	2	1
506	мира этим	1	1
507	человек как	1	1
508	тем что	1	1
509	ее на	1	1
510	и привлекает	1	1
511	момент в	1	1
512	со стороны	2	1
513	точек зрения	1	1
514	на примере	1	1
515	и глубже	1	1
516	мир все	1	1
517	до известной	2	1
518	к которому	3	1
519	она и	1	1
520	миропорядка и	3	1
521	себя и	1	1
522	только к	1	1
523	говорит о	1	1
524	настоящего времени	1	1
525	а на	3	1
526	не на	2	1
527	а не	9	1
528	однако и	1	1
529	от мира	1	1
530	жизнь в	1	1
531	о чем	1	1
532	человеческой жизни	1	1
533	и исторической	1	1
534	его эстетической	1	1
535	другие в	1	1
536	и большим	1	1
537	в разрушении	1	1
538	имея в	1	1
539	по мысли	1	1
540	свести к	1	1
541	места для	1	1
542	и приобретает	1	1
543	внешнем мире	1	1
544	в область	1	1
545	говорит в	2	1
546	целом ряде	1	1
547	для обозначения	1	1
548	этого типа	1	1
549	только во	1	1
550	типа как	1	1
551	жизнь второй	1	1
552	для понимания	2	1
553	многих других	1	1
554	в контексте	3	1
555	слова и	1	1
556	отличается от	2	1
557	в резком	1	1
558	раскрывается во	1	1
559	кажется таким	1	1
560	о мире	1	1
561	литературе в	1	1
562	известной степени	3	1
563	в мировой	1	1
564	времени его	1	1
565	искусства как	2	1
566	в связи	1	1
567	тем и	1	1
568	в результате	1	1
569	себя самого	1	1
570	особого рода	2	1
571	многие моменты	1	1
572	новых значений	1	1
573	все они	1	1
574	отношении к	2	1
575	от ее	1	1
576	а о	1	1
577	с ней	1	1
578	имеет место	2	1
579	отношению к	4	1
580	речи как	1	1
581	уже готовой	1	1
582	узком и	1	1
583	все что	1	1
584	они не	1	1
585	с самим	1	1
