N	2gram	Tiupa_Anal_2	FransuaR
275	отличие от	2	1
276	за пределы	4	1
277	что хотя	1	1
278	в центре	3	1
279	смерти на	2	1
280	за голову	1	1
281	все остальные	1	1
282	однако не	1	1
283	в правой	1	1
284	дается в	1	1
285	имеет в	1	1
286	выключены из	1	1
287	определить как	1	1
288	жизни есть	1	1
289	в самом	6	1
290	не приходится	1	1
291	героя есть	1	1
292	первый момент	1	1
293	он в	4	1
294	тому же	4	1
295	в нашем	3	1
296	вероятнее всего	1	1
297	еще один	1	1
298	с их	2	1
299	сливаются в	1	1
300	античности в	1	1
301	но на	1	1
302	вследствие этого	2	1
303	жизнью и	2	1
304	по словам	1	1
305	время и	1	1
306	а скорее	1	1
307	не как	1	1
308	силу своей	1	1
309	характер в	1	1
310	i в	1	1
311	с тремя	1	1
312	его от	3	1
313	два эпизода	1	1
314	появление в	1	1
315	я вам	1	1
316	том же	1	1
317	в каждом	1	1
318	в совершенно	1	1
319	и второй	2	1
320	вариациями этого	1	1
321	этом смысле	2	1
322	в речевом	2	1
323	и тем	4	1
324	данном случае	5	1
325	в жизни	1	1
326	смерть и	1	1
327	в ином	1	1
328	к которым	1	1
329	как об	1	1
330	этого не	1	1
331	со своими	1	1
332	говорится о	1	1
333	автора и	3	1
334	обратимся к	1	1
335	не так	4	1
336	и при	1	1
337	которого является	1	1
338	в котором	2	1
339	что я	1	1
340	стало быть	2	1
341	в силу	1	1
342	что тот	1	1
343	этой плоскости	1	1
344	которые в	1	1
345	времени не	1	1
346	речи в	2	1
347	и наоборот	2	1
348	не должна	1	1
349	смерти то	1	1
350	по себе	2	1
351	даже в	2	1
352	содержит в	3	1
353	мира не	1	1
354	она не	2	1
355	на котором	2	1
356	и эпизод	1	1
357	она получает	1	1
358	возлагает на	1	1
359	на него	2	1
360	весьма различные	1	1
361	для всего	1	1
362	того и	2	1
363	только и	1	1
364	кто видит	1	1
365	к каждой	1	1
366	с одним	1	1
367	его судьбу	1	1
368	по своей	1	1
369	ценностей жизни	1	1
370	за исключением	1	1
371	это слово	1	1
372	по земле	1	1
373	так например	2	1
374	со своим	3	1
375	связи с	1	1
376	в сознании	4	1
377	странным и	1	1
378	уже и	2	1
379	что на	3	1
380	чем объясняется	1	1
381	может показаться	1	1
382	и несколько	1	1
383	у нас	1	1
384	у меня	1	1
385	предположение о	1	1
386	начиная с	1	1
387	места для	1	1
388	правой руке	1	1
389	и изображается	1	1
390	он и	2	1
391	встречается в	1	1
392	и да	1	1
393	и героев	1	1
394	здесь далеко	1	1
395	его за	1	1
396	что его	1	1
397	при описании	2	1
398	но одновременно	1	1
399	некоторой степени	1	1
400	и о	1	1
401	значения и	1	1
402	слава богу	1	1
403	с сохранением	1	1
404	здесь также	1	1
405	характер и	1	1
406	отвлечься от	1	1
407	которая определяет	1	1
408	по этой	1	1
409	с собой	1	1
410	пронизана вся	1	1
411	здесь он	1	1
412	времени и	1	1
413	не с	4	1
414	на которую	2	1
415	чем выше	1	1
416	однако ж	2	1
417	поэтому в	1	1
418	мире в	1	1
419	об этом	1	1
420	в глубине	1	1
421	и смерть	2	1
422	в таком	2	1
423	в разбираемом	1	1
424	является по	1	1
425	ничему не	1	1
426	было не	1	1
427	до сердца	2	1
428	в применении	1	1
429	в голосе	1	1
430	новеллы и	1	1
431	в другом	1	1
432	но к	1	1
433	второй половине	1	1
434	и что	1	1
435	от своего	2	1
436	но только	1	1
437	времени в	4	1
438	том или	2	1
439	от них	1	1
440	комедии и	1	1
441	них в	1	1
442	в заключительной	1	1
443	различных моментов	1	1
444	в двух	2	1
445	это мне	1	1
446	встречается неоднократно	1	1
447	этот вопрос	1	1
448	что один	1	1
449	ли он	1	1
450	целого и	2	1
451	еще и	1	1
452	и после	1	1
453	который в	1	1
454	между тем	2	1
455	в контексте	5	1
456	на несколько	1	1
457	обращенная к	1	1
458	типов но	1	1
459	себя в	2	1
460	так что	3	1
461	и всякий	1	1
462	последующие события	1	1
463	а напротив	1	1
464	оно в	1	1
465	или даже	2	1
466	его и	1	1
467	этого мира	1	1
468	который как	1	1
469	одно из	2	1
470	ведь это	2	1
471	изображается в	1	1
472	это место	1	1
473	слова в	1	1
474	богу не	1	1
475	к ним	1	1
476	до некоторой	1	1
477	не говорит	1	1
478	или ином	2	1
479	другого и	2	1
480	и даже	9	1
481	о своей	2	1
482	и из	1	1
483	как у	1	1
484	модель в	1	1
485	на этот	2	1
486	нельзя сказать	1	1
487	здесь в	2	1
488	центре этой	1	1
489	к ее	1	1
490	но о	1	1
491	в воображении	1	1
492	героя и	1	1
493	обратиться к	1	1
494	говорит о	5	1
495	это неожиданное	1	1
496	превращается в	2	1
497	и стал	2	1
498	более того	1	1
499	в рассказе	1	1
500	однако его	1	1
501	один из	2	1
502	же точно	1	1
503	о чем	2	1
504	и слово	2	1
505	ближе к	1	1
506	и некоторых	1	1
507	на фоне	3	1
508	но оно	1	1
509	в частности	16	1
510	и особенно	4	1
511	только усиливает	1	1
512	границы между	1	1
513	как это	6	1
514	относятся к	1	1
515	только его	1	1
516	почти вовсе	1	1
517	приходится однако	1	1
518	так называемая	1	1
519	с людьми	2	1
520	в столь	2	1
521	к другому	1	1
522	такого рода	2	1
523	применении к	1	1
524	противоречивое единство	1	1
525	в тех	1	1
526	и там	1	1
527	и всей	1	1
528	для человека	1	1
529	с этой	1	1
530	слова и	1	1
531	еще раз	1	1
532	в основном	1	1
533	только для	1	1
534	между прочим	1	1
535	в начале	1	1
536	же самое	1	1
537	я от	1	1
538	жизненного процесса	1	1
539	в мировой	1	1
540	на улице	1	1
541	в речи	3	1
542	от него	1	1
543	тем более	1	1
544	указывает на	1	1
545	как вы	1	1
546	в системе	1	1
547	может и	1	1
548	но эта	2	1
549	с ней	1	1
550	на смену	3	1
551	из тех	1	1
552	сказать что	2	1
553	нее свой	1	1
554	перемещается в	1	1
555	дело с	1	1
556	к его	2	1
557	не что	1	1
558	ко всему	1	1
559	что ты	1	1
560	из этого	1	1
561	перед нею	1	1
562	а другой	1	1
563	речи как	1	1
564	божественной комедии	1	1
565	ее в	1	1
566	именно здесь	1	1
567	как на	1	1
568	который необходимо	1	1
