N	2gram	Tiupa_Hudo_1	TeoriaLi
228	по себе	2	2
229	даже в	3	2
230	автора и	2	2
231	человеческого я	4	2
232	не могло	1	2
233	только не	1	2
234	мышления и	2	2
235	однако если	1	2
236	казалось бы	7	2
237	слова как	2	2
238	этих двух	1	2
239	своей природе	2	2
240	с читателем	1	2
241	художественную целостность	1	2
242	как будто	4	2
243	личности к	2	2
244	этического выбора	1	2
245	и для	3	2
246	следует признать	1	2
247	моя жизнь	1	2
248	и о	4	2
249	в анекдоте	4	2
250	здесь не	2	2
251	в себя	2	2
252	роль в	1	2
253	однако эта	1	2
254	к его	1	2
255	если бы	3	2
256	художественного содержания	1	2
257	текста наиболее	1	2
258	в виду	1	2
259	о том	12	2
260	роль принадлежит	1	2
261	восходит к	1	2
262	во всех	1	2
263	или иначе	2	2
264	русской литературе	3	2
265	во втором	1	2
266	жизнь личности	1	2
267	вслед за	1	2
268	в литературе	3	2
269	композиционная форма	1	2
270	в аспекте	5	2
271	к числу	1	2
272	с одной	1	2
273	его художественности	1	2
274	второй и	1	2
275	а напротив	1	2
276	жанровая форма	1	2
277	что сама	1	2
278	в прозе	1	2
279	в конце	4	2
280	способ существования	2	2
281	автора как	1	2
282	внутреннего мира	2	2
283	и даже	3	2
284	со стороны	3	2
285	перед ним	1	2
286	себя и	2	2
287	равной степени	1	2
288	жизни то	1	2
289	одной стороны	1	2
290	в рассказе	11	2
291	не на	1	2
292	человеческой жизни	4	2
293	о чем	1	2
294	на фоне	2	2
295	о себе	1	2
296	художественности и	1	2
297	текста в	1	2
298	из которых	1	2
299	к жизни	5	2
300	человеческое я	1	2
301	могут быть	1	2
302	по бахтину	1	2
303	внешнего мира	1	2
304	в следующей	3	2
305	к тому	7	2
306	литературных жанров	1	2
307	совершенно иной	2	2
308	в исходном	1	2
309	сверхличной заданности	1	2
310	в равной	3	2
311	жизни в	6	2
312	одной из	2	2
313	о своем	1	2
314	в романе	1	2
315	что он	9	2
316	читательского восприятия	3	2
317	культуры в	1	2
318	и состоит	1	2
319	жизни оказывается	1	2
320	в роли	1	2
321	может или	1	1
322	искусства слова	1	1
323	а между	1	1
324	можно говорить	1	1
325	говоря о	2	1
326	неотделима от	1	1
327	также и	1	1
328	в сфере	1	1
329	жизненная позиция	1	1
330	таком случае	1	1
331	человека и	1	1
332	начинается с	2	1
333	связана с	1	1
334	художественное мышление	1	1
335	субъекта самоопределения	2	1
336	две реплики	1	1
337	духовная ценность	1	1
338	что произведение	1	1
339	и четвертой	1	1
340	художественных произведений	1	1
341	идет о	3	1
342	это столь	1	1
343	в иных	1	1
344	к другому	4	1
345	отношения между	1	1
346	принципиальное различие	1	1
347	на животе	1	1
348	и до	1	1
349	из его	1	1
350	в древнерусской	1	1
351	едва ли	3	1
352	личность чтобы	1	1
353	диаметрально противоположные	1	1
354	той же	2	1
355	личностного самоопределения	1	1
356	же как	2	1
357	русской культуре	1	1
358	не во	1	1
359	вопрос о	2	1
360	комизма в	1	1
361	героя но	1	1
362	в литературном	2	1
363	в каждый	1	1
364	жизнь однако	1	1
365	ориентирована на	1	1
366	его самоактуализации	1	1
367	этом так	1	1
368	культуры художественного	2	1
369	личности с	1	1
370	такого читателя	1	1
371	художественности как	2	1
372	целостности как	1	1
373	и на	3	1
374	на них	1	1
375	как субъекта	3	1
376	концепцию личности	2	1
377	столь же	4	1
378	время в	1	1
379	и служит	1	1
380	я никогда	1	1
381	порой и	2	1
382	иных случаях	1	1
383	и л	1	1
384	сила так	1	1
385	совсем не	1	1
386	художественного внимания	1	1
387	для других	2	1
388	если в	2	1
389	с совершенно	1	1
390	прозы в	1	1
391	следующей фразой	1	1
392	центрального героя	1	1
393	в е	2	1
394	картины жизни	1	1
395	на то	4	1
396	характера или	2	1
397	отнюдь не	3	1
398	в центре	4	1
399	себя за	1	1
400	индивидуального самоопределения	1	1
401	встречи с	1	1
402	о жизни	1	1
403	что касается	1	1
404	встрече с	3	1
405	не два	1	1
406	переживания и	1	1
407	сознания в	1	1
408	как уже	1	1
409	слово анекдота	1	1
410	эстетической природы	2	1
411	а перед	1	1
412	дамы с	4	1
413	в герое	1	1
414	или иную	2	1
415	то в	4	1
416	к чему	1	1
417	с собачкой	8	1
418	могут оказываться	1	1
419	из жизни	1	1
420	общение с	1	1
421	не упоминается	1	1
422	состоит как	1	1
423	оказывается как	1	1
424	он в	1	1
425	из этих	1	1
426	художественному тексту	1	1
427	следующей главе	3	1
428	низкой данности	1	1
429	раз в	2	1
430	частности с	1	1
431	героя художественно	1	1
432	корнями в	1	1
433	не могла	1	1
434	своей внешней	1	1
435	жизнью и	2	1
436	на его	2	1
437	анекдот невозможно	1	1
438	исходит из	1	1
439	что она	4	1
440	поэтому вслед	1	1
441	равнодушна к	1	1
442	анекдота но	2	1
443	но именно	1	1
444	одному из	1	1
445	ключ к	2	1
446	художественного высказывания	1	1
447	в силу	1	1
448	уже говорилось	2	1
449	в первом	1	1
450	содержит в	1	1
451	бытия это	1	1
452	на земле	1	1
453	в начальном	1	1
454	в разладе	1	1
455	он уже	4	1
456	чтобы в	1	1
457	об архитектонических	1	1
458	является не	1	1
459	не бывает	2	1
460	иной жизни	1	1
461	по его	1	1
462	то ни	1	1
463	что все	1	1
464	различие между	1	1
465	речь в	2	1
466	том случае	1	1
467	времени и	1	1
468	еще большей	1	1
469	для своей	1	1
470	первую очередь	2	1
471	его личности	2	1
472	было бы	6	1
473	нормы ни	1	1
474	весь мир	1	1
475	как объекты	1	1
476	провел с	1	1
477	обращаются к	1	1
478	рядом с	1	1
479	мира где	1	1
480	как об	1	1
481	с тем	1	1
482	он и	1	1
483	с не	1	1
484	в чистом	1	1
485	специфически человеческий	1	1
486	духовной жизни	1	1
487	предстают перед	1	1
488	перед собой	2	1
489	в еще	1	1
490	и сверхличной	1	1
491	и порождается	1	1
492	от своего	1	1
493	другим и	1	1
494	таким же	1	1
495	обращается к	1	1
496	индивидуальной жизни	2	1
497	в такой	2	1
498	и без	1	1
499	это делает	1	1
500	к предмету	1	1
501	и читателя	4	1
502	большей степени	1	1
503	теории литературы	2	1
504	себе а	1	1
505	не как	1	1
506	душевное состояние	1	1
507	и внутренних	1	1
508	этих моментов	1	1
509	архитектонической формой	1	1
510	по характеристике	1	1
511	противоречием между	1	1
512	друг другу	1	1
513	повести в	1	1
514	и более	1	1
515	в прошлом	1	1
516	том и	1	1
517	чем собственно	1	1
518	с такими	2	1
519	и наоборот	1	1
520	не должно	1	1
521	особенность и	1	1
522	личность в	1	1
523	остановимся на	2	1
524	стратегии художественного	1	1
525	жизни ее	1	1
526	у нее	2	1
527	лишь одну	1	1
528	между людьми	1	1
529	чистом виде	1	1
530	до известной	1	1
531	ее не	1	1
532	из нас	3	1
533	не имеет	2	1
534	дело в	1	1
535	одна из	2	1
536	отклонения от	1	1
537	на себе	2	1
538	бытия и	4	1
539	не составляет	1	1
540	облекается в	1	1
541	художественной деятельности	1	1
542	не приносит	1	1
543	каждый из	1	1
544	нельзя не	1	1
545	того и	1	1
546	народной жизни	1	1
547	жизни не	1	1
548	в самой	1	1
549	сверхличного значения	1	1
550	вследствие того	1	1
551	и речевой	1	1
552	комической художественности	1	1
553	собственного я	1	1
554	от него	3	1
555	персонажа в	2	1
556	связи с	4	1
557	ничто не	1	1
558	анекдота не	1	1
559	ту или	2	1
560	внутренней жизни	2	1
561	ему не	2	1
562	противоположной по	1	1
563	о чем-то	1	1
564	осмеивает всякую	1	1
565	не могут	1	1
566	или притче	1	1
567	тургенева в	1	1
568	когда мы	1	1
569	предстает субъектом	1	1
570	значительной степени	2	1
571	в поле	1	1
572	чтобы именно	1	1
573	что словно	1	1
574	на это	1	1
575	она не	4	1
576	речевого строя	2	1
577	говорит о	1	1
578	в каждой	1	1
579	пределах текста	1	1
580	к медитации	1	1
581	в ситуации	1	1
582	этой своей	2	1
583	из всего	1	1
584	как мы	3	1
585	у себя	2	1
586	того чтобы	3	1
587	та или	3	1
588	действующие лица	2	1
589	это еще	1	1
590	на основе	2	1
591	для читателя	1	1
592	по сути	1	1
593	реальной действительности	1	1
594	классического реализма	1	1
595	художественного мышления	6	1
596	всей своей	1	1
597	стыда за	1	1
598	вопрос что	1	1
599	или иная	3	1
600	и соответствующую	1	1
601	субъекты этического	1	1
602	можно было	5	1
603	на нее	1	1
604	пришвин это	1	1
605	особенно в	2	1
606	живет в	2	1
607	ориентировано на	1	1
608	в последующих	1	1
609	соответствующую ей	1	1
610	с внутренним	1	1
611	исторического лица	1	1
612	своему происхождению	1	1
613	наше внимание	2	1
614	жизнь и	1	1
615	исторически продуктивных	1	1
616	архитектонических формах	1	1
617	пласт художественной	1	1
618	с ним	4	1
619	не случайна	1	1
620	означает что	1	1
621	первом случае	1	1
622	на вопрос	2	1
623	то во	1	1
624	при котором	2	1
625	читателя как	1	1
626	никак не	2	1
627	героя не	1	1
628	одного из	1	1
629	такова что	1	1
630	в смерти	1	1
631	может не	1	1
632	в сущности	1	1
633	в значительной	2	1
634	внутренняя заданность	1	1
635	первой главе	3	1
636	в которую	1	1
637	впрочем достаточно	1	1
638	эти два	1	1
639	личной тайной	1	1
640	или напротив	2	1
641	героев в	2	1
642	и только	1	1
643	в другой	1	1
644	выступает как	1	1
645	искусства это	1	1
646	наконец в	1	1
647	своему коммуникативному	1	1
648	во внутренней	1	1
649	мира личности	1	1
650	художественном мире	1	1
651	к личностной	1	1
652	л.н толстой	1	1
653	глядя на	2	1
654	героический эпос	1	1
655	другая жизнь	2	1
656	ее эстетической	1	1
657	один из	4	1
658	но с	2	1
659	эстетическая природа	1	1
660	в двух	1	1
661	всякое произведение	1	1
662	тот же	1	1
663	уединенного сознания	4	1
664	в какой	1	1
665	путь к	1	1
666	в совершенном	1	1
667	и драматизма	1	1
668	в новелле	1	1
669	между этими	1	1
670	их не	1	1
671	так что	2	1
672	же и	1	1
673	есть в	1	1
674	реализма однако	1	1
675	только на	2	1
676	эстетической завершенности	1	1
677	взгляде на	1	1
678	нравственный закон	1	1
679	мнению и	1	1
680	не дает	1	1
681	или даже	1	1
682	из них	4	1
683	за ним	2	1
684	смерти чиновника	1	1
685	одно из	1	1
686	представить себе	1	1
687	и жизненной	1	1
688	в одном	1	1
689	аспекте его	1	1
690	в пространстве	1	1
691	уклоняется от	1	1
692	и личной	1	1
693	так как	1	1
694	в такое	1	1
695	несет в	3	1
696	и несет	1	1
697	личности ее	2	1
698	той самой	1	1
699	в первую	2	1
700	ее на	1	1
701	но из	1	1
702	представляют собой	2	1
703	он же	1	1
704	на примере	1	1
705	как у	1	1
706	кругозора героя	2	1
707	близости людей	1	1
708	если говорить	3	1
709	с мотивом	1	1
710	по своим	1	1
711	с той	2	1
712	и напротив	1	1
713	автор видит	1	1
714	еще и	1	1
715	рассказа на	2	1
716	во внешней	1	1
717	что для	1	1
718	здесь присутствует	1	1
719	противоречие между	1	1
720	в исконном	1	1
721	внешних и	1	1
722	превращается в	3	1
723	не было	4	1
724	бы послужить	1	1
725	абзаца в	1	1
726	из наиболее	1	1
727	анекдота и	11	1
728	в произведениях	2	1
729	жизнь в	1	1
730	эстетической доминанты	2	1
731	из участников	1	1
732	долгое время	1	1
733	и я	1	1
734	и исторической	1	1
735	когда же	1	1
736	в ряду	1	1
737	н.д тамарченко	2	1
738	и слово	1	1
739	трагического у	1	1
740	ближе к	2	1
741	и ему	2	1
742	в связи	3	1
743	делает их	1	1
744	это на	1	1
745	в одной	2	1
746	некий нравственный	1	1
747	внутренне единую	1	1
748	к сфере	1	1
749	со словом	1	1
750	сути дела	1	1
751	нимало не	1	1
752	к своему	2	1
753	это своего	1	1
754	с подлинным	1	1
755	одновременно и	5	1
756	было и	1	1
757	мировой жизни	1	1
758	объект эстетического	1	1
759	человеческий способ	1	1
760	в мир	1	1
761	да и	2	1
762	в это	2	1
763	к жизненному	1	1
764	он от	1	1
765	в контексте	1	1
766	с этой	2	1
767	бы можно	1	1
768	каждого из	2	1
769	к объекту	1	1
770	и одна	1	1
771	своей жизни	2	1
772	все это	2	1
773	как субъекты	1	1
774	кажется таким	1	1
775	высказывания а	1	1
776	такой культуры	1	1
777	известной степени	1	1
778	еще одна	1	1
779	ситуацию произведения	1	1
780	собственно и	1	1
781	и от	4	1
782	душа не	1	1
783	в результате	2	1
784	о котором	2	1
785	которой я	1	1
786	места в	1	1
787	бы в	1	1
788	не более	1	1
789	как притчу	1	1
790	из текста	2	1
791	соответствующий тип	1	1
792	это точка	1	1
793	или анекдота	1	1
794	в финальной	1	1
795	она же	1	1
796	в мировом	1	1
797	анекдотического персонажа	2	1
798	же в	3	1
799	этого писателя	1	1
800	личного бытия	1	1
801	вступает в	1	1
802	является его	1	1
803	нами не	1	1
804	может и	3	1
805	в существовании	1	1
806	собачкой и	2	1
807	от первого	1	1
808	ключевой момент	1	1
809	речь о	1	1
810	впервые в	2	1
811	внутреннюю свободу	1	1
812	себе самому	3	1
813	его произведений	1	1
814	из этого	1	1
815	речевой строй	1	1
816	только о	1	1
817	картина жизни	2	1
818	жизни и	5	1
819	учителя жизни	1	1
820	и другие	1	1
821	случае если	1	1
822	в своих	3	1
823	этой жанровой	1	1
824	героя как	1	1
825	см в	1	1
826	можно назвать	1	1
827	в таком	3	1
828	все что	1	1
829	впрочем у	1	1
830	этой точки	1	1
