N	2gram	Bakhtin_Pr_4	OGranits
147	более того	3	2
148	не на	1	2
149	а не	11	2
150	другой стороны	3	2
151	в руках	2	2
152	между собою	1	2
153	там где	2	2
154	несмотря на	1	2
155	в связи	1	2
156	том что	4	2
157	с помощью	3	2
158	от своего	1	2
159	и при	3	2
160	так же	3	2
161	в отношении	3	2
162	своего рода	4	2
163	который мы	1	2
164	в тех	1	2
165	слова и	7	2
166	не менее	2	2
167	самого начала	1	2
168	в книге	1	2
169	в структуре	5	2
170	сознания и	2	2
171	от всех	1	2
172	бы в	3	2
173	и является	2	2
174	во всем	4	2
175	а в	2	2
176	еще в	1	2
177	нет ничего	1	2
178	героя и	4	2
179	и к	9	2
180	могут быть	2	2
181	в своих	1	2
182	поэтического языка	1	2
183	каждое слово	1	2
184	к тому	2	2
185	данную эпоху	1	1
186	ну что	5	1
187	и это	3	1
188	одним из	3	1
189	также и	3	1
190	же как	2	1
191	словесный материал	2	1
192	человека и	3	1
193	некоторые исследователи	1	1
194	функции в	1	1
195	и через	2	1
196	себя как	3	1
197	вне этого	1	1
198	в виду	4	1
199	того же	3	1
200	и сами	1	1
201	в некоторых	1	1
202	что до	1	1
203	слов у	1	1
204	его первым	1	1
205	в собственном	1	1
206	мышкин и	1	1
207	самый предмет	2	1
208	и есть	1	1
209	нам кажется	5	1
210	здесь и	3	1
211	делая его	2	1
212	в себя	4	1
213	ту же	2	1
214	его чрезвычайно	1	1
215	сознания с	1	1
216	и до	3	1
217	в нашу	1	1
218	проблем связанных	1	1
219	некоторых других	1	1
220	ведь и	5	1
221	собственном смысле	1	1
222	на том	2	1
223	о влиянии	1	1
224	можно было	2	1
225	в несколько	1	1
226	особенно в	5	1
227	свою полную	1	1
228	отождествляется с	1	1
229	отсюда и	1	1
230	здесь нет	3	1
231	или на	1	1
232	монологического высказывания	2	1
233	на материале	1	1
234	мы имеем	3	1
235	нуждаются в	1	1
236	в синтаксической	1	1
237	оценок в	1	1
238	и о	3	1
239	возможно только	1	1
240	мы в	1	1
241	вопрос о	2	1
242	стиля в	1	1
243	как стиль	2	1
244	разговорного языка	1	1
245	для этого	2	1
246	это направление	1	1
247	из одного	2	1
248	по себе	7	1
249	по мере	4	1
250	выходит за	1	1
251	как выражение	2	1
252	но может	1	1
253	разных типов	1	1
254	как то	1	1
255	подхода к	1	1
256	на себя	4	1
257	с ее	3	1
258	из того	1	1
259	часто и	1	1
260	то это	3	1
261	и отстоявшихся	1	1
262	в мире	3	1
263	и он	6	1
264	в каждой	1	1
265	с большим	1	1
266	слово не	9	1
267	собою и	1	1
268	и что	3	1
269	почему же	2	1
270	еще не	7	1
271	в широком	1	1
272	время в	1	1
273	осмысления и	1	1
274	в различных	3	1
275	художественном творчестве	1	1
276	же самые	1	1
277	тем как	2	1
278	то мы	1	1
279	к нему	5	1
280	воздействия на	1	1
281	на самом	1	1
282	но не	4	1
283	а у	1	1
284	голосом в	1	1
285	переходит в	1	1
286	эта особенность	1	1
287	отношение к	3	1
288	слову в	2	1
289	отметить что	1	1
290	нет и	2	1
291	в другой	1	1
292	и речи	1	1
293	на то	3	1
294	один и	1	1
295	в художественной	1	1
296	в одной	2	1
297	для создания	1	1
298	в своем	3	1
299	оценки должны	1	1
300	по своей	3	1
301	лишь часть	1	1
302	один из	1	1
303	князь мышкин	1	1
304	моменты в	1	1
305	явления как	1	1
306	и как	2	1
307	характер носит	1	1
308	стилистика и	1	1
309	стиль в	1	1
310	его к	2	1
311	учитывает и	1	1
312	этот вопрос	2	1
313	что он	6	1
314	более или	3	1
315	прозаической речи	1	1
316	общения то	2	1
317	не должна	1	1
318	в значительной	1	1
319	коллектива к	1	1
320	образную систему	1	1
321	его роль	1	1
322	иными элементами	1	1
323	со всеми	1	1
324	так в	2	1
325	в этой	3	1
326	с их	1	1
327	элементов в	1	1
328	сюда относятся	1	1
329	важна не	1	1
330	конечно не	8	1
331	мы чувствуем	2	1
332	и у	1	1
333	только на	3	1
334	себя и	3	1
335	произведение может	1	1
336	и если	1	1
337	всеми ее	1	1
338	к слову	2	1
339	что она	1	1
340	речь в	2	1
341	наш анализ	1	1
342	и других	4	1
343	его и	1	1
344	равно и	2	1
345	и социальной	1	1
346	а вовсе	1	1
347	никто не	1	1
348	в узком	2	1
349	как их	1	1
350	в конце	3	1
351	и непосредственным	1	1
352	только с	1	1
353	данное слово	2	1
354	отличие от	3	1
355	на этом	3	1
356	его можно	1	1
357	людей и	4	1
358	говорит следующее	1	1
359	зрения своего	2	1
360	и вместе	1	1
361	это конечно	1	1
362	и всякое	2	1
363	даже и	1	1
364	мы слышим	4	1
365	же не	1	1
366	синтаксические и	1	1
367	на всю	1	1
368	и характер	1	1
369	типа который	1	1
370	к другому	5	1
371	на все	2	1
372	мы это	1	1
373	говорить не	1	1
374	и здесь	4	1
375	его в	1	1
376	как к	1	1
377	высказывание на	1	1
378	и лучше	1	1
379	его себе	1	1
380	от одного	2	1
381	ко второму	2	1
382	если только	2	1
383	и иных	1	1
384	всякое высказывание	2	1
385	которая как	1	1
386	к которому	1	1
387	ориентируется на	1	1
388	пределы настоящей	1	1
389	художественного слова	1	1
390	в античной	2	1
391	он все	1	1
392	ведь в	1	1
393	лежит в	1	1
394	в живом	1	1
395	он жалуется	1	1
396	слово но	2	1
397	что мы	2	1
398	только к	2	1
399	произведения не	1	1
400	т.д как	1	1
401	этом мы	2	1
402	каждом элементе	1	1
403	о которых	2	1
404	не было	2	1
405	она и	1	1
406	все равно	2	1
407	далеко не	3	1
408	и самый	1	1
409	и определяет	1	1
410	и голос	1	1
411	лишь одного	1	1
412	автору и	1	1
413	не всегда	1	1
414	переходим к	2	1
415	он и	4	1
416	как ни	1	1
417	все время	2	1
418	отражается в	1	1
419	должно быть	4	1
420	него не	1	1
421	менее всего	1	1
422	все произведение	1	1
423	такой же	3	1
424	автора и	2	1
425	и тогда	1	1
426	или менее	3	1
427	но при	3	1
428	которую он	2	1
429	сводятся к	1	1
430	но если	3	1
431	чувствуем что	2	1
432	при изучении	1	1
433	контекста и	1	1
434	и особенно	1	1
435	но там	1	1
436	звучит уже	1	1
437	в такой	1	1
438	как это	1	1
439	системе языка	2	1
440	о возможности	1	1
441	перейти в	1	1
442	себе а	2	1
443	в отличие	3	1
444	в которых	2	1
445	мысли и	2	1
446	к этому	1	1
447	язык с	1	1
448	ограничить его	1	1
449	и вот	1	1
450	и там	1	1
451	высказывания и	2	1
452	прямая речь	2	1
453	в эпоху	1	1
454	их в	3	1
455	для понимания	2	1
456	отношения не	1	1
457	относятся все	1	1
458	где нет	1	1
459	только одного	1	1
460	в последнем	1	1
461	зрения и	2	1
462	этого слова	2	1
463	что такое	2	1
464	тому что	1	1
465	как плохое	1	1
466	быть и	1	1
467	является для	1	1
468	между людьми	1	1
469	в условиях	3	1
470	до конца	4	1
471	вплоть до	1	1
472	должны воплотиться	2	1
473	но это	6	1
474	слово для	1	1
475	в моменте	1	1
476	всего его	2	1
477	обратимся к	1	1
478	виду что	1	1
479	почти никогда	1	1
480	в то	5	1
481	мысли в	1	1
482	к другим	2	1
483	хуже для	1	1
484	например у	2	1
485	сознании и	2	1
486	лексикология в	1	1
487	одна из	2	1
488	пространство и	1	1
489	и падения	1	1
490	форме в	1	1
491	весь этот	1	1
492	которых он	1	1
493	же есть	1	1
494	не знаем	1	1
495	связанная с	1	1
496	того чтобы	1	1
497	уже на	1	1
498	в самых	1	1
499	иметь в	1	1
500	синтаксической конструкции	1	1
501	хотя они	1	1
502	исключительно как	1	1
503	отношений и	1	1
504	или в	8	1
505	на одном	1	1
506	узком смысле	2	1
507	художественного образа	1	1
508	языковые особенности	1	1
509	того как	2	1
510	в самой	5	1
511	при наличии	1	1
512	же время	5	1
513	лишь как	2	1
514	важное значение	1	1
515	от него	1	1
516	и порядок	1	1
517	сложнее и	1	1
518	из существеннейших	1	1
519	а лишь	1	1
520	это слово	5	1
521	потому что	4	1
522	связи с	1	1
523	для осуществления	1	1
524	эту плоскость	1	1
525	в системе	2	1
526	чисто языковых	1	1
527	и типов	1	1
528	их по	1	1
529	не вполне	1	1
530	да она	1	1
531	об этом	2	1
532	от первого	1	1
533	это все	1	1
534	и несколько	3	1
535	не знает	4	1
536	языка в	2	1
537	сказать что	2	1
538	среди них	1	1
539	между словами	3	1
540	интонации и	1	1
541	ведь именно	1	1
542	стиль и	1	1
543	речи и	5	1
544	речи здесь	1	1
545	мы здесь	2	1
546	не входит	2	1
547	типа и	1	1
548	когда мы	1	1
549	возможности но	2	1
550	с его	5	1
551	должны быть	1	1
552	стилистика должна	1	1
553	всего в	1	1
554	вместе с	2	1
555	в поэтический	1	1
556	только они	1	1
557	которая уже	1	1
558	к речи	1	1
559	в данную	1	1
560	например в	4	1
561	по поводу	1	1
562	слова когда	2	1
563	слово уже	2	1
564	особенности и	1	1
565	стиля но	1	1
566	что при	1	1
567	им и	1	1
568	они не	2	1
