N	2gram	Bakhtin_Fr_4	Poddanst
115	в себя	2	1
116	по преимуществу	3	1
117	должна быть	1	1
118	касается не	1	1
119	на нее	1	1
120	за то	1	1
121	и политических	1	1
122	те же	1	1
123	особенно в	3	1
124	по природе	1	1
125	в борьбе	1	1
126	еще в	1	1
127	что дело	1	1
128	в эпоху	15	1
129	государства но	1	1
130	ними как	1	1
131	тем чем	1	1
132	находится в	1	1
133	не вполне	1	1
134	с ее	3	1
135	и ее	1	1
136	эти явления	1	1
137	и здесь	3	1
138	но несколько	1	1
139	подчеркнуть что	1	1
140	характер этого	4	1
141	историю в	1	1
142	и что	1	1
143	литературы и	1	1
144	государство и	1	1
145	притом в	1	1
146	построенная в	1	1
147	еще не	4	1
148	и на	11	1
149	он был	2	1
150	с того	1	1
151	вечности и	1	1
152	в различных	2	1
153	с его	4	1
154	в противоречии	1	1
155	не все	1	1
156	что и	1	1
157	отличие от	1	1
158	основная задача	1	1
159	них в	1	1
160	также в	2	1
161	государства и	1	1
162	вот как	2	1
163	в современной	1	1
164	тех пор	1	1
165	как начало	1	1
166	мира который	1	1
167	все же	3	1
168	власть и	3	1
169	мы видим	3	1
170	более или	3	1
171	и такое	1	1
172	в самом	1	1
173	в условиях	1	1
174	но как	3	1
175	в которой	4	1
176	бы и	1	1
177	построена как	3	1
178	что это	5	1
179	именно на	1	1
180	себя в	2	1
181	отчасти и	1	1
182	переходит в	1	1
183	и любви	3	1
184	и будущее	1	1
185	только один	1	1
186	мира но	1	1
187	уже в	2	1
188	xviii и	1	1
189	в большинстве	6	1
190	исторических судеб	1	1
191	только на	1	1
192	и государства	2	1
193	на то	1	1
194	в наших	1	1
195	новую и	1	1
196	по размерам	1	1
197	веры и	1	1
198	этого процесса	1	1
199	гонения на	1	1
200	связывается с	1	1
201	из этой	1	1
202	мы знаем	1	1
203	мир в	2	1
204	и эпохи	2	1
205	не как	1	1
206	что каждая	2	1
207	друг друга	2	1
208	это значение	2	1
209	мы можем	3	1
210	века в	1	1
211	каждый из	1	1
212	и по	5	1
213	прежде чем	1	1
214	одно и	1	1
215	а затем	3	1
216	связанные с	4	1
217	без того	1	1
218	возможно что	1	1
219	ней и	1	1
220	на этой	2	1
221	большинстве случаев	5	1
222	его в	9	1
223	связаны с	2	1
224	но историческая	1	1
225	из числа	1	1
226	весь мир	5	1
227	а с	1	1
228	в природе	1	1
229	были в	4	1
230	в это	1	1
231	в живом	1	1
232	по всему	2	1
233	которая и	1	1
234	выступает в	1	1
235	них и	1	1
236	последующие века	1	1
237	различных формах	1	1
238	кто не	1	1
239	где он	2	1
240	далеко не	5	1
241	не исключает	1	1
242	в этой	13	1
243	как и	12	1
244	с которым	1	1
245	и некоторых	1	1
246	в свете	1	1
247	философской мысли	1	1
248	скота и	3	1
249	эту эпоху	1	1
250	или менее	3	1
251	речь но	1	1
252	и при	2	1
253	в которые	2	1
254	так же	7	1
255	от церкви	1	1
256	место в	2	1
257	в отличие	1	1
258	мысли и	1	1
259	знаем что	1	1
260	бы мы	1	1
261	партии в	1	1
262	в данном	1	1
263	в сборнике	1	1
264	совершенно новое	1	1
265	времени с	1	1
266	что было	1	1
267	в отдельности	1	1
268	эти последние	1	1
269	как к	3	1
270	там где	3	1
271	и судьбы	1	1
272	в делах	1	1
273	и вся	1	1
274	и очень	1	1
275	на сторону	1	1
276	что эта	1	1
277	и философской	1	1
278	которые были	1	1
279	противоречии с	1	1
280	парижа и	2	1
281	и образы	9	1
282	того чтобы	3	1
283	вполне и	1	1
284	никогда не	2	1
285	в результате	4	1
286	казалось бы	1	1
287	о котором	1	1
288	чтобы понять	1	1
289	с двух	1	1
290	исторической действительности	1	1
291	не более	1	1
292	по стилю	1	1
293	как она	1	1
294	и народной	1	1
295	что по	1	1
296	другой стороны	3	1
297	только что	1	1
298	в этих	2	1
299	на фоне	1	1
300	над ним	1	1
301	нет ничего	2	1
302	конечно и	3	1
303	проводили его	1	1
304	и внутренне	1	1
305	они как	1	1
306	знаем и	1	1
307	будущее в	1	1
308	традиции в	1	1
309	одновременно и	3	1
310	что все	1	1
311	есть и	4	1
312	в других	2	1
313	в трех	2	1
314	числе и	2	1
315	мира они	1	1
316	к сожалению	1	1
317	и другие	2	1
318	это в	2	1
319	в последующие	1	1
320	они не	2	1
