N	2gram	Bakhtin_Fr_2	RusskieA
163	и как	1	2
164	но в	4	2
165	та же	2	2
166	в целом	1	2
167	все эти	7	2
168	в нашем	2	2
169	в дальнейшем	2	2
170	и до	4	2
171	были связаны	1	2
172	и всей	1	2
173	в нем	9	2
174	всех этих	3	2
175	в силу	1	2
176	его от	1	2
177	в году	13	2
178	главным образом	1	2
179	и с	6	2
180	на этой	2	2
181	в жизни	4	2
182	в один	1	2
183	как символ	1	2
184	должны были	1	2
185	и более	4	2
186	том же	1	2
187	для этого	1	2
188	как можно	1	2
189	она не	1	2
190	других праздников	1	2
191	у него	2	2
192	именно с	1	2
193	так называемый	1	2
194	но даже	2	2
195	и здесь	1	2
196	могут быть	2	2
197	и другим	1	2
198	они и	1	2
199	имеет место	1	2
200	значения и	1	2
201	течение года	1	2
202	в более	1	2
203	мы наблюдаем	2	2
204	в образе	1	2
205	обрядов и	1	2
206	подойти к	1	2
207	с ним	4	2
208	означает что	1	2
209	на все	3	2
210	в память	1	2
211	на что	1	2
212	после того	1	2
213	в различных	1	2
214	пелись в	2	2
215	должно было	1	2
216	в его	18	2
217	них в	1	2
218	в свете	1	2
219	к ней	2	2
220	в какой	1	2
221	но ни	1	2
222	в разные	1	2
223	какой степени	1	2
224	так что	1	2
225	в большинстве	1	2
226	борьбы с	1	2
227	за счет	2	2
228	и нового	3	2
229	в прошлом	1	2
230	не было	4	2
231	в особенности	5	2
232	не были	2	2
233	чем в	1	2
234	народного творчества	1	2
235	себя и	1	2
236	с ней	1	2
237	до конца	2	2
238	не на	1	2
239	а не	1	2
240	большинстве случаев	1	2
241	стоит в	1	2
242	в частности	1	2
243	и потому	5	2
244	относятся к	1	2
245	этих песнях	1	2
246	там где	4	2
247	останавливаться на	1	2
248	судить о	1	2
249	мы видим	1	2
250	и для	1	2
251	на новый	2	2
252	год в	1	2
253	мы должны	2	2
254	года в	1	2
255	и начало	1	2
256	в своих	4	2
257	говоря о	1	1
258	начинает выходить	1	1
259	также и	3	1
260	христа на	1	1
261	мы здесь	2	1
262	как римские	1	1
263	самом деле	1	1
264	только потому	1	1
265	тех же	2	1
266	в определенные	1	1
267	по преимуществу	2	1
268	что эти	1	1
269	и ее	1	1
270	оно было	1	1
271	должна быть	1	1
272	собственном смысле	2	1
273	видеть в	2	1
274	с таким	1	1
275	и за	2	1
276	несколько иной	1	1
277	мы уже	6	1
278	из всех	1	1
279	в несколько	1	1
280	определенные дни	1	1
281	и литературных	1	1
282	которую мы	1	1
283	не во	2	1
284	время от	1	1
285	вторая часть	1	1
286	песни пелись	1	1
287	не вполне	1	1
288	на новое	1	1
289	был еще	3	1
290	жизни это	3	1
291	того же	1	1
292	значения это	1	1
293	и он	1	1
294	каждый праздник	1	1
295	обряда и	1	1
296	на них	1	1
297	ней как	1	1
298	не был	3	1
299	в чем	1	1
300	с его	5	1
301	значение которых	1	1
302	на основе	2	1
303	целом ряде	1	1
304	же она	1	1
305	после смерти	1	1
306	по отношению	1	1
307	в общем	1	1
308	себе и	2	1
309	он пишет	3	1
310	оно имело	1	1
311	местный характер	1	1
312	относится к	5	1
313	в истории	6	1
314	же цели	1	1
315	что во	1	1
316	же с	2	1
317	сочетается с	2	1
318	в веселый	1	1
319	народа в	1	1
320	это был	2	1
321	что касается	2	1
322	однако не	1	1
323	перед нами	1	1
324	целый ряд	2	1
325	и наконец	1	1
326	смерти они	1	1
327	в меру	2	1
328	тем же	1	1
329	от этого	1	1
330	поэтому и	1	1
331	и питье	1	1
332	в которой	1	1
333	других аналогичных	1	1
334	его следует	1	1
335	еще далеко	1	1
336	что праздник	1	1
337	приуроченная к	1	1
338	по форме	1	1
339	в себе	4	1
340	на то	2	1
341	века к	1	1
342	вера в	1	1
343	он не	1	1
344	первой половине	1	1
345	с новым	1	1
346	в начале	5	1
347	латинское слово	1	1
348	подобно тому	2	1
349	и церковь	1	1
350	в народе	1	1
351	основные черты	1	1
352	а затем	3	1
353	которые уже	1	1
354	здесь мы	1	1
355	в веселье	1	1
356	что все	1	1
357	в совершенно	1	1
358	значение в	4	1
359	чем объяснить	2	1
360	и иногда	1	1
361	его в	1	1
362	известно что	1	1
363	должен был	2	1
364	есть несколько	1	1
365	времен года	1	1
366	праздники эти	1	1
367	ни в	3	1
368	этом мы	1	1
369	в этой	10	1
370	не всегда	1	1
371	он и	1	1
372	мы видели	3	1
373	в развитии	1	1
374	года и	1	1
375	когда вся	1	1
376	ряде других	1	1
377	смысл и	2	1
378	можно больше	1	1
379	в египет	1	1
380	но если	1	1
381	и без	2	1
382	во времена	1	1
383	эта как	1	1
384	место в	3	1
385	и общественных	1	1
386	от времени	1	1
387	из своей	2	1
388	точку зрения	2	1
389	теми же	1	1
390	и эти	2	1
391	так называемое	1	1
392	необходимо чтобы	1	1
393	и под	3	1
394	и третья	1	1
395	их очень	1	1
396	привела к	1	1
397	иной раз	1	1
398	в то	6	1
399	не о	1	1
400	тогда когда	1	1
401	дело в	1	1
402	это означает	1	1
403	должны служить	1	1
404	здесь на	1	1
405	тому кто	1	1
406	было не	1	1
407	когда они	1	1
408	не раньше	1	1
409	считает что	1	1
410	с некоторой	1	1
411	все население	1	1
412	и проклятия	1	1
413	однако именно	1	1
414	некоторые праздники	1	1
415	или как	1	1
416	непосредственное влияние	1	1
417	явление в	1	1
418	и его	17	1
419	к этим	3	1
420	и теперь	1	1
421	следы его	1	1
422	этом отношении	3	1
423	с другом	1	1
424	распространенные в	1	1
425	такие же	1	1
426	размышлений и	1	1
427	смены времен	1	1
428	в духе	4	1
429	была только	1	1
430	служить и	1	1
431	и стремлениями	1	1
432	слова с	1	1
433	можно судить	1	1
434	смысле в	1	1
435	для себя	1	1
436	и это	3	1
437	и о	4	1
438	в виду	3	1
439	в собственном	3	1
440	нами выше	1	1
441	тех случаях	1	1
442	еде и	1	1
443	для нового	1	1
444	и сам	1	1
445	можно было	3	1
446	на путь	1	1
447	до царствования	1	1
448	течение первых	1	1
449	связанных с	3	1
450	во второй	1	1
451	подобные же	1	1
452	жизнь и	2	1
453	если бы	1	1
454	и вообще	3	1
455	по мере	1	1
456	стремление к	1	1
457	обряды на	1	1
458	но здесь	3	1
459	текстами и	1	1
460	заставляет видеть	1	1
461	и та	1	1
462	второй половине	1	1
463	других праздниках	1	1
464	рождения и	1	1
465	можно сказать	2	1
466	и который	1	1
467	можно встретить	1	1
468	к нему	3	1
469	комедии и	1	1
470	и во	4	1
471	раньше чем	1	1
472	ходить на	1	1
473	борьбе с	1	1
474	во всей	1	1
475	в форме	4	1
476	наконец в	3	1
477	и менее	1	1
478	позже и	1	1
479	и следовательно	2	1
480	о своих	1	1
481	было бы	3	1
482	веселье и	1	1
483	что здесь	1	1
484	праздники как	1	1
485	несколько примеров	1	1
486	тот же	5	1
487	к праздникам	1	1
488	что он	3	1
489	которых они	1	1
490	и действительно	1	1
491	например на	1	1
492	очень много	2	1
493	вот все	1	1
494	до нас	8	1
495	точка зрения	3	1
496	том чтобы	1	1
497	по другим	1	1
498	есть в	2	1
499	наша задача	1	1
500	уже в	5	1
501	и новым	1	1
502	же в	3	1
503	только тогда	1	1
504	в церквах	3	1
505	не дает	3	1
506	не связанных	1	1
507	у народа	1	1
508	всяком случае	2	1
509	нуждается в	2	1
510	в животном	1	1
511	с этими	1	1
512	веселая игра	1	1
513	не считались	1	1
514	не могут	1	1
515	священник с	1	1
516	смерти и	4	1
517	в очень	1	1
518	же деле	1	1
519	их нужно	1	1
520	влияние на	1	1
521	к которому	1	1
522	еще и	1	1
523	тому как	2	1
524	мы еще	2	1
525	что не	1	1
526	чем свидетельствует	1	1
527	что для	3	1
528	говорит о	1	1
529	поминовения усопших	1	1
530	связано с	2	1
531	же состоит	1	1
532	и своего	2	1
533	пелись на	1	1
534	в руках	1	1
535	долгое время	1	1
536	становится на	2	1
537	мы остановимся	1	1
538	которые по	1	1
539	одна и	1	1
540	под влиянием	2	1
541	место на	1	1
542	прямо на	1	1
543	мы знаем	1	1
544	если не	1	1
545	этой же	1	1
546	представления о	1	1
547	но этого	1	1
548	в старом	1	1
549	некоторые из	1	1
550	из которых	1	1
551	в пределах	2	1
552	по своему	1	1
553	по поводу	2	1
554	силами природы	1	1
555	и смерти	5	1
556	подводя итоги	1	1
557	ко всему	2	1
558	друг с	1	1
559	может относиться	1	1
560	есть и	1	1
561	самом же	1	1
562	на определенных	2	1
563	и носит	1	1
564	приведем несколько	1	1
565	усопших в	1	1
566	это как	1	1
567	проповедях в	1	1
568	ближе к	1	1
569	под названием	2	1
570	не является	1	1
571	форм и	2	1
572	случаях когда	1	1
573	связана и	1	1
574	всем этим	1	1
575	и все	3	1
576	или такие	1	1
577	не более	1	1
578	только с	3	1
579	римские сатурналии	1	1
580	для людей	1	1
581	и целый	1	1
582	но оно	1	1
583	иначе чем	1	1
584	ты не	1	1
585	цель и	1	1
586	на смену	1	1
587	сказать что	6	1
588	только как	1	1
589	время но	1	1
590	обряды не	1	1
591	является и	1	1
592	обильной еде	1	1
593	отношению к	1	1
594	оно не	1	1
595	к числу	2	1
596	жизни и	7	1
597	каждого праздника	1	1
598	как на	4	1
599	во всяком	2	1
600	все что	2	1
