N	2gram	Medvedev_F_2	Tragedij
329	с этими	1	1
330	ее не	1	1
331	к ним	1	1
332	идет в	1	1
333	характер события	1	1
334	это по	1	1
335	рядом с	1	1
336	в особенности	4	1
337	таком виде	1	1
338	даже не	2	1
339	с другим	1	1
340	именно в	5	1
341	в каких	2	1
342	давно пора	1	1
343	что не	4	1
344	социальной жизни	1	1
345	естественно что	1	1
346	не было	6	1
347	а на	1	1
348	на этот	1	1
349	позиции в	1	1
350	а не	6	1
351	именно так	1	1
352	его как	2	1
353	ведь с	1	1
354	вывод этот	1	1
355	которые так	1	1
356	этом случае	1	1
357	в связи	10	1
358	говорит роман	1	1
359	с помощью	10	1
360	вместе с	6	1
361	и особенно	1	1
362	совершенно в	1	1
363	черты не	1	1
364	не из	1	1
365	в той	2	1
366	смысле этого	1	1
367	применении к	2	1
368	не удалось	1	1
369	слова он	1	1
370	и такую	1	1
371	для понимания	6	1
372	этого слова	1	1
373	и от	2	1
374	в условиях	1	1
375	с представителями	1	1
376	в книге	1	1
377	любовь к	1	1
378	не является	3	1
379	известной степени	4	1
380	оправдать этого	1	1
381	тем и	2	1
382	при таком	1	1
383	только теперь	1	1
384	вот его	1	1
385	в результате	6	1
386	а к	2	1
387	о нем	1	1
388	это может	1	1
389	из себя	1	1
390	бы в	5	1
391	и совершенно	2	1
392	конце концов	2	1
393	хотя бы	6	1
394	контекст в	1	1
395	с сыном	2	1
396	из тех	1	1
397	совершенно не	4	1
398	т е	26	1
399	и эта	1	1
400	во всяком	5	1
