N	2gram	Trubetskoy_1	Problemy
262	что такое	1	2
263	этого необходимо	1	2
264	от времени	2	2
265	признать что	3	2
266	с такою	1	2
267	тем не	4	2
268	однако в	1	2
269	на всю	1	2
270	между двумя	5	2
271	тому что	2	2
272	почти все	2	2
273	этими двумя	2	2
274	тогда и	1	2
275	о них	2	2
276	все без	1	2
277	и без	5	2
278	этом случае	4	2
279	к ней	1	2
280	как на	4	2
281	ли это	1	2
282	с другом	9	2
283	и со	1	2
284	отнюдь не	2	2
285	отличается от	6	2
286	как для	3	2
287	всем этим	1	2
288	так в	1	2
289	конечно в	2	2
290	жизнь и	3	2
291	собой и	1	2
292	и вообще	3	2
293	находится в	1	2
294	именно потому	2	2
295	о том	7	2
296	в раннем	1	2
297	надо было	1	2
298	все его	2	2
299	на нее	2	2
300	на одном	2	2
301	у другого	1	2
302	мыслей и	1	2
303	и только	2	2
304	еще более	1	2
305	меня так	1	2
306	эти последние	2	2
307	быть и	5	2
308	один из	1	2
309	но с	2	2
310	тот же	3	2
311	то в	2	2
312	и ее	2	2
313	с которыми	2	2
314	в эти	3	2
315	не то	3	2
316	же и	1	2
317	конечно не	3	2
318	уже не	1	2
319	за ним	1	2
320	мы знаем	10	2
321	друг друга	2	2
322	каждый из	3	2
323	нет в	2	2
324	были бы	1	2
325	или иной	1	2
326	о своей	1	2
327	к которому	1	2
328	это кажется	1	2
329	не было	2	2
330	которых мы	3	2
331	на друга	1	2
332	а так	1	2
333	когда она	1	2
334	должна была	1	2
335	вступает в	1	2
336	и потому	3	2
337	но этот	1	2
338	в человеке	1	2
339	смысле этого	1	2
340	самого себя	4	2
341	остается в	1	2
342	с этой	3	2
343	благодаря этому	1	2
344	несколько дальше	1	2
345	которой он	1	2
346	пока еще	1	2
347	мире а	1	2
348	что оно	3	2
349	вопрос о	3	2
350	в другой	1	2
351	а к	2	2
352	среди других	1	2
353	с уже	2	2
354	но именно	1	2
355	ибо в	4	2
356	будто бы	1	2
357	всех тех	2	2
358	сказать что	1	2
359	а может	1	2
360	вполне понятно	1	2
361	ту же	2	1
362	одним из	4	1
363	также и	2	1
364	силы и	1	1
365	лучше всех	1	1
366	тех же	2	1
367	сама себя	1	1
368	ему что	1	1
369	ясно что	8	1
370	от самого	1	1
371	в первом	1	1
372	что эти	2	1
373	причиной и	1	1
374	собою в	1	1
375	входящих в	2	1
376	в их	4	1
377	по его	2	1
378	несколько иной	1	1
379	из всех	5	1
380	без изменения	1	1
381	этот народ	6	1
382	целиком а	1	1
383	образованного человека	1	1
384	в каждый	6	1
385	благодаря тому	1	1
386	время как	1	1
387	а во-вторых	1	1
388	бы ни	1	1
389	не происходит	1	1
390	но даже	3	1
391	то это	1	1
392	не совсем	1	1
393	из которых	4	1
394	хотя конечно	1	1
395	начала в	1	1
396	зависимости от	1	1
397	свою очередь	2	1
398	школу или	1	1
399	и самого	1	1
400	с народом	1	1
401	себя а	1	1
402	тем как	1	1
403	без которого	1	1
404	и главное	1	1
405	другом они	1	1
406	видели что	1	1
407	к которой	3	1
408	него все	1	1
409	а и	8	1
410	вступают в	2	1
411	него с	2	1
412	близости к	1	1
413	особенности которые	2	1
414	заключают в	1	1
415	такой постановки	1	1
416	сих пор	8	1
417	в центре	1	1
418	независимо от	2	1
419	и пр	1	1
420	перед нами	1	1
421	еще больше	3	1
422	что по	3	1
423	как всякая	1	1
424	не являются	1	1
425	часть этого	1	1
426	и хотя	1	1
427	и между	1	1
428	и отчасти	1	1
429	ни один	3	1
430	то я	1	1
431	является лишь	1	1
432	свои мысли	1	1
433	в этой	6	1
434	хотя мы	1	1
435	и до	3	1
436	и кто	1	1
437	роль в	1	1
438	все только	1	1
439	во многих	1	1
440	не могла	1	1
441	роли в	1	1
442	этот процесс	2	1
443	главным образом	1	1
444	принять ее	1	1
445	после этого	1	1
446	раз навсегда	1	1
447	раз когда	1	1
448	одному из	1	1
449	в узком	1	1
450	идеи и	1	1
451	в корне	1	1
452	характер в	1	1
453	из него	2	1
454	всех своих	1	1
455	его можно	1	1
456	лишь с	1	1
457	заключает в	2	1
458	на то	9	1
459	эта же	1	1
460	одно и	1	1
461	и заключается	1	1
462	всех отношениях	1	1
463	больше всего	1	1
464	здесь мы	1	1
465	тем с	1	1
466	а затем	2	1
467	другим или	1	1
468	и может	3	1
469	что такой	1	1
470	круг в	1	1
471	к другу	2	1
472	другими людьми	1	1
473	а его	1	1
474	то есть	2	1
475	зрения на	1	1
476	как тот	2	1
477	тут надо	1	1
478	делает его	1	1
479	только одно	2	1
480	само собою	1	1
481	она и	1	1
482	разобранные нами	1	1
483	но лишь	1	1
484	со своими	2	1
485	и согласно	1	1
486	этом я	1	1
487	такою же	1	1
488	в один	2	1
489	их на	1	1
490	одного и	3	1
491	в других	1	1
492	в эту	2	1
493	которую он	2	1
494	в этих	3	1
495	с ума	1	1
496	бы на	1	1
497	это без	1	1
498	и при	6	1
499	таким же	3	1
500	можно найти	1	1
501	как все	1	1
502	народ и	4	1
503	его мнению	1	1
504	мы говорили	7	1
505	оказывается что	5	1
506	свой смысл	1	1
507	и создавать	1	1
508	он тоже	2	1
509	из области	1	1
510	никто и	1	1
511	наконец как	1	1
512	над всеми	2	1
513	не поймет	1	1
514	и эти	1	1
515	и более	2	1
516	том и	2	1
517	том же	4	1
518	что этот	1	1
519	освободиться от	2	1
520	народом в	1	1
521	она не	2	1
522	для каждого	1	1
523	на котором	1	1
524	одна из	2	1
525	на два	1	1
526	что их	3	1
527	я буду	1	1
528	уже очень	1	1
529	в процессе	2	1
530	в основе	2	1
531	когда их	1	1
532	не случайно	1	1
533	образом в	3	1
534	к такому	2	1
535	тогда когда	3	1
536	не лучше	1	1
537	именно с	1	1
538	и весь	1	1
539	этих двух	2	1
540	и по	3	1
541	это сделать	1	1
542	них мы	1	1
543	за исключением	1	1
544	ему и	2	1
545	значит для	1	1
546	его он	1	1
547	связи с	4	1
548	мы бы	1	1
549	другой но	1	1
550	доказать что	2	1
551	похожи на	1	1
552	не могут	4	1
553	в среде	2	1
554	случаях когда	3	1
555	это конечно	2	1
556	только еще	1	1
557	всего в	1	1
558	они и	1	1
559	для того	8	1
560	конца не	1	1
561	оно может	1	1
562	приходит к	1	1
563	того чтобы	8	1
564	как не	2	1
565	в дело	1	1
566	но при	1	1
567	на нем	1	1
568	здесь не	1	1
569	без всякого	1	1
570	данном случае	3	1
571	из приведенных	1	1
572	только не	2	1
573	в себя	2	1
574	вопрос что	1	1
575	приводит к	1	1
576	в дальнейшем	2	1
577	и прочее	1	1
578	как с	1	1
579	котором мы	1	1
580	же касается	2	1
581	можно было	1	1
582	за то	1	1
583	каждого из	1	1
584	по сравнению	5	1
585	всеми силами	1	1
586	между собой	4	1
587	из одного	2	1
588	нашли бы	1	1
589	в разных	3	1
590	каждый раз	1	1
591	на все	5	1
592	совершенно лишены	1	1
593	тех кто	5	1
594	никак не	1	1
595	что каждый	1	1
596	этой мысли	1	1
597	это потому	1	1
598	в пользу	5	1
599	в значительной	1	1
600	других людей	1	1
601	все в	2	1
602	связь между	1	1
603	вся эта	1	1
604	на месте	2	1
605	всех сил	1	1
606	ним и	1	1
607	во всей	1	1
608	выше в	1	1
609	в ту	2	1
610	для самого	2	1
611	от всех	1	1
612	которых каждый	1	1
613	не касались	1	1
614	друг к	2	1
615	другие же	1	1
616	на которой	1	1
617	по своей	7	1
618	в большей	1	1
619	же все	1	1
620	что только	2	1
621	нем не	1	1
622	те которые	1	1
623	должен быть	1	1
624	вмещает в	1	1
625	поэтому и	1	1
626	по мнению	1	1
627	между этими	2	1
628	с одной	3	1
629	для всех	1	1
630	со своим	1	1
631	на всем	1	1
632	точно и	1	1
633	эти черты	2	1
634	что если	3	1
635	или не	1	1
636	же явления	1	1
637	еще одной	1	1
638	рано или	1	1
639	а то	1	1
640	и других	2	1
641	или просто	1	1
642	не так	4	1
643	и их	5	1
644	бы тот	1	1
645	никто не	2	1
646	в прошлом	1	1
647	своих собственных	2	1
648	для меня	4	1
649	мы можем	6	1
650	случае не	1	1
651	идет в	1	1
652	к той	2	1
653	ее на	1	1
654	но из	1	1
655	именно как	1	1
656	или поздно	1	1
657	что на	1	1
658	не были	1	1
659	на второй	1	1
660	до сих	8	1
661	целом в	1	1
662	более резкой	1	1
663	еще и	1	1
664	собой а	1	1
665	или о	1	1
666	люди что	1	1
667	борьба за	2	1
668	не говоря	1	1
669	всех их	1	1
670	я пишу	1	1
671	можно представить	1	1
672	может ли	1	1
673	а наоборот	3	1
674	а сам	1	1
675	ничем не	4	1
676	возможно лишь	2	1
677	выше и	4	1
678	так это	1	1
679	был лишь	1	1
680	долго и	1	1
681	одну из	1	1
682	или с	1	1
683	себя на	1	1
684	которые будут	2	1
685	именно поэтому	1	1
686	все более	1	1
687	которому вы	1	1
688	нет ничего	1	1
689	создают в	1	1
690	него в	2	1
691	ко всем	3	1
692	к его	1	1
693	перед которой	1	1
694	в данном	3	1
695	на себя	1	1
696	есть они	1	1
697	чтобы заставить	1	1
698	и там	1	1
699	общения с	1	1
700	в тот	1	1
701	действительно как	1	1
702	быть не	1	1
703	мы сказали	3	1
704	эти вопросы	1	1
705	сейчас же	3	1
706	художественное произведение	1	1
707	слиться с	1	1
708	в который	1	1
709	коснуться еще	1	1
710	что касается	6	1
711	при том	2	1
712	и часто	1	1
713	его душе	1	1
714	ли в	1	1
715	в самые	1	1
716	некоторого времени	1	1
717	и среди	1	1
718	между ними	2	1
719	не знакомы	1	1
720	своей собственной	1	1
721	в отдельных	2	1
722	мысль о	1	1
723	все они	5	1
724	несмотря на	6	1
725	своих мыслей	1	1
726	давно уже	2	1
727	над собою	1	1
728	всюду где	1	1
729	в свою	2	1
730	с ней	1	1
731	как за	1	1
732	всех других	2	1
733	ко всему	2	1
734	из этого	6	1
735	с каждым	1	1
736	то ведь	1	1
737	два человека	2	1
738	в своих	2	1
739	нет что	1	1
740	тоже с	1	1
