N	2gram	Propp_Isto_7	Vvedenie
163	все эти	2	3
164	в этой	1	3
165	в известном	1	3
166	что она	5	3
167	при этом	4	3
168	если бы	1	3
169	вообще не	2	3
170	на нее	1	3
171	в работе	1	3
172	в свое	1	3
173	и уже	1	3
174	мы видели	7	3
175	здесь все	1	3
176	в этих	13	3
177	от себя	1	3
178	и вот	1	3
179	есть еще	2	3
180	тогда когда	3	3
181	дело в	1	3
182	дело не	5	3
183	это искусство	2	3
184	связи с	3	3
185	как будто	1	3
186	но все	4	3
187	должен быть	1	3
188	в ней	1	3
189	на том	2	3
190	во второй	1	3
191	можно сказать	1	3
192	а также	1	3
193	к нему	7	3
194	раньше чем	3	3
195	знания и	1	3
196	одной из	4	3
197	в начале	1	3
198	при помощи	3	3
199	из них	2	3
200	в конце	3	3
201	что и	8	3
202	отношение к	5	3
203	но что	1	3
204	он мог	1	3
205	говорит о	2	3
206	только по	1	3
207	на основании	1	3
208	так же	6	3
209	что же	1	3
210	в своем	1	3
211	но с	1	3
212	к тому	1	3
213	относящиеся к	1	3
214	к этому	2	3
215	в частности	1	3
216	же как	4	2
217	искусство и	1	2
218	дело что	1	2
219	наших дней	1	2
220	это делает	1	2
221	из его	1	2
222	должна быть	1	2
223	он выражается	1	2
224	что мы	3	2
225	мы уже	4	2
226	есть не	1	2
227	мы не	4	2
228	что если	1	2
229	того же	2	2
230	тогда как	3	2
231	себе и	3	2
232	в этот	1	2
233	бы с	1	2
234	что к	1	2
235	в силу	2	2
236	объяснить его	1	2
237	но дело	1	2
238	и наоборот	1	2
239	в другом	1	2
240	и с	1	2
241	них не	1	2
242	входит в	1	2
243	на протяжении	1	2
244	уже знаем	3	2
245	но уже	1	2
246	о которых	1	2
247	этого не	2	2
248	ни с	2	2
249	должно быть	1	2
250	после этого	3	2
251	не мог	1	2
252	что собственно	2	2
253	и при	1	2
254	будет в	1	2
255	с точки	1	2
256	состоит в	1	2
257	не столько	3	2
258	стоит в	2	2
259	свое существование	1	2
260	для объяснения	3	2
261	и той	1	2
262	не могли	1	2
263	тому что	2	2
264	того как	3	2
265	одна из	7	2
266	существует между	1	2
267	никогда не	4	2
268	ничего не	5	2
269	находятся в	1	2
270	до того	1	2
271	не до	1	2
272	от того	1	2
273	лежит в	2	2
274	как только	2	2
275	рядом с	1	2
276	если же	1	2
277	в дальнейшем	3	2
278	и сам	1	2
279	из двух	1	2
280	так и	5	2
281	не с	1	2
282	собой в	1	2
283	мог бы	1	2
284	для этого	1	2
285	же самое	1	2
286	и здесь	12	2
287	другом месте	1	2
288	второй половине	1	2
289	вопросу о	1	2
290	связь между	1	2
291	во всех	7	2
292	ее от	1	2
293	и требует	1	2
294	в форме	2	2
295	тем более	2	2
296	если это	2	2
297	по содержанию	1	2
298	оказалось что	1	2
299	здесь не	2	2
300	и так	2	2
301	для нее	2	2
302	по этому	2	2
303	до наших	1	2
304	только на	2	2
305	мы можем	4	2
306	по его	2	2
307	в ряде	1	2
308	и др	2	2
309	них и	1	2
310	а так	1	2
311	в связи	2	2
312	все более	1	2
313	д в	2	2
314	из которых	1	2
315	направление в	1	2
316	с этим	2	2
317	этих случаях	16	2
318	а если	2	2
319	по существу	4	2
320	был в	2	2
321	но это	3	2
322	этой стороны	3	2
323	и собственно	1	2
324	мы должны	4	2
325	но зато	1	2
326	нам не	1	2
327	с ней	3	2
328	другого рода	1	2
329	жизни и	1	2
330	точно так	2	2
331	и другие	9	2
332	это в	1	2
333	например в	3	1
334	не остается	1	1
335	только потому	1	1
336	и общественного	1	1
337	традиции как	1	1
338	что эти	2	1
339	видеть в	3	1
340	в зависимости	1	1
341	отношения к	1	1
342	и за	1	1
343	прямо а	1	1
344	самые разнообразные	1	1
345	очень далеко	1	1
346	теперь мы	1	1
347	та же	2	1
348	и новые	1	1
349	приводят к	1	1
350	в возможности	1	1
351	который был	1	1
352	требует от	1	1
353	большей частью	1	1
354	бывает так	1	1
355	которые он	1	1
356	он был	1	1
357	он встречается	1	1
358	качестве примера	1	1
359	что его	2	1
360	которое он	1	1
361	этим не	2	1
362	смотрят на	1	1
363	только после	2	1
364	признаки и	1	1
365	иного рода	1	1
366	как если	1	1
367	своей работе	1	1
368	что этого	1	1
369	также часто	1	1
370	только тогда	1	1
371	искусство в	1	1
372	очевидно что	1	1
373	как в	12	1
374	существование в	1	1
375	что они	3	1
376	в поисках	1	1
377	дает нам	1	1
378	кроме того	3	1
379	просто как	1	1
380	что по	2	1
381	это тоже	1	1
382	показывает что	8	1
383	руки но	1	1
384	более или	1	1
385	исторические корни	2	1
386	или иную	1	1
387	образом связана	1	1
388	духа в	1	1
389	из самых	2	1
390	не приходится	1	1
391	в которой	2	1
392	он в	2	1
393	и тот	2	1
394	е с	1	1
395	имеем в	5	1
396	во многих	2	1
397	на то	3	1
398	если он	3	1
399	не могла	1	1
400	заключается не	1	1
401	на его	2	1
402	и задачи	1	1
403	у древних	1	1
404	эту задачу	3	1
405	интерес представляет	1	1
406	из него	1	1
407	его от	1	1
408	это конечно	2	1
409	то ни	1	1
410	как они	1	1
411	том-то и	2	1
412	они должны	2	1
413	нечего и	1	1
414	в египте	1	1
415	известно что	2	1
416	и основные	1	1
417	нам по	2	1
418	чаще всего	3	1
419	стоит на	1	1
420	этого становится	1	1
421	к области	1	1
422	его у	1	1
423	она и	1	1
424	ни одной	1	1
425	не всегда	4	1
426	уже у	1	1
427	можно считать	1	1
428	действительно не	1	1
429	автора и	1	1
430	не сам	1	1
431	и становится	3	1
432	своим искусством	1	1
433	еще как	1	1
434	или менее	1	1
435	в эту	1	1
436	исторической действительности	1	1
437	во время	6	1
438	бы на	1	1
439	никак не	1	1
440	взгляд на	1	1
441	и без	1	1
442	еще нет	1	1
443	из анализа	2	1
444	представление о	3	1
445	почва для	1	1
446	не от	2	1
447	от его	1	1
448	должны были	3	1
449	и другого	1	1
450	но он	2	1
451	зависимости от	1	1
452	не его	2	1
453	надо сказать	1	1
454	не должно	1	1
455	что этот	2	1
456	того кто	2	1
457	более древних	1	1
458	этом и	2	1
459	же мы	1	1
460	других народов	1	1
461	задачи и	3	1
462	не представляют	1	1
463	уже выше	6	1
464	одна сторона	1	1
465	должна в	1	1
466	не раз	1	1
467	которые стоят	1	1
468	в таких	2	1
469	это дает	1	1
470	мышления и	1	1
471	ее с	1	1
472	не вытекает	1	1
473	тому кто	2	1
474	уже очень	1	1
475	не по	2	1
476	вытекает из	2	1
477	было у	1	1
478	на связь	1	1
479	из их	1	1
480	в достаточной	1	1
481	в горячей	1	1
482	почему в	1	1
483	задач не	1	1
484	что ни	1	1
485	д эти	1	1
486	под этим	1	1
487	в самой	1	1
488	имеем дело	1	1
489	и начал	2	1
490	по вопросу	1	1
491	которые и	1	1
492	показывает как	3	1
493	именно она	1	1
494	связь и	1	1
495	во всем	2	1
496	и после	2	1
497	достаточно сослаться	1	1
498	ее задачи	1	1
499	задачах и	1	1
500	в некотором	1	1
501	ли это	1	1
502	ему не	1	1
503	в действительности	2	1
504	превращается в	3	1
505	прямо говорит	1	1
506	имеет своего	2	1
507	отличается от	2	1
508	должны быть	3	1
509	всего в	1	1
510	разнородного материала	1	1
511	жить в	2	1
512	оно не	1	1
513	что при	2	1
514	утверждать что	1	1
515	для себя	1	1
516	и которая	1	1
517	приходит к	3	1
518	можно и	1	1
519	из всего	2	1
520	основываясь на	1	1
521	и о	2	1
522	подобных случаях	1	1
523	как не	1	1
524	невозможно отличить	1	1
525	без всякого	2	1
526	совершенно ясно	4	1
527	и этим	3	1
528	на той	1	1
529	говорится что	1	1
530	вопрос что	1	1
531	что именно	1	1
532	в многочисленных	2	1
533	что у	4	1
534	достаточно чтобы	1	1
535	и которые	1	1
536	о связи	1	1
537	можно только	1	1
538	том как	1	1
539	по тому	1	1
540	дать ему	1	1
541	между собой	1	1
542	но здесь	2	1
543	о ней	1	1
544	имеет право	1	1
545	имеет еще	1	1
546	и та	1	1
547	другими словами	2	1
548	и из	1	1
549	в риме	1	1
550	не содержит	2	1
551	бы то	1	1
552	после того	4	1
553	помощи которых	1	1
554	образом мы	2	1
555	должно было	2	1
556	все в	2	1
557	которых в	1	1
558	так возникает	1	1
559	во всей	1	1
560	удаляется от	1	1
561	в свете	3	1
562	в том-то	2	1
563	как ее	1	1
564	в литературе	2	1
565	значит что	1	1
566	развития но	1	1
567	тех пор	1	1
568	что здесь	7	1
569	на которой	1	1
570	д и	1	1
571	понятно почему	1	1
572	и дело	2	1
573	мы видим	10	1
574	корни и	1	1
575	к нашему	1	1
576	очень много	2	1
577	по другим	1	1
578	прямо не	1	1
579	и у	2	1
580	исторического бытия	1	1
581	на определенной	1	1
582	или даже	2	1
583	у того	2	1
584	дает ему	2	1
585	участие в	2	1
586	за ним	1	1
587	ту или	1	1
588	котором можно	1	1
589	есть та	1	1
590	к ним	2	1
591	в обстановке	1	1
592	у него	10	1
593	до бесконечности	1	1
594	мало для	1	1
595	и тех	1	1
596	здесь в	1	1
597	в каких	2	1
598	после смерти	3	1
599	а с	1	1
600	на которые	1	1
601	но есть	3	1
602	иногда это	2	1
603	связано с	3	1
604	которые не	2	1
605	в картине	1	1
606	в руках	2	1
607	человек в	1	1
608	как видно	1	1
609	собой одно	1	1
610	сослаться на	1	1
611	именно так	1	1
612	мы знаем	2	1
613	если не	4	1
614	для этой	1	1
615	во франции	1	1
616	в точности	1	1
617	мы условились	1	1
618	в примечаниях	1	1
619	примеров совершенно	1	1
620	народов на	1	1
621	и потому	1	1
622	эта связь	3	1
623	все свое	1	1
624	очень древние	1	1
625	здесь уже	1	1
626	к своему	1	1
627	в тех	5	1
628	это значит	2	1
629	здесь идет	1	1
630	что из	2	1
631	именно он	1	1
632	но для	2	1
633	или по	1	1
634	самое и	1	1
635	условий в	1	1
636	принять участие	1	1
637	и часто	1	1
638	и более	1	1
639	их исторического	1	1
640	не прямо	1	1
641	и от	2	1
642	своему предмету	1	1
643	это как	2	1
644	для нас	6	1
645	как эта	1	1
646	всего что	1	1
647	и все	6	1
648	по одной	1	1
649	было на	1	1
650	еще более	1	1
651	основывается и	1	1
652	превратился в	2	1
653	ни было	1	1
654	же в	1	1
655	себя не	1	1
656	не дает	1	1
657	нельзя было	1	1
658	может и	1	1
659	некоторое единство	1	1
660	сведения о	1	1
661	от своего	1	1
662	враждебное отношение	1	1
663	впервые в	1	1
664	начале этой	1	1
665	только о	2	1
666	в заключение	1	1
667	только одна	1	1
668	также не	1	1
669	ее в	3	1
670	и эта	2	1
671	историческая действительность	1	1
672	можно назвать	1	1
673	в таком	1	1
674	все что	1	1
675	этой точки	3	1
676	они не	2	1
