N	2gram	Bakhtin_Pr_1	Narrotol
520	не на	4	1
521	полной мере	1	1
522	тех кто	1	1
523	люди с	1	1
524	то они	2	1
525	в самой	6	1
526	другими словами	1	1
527	говорит об	1	1
528	таким же	3	1
529	утверждает что	1	1
530	мира а	1	1
531	времени в	1	1
532	и многих	1	1
533	рассказа все	1	1
534	это было	1	1
535	нет это	1	1
536	как теперь	1	1
537	к нему	6	1
538	и смысловой	1	1
539	с одним	1	1
540	и во	2	1
541	а потому	2	1
542	качестве личности	1	1
543	во всей	2	1
544	пути и	1	1
545	утрачивает свою	1	1
546	в другой	3	1
547	наконец в	2	1
548	ее как	3	1
549	сложное и	1	1
550	все время	2	1
551	и она	1	1
552	быть и	1	1
553	но с	3	1
554	оно и	1	1
555	к чужому	1	1
556	связь и	1	1
557	одной из	1	1
558	этот вопрос	2	1
559	одного сознания	9	1
560	ли он	1	1
561	б м	3	1
562	обращаться к	1	1
563	и так	1	1
564	будто он	1	1
565	именно на	2	1
566	именно тем	1	1
567	так что	2	1
568	не знающего	1	1
569	в большинстве	2	1
570	ни одного	2	1
571	героя с	3	1
572	и чисто	1	1
573	него и	1	1
574	является не	2	1
575	большинстве случаев	2	1
576	мир в	3	1
577	искать в	2	1
578	и их	1	1
579	в одном	10	1
580	проверке на	1	1
581	не для	1	1
582	не о	2	1
583	рассказа от	1	1
584	чужое я	4	1
585	но что	1	1
586	и взаимодействия	2	1
587	и рождается	1	1
588	заметить что	2	1
589	тем что	4	1
590	в структуре	2	1
591	него уже	1	1
592	героя его	2	1
593	подходом к	1	1
594	бы это	1	1
595	для того	1	1
596	лишь для	1	1
597	зрения с	1	1
598	рассказа не	1	1
599	бывает в	1	1
600	он нам	1	1
601	для художника	1	1
602	даже не	1	1
603	является их	1	1
604	до сих	2	1
605	мы привыкли	1	1
606	хоть и	3	1
607	однако что	1	1
608	как субъект	1	1
609	а именно	1	1
610	бы эти	1	1
611	и быть	1	1
612	как же	4	1
613	личной жизни	2	1
614	героя о	4	1
615	события взаимодействия	1	1
616	что не	1	1
617	пределы одного	4	1
618	и люди	1	1
619	что казалось	1	1
620	это прежде	1	1
621	его смерти	1	1
622	на этот	2	1
623	ничем не	1	1
624	более того	5	1
625	его как	4	1
626	но благодаря	1	1
627	напротив чтобы	1	1
628	стороны и	1	1
629	что обычно	1	1
630	и с	4	1
631	в пределы	3	1
632	что мы	1	1
633	существующих в	1	1
634	с помощью	1	1
635	позволяет нам	1	1
636	правда о	1	1
637	два человека	1	1
638	и потому	6	1
639	всей его	2	1
640	не оставляющей	1	1
641	что именно	1	1
642	в человеке	3	1
643	другое противоположное	1	1
644	в плоскости	4	1
645	он говорит	1	1
646	сравнению с	1	1
647	зрения героя	1	1
648	в точке	1	1
649	это за	1	1
650	что же	4	1
651	в мир	3	1
652	в первой	2	1
653	него есть	1	1
654	в нарушении	2	1
655	вокруг одного	1	1
656	сознаний и	3	1
657	дело здесь	2	1
658	этот не	1	1
659	слова и	1	1
660	не сливаются	1	1
661	и от	2	1
662	внешний мир	1	1
663	сих пор	2	1
664	все это	6	1
665	и оно	1	1
666	сознании героя	1	1
667	мире а	3	1
668	тому или	1	1
669	слова но	2	1
670	не существует	1	1
671	речи как	1	1
672	это он	1	1
673	как рассказчик	1	1
674	сознания и	5	1
675	только у	3	1
676	воспринимать и	1	1
677	в другое	1	1
678	чем является	2	1
679	к одной	1	1
680	но эти	2	1
681	мы должны	3	1
682	не непосредственно	1	1
683	будто бы	1	1
684	прошлого и	1	1
685	настоящим и	1	1
686	сходятся в	1	1
687	самому и	1	1
688	всего на	1	1
689	может и	1	1
690	в романе	9	1
691	не знает	3	1
692	себя самого	2	1
693	и внутренне	3	1
694	мир но	1	1
695	жизни а	2	1
696	бы его	1	1
697	перед нею	1	1
698	всю ее	1	1
699	время не	3	1
700	в действительности	1	1
701	себе но	1	1
702	где он	1	1
703	собой это	1	1
704	о себе	12	1
705	разрушила бы	2	1
706	ее в	1	1
707	этой точки	1	1
708	к этому	1	1
709	во всяком	5	1
