N	2gram	Vinokur_Ku_1	Vvedenie
324	из его	1	2
325	от которых	1	2
326	должна быть	3	2
327	что мы	1	2
328	есть не	1	2
329	сообщение и	1	2
330	в языковедении	1	2
331	что если	2	2
332	которого мы	1	2
333	а во-вторых	2	2
334	и со	1	2
335	что можно	2	2
336	которое в	2	2
337	так называемые	3	2
338	того же	4	2
339	в каждой	1	2
340	история языка	7	2
341	время в	1	2
342	значение и	2	2
343	тогда как	2	2
344	себе и	2	2
345	так называемая	2	2
346	что нет	1	2
347	его к	3	2
348	большей части	2	2
349	выражение в	1	2
350	учение о	4	2
351	и те	1	2
352	не следует	1	2
353	в силу	10	2
354	данном отношении	2	2
355	одна от	1	2
356	д все	1	2
357	но дело	1	2
358	знание языка	3	2
359	же касается	4	2
360	и с	5	2
361	них не	1	2
362	традиции и	1	2
363	на протяжении	1	2
364	в соответствии	3	2
365	который по	1	2
366	для них	2	2
367	но уже	5	2
368	и представить	1	2
369	соответствии с	3	2
370	этого не	2	2
371	несмотря на	3	2
372	другое дело	2	2
373	должно быть	3	2
374	она была	1	2
375	и тогда	4	2
376	не мог	2	2
377	момента в	1	2
378	об особом	1	2
379	из того	1	2
380	и при	2	2
381	и сейчас	1	2
382	с точки	9	2
383	состоит в	3	2
384	мы называем	1	2
385	не столько	2	2
386	стоит в	4	2
387	мысли и	1	2
388	чтобы можно	1	2
389	так называемое	1	2
390	том же	2	2
391	тому что	3	2
392	и науки	1	2
393	того как	4	2
394	одна из	1	2
395	например что	1	2
396	это еще	1	2
397	никогда не	2	2
398	казалось бы	3	2
399	ничего не	2	2
400	находятся в	1	2
401	иной раз	2	2
402	следует что	4	2
403	из истории	1	2
404	до того	2	2
405	как следует	1	2
406	этого термина	2	2
407	от того	1	2
408	у нас	10	2
409	художественной литературы	1	2
410	когда мы	2	2
411	есть только	1	2
412	как только	1	2
413	с полной	1	2
414	той или	1	2
415	рядом с	5	2
416	свое значение	1	2
417	то она	1	2
418	говоря уже	1	2
419	языка так	1	2
420	в дальнейшем	1	2
421	идет речь	2	2
422	значение в	1	2
423	и сам	1	2
424	так и	7	2
425	не с	3	2
426	так называемую	1	2
427	мог бы	1	2
428	не нужно	1	2
429	известной мере	1	2
430	науки на	1	2
431	для этого	3	2
432	к языку	5	2
433	смысле и	2	2
434	в известных	3	2
435	и здесь	3	2
436	и должно	2	2
437	английский язык	1	2
438	читать и	1	2
439	вопросу о	1	2
440	связь между	1	2
441	во всех	1	2
442	однако с	1	2
443	во втором	2	2
444	нуждается в	3	2
445	в языке	8	2
446	говорит он	1	2
447	в форме	1	2
448	язык в	5	2
449	тем более	2	2
450	все время	1	2
451	народов и	1	2
452	если это	1	2
453	которой в	1	2
454	здесь не	3	2
455	письменного слова	1	2
456	история литературы	2	2
457	языка на	2	2
458	и так	1	2
459	сопоставлении с	1	2
460	до наших	1	2
461	народа или	1	2
462	литературы в	1	2
463	в сопоставлении	1	2
464	каждый из	1	2
465	только на	1	2
466	если таким	1	2
467	мы можем	1	2
468	могло бы	1	2
469	или иной	3	2
470	в соответствующих	1	2
471	содержании и	1	2
472	в ряде	2	2
473	обратить внимание	2	2
474	не говоря	2	2
475	не было	3	2
476	в подлинном	1	2
477	что несмотря	1	2
478	есть лишь	3	2
479	языка не	3	2
480	в связи	3	2
481	с помощью	7	2
482	все более	1	2
483	науку и	1	2
484	мы говорим	2	2
485	с этим	4	2
486	истории в	1	2
487	этих случаях	2	2
488	а если	3	2
489	этого слова	3	2
490	это есть	2	2
491	по существу	4	2
492	был в	2	2
493	еще раз	1	2
494	но это	1	2
495	в более	2	2
496	это уже	1	2
497	понятно не	1	2
498	на почву	1	2
499	между ними	2	2
500	обе эти	3	2
501	языковедения и	1	2
502	уже совсем	1	2
503	или нет	1	2
504	бы в	7	2
505	будто бы	1	2
506	нам не	3	2
507	ко времени	1	2
508	жизни и	1	2
509	точно так	1	2
510	с прочими	2	2
511	я и	1	1
512	также что	1	1
513	например в	5	1
514	не даром	1	1
515	словом как	1	1
516	языку и	1	1
517	смысл сообщаемого	1	1
518	проблемы в	1	1
519	выражения в	1	1
520	но тогда	1	1
521	на самом	2	1
522	только потому	6	1
523	в стороне	2	1
524	это и	4	1
525	как такового	1	1
526	на деле	1	1
527	им именно	1	1
528	можно говорить	2	1
529	отношениями в	1	1
530	речь идет	2	1
531	что эти	4	1
532	ведь и	1	1
533	в зависимости	5	1
534	долгое время	1	1
535	бы уже	2	1
536	и ничего	1	1
537	каким был	1	1
538	и современной	1	1
539	настолько тесно	1	1
540	та же	1	1
541	приводят к	1	1
542	есть нечто	1	1
543	который был	1	1
544	на практике	3	1
545	по запискам	1	1
546	применения в	1	1
547	его грамматическую	1	1
548	похожи на	1	1
549	таковы например	1	1
550	слово не	1	1
551	развития с	1	1
552	разумеется не	4	1
553	которую можно	2	1
554	жизни данного	1	1
555	в выше	1	1
556	что его	2	1
557	более того	1	1
558	истории русского	1	1
559	то мы	3	1
560	язык или	1	1
561	живым и	1	1
562	в область	1	1
563	что этого	2	1
564	но как	1	1
565	в сторону	2	1
566	в противовес	3	1
567	русского языка	9	1
568	только тогда	3	1
569	очевидно что	3	1
570	как в	4	1
571	в новом	1	1
572	а через	1	1
573	отличие от	1	1
574	что они	4	1
575	форме и	1	1
576	заключено в	1	1
577	систему и	1	1
578	историей языка	1	1
579	не входят	1	1
580	государства и	1	1
581	общего с	1	1
582	как к	1	1
583	помнить что	1	1
584	и исторические	1	1
585	кроме того	1	1
586	ними и	2	1
587	разного рода	1	1
588	ступени культурного	1	1
589	принадлежности его	1	1
590	и понимания	1	1
591	показывает что	1	1
592	более или	3	1
593	состоящей в	1	1
594	как иногда	1	1
595	в необходимости	1	1
596	но смысл	1	1
597	и последний	1	1
598	них как	1	1
599	иными средствами	1	1
600	из самых	1	1
601	не приходится	1	1
602	в которой	6	1
603	подлинный смысл	1	1
604	проблем в	1	1
605	бы сказать	1	1
606	чего складывается	1	1
607	себе содержание	1	1
608	что так	3	1
609	достоевского в	1	1
610	то обстоятельство	8	1
611	расчетом на	1	1
612	языкознания и	1	1
613	история искусств	1	1
614	е с	1	1
615	для которых	2	1
616	язык можно	1	1
617	говорят о	1	1
618	имеем в	1	1
619	тому же	1	1
620	во многих	2	1
621	на то	4	1
622	но на	1	1
623	заключается не	1	1
624	языки хотя	1	1
625	на его	3	1
626	случае все	1	1
627	языке мы	1	1
628	восстановить в	1	1
629	то легко	1	1
630	по словам	1	1
631	идей и	1	1
632	больше всего	2	1
633	германа пауля	1	1
634	или очень	1	1
635	науки история	1	1
636	не значит	1	1
637	он должен	1	1
638	же это	1	1
639	как увидим	1	1
640	не теряет	1	1
641	нашей культуры	2	1
642	чтобы в	2	1
643	для данной	1	1
644	из него	1	1
645	совершающееся в	1	1
646	лишь с	1	1
647	культуры что	1	1
648	именно это	1	1
649	одно и	1	1
650	без применения	2	1
651	то ни	1	1
652	как они	2	1
653	что все	2	1
654	культуры но	1	1
655	том-то и	1	1
656	различие между	1	1
657	историю литературы	1	1
658	и никакого	1	1
659	особенности в	1	1
660	разница между	1	1
661	самом широком	1	1
662	лишь в	2	1
663	того или	4	1
664	которого не	1	1
665	искать ответа	1	1
666	оставляя в	1	1
667	и критики	1	1
668	то все	1	1
669	он есть	3	1
670	что стоит	1	1
671	лишь на	1	1
672	и основные	1	1
673	чаще всего	1	1
674	стоит на	1	1
675	какой они	1	1
676	поколений с	1	1
677	его и	1	1
678	она и	1	1
679	из моих	1	1
680	он действительно	1	1
681	здесь следовательно	1	1
682	необходимость в	1	1
683	в слове	2	1
684	не всегда	2	1
685	литературы история	1	1
686	педагогическое значение	1	1
687	можно считать	1	1
688	действительно не	1	1
689	иначе говоря	2	1
690	необходимых условий	1	1
691	и того	2	1
692	в научной	1	1
693	народа и	1	1
694	одного и	2	1
695	истории русской	1	1
696	и становится	2	1
697	относительно которых	1	1
698	или менее	3	1
699	как некоторое	1	1
700	одно дело	1	1
701	не выдерживает	1	1
702	бы на	2	1
703	в ходе	1	1
704	никак не	2	1
705	эта черта	1	1
706	внимание только	1	1
707	котором идет	2	1
708	прямо к	1	1
709	которая имеет	1	1
710	взгляд на	1	1
711	в следующем	1	1
712	в такой	1	1
713	и без	1	1
714	если можно	1	1
715	представление о	3	1
716	в отличие	1	1
717	о языке	8	1
718	должны были	1	1
719	не самый	1	1
720	втором случае	2	1
721	точку зрения	1	1
722	ряда других	1	1
723	иначе как	2	1
724	но он	1	1
725	но во	1	1
726	в россии	1	1
727	труда и	2	1
728	зависимости от	6	1
729	что было	2	1
730	и эти	3	1
731	речи в	4	1
732	языков и	1	1
733	что этот	1	1
734	любовь к	2	1
735	это особенно	1	1
736	как язык	1	1
737	этом и	1	1
738	в историческом	1	1
739	например и	1	1
740	естественно не	1	1
741	любви и	1	1
742	истории по	1	1
743	должна в	1	1
744	с расчетом	1	1
745	литературы как	1	1
746	не раз	2	1
747	в таких	4	1
748	могло не	1	1
749	первый из	1	1
750	мысли в	1	1
751	уже из	2	1
752	в центр	1	1
753	представлением о	1	1
754	о таких	1	1
755	в самых	1	1
756	славянских языках	1	1
757	та или	1	1
758	греческого и	1	1
759	не могло	1	1
760	языке может	1	1
761	же рода	1	1
762	на язык	4	1
763	правда в	1	1
764	в самой	4	1
765	из четырех	1	1
766	слова как	3	1
767	или иная	1	1
768	таким путем	1	1
769	иными словами	4	1
770	именно она	1	1
771	то именно	1	1
772	на те	2	1
773	целое в	1	1
774	и является	4	1
775	и после	1	1
776	убедиться в	1	1
777	мере две	1	1
778	е не	2	1
779	с пониманием	1	1
780	не целое	1	1
781	их по	1	1
782	в некотором	1	1
783	что на	1	1
784	ли это	2	1
785	не потому	5	1
786	в действительности	1	1
787	такие же	1	1
788	обстоятельство что	8	1
789	превращается в	2	1
790	если его	2	1
791	в духе	3	1
792	да рядом	1	1
793	относиться к	1	1
794	языках и	1	1
795	должны быть	2	1
796	обратно в	1	1
797	и надо	1	1
798	же только	1	1
799	такую которая	1	1
800	оно не	3	1
801	отсюда следует	2	1
802	из чего	1	1
803	боппа и	1	1
804	для себя	1	1
805	историческом бытии	1	1
806	не ограничивается	1	1
807	можно и	1	1
808	основываясь на	1	1
809	значения и	1	1
810	как не	1	1
811	е все	1	1
812	нужно однако	1	1
813	свою очередь	3	1
814	жизни языка	1	1
815	без всякого	1	1
816	совершенно ясно	1	1
817	исторической жизни	2	1
818	чтобы быть	2	1
819	центр своего	1	1
820	чтобы прочесть	1	1
821	только то	1	1
822	на той	1	1
823	с языком	2	1
824	что именно	1	1
825	как с	2	1
826	что у	1	1
827	сущность этой	1	1
828	которыми мы	1	1
829	языку как	3	1
830	и прочих	2	1
831	двух лиц	1	1
832	фортунатов и	1	1
833	можно только	1	1
834	том как	3	1
835	слушателей в	1	1
836	собственной природе	1	1
837	было породить	1	1
838	историческая судьба	1	1
839	уже само	1	1
840	филолога и	1	1
841	образом в	1	1
842	нет уже	1	1
843	с полным	1	1
844	языка поэтому	2	1
845	не мало	1	1
846	к проблемам	1	1
847	настоящее время	1	1
848	содержание общей	1	1
849	когда язык	1	1
850	не содержит	1	1
851	одного из	1	1
852	социального общения	3	1
853	после того	1	1
854	многовековой традицией	1	1
855	языке как	3	1
856	данного языка	1	1
857	должно было	1	1
858	это было	2	1
859	каждом из	2	1
860	современной русской	1	1
861	есть непременно	1	1
862	вступила в	1	1
863	бы понять	1	1
864	когда оно	2	1
865	в индивидуальной	1	1
866	самом процессе	1	1
867	действительно в	1	1
868	также в	1	1
869	общем смысле	1	1
870	в том-то	1	1
871	нет он	1	1
872	выражения которые	1	1
873	знания как	1	1
874	в литературе	1	1
875	что здесь	1	1
876	чтобы выяснить	1	1
877	д и	2	1
878	была создана	2	1
879	применить сказанное	1	1
880	и дело	1	1
881	явления в	1	1
882	известных условиях	1	1
883	конкретном историческом	1	1
884	очень много	2	1
885	а лишь	1	1
886	европе и	1	1
887	все той	1	1
888	или же	1	1
889	этот факт	1	1
890	имеет своим	1	1
891	не мешает	1	1
892	с которыми	1	1
893	не то	1	1
894	себя в	1	1
895	старой филологической	1	1
896	возникает необходимость	1	1
897	в значительном	1	1
898	есть в	4	1
899	поскольку мы	1	1
900	ряде случаев	2	1
901	и у	1	1
902	вопроса о	1	1
903	народов не	1	1
904	наука а	1	1
905	в значении	2	1
906	части этой	1	1
907	языка как	5	1
908	научного знания	3	1
909	целого ряда	1	1
910	а это	3	1
911	то только	2	1
912	этого процесса	1	1
913	или даже	1	1
914	и филологии	1	1
915	понятий в	1	1
916	и понимание	1	1
917	д словом	1	1
918	сказано в	1	1
919	совсем другое	1	1
920	к мысли	1	1
921	для него	1	1
922	дело лишь	1	1
923	слова в	1	1
924	содержания и	1	1
925	мы находим	1	1
926	внешних форм	2	1
927	важный вопрос	1	1
928	содержание и	5	1
929	гораздо большей	1	1
930	к ним	1	1
931	общения и	2	1
932	явно не	1	1
933	мало для	1	1
934	этого кризиса	1	1
935	прочими областями	1	1
936	более молодых	1	1
937	случае с	1	1
938	научного языковедения	1	1
939	момент в	1	1
940	были бы	2	1
941	имеем право	1	1
942	нужно было	2	1
943	а действительно	2	1
944	говорим о	1	1
945	объяснение в	2	1
946	однако что	1	1
947	и тех	1	1
948	есть язык	3	1
949	здесь в	1	1
950	бы назвать	1	1
951	все равно	2	1
952	в каких	1	1
953	после смерти	1	1
954	к которому	3	1
955	и социального	1	1
956	убеждаемся что	1	1
957	сущности уже	1	1
958	как же	1	1
959	а с	3	1
960	факта что	1	1
961	на которые	1	1
962	в природе	1	1
963	из таких	1	1
964	русской культуры	1	1
965	е то	2	1
966	всего есть	1	1
967	без особых	1	1
968	связано с	3	1
969	не на	4	1
970	притом не	1	1
971	устную речь	1	1
972	которые не	1	1
973	навыки и	1	1
974	четырех частей	1	1
975	а главное	1	1
976	основной вопрос	1	1
977	однако и	1	1
978	и своим	1	1
979	человек в	1	1
980	на эту	2	1
981	речь всегда	2	1
982	это у	1	1
983	именно так	2	1
984	в подобных	1	1
985	жизнь в	1	1
986	в одно	1	1
987	если не	3	1
988	как явлению	1	1
989	как именно	2	1
990	проникновения в	1	1
991	в русский	1	1
992	в точности	1	1
993	к лицу	1	1
994	в примечаниях	1	1
995	все то	1	1
996	эта идея	1	1
997	и потому	4	1
998	как одно	1	1
999	философии языка	1	1
1000	явлению природы	1	1
1001	в европе	1	1
1002	многих случаях	1	1
1003	должно составить	1	1
1004	к своему	2	1
1005	и философских	2	1
1006	помимо всего	1	1
1007	лицом к	1	1
1008	наряду с	1	1
1009	отдельных глав	1	1
1010	почву культурной	1	1
1011	чем к	1	1
1012	духовного развития	1	1
1013	в тех	4	1
1014	подлинном смысле	1	1
1015	быть только	1	1
1016	такие явления	1	1
1017	своего времени	2	1
1018	это значит	1	1
1019	чтобы сделать	1	1
1020	виду их	1	1
1021	том смысле	1	1
1022	здесь идет	1	1
1023	действительно как	1	1
1024	культур в	1	1
1025	слова и	4	1
1026	филологии а	1	1
1027	языка т	1	1
1028	качестве обозначения	1	1
1029	сплошь да	1	1
1030	как предмет	1	1
1031	лингвистической дисциплины	1	1
1032	каждое из	1	1
1033	отношении всегда	1	1
1034	к собственно	1	1
1035	по образцу	1	1
1036	но для	1	1
1037	своего внимания	1	1
1038	к вопросу	1	1
1039	с большой	1	1
1040	примером может	1	1
1041	и более	2	1
1042	особый оттенок	2	1
1043	слова но	2	1
1044	соответствующее содержание	1	1
1045	и от	1	1
1046	санскрита в	1	1
1047	это можно	1	1
1048	своему содержанию	1	1
1049	что оно	3	1
1050	своему предмету	1	1
1051	это как	1	1
1052	которая в	1	1
1053	в настоящее	1	1
1054	е о	2	1
1055	для нас	2	1
1056	и все	2	1
1057	лишь как	2	1
1058	язык например	1	1
1059	еще более	1	1
1060	чтобы его	1	1
1061	звуков речи	1	1
1062	вопрос должен	1	1
1063	о задачах	1	1
1064	же в	4	1
1065	язык это	3	1
1066	не дает	1	1
1067	потребность в	3	1
1068	г и	1	1
1069	давно уже	1	1
1070	отношении к	1	1
1071	в системе	3	1
1072	имеет целью	1	1
1073	может и	1	1
1074	чем с	1	1
1075	в свою	3	1
1076	понимать как	2	1
1077	последний вопрос	1	1
1078	совершенно не	1	1
1079	о духе	1	1
1080	обозначить в	1	1
1081	лингвисту во	1	1
1082	или иного	3	1
1083	исторические исследования	1	1
1084	первом случае	1	1
1085	громадное педагогическое	1	1
1086	грамматическую систему	1	1
1087	и латинского	1	1
1088	только о	1	1
1089	есть наука	2	1
1090	начинается так	1	1
1091	общем понятии	1	1
1092	с внешней	1	1
1093	но еще	3	1
1094	и стало	1	1
1095	только одна	1	1
1096	чтобы эти	1	1
1097	также не	1	1
1098	ее в	2	1
1099	всего разумеется	1	1
1100	в своих	1	1
1101	очень редко	1	1
1102	это понятие	1	1
1103	спросить себя	1	1
1104	в таком	3	1
1105	все что	1	1
1106	этой точки	2	1
1107	они не	3	1
