N	2gram	Tiupa_Lite_2	DiskursI
295	сама в	1	1
296	как было	1	1
297	что данная	1	1
298	я не	5	1
299	но даже	1	1
300	ему в	1	1
301	начала в	1	1
302	общения в	1	1
303	предстает как	1	1
304	пребывания в	1	1
305	нет а	1	1
306	понятия в	1	1
307	он был	1	1
308	же мере	1	1
309	он сам	1	1
310	бы то	1	1
311	я на	3	1
312	в чем	1	1
313	истории в	1	1
314	во всех	3	1
315	иного рода	1	1
316	как правило	3	1
317	в ее	2	1
318	как система	1	1
319	если в	2	1
320	так по	1	1
321	конечном счете	5	1
322	ответ на	1	1
323	есть по	2	1
324	не просто	1	1
325	человека с	1	1
326	в е	2	1
327	за пределы	1	1
328	картины жизни	1	1
329	в рассмотренном	1	1
330	себя возможным	1	1
331	в истории	2	1
332	вследствие чего	1	1
333	от содержания	1	1
334	авторская позиция	1	1
335	обнаруживается в	1	1
336	однако не	1	1
337	в круг	1	1
338	классического реализма	1	1
339	к числу	1	1
340	себе не	2	1
341	в этот	1	1
342	то в	2	1
343	гораздо раньше	1	1
344	со своей	2	1
345	в самом	1	1
346	только то	1	1
347	себе как	1	1
348	писателем и	1	1
349	ни один	1	1
350	как некий	1	1
351	в нашем	2	1
352	и пространства	1	1
353	так в	5	1
354	право на	3	1
355	было видно	1	1
356	жизнь как	2	1
357	как у	1	1
358	в случае	1	1
359	в культурной	1	1
360	к традициям	1	1
361	с волей	1	1
362	данной традиции	1	1
363	ответственность за	1	1
364	мысль человека	1	1
365	но именно	1	1
366	и только	2	1
367	о которой	2	1
368	и еще	2	1
369	он должен	1	1
370	же это	1	1
371	к собственному	1	1
372	на этом	2	1
373	образа и	1	1
374	с этой	2	1
375	не бывает	2	1
376	таким образом	1	1
377	то ни	1	1
378	различие между	1	1
379	лирического я	3	1
380	по выражению	1	1
381	пути от	2	1
382	мире как	1	1
383	как при	1	1
384	и иных	2	1
385	практически не	1	1
386	отсюда столь	1	1
387	отказа от	2	1
388	в жизни	2	1
389	коммуникативной стратегии	2	1
390	рассуждал о	1	1
391	читателя в	1	1
392	модель художественного	1	1
393	она и	1	1
394	между я	3	1
395	мира где	1	1
396	первые два	1	1
397	и читателем	1	1
398	как целого	1	1
399	движется в	1	1
400	и было	1	1
401	из творческого	1	1
402	со всей	1	1
403	эстетического отношения	1	1
404	которую он	1	1
405	индивидуальной жизни	1	1
406	в такой	2	1
407	где мы	1	1
408	путь самоактуализации	1	1
409	и обретающего	1	1
410	лирический сюжет	2	1
411	к художественности	1	1
412	как другие	1	1
413	исторической необходимости	2	1
414	архитектонический мотив	1	1
415	своей жизни	1	1
416	лирики как	1	1
417	тем не	2	1
418	по крайней	2	1
419	перед ним	2	1
420	что этот	1	1
421	а вот	1	1
422	герой мандельштама	1	1
423	случае мы	1	1
424	с миром	1	1
425	удачной формулировке	1	1
426	возникает в	1	1
427	на три	1	1
428	вплоть до	3	1
429	пространство жизни	1	1
430	но они	1	1
431	из нас	2	1
432	мышления и	1	1
433	одна из	5	1
434	я буду	1	1
435	писал бахтин	1	1
436	от адресата	1	1
437	тяготение к	1	1
438	в поздних	2	1
439	например не	1	1
440	хх столетия	1	1
441	и всегда	1	1
442	ничего не	3	1
443	не вполне	2	1
444	того как	1	1
445	имеем дело	1	1
446	как новый	1	1
447	по рассуждению	1	1
448	личного существования	1	1
449	и до	2	1
450	такая же	1	1
451	во всем	1	1
452	раннего творчества	1	1
453	дела как	2	1
454	смысла по	1	1
455	однако это	1	1
456	именно такой	1	1
457	своего адресата	1	1
458	уже о	2	1
459	не могут	1	1
460	эстетического объекта	1	1
461	дискурса в	1	1
462	в прозе	1	1
463	числе и	1	1
464	всего в	1	1
465	в своего	1	1
466	на читателя	1	1
467	с адресатом	1	1
468	к тому	1	1
469	к истокам	1	1
470	м булгакова	1	1
471	начинает словами	1	1
472	приходит к	1	1
473	более не	1	1
474	по справедливому	1	1
475	вечности и	1	1
476	говоря уже	2	1
477	события как	1	1
478	в собственном	1	1
479	второго лица	1	1
480	во главе	1	1
481	художественного мышления	5	1
482	на свой	1	1
483	в культуре	3	1
484	слова а	1	1
485	бытия как	1	1
486	обращаясь к	3	1
487	например о	1	1
488	и сам	2	1
489	что может	1	1
490	в образе	1	1
491	отождествляется с	1	1
492	и каждый	2	1
493	своих границах	1	1
494	мы в	1	1
495	проницательно охарактеризовал	1	1
496	поэтому в	1	1
497	в глубинах	1	1
498	для этого	2	1
499	творческой воли	1	1
500	и даже	8	1
501	с ним	2	1
502	отдельной личности	3	1
503	каждый из	4	1
504	движения и	1	1
505	оказываются не	1	1
506	и т.д	7	1
507	не перед	1	1
508	никак не	1	1
509	и что	2	1
510	поэтической рефлексии	1	1
511	не стоит	1	1
512	бы жизнь	2	1
513	самому себе	1	1
514	предстает в	1	1
515	должно было	1	1
516	в конечном	5	1
517	существования в	1	1
518	грань между	1	1
519	собственной жизни	1	1
520	субъекта жизни	2	1
521	данного текста	1	1
522	ним и	1	1
523	в глазах	3	1
524	крайней мере	2	1
525	целого а	1	1
526	шел а	1	1
527	не будучи	1	1
528	пути здесь	1	1
529	общим местом	1	1
530	в слово	1	1
531	который бы	1	1
532	что вот	1	1
533	в жизнь	1	1
534	но тут	1	1
535	человеческого существования	1	1
536	свет и	1	1
537	в миропорядке	1	1
538	мы вместе	1	1
539	стихотворения в	1	1
540	в ситуации	2	1
541	жизнь с	1	1
542	ср у	1	1
543	б с	1	1
544	так что	4	1
545	адресатом в	1	1
546	для всех	5	1
547	только на	1	1
548	а напротив	1	1
549	себя и	2	1
550	в поэзии	3	1
551	первого лица	1	1
552	такого дискурса	1	1
553	во втором	1	1
554	чего бы	1	1
555	мир в	1	1
556	глубоко чужда	1	1
557	это произвол	1	1
558	в новом	1	1
559	могло бы	2	1
560	а пришелец	1	1
561	вовсе не	2	1
562	не для	1	1
563	граница между	2	1
564	друг друга	2	1
565	человеческого присутствия	1	1
566	не случайно	4	1
567	тем что	4	1
568	к той	1	1
569	в любви	1	1
570	побуждает и	1	1
571	в других	1	1
572	художественный текст	1	1
573	и напротив	1	1
574	настоящим в	1	1
575	способ присутствия	1	1
576	чем и	1	1
577	из того	2	1
578	русской поэзии	3	1
579	того что	5	1
580	в финале	1	1
581	на единой	1	1
582	в.т и	1	1
583	сводиться к	1	1
584	лица в	1	1
585	о своем	1	1
586	еще и	1	1
587	во второй	1	1
588	и др	3	1
589	в романе	1	1
590	поэзии и	2	1
591	к человеку	1	1
592	пастернака из	1	1
593	до конца	2	1
594	направленную на	1	1
595	подобного рода	1	1
596	поскольку речь	2	1
597	слово сплочены	1	1
598	все то	1	1
599	и ты	3	1
600	и поэтики	1	1
601	его преодоления	1	1
602	на фоне	5	1
603	человек в	1	1
604	автора с	1	1
605	русской литературы	1	1
606	как это	2	1
607	места для	1	1
608	всем что	1	1
609	в особенности	1	1
610	требует от	1	1
611	в разговоре	3	1
612	из которых	2	1
613	и столь	2	1
614	доктор живаго	1	1
615	о.э мандельштама	1	1
616	утверждая что	1	1
617	многообразии своих	1	1
618	художественного мира	2	1
619	это его	2	1
620	весь я	1	1
621	блудный сын	1	1
622	кто из	1	1
623	путь в	1	1
624	никем не	1	1
625	сам в	1	1
626	в это	1	1
627	ценность и	1	1
628	природы художественного	1	1
629	даже в	4	1
630	под названием	2	1
631	приобретает в	1	1
632	слова и	7	1
633	историческое время	1	1
634	и от	1	1
635	было сказано	2	1
636	время от	1	1
637	на существование	1	1
638	один из	4	1
639	о мире	1	1
640	при всем	2	1
641	а лирический	4	1
642	но с	3	1
643	более того	1	1
644	лишь его	2	1
645	от слова	3	1
646	сходна с	1	1
647	живет и	1	1
648	в стихотворении	13	1
649	его не	1	1
650	в индивидуальном	1	1
651	когда он	1	1
652	совершенно иной	1	1
653	обращается к	3	1
654	как сам	1	1
655	особого рода	1	1
656	в третьем	2	1
657	еще более	1	1
658	от всего	1	1
659	в ценностном	1	1
660	как того	1	1
661	ни было	2	1
662	же в	2	1
663	в искусстве	4	1
664	в равной	3	1
665	своей избыточной	1	1
666	в новый	1	1
667	этом свете	1	1
668	равной степени	2	1
669	одной из	2	1
670	поэтической культуры	2	1
671	не говоря	2	1
672	я к	1	1
673	например и	1	1
674	я это	2	1
675	сплочены слова	1	1
676	из этого	1	1
677	имеет не	1	1
678	занимает в	1	1
679	для природы	1	1
680	в какой	2	1
681	определенность в	1	1
682	также не	1	1
683	ее в	1	1
684	том числе	2	1
