N	2gram	Bakhtin_sl_1	EvropaiE
115	в которых	1	3
116	дело в	1	3
117	никогда не	3	3
118	потому что	2	3
119	с другом	2	3
120	во все	1	3
121	бы ни	3	3
122	можно было	2	3
123	о том	3	3
124	от них	1	3
125	место в	1	3
126	что и	1	3
127	и только	1	3
128	известном смысле	2	3
129	в стороне	1	3
130	всяком случае	5	3
131	не из	2	3
132	из них	3	3
133	потребность в	1	3
134	в известной	2	3
135	к ним	1	3
136	этом отношении	1	3
137	по своим	6	3
138	и прежде	1	3
139	в свою	3	3
140	там где	4	3
141	в данном	3	3
142	друг с	2	3
143	не является	2	3
144	известной степени	4	3
145	и для	4	3
146	и от	4	3
147	в результате	3	3
148	обстоит дело	2	3
149	на своем	5	3
150	как на	1	3
151	в таком	1	3
152	во всяком	7	3
153	и то	2	2
154	по преимуществу	4	2
155	ведь и	1	2
156	есть не	1	2
157	именно к	1	2
158	меньшей степени	4	2
159	не нужно	1	2
160	между собой	2	2
161	но как	1	2
162	точка зрения	8	2
163	в сторону	1	2
164	в свои	1	2
165	в истории	3	2
166	его на	1	2
167	с этим	3	2
168	хотя и	2	2
169	целый ряд	1	2
170	тому или	1	2
171	в этой	1	2
172	и если	1	2
173	как оно	3	2
174	но именно	4	2
175	он не	3	2
176	но было	1	2
177	какой бы	1	2
178	таким образом	9	2
179	и с	4	2
180	заключается в	1	2
181	с другими	5	2
182	для них	2	2
183	далеко не	5	2
184	и того	1	2
185	в эту	2	2
186	в этих	2	2
187	в котором	2	2
188	не к	1	2
189	одном из	1	2
190	эти в	1	2
191	и более	1	2
192	только те	1	2
193	она не	3	2
194	ними и	1	2
195	на язык	2	2
196	по своей	1	2
197	именно потому	1	2
198	к той	1	2
199	не могут	3	2
200	могут быть	19	2
201	или поздно	1	2
202	всего в	1	2
203	только одно	1	2
204	но по	2	2
205	свою очередь	2	2
206	данном случае	3	2
207	культуры и	1	2
208	наше внимание	1	2
209	если бы	1	2
210	и что	1	2
211	притом в	1	2
212	в значительной	1	2
213	и во	3	2
214	свои пределы	1	2
215	к нему	5	2
216	во втором	1	2
217	в его	13	2
218	подходит к	1	2
219	но с	1	2
220	в какой	1	2
221	не устраняет	1	2
222	в органическом	1	2
223	есть в	1	2
224	в большинстве	10	2
225	рано или	1	2
226	и других	3	2
227	в одном	2	2
228	в других	3	2
229	влияние на	1	2
230	на этот	1	2
231	а не	15	2
232	долгое время	1	2
233	что все	2	2
234	вместе с	1	2
235	относятся к	1	2
236	для понимания	2	2
237	с большой	1	2
238	или в	8	2
239	и все	4	2
240	наблюдения над	1	2
241	бы в	1	2
242	еще более	5	2
243	и наконец	4	2
244	же в	1	2
245	в другой	2	2
246	мы видим	2	2
247	а в	6	2
248	не есть	2	2
249	между ними	2	2
250	другой стороны	4	2
251	жизни и	1	2
252	и эта	2	2
253	себя как	1	1
254	как известно	1	1
255	раскрывается для	1	1
256	ту же	4	1
257	ко всем	1	1
258	и т	28	1
259	например в	2	1
260	связана с	2	1
261	и это	1	1
262	тех же	1	1
263	или к	3	1
264	в чисто	2	1
265	в определенный	1	1
266	и до	1	1
267	противном случае	1	1
268	с таким	1	1
269	и связанное	1	1
270	той же	2	1
271	смотреть на	1	1
272	или наоборот	1	1
273	неизбежно приводит	1	1
274	что между	1	1
275	чтобы не	1	1
276	в основных	1	1
277	сводится именно	1	1
278	время как	2	1
279	социальной группы	2	1
280	почти на	1	1
281	и быта	1	1
282	с отказом	1	1
283	в сочетании	2	1
284	оценок и	4	1
285	с его	4	1
286	внутри этих	1	1
287	для всякого	1	1
288	в новом	1	1
289	отказом от	1	1
290	отличие от	1	1
291	за пределы	4	1
292	которые не	1	1
293	каждое поколение	1	1
294	в одной	1	1
295	все же	7	1
296	в противном	1	1
297	кроме того	4	1
298	могли бы	1	1
299	что по	1	1
300	его к	1	1
301	более или	3	1
302	в этот	1	1
303	та же	1	1
304	таковы например	1	1
305	этот новый	1	1
306	он в	5	1
307	еще далеко	1	1
308	которые в	3	1
309	близости к	1	1
310	вне пределов	1	1
311	разных точек	1	1
312	один и	1	1
313	нами в	2	1
314	и тот	1	1
315	и те	2	1
316	жизнью и	1	1
317	все ее	1	1
318	на его	8	1
319	при этом	6	1
320	т д	5	1
321	в переводе	1	1
322	всем своем	1	1
323	не значит	1	1
324	пределах одного	1	1
325	не как	4	1
326	же язык	1	1
327	или вовсе	2	1
328	на этом	2	1
329	его можно	1	1
330	как более	2	1
331	или иных	1	1
332	значительной степени	1	1
333	речи эти	2	1
334	бы они	1	1
335	а затем	1	1
336	в нем	30	1
337	значение в	1	1
338	различие между	1	1
339	поэзии и	4	1
340	входя в	4	1
341	лишь в	4	1
342	входит в	4	1
343	и иных	2	1
344	в свой	1	1
345	лишь на	3	1
346	мы сказали	4	1
347	в жизни	1	1
348	в ином	1	1
349	о которых	1	1
350	рядом с	4	1
351	всегда и	1	1
352	звучать как	1	1
353	активности и	2	1
354	жизни но	2	1
355	и было	1	1
356	как таковой	1	1
357	стороне от	1	1
358	ответ и	1	1
359	или менее	3	1
360	рассматривать с	1	1
361	может лишь	2	1
362	в изучении	1	1
363	к действительному	1	1
364	мы говорили	1	1
365	воды не	1	1
366	в отличие	1	1
367	отстоят от	1	1
368	простое и	1	1
369	друг другу	2	1
370	войти в	2	1
371	с такими	1	1
372	том же	4	1
373	для этого	1	1
374	условия и	1	1
375	тому что	2	1
376	входящие в	1	1
377	идеологической жизни	2	1
378	все эти	9	1
379	не менее	1	1
380	с теми	1	1
381	правда в	1	1
382	одна из	2	1
383	здесь на	1	1
384	все доступные	2	1
385	где в	1	1
386	мы все	2	1
387	для всего	1	1
388	в разных	3	1
389	и культурной	1	1
390	только и	1	1
391	в самой	1	1
392	находятся в	1	1
393	к концу	1	1
394	такая же	2	1
395	на себе	1	1
396	во всем	1	1
397	и его	14	1
398	связи с	2	1
399	можно рассматривать	1	1
400	в сознании	2	1
401	так называемый	1	1
402	для осуществления	1	1
403	в основе	5	1
404	у нас	2	1
405	есть к	1	1
406	других случаях	2	1
407	к единому	2	1
408	всегда в	2	1
409	света в	2	1
410	оно может	2	1
411	и о	2	1
412	и художественное	1	1
413	язык и	10	1
414	элементов с	1	1
415	представим себе	1	1
416	то или	1	1
417	то время	2	1
418	степени и	1	1
419	по степеням	1	1
420	на свой	1	1
421	в рамки	2	1
422	и сам	3	1
423	что может	1	1
424	был бы	2	1
425	те же	2	1
426	и другими	1	1
427	одного из	2	1
428	каждого из	1	1
429	является в	1	1
430	был не	1	1
431	которая в	1	1
432	и вообще	2	1
433	оно определяется	1	1
434	с ним	7	1
435	этой концепции	1	1
436	связанная с	1	1
437	в построении	2	1
438	связанное с	1	1
439	сводится к	1	1
440	силы и	1	1
441	и силу	1	1
442	его жизни	1	1
443	или на	1	1
444	может не	8	1
445	в вопросах	1	1
446	начале xx	1	1
447	нас в	2	1
448	не выходит	3	1
449	это может	1	1
450	а через	1	1
451	однако с	1	1
452	эти два	1	1
453	нем и	3	1
454	и следовательно	7	1
455	в лучшем	2	1
456	различия между	2	1
457	на будущее	1	1
458	большей или	4	1
459	быть и	4	1
460	один из	4	1
461	ибо в	1	1
462	в двух	1	1
463	тот же	1	1
464	с ними	3	1
465	дело с	1	1
466	всех этих	4	1
467	ли он	4	1
468	что как	1	1
469	иной степени	9	1
470	они могут	7	1
471	эта идея	1	1
472	на которые	2	1
473	никак нельзя	1	1
474	или же	1	1
475	и ее	3	1
476	даже вовсе	1	1
477	с которыми	2	1
478	ведь в	1	1
479	со своим	5	1
480	переходит в	3	1
481	в указанном	1	1
482	конечно не	3	1
483	уже не	2	1
484	если мы	2	1
485	то и	1	1
486	в начале	1	1
487	что не	1	1
488	от других	2	1
489	в точном	1	1
490	которую по	1	1
491	с живыми	1	1
492	для него	3	1
493	и их	1	1
494	в последних	1	1
495	как его	5	1
496	от того	1	1
497	и определяющую	1	1
498	гораздо сложнее	1	1
499	в более	1	1
500	вне ее	1	1
501	другие более	1	1
502	которые как	1	1
503	богатство и	1	1
504	или иное	1	1
505	выходит за	3	1
506	а на	2	1
507	или иначе	1	1
508	на определенные	1	1
509	эти две	1	1
510	или меньшей	4	1
511	в ряде	1	1
512	вовлеченных в	1	1
513	в англии	1	1
514	что для	1	1
515	не было	3	1
516	которых мы	1	1
517	с которым	2	1
518	что мы	1	1
519	его понимает	1	1
520	та часть	1	1
521	xx века	2	1
522	входить в	1	1
523	связь с	2	1
524	нет ничего	1	1
525	и теми	1	1
526	раз на	1	1
527	как одно	1	1
528	эпох и	1	1
529	действуют в	1	1
530	границ между	1	1
531	есть только	1	1
532	в среде	1	1
533	даже с	1	1
534	уже об	1	1
535	и разнообразие	1	1
536	в состоянии	1	1
537	и философии	1	1
538	возможность такого	1	1
539	должно быть	2	1
540	в иные	3	1
541	с ее	4	1
542	этого слова	1	1
543	простор для	1	1
544	слова и	13	1
545	на пути	1	1
546	аналогии с	1	1
547	живет и	1	1
548	лучшем случае	2	1
549	в формировании	1	1
550	и где	1	1
551	ближе к	1	1
552	тех или	1	1
553	более того	3	1
554	с полной	1	1
555	к еще	1	1
556	лицо и	1	1
557	и среди	1	1
558	своем пути	1	1
559	не переходит	1	1
560	о котором	1	1
561	приближаются к	1	1
562	в отдельных	1	1
563	своих произведений	1	1
564	степени чем	1	1
565	в большей	3	1
566	пришлось бы	1	1
567	но это	1	1
568	и сочетание	1	1
569	и другие	1	1
570	логическую и	1	1
571	с ней	2	1
572	в последнем	1	1
573	оно не	6	1
574	сам в	1	1
575	не способны	1	1
576	в свое	3	1
577	будучи в	1	1
578	но сама	1	1
579	свои особые	1	1
580	включает в	1	1
581	на ту	2	1
582	который не	1	1
583	все что	1	1
