N	2gram	Losev_Vesc_1	Problema
308	хотя бы	6	3
309	с ним	8	3
310	или не	2	3
311	хотя в	1	3
312	мы говорим	5	3
313	может и	1	3
314	другой стороны	2	3
315	есть и	4	3
316	себе не	3	3
317	я и	6	2
318	эту диалектику	1	2
319	же как	1	2
320	и потому	5	2
321	вещей но	2	2
322	в первом	2	2
323	по преимуществу	2	2
324	едва ли	1	2
325	ее смысл	2	2
326	для своего	1	2
327	мы имеем	7	2
328	мы не	6	2
329	не важно	1	2
330	и ничего	1	2
331	что если	1	2
332	в сущности	4	2
333	что иное	7	2
334	на себя	1	2
335	себе что	3	2
336	собою и	4	2
337	большей частью	1	2
338	и этого	2	2
339	иное как	7	2
340	с его	1	2
341	самой вещью	4	2
342	то он	1	2
343	мы будем	1	2
344	не то	4	2
345	нет и	1	2
346	название вещи	1	2
347	чем же	3	2
348	просто смысл	2	2
349	только ее	1	2
350	то или	2	2
351	кроме того	4	2
352	это тоже	1	2
353	ясно и	1	2
354	идея и	1	2
355	как понятие	3	2
356	в которой	1	2
357	так или	4	2
358	из этих	1	2
359	вопроса о	1	2
360	поскольку в	1	2
361	вообще не	2	2
362	одно целое	1	2
363	не значит	7	2
364	пор мы	1	2
365	в понятии	4	2
366	действительности к	1	2
367	или иных	1	2
368	а это	4	2
369	с такими	1	2
370	собственный смысл	1	2
371	не будет	12	2
372	и может	2	2
373	конечно в	1	2
374	и с	8	2
375	и чтобы	1	2
376	разница между	1	2
377	это было	1	2
378	с другими	8	2
379	вещи а	2	2
380	во внимание	1	2
381	сейчас мы	1	2
382	должно быть	6	2
383	просто сам	1	2
384	и того	2	2
385	одного и	1	2
386	но если	8	2
387	нас не	1	2
388	и уж	1	2
389	всего иного	3	2
390	образом и	1	2
391	по крайней	4	2
392	без всяких	1	2
393	однако в	1	2
394	же мы	1	2
395	необходимо сказать	1	2
396	еще очень	1	2
397	она не	4	2
398	и другое	4	2
399	в науке	1	2
400	мы находим	2	2
401	но только	3	2
402	для всего	1	2
403	это мы	1	2
404	следовательно и	1	2
405	не о	1	2
406	и сама	3	2
407	единое и	1	2
408	себе отнюдь	1	2
409	не потому	6	2
410	могут быть	1	2
411	для такого	2	2
412	уже на	1	2
413	несет с	1	2
414	они вовсе	1	2
415	нам о	1	2
416	без всякого	4	2
417	подобно тому	4	2
418	важно только	1	2
419	смысл но	1	2
420	нет никакой	2	2
421	уже с	1	2
422	говорили что	1	2
423	после всех	1	2
424	не содержит	3	2
425	с собой	2	2
426	это вовсе	2	2
427	и всегда	1	2
428	не стоит	1	2
429	это только	1	2
430	является в	2	2
431	на что	1	2
432	смысле и	1	2
433	и внутреннее	1	2
434	ясным что	1	2
435	и который	1	2
436	нас в	3	2
437	того или	1	2
438	и эту	1	2
439	крайней мере	4	2
440	все время	1	2
441	если взять	1	2
442	в него	1	2
443	предмета и	1	2
444	вещи от	2	2
445	том как	1	2
446	только одной	1	2
447	мы видим	2	2
448	говорили выше	1	2
449	самотождественное различие	1	2
450	и так	1	2
451	поэтому и	1	2
452	или его	1	2
453	не мешает	4	2
454	со всеми	1	2
455	совершенно неверно	1	2
456	в качестве	1	2
457	на этой	1	2
458	не можем	1	2
459	даже вообще	2	2
460	является не	1	2
461	от других	1	2
462	свой собственный	1	2
463	одно из	1	2
464	для него	4	2
465	раз с	1	2
466	но что	2	2
467	есть выражение	1	2
468	мы возьмем	2	2
469	момент в	6	2
470	со всем	5	2
471	или иначе	4	2
472	самой вещи	14	2
473	но о	1	2
474	предмета но	1	2
475	от другого	1	2
476	естественно что	1	2
477	она является	3	2
478	его как	1	2
479	никакой действительности	1	2
480	как именно	1	2
481	вместе с	1	2
482	который бы	1	2
483	который мы	1	2
484	тому как	4	2
485	есть как	3	2
486	а потом	2	2
487	по существу	2	2
488	есть тот	2	2
489	в это	1	2
490	заставляет нас	1	2
491	между прочим	3	2
492	у вас	1	2
493	говорить что	3	2
494	сознания и	1	2
495	в результате	3	2
496	тот кто	1	2
497	но когда	1	2
498	собственно говоря	4	2
499	но еще	3	2
500	чтобы его	1	2
501	только что	2	2
502	логики и	1	2
503	ли сказать	3	2
504	от всех	4	2
505	к его	1	2
506	самой же	2	2
507	не что	7	2
508	уже одно	1	2
509	ее в	1	2
510	гораздо более	1	2
511	равным образом	3	1
512	себя как	2	1
513	если вы	2	1
514	ту же	2	1
515	есть оформление	1	1
516	с с	1	1
517	что сначала	1	1
518	чтобы не	1	1
519	от самой	4	1
520	вещи данный	1	1
521	говорили о	1	1
522	действительностью как	1	1
523	случае есть	1	1
524	но тогда	3	1
525	возможны и	1	1
526	жизни мы	2	1
527	и какова	1	1
528	случайно не	2	1
529	в чисто	1	1
530	из самых	2	1
531	что эти	1	1
532	от которых	1	1
533	и больше	9	1
534	и этот	2	1
535	или ее	2	1
536	той же	2	1
537	из всех	1	1
538	настоящий момент	1	1
539	и само	2	1
540	которую мы	1	1
541	момент который	1	1
542	бы что	2	1
543	говоря и	1	1
544	если еще	1	1
545	именно к	1	1
546	но ясно	3	1
547	в анализ	1	1
548	еще до	1	1
549	несводимое на	1	1
550	время как	1	1
551	к смыслу	1	1
552	оно есть	9	1
553	как комплекс	1	1
554	я не	4	1
555	которое не	1	1
556	но даже	3	1
557	но то	2	1
558	то это	3	1
559	конечно и	1	1
560	своему смыслу	1	1
561	имеют свой	1	1
562	кто же	1	1
563	мы ее	5	1
564	с большим	1	1
565	учение об	1	1
566	этих других	1	1
567	и самого	1	1
568	же нужно	1	1
569	достаточно но	1	1
570	вещь в	6	1
571	а еще	1	1
572	как смысл	2	1
573	быть в	1	1
574	на их	2	1
575	это действительно	1	1
576	бы то	4	1
577	во имя	1	1
578	как таковая	2	1
579	то мы	2	1
580	а следовательно	2	1
581	ощущения и	1	1
582	исключительно только	1	1
583	с самой	6	1
584	и всякий	1	1
585	явлений и	1	1
586	только тогда	3	1
587	в общем	1	1
588	а если	1	1
589	ее выражения	1	1
590	переход от	1	1
591	тут же	2	1
592	впервые и	1	1
593	ничуть не	1	1
594	есть просто	5	1
595	другое и	1	1
596	судить об	1	1
597	смысловой и	1	1
598	и чем	3	1
599	такой термин	1	1
600	относится к	5	1
601	и я	1	1
602	в течение	1	1
603	есть типичный	1	1
604	данный момент	1	1
605	вещи хотя	1	1
606	чем мы	3	1
607	то чем	1	1
608	моментов а	2	1
609	и нет	1	1
610	что ее	2	1
611	все же	4	1
612	просто как	1	1
613	кто не	3	1
614	чего нет	1	1
615	то ясно	1	1
616	которое и	1	1
617	оно обязательно	1	1
618	говорит что	1	1
619	на нас	2	1
620	что действительность	2	1
621	есть сама	3	1
622	себе по	1	1
623	самом начале	1	1
624	тоже имеют	1	1
625	есть ли	6	1
626	от этого	2	1
627	бы и	5	1
628	как то	1	1
629	шляпу и	1	1
630	есть вещь	7	1
631	выражение в	3	1
632	этой вещи	2	1
633	ее как	2	1
634	думать что	1	1
635	еще один	1	1
636	можно пройти	1	1
637	тому же	1	1
638	выражением и	1	1
639	если он	1	1
640	но на	2	1
641	смысле вещи	1	1
642	что каждая	1	1
643	теории и	1	1
644	в определенном	1	1
645	о которой	2	1
646	должна быть	4	1
647	действительность как	1	1
648	вещи то	2	1
649	предмет а	1	1
650	момента в	1	1
651	бесчисленное количество	1	1
652	идеи и	3	1
653	ведь не	3	1
654	не к	1	1
655	разумеется как	2	1
656	в силу	3	1
657	такой смысл	1	1
658	очевидный факт	1	1
659	или другое	1	1
660	д все	1	1
661	и будет	1	1
662	на этом	2	1
663	будем говорить	1	1
664	всего то	2	1
665	вещи всегда	2	1
666	точно и	1	1
667	не суть	2	1
668	одно и	5	1
669	человека в	1	1
670	тут не	5	1
671	что почти	1	1
672	то ни	4	1
673	думал что	2	1
674	факт что	1	1
675	они должны	1	1
676	и ощущения	1	1
677	есть конечно	2	1
678	больше как	1	1
679	то нам	1	1
680	а его	1	1
681	данную вещь	5	1
682	заключается в	1	1
683	может стать	1	1
684	не смогут	1	1
685	же если	1	1
686	понятие не	3	1
687	нечто внешнее	1	1
688	всем известно	1	1
689	указанием на	1	1
690	не простое	1	1
691	или другой	2	1
692	мог бы	5	1
693	бы совершенно	1	1
694	жизни человека	1	1
695	внутреннее и	1	1
696	теории все	1	1
697	и вся	1	1
698	заходящее солнце	1	1
699	со своими	1	1
700	мы видели	1	1
701	однако тут	1	1
702	знак не	1	1
703	потому и	1	1
704	есть смысловое	1	1
705	не как-нибудь	1	1
706	и тому	1	1
707	и различие	1	1
708	и тогда	1	1
709	же есть	2	1
710	совсем другое	1	1
711	не так	1	1
712	нужно только	1	1
713	и логики	1	1
714	что между	2	1
715	она сама	5	1
716	обыденной жизни	1	1
717	вещь есть	7	1
718	и без	3	1
719	я опять	1	1
720	есть живое	1	1
721	вообще нельзя	1	1
722	здравого смысла	1	1
723	люди часто	1	1
724	можно понимать	1	1
725	представление о	1	1
726	и значит	2	1
727	собою а	1	1
728	признать что	1	1
729	вопрос о	1	1
730	ее ни	1	1
731	результате этого	1	1
732	просто ее	1	1
733	вещью или	3	1
734	тоже весьма	1	1
735	поэтому в	1	1
736	субъект тоже	1	1
737	том чтобы	1	1
738	имеет смысл	5	1
739	ее отдельных	1	1
740	ни было	4	1
741	природу и	1	1
742	мешает нам	1	1
743	чем собственно	1	1
744	уже сказали	1	1
745	есть треугольник	1	1
746	для нее	2	1
747	есть всегда	4	1
748	что эта	1	1
749	случае мы	1	1
750	сам он	1	1
751	же такое	3	1
752	это является	1	1
753	почти все	2	1
754	если и	1	1
755	итак действительность	2	1
756	чистом виде	1	1
757	что смысл	3	1
758	будет относиться	1	1
759	о значении	1	1
760	для определения	2	1
761	иной раз	1	1
762	и такого	1	1
763	есть прежде	2	1
764	же самую	1	1
765	дело не	2	1
766	тогда когда	5	1
767	если в	1	1
768	в основе	3	1
769	взятый сам	1	1
770	так чтобы	2	1
771	чем она	1	1
772	чтобы стать	1	1
773	о них	1	1
774	понять ее	2	1
775	из него	1	1
776	слово и	4	1
777	одна из	5	1
778	имеем дело	3	1
779	и видов	1	1
780	находятся в	1	1
781	вещь с	1	1
782	этих двух	2	1
783	человеческий субъект	1	1
784	действительность а	2	1
785	это именно	3	1
786	к ней	2	1
787	то уж	1	1
788	обозначения то	1	1
789	и относится	2	1
790	внутренней и	1	1
791	ее внутренняя	1	1
792	возможно при	1	1
793	сама вещь	9	1
794	этого предмета	2	1
795	ни понимать	1	1
796	существуют в	1	1
797	было не	1	1
798	только с	3	1
799	этом отношении	1	1
800	что на	2	1
801	действительность есть	6	1
802	больше того	4	1
803	ему не	1	1
804	не мыслится	1	1
805	вовсе даже	1	1
806	в окне	1	1
807	только от	1	1
808	это-то и	1	1
809	здесь тоже	1	1
810	исходить из	1	1
811	образом что	1	1
812	просто на	1	1
813	и глубинные	1	1
814	так оно	2	1
815	указать на	1	1
816	должны быть	4	1
817	вещь если	1	1
818	а что	1	1
819	его с	1	1
820	достаточно только	2	1
821	ли что	1	1
822	того и	2	1
823	все еще	3	1
824	мы отличаем	1	1
825	нечто внутреннее	2	1
826	утверждать что	1	1
827	есть последняя	1	1
828	в настоящий	1	1
829	существует только	1	1
830	вещь но	6	1
831	на какую-нибудь	1	1
832	должен быть	2	1
833	же корень	1	1
834	можно и	2	1
835	в вещах	2	1
836	вещами и	2	1
837	с ее	6	1
838	и образ	3	1
839	самим собою	2	1
840	единый и	1	1
841	чтобы быть	3	1
842	и логически	1	1
843	вещи может	2	1
844	то время	1	1
845	в пределах	1	1
846	идет речь	1	1
847	название это	1	1
848	нечто целое	2	1
849	к данной	2	1
850	действительности это	1	1
851	еще какой-то	1	1
852	не с	7	1
853	здесь как	1	1
854	с самим	4	1
855	отождествляется с	1	1
856	живого существа	1	1
857	именно этот	1	1
858	о природе	1	1
859	веры в	2	1
860	ли и	1	1
861	имеется в	1	1
862	она тоже	1	1
863	здесь опять	1	1
864	другое свойство	1	1
865	вещи мы	3	1
866	и внешней	1	1
867	языковое сознание	1	1
868	нас и	1	1
869	всего прочего	5	1
870	действительности по	1	1
871	мы взяли	1	1
872	образ или	1	1
873	находится в	3	1
874	уже сейчас	2	1
875	все дело	1	1
876	сводится к	2	1
877	же необходимо	1	1
878	огромные трудности	1	1
879	кого не	1	1
880	в другом	2	1
881	этом понятии	1	1
882	себя не	2	1
883	внимание на	1	1
884	как ее	2	1
885	одного из	1	1
886	почему же	1	1
887	представьте себе	1	1
888	одно то	1	1
889	основе своей	2	1
890	и нечто	5	1
891	пр но	1	1
892	один момент	1	1
893	это в	1	1
894	которой мы	1	1
895	именно вещь	1	1
896	во втором	2	1
897	в языке	1	1
898	чем говорить	1	1
899	с любым	1	1
900	и можно	1	1
901	тот момент	2	1
902	есть тоже	4	1
903	чтобы был	1	1
904	еще только	1	1
905	оперирует с	1	1
906	познания в	1	1
907	действительности если	1	1
908	существует не	1	1
909	отдельности и	2	1
910	другое не	1	1
911	понятия чем	1	1
912	и мыслить	1	1
913	по своей	2	1
914	которое было	1	1
915	не случайно	2	1
916	содержится в	3	1
917	но с	2	1
918	вещи для	4	1
919	видели что	1	1
920	идея форма	1	1
921	речи о	1	1
922	этот вопрос	1	1
923	было что	1	1
924	понятно и	1	1
925	несколько подробнее	1	1
926	большим трудом	1	1
927	которая была	1	1
928	эту действительность	1	1
929	тот или	1	1
930	ее внутреннее	1	1
931	бы один	1	1
932	история и	1	1
933	себя в	10	1
934	же нам	1	1
935	для всех	1	1
936	конечно не	1	1
937	соотношение с	1	1
938	раз в	1	1
939	о смысле	4	1
940	в нашей	1	1
941	но самое	2	1
942	не из	2	1
943	не дает	1	1
944	до последней	1	1
945	в данной	1	1
946	ни просто	3	1
947	эту формулу	1	1
948	его и	2	1
949	уже нет	1	1
950	общее чем	1	1
951	ту или	2	1
952	предмет то	1	1
953	мы знаем	1	1
954	только это	3	1
955	всякий кто	1	1
956	и их	7	1
957	понимает что	1	1
958	могло бы	1	1
959	философского и	1	1
960	чтобы она	2	1
961	символической структуры	1	1
962	ее не	2	1
963	вещи с	11	1
964	она будет	2	1
965	то поскольку	1	1
966	что то	2	1
967	быть чем-то	1	1
968	не говорит	2	1
969	звуках или	1	1
970	от того	3	1
971	бы это	1	1
972	к самому	1	1
973	это будет	3	1
974	имеет значение	1	1
975	более для	1	1
976	в последние	2	1
977	же деле	1	1
978	ее внешнее	1	1
979	другого и	1	1
980	со стороны	5	1
981	даже не	7	1
982	в данный	1	1
983	на ее	3	1
984	что человек	1	1
985	них в	1	1
986	форме и	1	1
987	чем он	1	1
988	было и	2	1
989	мы еще	2	1
990	тоже ведь	2	1
991	такое этот	1	1
992	вещь и	14	1
993	и внешнее	1	1
994	и несущественного	1	1
995	к человеку	1	1
996	действительность но	1	1
997	самом же	1	1
998	и возможно	2	1
999	с которым	1	1
1000	и достаточно	3	1
1001	всей той	1	1
1002	бы ее	1	1
1003	вещи которая	3	1
1004	последующее изложение	1	1
1005	человек есть	1	1
1006	была бы	2	1
1007	в россии	2	1
1008	он становится	1	1
1009	существу и	1	1
1010	с предметом	1	1
1011	что из	2	1
1012	образ сливаются	1	1
1013	пустое и	1	1
1014	ближе к	1	1
1015	все прочее	1	1
1016	все вообще	1	1
1017	нечто такое	1	1
1018	предстают перед	1	1
1019	входить в	1	1
1020	является его	1	1
1021	мы брали	1	1
1022	от этих	1	1
1023	говорит нам	1	1
1024	общее так	1	1
1025	смысл который	1	1
1026	образ но	1	1
1027	зачем же	2	1
1028	вещи однако	1	1
1029	чтобы мы	1	1
1030	это такой	1	1
1031	и выше	1	1
1032	мало и	1	1
1033	из которых	1	1
1034	к бытию	1	1
1035	и к	1	1
1036	ни убеждали	1	1
1037	необходимо исходить	1	1
1038	смысловом отношении	1	1
1039	наряду с	1	1
1040	с вещью	17	1
1041	образ и	3	1
1042	и появление	1	1
1043	вокруг себя	1	1
1044	вы мне	1	1
1045	это значит	24	1
1046	совершенно особая	1	1
1047	с этой	4	1
1048	действительности не	2	1
1049	слова и	5	1
1050	для здравого	1	1
1051	понятие вещи	1	1
1052	нечто совершенно	1	1
1053	смысле есть	1	1
1054	это выражение	2	1
1055	является как	1	1
1056	силу и	1	1
1057	если ее	1	1
1058	в смысле	12	1
1059	чем та	1	1
1060	даже больше	4	1
1061	вещь а	1	1
1062	действительность не	1	1
1063	с большой	1	1
1064	и выражение	2	1
1065	есть она	2	1
1066	она должна	2	1
1067	вообще говоря	1	1
1068	не знаем	2	1
1069	в мысли	3	1
1070	от той	1	1
1071	основанная на	1	1
1072	мы попробуем	1	1
1073	что я	24	1
1074	и от	3	1
1075	о котором	1	1
1076	которая в	1	1
1077	своей собственной	1	1
1078	бы даже	1	1
1079	это энергия	1	1
1080	есть система	1	1
1081	вот теперь	1	1
1082	это требует	1	1
1083	значило бы	4	1
1084	из себя	3	1
1085	в третьем	1	1
1086	и самое	2	1
1087	нужно чтобы	1	1
1088	смысле нет	1	1
1089	ведь есть	1	1
1090	которое есть	1	1
1091	будто бы	1	1
1092	в свете	7	1
1093	ли эти	1	1
1094	жизни так	1	1
1095	и необходимо	2	1
1096	есть уже	1	1
1097	тот же	3	1
1098	тоже ничего	1	1
1099	чтобы обеспечить	1	1
1100	но оно	1	1
1101	еще ничего	1	1
1102	всякий смысл	1	1
1103	или других	4	1
1104	только как	1	1
1105	не быть	3	1
1106	внутренняя сущность	1	1
1107	есть полное	1	1
1108	только впервые	1	1
1109	т е	55	1
1110	бы его	1	1
1111	есть то	9	1
1112	нами как	1	1
1113	важно для	1	1
1114	жизни и	2	1
1115	итак необходимо	1	1
1116	а я	1	1
1117	вещью в	2	1
1118	и эта	3	1
1119	это понятие	1	1
1120	к этому	1	1
1121	которая не	1	1
