N	2gram	Propp_Isto_5	Poddanst
116	как на	1	2
117	в северной	1	2
118	том числе	1	2
119	также что	3	1
120	также и	1	1
121	же как	4	1
122	с другом	2	1
123	пусть не	1	1
124	на основе	1	1
125	и вслед	1	1
126	тем же	1	1
127	и этим	2	1
128	в себя	3	1
129	идет речь	1	1
130	на две	1	1
131	должна быть	1	1
132	не ограничиваются	1	1
133	на нее	2	1
134	его нет	1	1
135	особенно в	2	1
136	еще в	2	1
137	что уже	1	1
138	для этого	1	1
139	творчества они	1	1
140	находится в	2	1
141	не вполне	1	1
142	на себя	3	1
143	и ее	1	1
144	в некотором	2	1
145	мы и	2	1
146	и здесь	7	1
147	характер этого	1	1
148	смена эта	1	1
149	и что	8	1
150	как таковые	2	1
151	еще не	8	1
152	были бы	1	1
153	и на	8	1
154	мира а	1	1
155	в различных	2	1
156	процесс этот	1	1
157	восходит к	1	1
158	что и	6	1
159	отличие от	1	1
160	в стадии	1	1
161	выступает как	1	1
162	также в	1	1
163	в истории	4	1
164	что во	2	1
165	в современной	1	1
166	все же	10	1
167	не два	1	1
168	обе эти	1	1
169	мы видим	8	1
170	два основных	1	1
171	над собой	1	1
172	в народе	1	1
173	должен быть	2	1
174	в самом	1	1
175	но как	1	1
176	в которой	4	1
177	что это	5	1
178	или его	1	1
179	их не	1	1
180	представляет собой	7	1
181	именно на	2	1
182	в эти	1	1
183	себя в	6	1
184	всего мы	1	1
185	оказывается в	1	1
186	что его	3	1
187	только один	3	1
188	уже в	2	1
189	во многих	1	1
190	только на	1	1
191	в жертву	3	1
192	на то	2	1
193	если он	1	1
194	но на	1	1
195	положение что	1	1
196	т д	18	1
197	кульминационный пункт	1	1
198	связывается с	1	1
199	мы знаем	8	1
200	есть как	1	1
201	одно из	1	1
202	не как	4	1
203	наших глазах	1	1
204	друг друга	3	1
205	мы можем	2	1
206	ему на	1	1
207	и только	1	1
208	само по	1	1
209	и по	2	1
210	кто был	2	1
211	с собой	1	1
212	момент когда	1	1
213	представляют собой	3	1
214	а затем	7	1
215	связанные с	2	1
216	из двух	2	1
217	не были	1	1
218	возможно что	1	1
219	ней и	1	1
220	или иной	1	1
221	на этой	4	1
222	ясно что	5	1
223	два разных	1	1
224	его в	9	1
225	живет в	5	1
226	хозяйственной и	1	1
227	совершенно ясно	4	1
228	жизни народа	1	1
229	и быть	2	1
230	а с	1	1
231	есть несколько	1	1
232	были в	1	1
233	области и	1	1
234	народов как	1	1
235	что не	1	1
236	в это	2	1
237	в ином	3	1
238	но есть	2	1
239	по всему	1	1
240	из нее	2	1
241	где он	1	1
242	в этой	3	1
243	на основании	1	1
244	как и	7	1
245	и уже	1	1
246	с которым	2	1
247	последствий для	1	1
248	в свете	3	1
249	и я	1	1
250	и многие	1	1
251	у моря	1	1
252	в развитии	1	1
253	в одно	2	1
254	и еще	1	1
255	в ходе	1	1
256	и при	2	1
257	работы в	1	1
258	так же	5	1
259	с американскими	1	1
260	всяком случае	1	1
261	хозяйственной жизни	2	1
262	на плечи	1	1
263	прийти к	2	1
264	место в	1	1
265	и крылья	1	1
266	в отличие	1	1
267	знаем что	6	1
268	бы мы	2	1
269	в данном	3	1
270	вопрос о	2	1
271	он живет	3	1
272	европы в	1	1
273	жива и	1	1
274	и эти	1	1
275	на какие	1	1
276	как к	1	1
277	и более	1	1
278	там где	6	1
279	друг с	2	1
280	богом и	2	1
281	к историческому	1	1
282	в предыдущем	1	1
283	к следующему	1	1
284	что есть	1	1
285	ее нужно	1	1
286	в формах	2	1
287	в основном	4	1
288	что эта	1	1
289	с которой	1	1
290	она не	2	1
291	что с	1	1
292	но для	2	1
293	к другим	1	1
294	тогда когда	2	1
295	того чтобы	3	1
296	нем в	1	1
297	ценности и	1	1
298	не имеет	1	1
299	рассматривать как	1	1
300	никогда не	3	1
301	и всегда	1	1
302	идут от	2	1
303	что делать	1	1
304	находятся в	1	1
305	к небу	5	1
306	этих двух	1	1
307	где уже	2	1
308	другой стороны	8	1
309	только что	1	1
310	в этих	6	1
311	над ним	3	1
312	нет ничего	1	1
313	в каком	1	1
314	только как	1	1
315	в момент	1	1
316	в иной	7	1
317	к формам	2	1
318	традиции в	1	1
319	что все	4	1
320	и жизнь	1	1
321	есть и	1	1
322	в других	2	1
323	числе и	1	1
324	скотоводства и	1	1
325	что оно	1	1
326	к сожалению	1	1
327	к этой	1	1
328	ни на	1	1
329	видим в	1	1
330	и другие	1	1
331	вместе с	22	1
332	все еще	4	1
333	что от	2	1
334	что при	3	1
335	во всяком	1	1
336	они не	3	1
