N	2gram	Nazirov_Tv_2	Analitik
122	личности в	2	3
123	следует признать	1	3
124	той или	1	3
125	указывает на	1	3
126	в ее	2	3
127	так в	2	3
128	жизнь и	1	3
129	мысль о	1	3
130	восходит к	2	3
131	именно в	6	3
132	было бы	1	3
133	что не	3	3
134	не было	2	3
135	как это	1	3
136	к жизни	2	3
137	пока еще	1	3
138	по поводу	1	3
139	к этому	3	3
140	например в	5	2
141	самом деле	2	2
142	в первом	1	2
143	по преимуществу	2	2
144	в литературу	1	2
145	жизненной позиции	1	2
146	на себя	1	2
147	власть над	1	2
148	и он	2	2
149	нам представляется	1	2
150	во всех	1	2
151	в противовес	1	2
152	конечном счете	1	2
153	отличие от	2	2
154	это и	1	2
155	не видно	1	2
156	по сути	3	2
157	когда он	4	2
158	как уже	1	2
159	но в	4	2
160	в противоположность	1	2
161	все эти	4	2
162	в себе	3	2
163	после чего	1	2
164	так сказать	2	2
165	на его	4	2
166	наш взгляд	2	2
167	что она	4	2
168	в нем	3	2
169	о которой	1	2
170	видеть в	1	2
171	как пишет	1	2
172	и вот	1	2
173	уже говорилось	1	2
174	например как	1	2
175	и по	2	2
176	и ту	1	2
177	входит в	1	2
178	это не	7	2
179	в жизни	1	2
180	в них	1	2
181	несмотря на	1	2
182	не мог	1	2
183	в принципе	4	2
184	в отличие	2	2
185	даже в	1	2
186	вплоть до	1	2
187	дело в	1	2
188	одна из	3	2
189	на наш	2	2
190	сводится к	2	2
191	представляется нам	1	2
192	в момент	1	2
193	могут быть	2	2
194	ролью в	1	2
195	говоря словами	1	2
196	в себя	1	2
197	в дальнейшем	4	2
198	не с	1	2
199	с героем	1	2
200	поэтому в	1	2
201	об этом	4	2
202	жизненная позиция	1	2
203	произведения как	1	2
204	и здесь	1	2
205	о своей	1	2
206	любви к	3	2
207	в конечном	1	2
208	в глазах	1	2
209	один из	3	2
210	можно читать	1	2
211	только в	2	2
212	то в	1	2
213	и ее	2	2
214	с одной	1	2
215	но сам	1	2
216	в большинстве	1	2
217	а напротив	1	2
218	и анекдот	1	2
219	всяком случае	2	2
220	нуждается в	1	2
221	и алексей	1	2
222	тем что	3	2
223	и прежде	1	2
224	в романе	15	2
225	в соответствии	4	2
226	одну из	1	2
227	связь с	2	2
228	не может	7	2
229	о своих	2	2
230	вместе с	3	2
231	и потому	4	2
232	истории не	1	2
233	я с	1	2
234	этого слова	1	2
235	вальтера скотта	1	2
236	в глубине	1	2
237	и для	1	2
238	и от	4	2
239	хотя и	4	2
240	не должен	1	2
241	то что	3	2
242	о своем	1	2
243	сказать что	1	2
244	совершенно не	1	2
245	читателя и	1	2
246	в искусстве	2	2
247	во всяком	2	2
248	а между	1	1
249	как известно	2	1
250	речь идет	1	1
251	неотделима от	2	1
252	у гоголя	1	1
253	таком случае	2	1
254	человека и	3	1
255	сердце его	1	1
256	связана с	1	1
257	которого в	1	1
258	молодого человека	1	1
259	и есть	2	1
260	перед лицом	1	1
261	и до	1	1
262	из его	1	1
263	кто бы	1	1
264	в доме	1	1
265	мы уже	1	1
266	что если	1	1
267	части мы	1	1
268	сути дела	3	1
269	одновременно в	1	1
270	начинается с	2	1
271	как было	1	1
272	я не	2	1
273	мы и	1	1
274	предстает как	1	1
275	говорил о	1	1
276	в таком	3	1
277	с удовольствием	1	1
278	он был	1	1
279	между собой	1	1
280	он сам	3	1
281	нередко встречается	1	1
282	в сюжете	1	1
283	иного рода	1	1
284	то мы	1	1
285	суда над	1	1
286	повести три	1	1
287	к богу	1	1
288	не все	1	1
289	присущей ему	1	1
290	отношение к	1	1
291	должны были	1	1
292	классической русской	1	1
293	и первый	1	1
294	в истории	2	1
295	в гости	1	1
296	рассказанная в	1	1
297	одном из	2	1
298	опыта к	1	1
299	ему представляется	1	1
300	этой стороны	1	1
301	исключительную роль	1	1
302	кто из	1	1
303	говорит что	1	1
304	из письма	1	1
305	имеет в	2	1
306	себе не	1	1
307	и свою	1	1
308	и отчасти	3	1
309	для которого	2	1
310	сливается с	1	1
311	не можем	1	1
312	и у	2	1
313	бы не	2	1
314	на могиле	1	1
315	в известном	1	1
316	частности с	1	1
317	во многих	2	1
318	на стадии	1	1
319	на то	1	1
320	у а	1	1
321	с малым	1	1
322	в записках	3	1
323	в статье	2	1
324	автора не	1	1
325	к миру	2	1
326	отказа от	1	1
327	которой не	1	1
328	же году	2	1
329	при виде	2	1
330	и еще	2	1
331	первой части	4	1
332	чем у	1	1
333	переходит от	1	1
334	в силу	1	1
335	том чтобы	1	1
336	евгения онегина	3	1
337	характер в	2	1
338	на жизнь	1	1
339	в большой	1	1
340	ни был	1	1
341	человека в	3	1
342	русской классической	1	1
343	однако все	1	1
344	совпадают с	1	1
345	а затем	3	1
346	графа в	1	1
347	в другом	1	1
348	а по	1	1
349	это весьма	1	1
350	мыслится как	1	1
351	себя не	1	1
352	заключается в	1	1
353	с другими	2	1
354	напротив в	1	1
355	из нее	1	1
356	рядом с	2	1
357	романом в	1	1
358	в самую	1	1
359	этого персонажа	1	1
360	но лишь	1	1
361	которой он	2	1
362	в позицию	1	1
363	года и	4	1
364	должно быть	1	1
365	потому и	1	1
366	в один	1	1
367	остается в	1	1
368	в эту	1	1
369	в г	1	1
370	не выдерживает	2	1
371	отчасти в	1	1
372	от своего	1	1
373	в своей	6	1
374	таким же	1	1
375	наконец даже	1	1
376	это делает	1	1
377	князя с	3	1
378	еще нет	1	1
379	место в	3	1
380	однако этот	3	1
381	мысли и	1	1
382	претендующего на	1	1
383	однако сам	1	1
384	оно никогда	1	1
385	как достоевский	2	1
386	имеем не	1	1
387	в диалоге	1	1
388	произведения в	1	1
389	задается вопросом	1	1
390	в устах	2	1
391	теперь я	2	1
392	как видим	1	1
393	или иного	1	1
394	нас к	1	1
395	автора и	1	1
396	с ним	3	1
397	как о	2	1
398	спор с	1	1
399	на себе	1	1
400	житейской ситуации	1	1
401	на него	2	1
402	в основе	2	1
403	у него	6	1
404	себе самом	1	1
405	через него	1	1
406	казалось бы	3	1
407	как носитель	1	1
408	и приводит	1	1
409	полного раскрытия	1	1
410	у шекспира	1	1
411	и является	1	1
412	а лишь	1	1
413	потому что	7	1
414	со своим	1	1
415	связи с	1	1
416	как я	1	1
417	слова говорящий	1	1
418	не столь	1	1
419	как будто	1	1
420	в подобном	1	1
421	перед ним	1	1
422	у нас	2	1
423	сюжета в	1	1
424	мое положение	1	1
425	и далее	2	1
426	героев а	1	1
427	о поцелуе	1	1
428	к самому	2	1
429	не могут	1	1
430	встречается в	1	1
431	их характеров	1	1
432	похож на	1	1
433	заметил что	1	1
434	бы он	1	1
435	в поле	1	1
436	что уже	1	1
437	является все	1	1
438	дальнейшем мы	1	1
439	в применении	1	1
440	для себя	1	1
441	и кому	1	1
442	анекдот в	1	1
443	как мы	1	1
444	всех сторон	1	1
445	и о	1	1
446	у ног	2	1
447	по определению	1	1
448	для читателя	1	1
449	его поступки	1	1
450	романе в	1	1
451	старший брат	1	1
452	культуры и	1	1
453	их мышления	1	1
454	в живых	1	1
455	что у	4	1
456	особенно в	2	1
457	живет в	1	1
458	мог бы	1	1
459	вечере на	1	1
460	является в	1	1
461	и всякого	1	1
462	если бы	4	1
463	в повествовании	1	1
464	образом в	1	1
465	именно потому	1	1
466	глубине души	1	1
467	и должно	1	1
468	характер этого	1	1
469	при котором	1	1
470	одного из	1	1
471	сыновей и	1	1
472	художественный образ	1	1
473	мы понимаем	1	1
474	роман и	2	1
475	того или	1	1
476	каждом из	1	1
477	и авторской	1	1
478	истории в	1	1
479	а у	1	1
480	жизни но	1	1
481	о великой	1	1
482	выступает у	1	1
483	а потому	1	1
484	и только	2	1
485	выше в	1	1
486	герой в	1	1
487	д и	2	1
488	и одновременно	1	1
489	всякого рода	2	1
490	тот же	1	1
491	одной из	3	1
492	с ними	2	1
493	и читателей	1	1
494	в стороне	2	1
495	к противоположному	1	1
496	так что	2	1
497	человеческой личности	2	1
498	сцены и	1	1
499	литературы в	1	1
500	этом что	1	1
501	своим собственным	1	1
502	слова не	1	1
503	или даже	2	1
504	по выражению	1	1
505	должны иметь	1	1
506	его и	2	1
507	мы знаем	1	1
508	и их	1	1
509	в современном	3	1
510	вовсе не	2	1
511	говорит ему	1	1
512	основания для	1	1
513	при всей	1	1
514	не о	1	1
515	не составляет	1	1
516	и никогда	1	1
517	в новый	1	1
518	не говорит	1	1
519	то у	2	1
520	соотносится с	1	1
521	невозможно не	1	1
522	автора как	1	1
523	нет в	1	1
524	не противоречит	1	1
525	он же	2	1
526	предметом анализа	1	1
527	что на	2	1
528	героев но	1	1
529	героев с	1	1
530	до сих	3	1
531	может и	1	1
532	как у	3	1
533	было два	1	1
534	не сводится	1	1
535	характерная для	1	1
536	к роману	3	1
537	к которому	2	1
538	в предисловии	1	1
539	и между	1	1
540	это все	2	1
541	а с	3	1
542	и др	3	1
543	героев и	1	1
544	позиция автора	1	1
545	превращается в	3	1
546	рассмотрение этой	1	1
547	за год	1	1
548	зависит от	2	1
549	на этот	2	1
550	не знает	1	1
551	уже давно	1	1
552	когда же	1	1
553	по нашему	4	1
554	есть бог	1	1
555	на фоне	1	1
556	время с	1	1
557	этого героя	1	1
558	оказывается не	1	1
559	я уже	1	1
560	к себе	1	1
561	сказанное относится	1	1
562	незадолго до	1	1
563	требует от	1	1
564	примеры можно	1	1
565	нимало не	1	1
566	и мир	1	1
567	на ивана	1	1
568	к печати	1	1
569	в область	3	1
570	в течение	1	1
571	искупительной жертвы	1	1
572	ведет к	1	1
573	применении к	1	1
574	в литературе	2	1
575	это его	2	1
576	романе достоевского	6	1
577	текста как	1	1
578	по бахтину	1	1
579	главного героя	3	1
580	с лизой	1	1
581	с этой	3	1
582	х гг	2	1
583	известном смысле	1	1
584	сих пор	3	1
585	персонаж не	1	1
586	но это	5	1
587	и тогда	2	1
588	ты и	1	1
589	я прочел	1	1
590	не носит	1	1
591	под названием	1	1
592	в книге	1	1
593	это уже	2	1
594	в сферу	1	1
595	отвечает на	1	1
596	объекта и	1	1
597	для автора	2	1
598	в связи	1	1
599	самим героем	1	1
600	как на	1	1
601	а все	1	1
602	со всех	1	1
603	себя самого	1	1
604	от него	1	1
605	своих героев	3	1
606	будто бы	1	1
607	облика и	1	1
608	себя если	1	1
609	но если	2	1
610	жизни в	3	1
611	а о	1	1
612	этот вопрос	3	1
613	в ходе	1	1
614	между ними	1	1
615	только как	1	1
616	свободой и	1	1
617	от всех	1	1
618	было показано	2	1
619	и литературные	1	1
620	автора в	1	1
621	из этого	2	1
622	героя в	4	1
623	жизнь в	1	1
624	в голову	1	1
625	собой лишь	1	1
626	и другие	1	1
627	в своих	3	1
628	по причине	2	1
