N	2gram	Propp_Russ_2	Stilisti
171	человек с	1	2
172	связанные с	2	2
173	с этим	2	2
174	которые с	2	2
175	не всегда	3	2
176	в этих	3	2
177	и при	2	2
178	в своей	2	2
179	ли он	1	2
180	место в	1	2
181	в которых	4	2
182	но эта	1	2
183	которые в	1	2
184	однако в	1	2
185	и форма	1	2
186	ее с	1	2
187	в основе	1	2
188	о них	2	2
189	что иное	2	2
190	каждый из	2	2
191	этом отношении	1	2
192	и несколько	1	2
193	от их	1	2
194	все то	2	2
195	с развитием	2	2
196	из всего	1	2
197	здесь не	1	2
198	в пределах	1	2
199	и когда	1	2
200	с собой	1	2
201	не с	2	2
202	и вообще	1	2
203	с ним	1	2
204	по своей	1	2
205	в приведенных	2	2
206	выбор и	1	2
207	как нет	1	2
208	к нему	4	2
209	в середине	1	2
210	в него	2	2
211	как например	3	2
212	в том	22	2
213	тот же	1	2
214	что он	1	2
215	в какой	1	2
216	человека с	1	2
217	или даже	3	2
218	не будут	1	2
219	для него	1	2
220	себе в	1	2
221	для них	2	2
222	заметить что	2	2
223	тем что	3	2
224	нужно было	1	2
225	а на	9	2
226	и эту	1	2
227	связано с	2	2
228	не было	2	2
229	зависит от	1	2
230	до конца	3	2
231	должна была	5	2
232	связь с	3	2
233	и потому	1	2
234	в предыдущей	1	2
235	из которых	2	2
236	смысле этого	1	2
237	которое не	1	2
238	должно быть	2	2
239	но это	1	2
240	это выражение	1	2
241	при всем	1	2
242	случаях когда	1	2
243	тем и	2	2
244	или в	7	2
245	а к	2	2
246	на первый	3	2
247	у них	2	2
248	о происхождении	2	2
249	трав и	1	2
250	несмотря на	1	2
251	этот вопрос	2	2
252	с ней	5	2
253	к этому	5	2
254	в своих	2	2
255	равным образом	1	1
256	ту же	1	1
257	можно говорить	1	1
258	также что	2	1
259	одним из	2	1
260	имеем еще	1	1
261	же как	4	1
262	относится и	1	1
263	переход от	2	1
264	и всем	2	1
265	которую они	1	1
266	нас на	1	1
267	и до	1	1
268	бы к	1	1
269	большое количество	1	1
270	в их	2	1
271	хлеб и	1	1
272	например в	1	1
273	получивших более	1	1
274	этом не	1	1
275	которые своей	1	1
276	на меже	1	1
277	совпадает с	1	1
278	говорить о	1	1
279	достаточно чтобы	1	1
280	себе этот	1	1
281	изображениями или	1	1
282	речь это	1	1
283	не был	2	1
284	там и	2	1
285	привели к	1	1
286	рассмотрение их	1	1
287	одно мгновение	1	1
288	и другие	14	1
289	если в	1	1
290	какой степени	1	1
291	растений и	1	1
292	иногда и	2	1
293	к сожалению	1	1
294	относится к	1	1
295	там где	2	1
296	в одной	1	1
297	если она	2	1
298	желаний и	1	1
299	в своем	1	1
300	кроме того	2	1
301	и где	1	1
302	и есть	1	1
303	когда он	1	1
304	не являются	1	1
305	обряд который	1	1
306	даже просто	1	1
307	более или	1	1
308	увидим что	1	1
309	ясно и	1	1
310	от этого	1	1
311	так на	1	1
312	с той	1	1
313	сливается с	1	1
314	в зачаточном	1	1
315	чем больше	1	1
316	возможно что	1	1
317	он в	1	1
318	из этих	2	1
319	что так	1	1
320	тем он	1	1
321	остановиться на	1	1
322	только один	1	1
323	не могла	1	1
324	и если	1	1
325	вообще не	1	1
326	что без	1	1
327	тем не	2	1
328	о которой	1	1
329	всех этих	1	1
330	эти теории	2	1
331	он должен	1	1
332	необходимо для	1	1
333	довольно часто	1	1
334	но вместе	2	1
335	на этом	3	1
336	из мертвых	2	1
337	так например	1	1
338	на то	1	1
339	форме а	1	1
340	однако все	1	1
341	могла бы	1	1
342	в другом	1	1
343	характер в	2	1
344	в каком-нибудь	1	1
345	на все	1	1
346	дома и	1	1
347	более широкого	1	1
348	указывали что	1	1
349	уже знаем	1	1
350	должен был	3	1
351	и находит	1	1
352	за ним	3	1
353	нет в	1	1
354	с этой	2	1
355	с полной	1	1
356	и тогда	1	1
357	или менее	1	1
358	в г	2	1
359	к тем	1	1
360	таким же	1	1
361	это только	1	1
362	на свою	1	1
363	это немедленно	1	1
364	приведем только	1	1
365	будут рассмотрены	3	1
366	и жизнь	1	1
367	не живого	1	1
368	как от	1	1
369	собой и	1	1
370	том же	4	1
371	что этот	1	1
372	из одного	1	1
373	в одно	1	1
374	не менее	2	1
375	но они	1	1
376	в таких	3	1
377	как можно	2	1
378	что эта	1	1
379	с которой	1	1
380	она не	3	1
381	в русской	1	1
382	тогда когда	4	1
383	того как	2	1
384	одна из	11	1
385	в развитии	1	1
386	каждый день	1	1
387	так чтобы	2	1
388	иметь в	1	1
389	следовательно и	1	1
390	именно с	1	1
391	с одним	1	1
392	и устанавливает	1	1
393	того в	2	1
394	на природу	2	1
395	где-нибудь в	2	1
396	так называемый	1	1
397	представлять себе	1	1
398	к таким	2	1
399	и оно	1	1
400	что сила	4	1
401	и другой	3	1
402	и такие	1	1
403	это конечно	1	1
404	для его	1	1
405	например на	1	1
406	все еще	1	1
407	как некое	1	1
408	что при	2	1
409	должен быть	2	1
410	что для	3	1
411	не совсем	2	1
412	и о	3	1
413	а затем	4	1
414	и сами	1	1
415	без всякого	1	1
416	на паровом	1	1
417	это еще	1	1
418	жизненного и	1	1
419	это позволяет	1	1
420	связанных в	1	1
421	за пределами	2	1
422	что однако	1	1
423	целым рядом	1	1
424	поэтому мы	1	1
425	здесь нет	1	1
426	или на	8	1
427	еще в	2	1
428	когда в	1	1
429	в которые	1	1
430	но иногда	1	1
431	быть случайным	1	1
432	для этого	5	1
433	даже не	1	1
434	образом в	2	1
435	другом месте	1	1
436	и что	5	1
437	или их	2	1
438	мог бы	1	1
439	что его	1	1
440	может не	1	1
441	с лицом	1	1
442	знает что	1	1
443	и во	1	1
444	между тем	3	1
445	этот момент	1	1
446	но нет	1	1
447	какое значение	1	1
448	не надо	1	1
449	представления о	2	1
450	в дни	1	1
451	дома в	1	1
452	места и	1	1
453	в литературе	1	1
454	бросается в	2	1
455	первое что	1	1
456	и дает	1	1
457	с ними	1	1
458	принимает форму	1	1
459	и действительно	1	1
460	и после	3	1
461	вошло в	1	1
462	эту связь	1	1
463	в эти	1	1
464	же он	1	1
465	где они	2	1
466	так что	4	1
467	же и	1	1
468	есть в	2	1
469	идеологии и	1	1
470	не можем	2	1
471	в большинстве	1	1
472	теории не	1	1
473	в виде	4	1
474	при помощи	1	1
475	их как	1	1
476	был бы	1	1
477	руки и	3	1
478	могло бы	1	1
479	носит характер	1	1
480	ее не	1	1
481	ту сторону	1	1
482	друг друга	3	1
483	должны будем	1	1
484	превращается в	1	1
485	не противоречит	1	1
486	в особенности	1	1
487	в другой	1	1
488	в исторической	1	1
489	имеет и	1	1
490	с другой	2	1
491	иметь и	1	1
492	здесь в	2	1
493	дня как	1	1
494	по всей	3	1
495	культов в	1	1
496	выступает в	1	1
497	несколько иным	1	1
498	образом о	1	1
499	и жены	1	1
500	понимать как	1	1
501	и своим	1	1
502	пока что	1	1
503	влияние и	1	1
504	они как	1	1
505	о чем	4	1
506	всякой связи	1	1
507	на эту	2	1
508	которого она	1	1
509	может иметь	1	1
510	лица и	1	1
511	в самый	2	1
512	что личность	1	1
513	предположить что	4	1
514	ненависть к	1	1
515	в течение	2	1
516	тому как	3	1
517	не оправдывается	1	1
518	в человеческом	1	1
519	многих других	1	1
520	и людям	1	1
521	к несколько	1	1
522	сил которые	1	1
523	в основном	1	1
524	именно в	4	1
525	не будем	3	1
526	как раз	1	1
527	говорить что	2	1
528	виду что	1	1
529	как думали	2	1
530	бы говорить	1	1
531	цели из	1	1
532	на улице	1	1
533	ее но	1	1
534	всем этим	1	1
535	что в	22	1
536	это так	1	1
537	тем более	1	1
538	в поле	19	1
539	будто бы	5	1
540	с другими	3	1
541	ее в	8	1
542	или не	1	1
543	но возможно	1	1
544	на поле	4	1
545	но если	3	1
546	только как	2	1
547	другой стороны	1	1
548	совершенно не	2	1
549	это на	1	1
550	в глаза	2	1
551	нет но	1	1
552	это и	2	1
553	на лице	1	1
554	же на	1	1
555	те которые	1	1
556	в таком	4	1
557	все что	1	1
