N	2gram	Propp_Isto_6	KFilosof
364	из их	1	1
365	не могло	2	1
366	следовательно и	1	1
367	нет места	1	1
368	выдает свою	1	1
369	в противоречие	1	1
370	эти деревья	2	1
371	оно могло	1	1
372	между прочим	1	1
373	по своей	1	1
374	такая же	1	1
375	за исключением	1	1
376	мире и	1	1
377	к этим	1	1
378	его он	1	1
379	здесь же	4	1
380	иногда не	1	1
381	уже и	1	1
382	не является	1	1
383	которых он	2	1
384	есть только	1	1
385	и такие	1	1
386	зависимости от	2	1
387	отличается от	2	1
388	этой книги	1	1
389	к тому	2	1
390	развития оно	1	1
391	небо это	1	1
392	оно может	2	1
393	если мы	1	1
394	и о	1	1
395	с ее	1	1
396	что все	1	1
397	но при	2	1
398	на задний	1	1
399	и от	3	1
400	него самого	1	1
401	но мы	2	1
402	ли однако	1	1
403	приводит к	1	1
404	на том	8	1
405	его самого	1	1
406	иной мир	3	1
407	только через	3	1
408	с собой	2	1
409	не с	1	1
410	здесь как	1	1
411	живет в	2	1
412	мы только	1	1
413	дано только	1	1
414	и каждый	1	1
415	что кто-то	1	1
416	и даже	1	1
417	его поступок	1	1
418	образом в	1	1
419	и смерть	1	1
420	находится в	1	1
421	каждый раз	1	1
422	на все	1	1
423	другими словами	3	1
424	только за	1	1
425	можно сказать	2	1
426	а во	1	1
427	он его	1	1
428	дана но	1	1
429	она остается	1	1
430	которая сама	1	1
431	одном случае	1	1
432	от них	1	1
433	переходит в	1	1
434	не отличаются	1	1
435	к отказу	1	1
436	народа по	1	1
437	уходят в	1	1
438	и можно	1	1
439	к ней	1	1
440	это приводит	1	1
441	я ее	1	1
442	значит что	2	1
443	предмета и	1	1
444	один из	3	1
445	но с	1	1
446	вне себя	1	1
447	мы видим	5	1
448	небо и	3	1
449	менее в	1	1
450	одной из	1	1
451	быть признаны	1	1
452	поэтому и	1	1
453	оживает и	1	1
454	их не	1	1
455	тем она	1	1
456	и разнообразие	1	1
457	только при	1	1
458	же и	1	1
459	можно установить	1	1
460	и современная	1	1
461	только тогда	1	1
462	вокруг меня	3	1
463	и вопрос	1	1
464	она действительно	1	1
465	и небо	1	1
466	мир не	2	1
467	одно из	1	1
468	себе в	4	1
469	никто не	2	1
470	смысле этого	1	1
471	так как	18	1
472	ее не	3	1
473	может служить	1	1
474	друг друга	1	1
475	если оно	1	1
476	мы можем	7	1
477	но уже	1	1
478	и никогда	1	1
479	они будут	1	1
480	другой и	1	1
481	смерти и	2	1
482	именно как	1	1
483	и также	1	1
484	она и	1	1
485	не единственное	1	1
486	и из	1	1
487	а именно	9	1
488	мы возьмем	1	1
489	по всей	1	1
490	и др	2	1
491	к определенной	1	1
492	превращается в	7	1
493	уже давно	2	1
494	зависит от	4	1
495	он становится	2	1
496	здесь этот	1	1
497	что мы	2	1
498	связь с	11	1
499	него в	2	1
500	вместе с	8	1
501	противоречие с	1	1
502	места для	1	1
503	книге о	2	1
504	что именно	1	1
505	этого момента	1	1
506	из которых	3	1
507	над ним	1	1
508	месте и	1	1
509	он будет	1	1
510	когда мы	2	1
511	самого себя	2	1
512	в мир	1	1
513	это значит	1	1
514	все наше	1	1
515	том смысле	1	1
516	было ни	1	1
517	своей жизни	1	1
518	он вступает	1	1
519	о его	1	1
520	влечет за	2	1
521	остается в	1	1
522	должны быть	2	1
523	живет и	1	1
524	к пониманию	1	1
525	но такой	1	1
526	не существует	1	1
527	имеет какую-то	1	1
528	или в	3	1
529	он за	1	1
530	когда он	3	1
531	больше и	3	1
532	представление что	5	1
533	это может	1	1
534	в эту	2	1
535	мы должны	2	1
536	только что	2	1
537	богом но	1	1
538	же в	1	1
539	уже нет	1	1
540	могли быть	2	1
541	за этим	1	1
542	месте в	1	1
543	между ними	1	1
544	неотделим от	1	1
545	равно как	1	1
546	в иной	1	1
547	того же	2	1
548	является и	3	1
549	для героя	1	1
550	в последнем	2	1
551	к единству	1	1
552	и землю	1	1
553	утверждать что	2	1
554	но эти	2	1
555	ее в	6	1
556	это в	1	1
557	во всяком	2	1
558	все что	4	1
559	они не	3	1
