N	2gram	Potebnia_M_4	KulturaY
818	языка является	1	1
819	друг от	1	1
820	ясно также	1	1
821	свою мысль	2	1
822	со стороны	3	1
823	деле есть	1	1
824	отличаются от	1	1
825	общее у	1	1
826	меняются и	1	1
827	догадаться что	1	1
828	и прежде	2	1
829	такое же	2	1
830	две формы	1	1
831	следовало бы	1	1
832	обратить внимание	2	1
833	превращается в	2	1
834	слов а	1	1
835	вновь к	1	1
836	самое слово	4	1
837	мы и	2	1
838	есть лишь	2	1
839	не замечается	1	1
840	было сказано	1	1
841	новых слов	3	1
842	остался бы	1	1
843	его по	1	1
844	возьмем например	1	1
845	а по	1	1
846	на эту	1	1
847	слово а	1	1
848	не об	1	1
849	лишь тогда	3	1
850	в остальных	2	1
851	если не	1	1
852	так называемых	3	1
853	или наоборот	1	1
854	такими словами	1	1
855	до этого	3	1
856	и потому	10	1
857	к самому	1	1
858	из которых	2	1
859	о границах	1	1
860	значения этот	1	1
861	той и	2	1
862	фразу из	1	1
863	ведет к	3	1
864	обратно о	1	1
865	скорее можно	1	1
866	в первой	1	1
867	если эти	1	1
868	слов в	4	1
869	почему вообще	1	1
870	форма в	1	1
871	в эту	1	1
872	бы язык	2	1
873	исходя из	1	1
874	то на	1	1
875	и было	1	1
876	том смысле	2	1
877	поэзия не	2	1
878	основанных на	1	1
879	и формы	1	1
880	каждое из	1	1
881	в смысле	3	1
882	же значение	1	1
883	слове а	2	1
884	это явление	1	1
885	смысл имеет	1	1
886	и для	2	1
887	это сочетание	1	1
888	мы тем	1	1
889	тем и	6	1
890	изменения в	1	1
891	непонятно то	1	1
892	от мысли	2	1
893	слова между	1	1
894	это можно	2	1
895	самую мысль	1	1
896	думает что	1	1
897	задачи о	1	1
898	поэтический образ	3	1
899	от него	2	1
900	лишь как	1	1
901	же что	2	1
902	у них	1	1
903	или нет	1	1
904	быть что	2	1
905	отношении не	2	1
906	может ли	1	1
907	такой язык	1	1
908	же в	1	1
909	есть уже	4	1
910	с различием	1	1
911	давно уже	3	1
912	от всякого	1	1
913	то вопрос	1	1
914	я говорю	3	1
915	а о	1	1
916	указано выше	1	1
917	в свою	2	1
918	лишь по	1	1
919	между ними	4	1
920	изучать лишь	1	1
921	общее достояние	2	1
922	для исследования	1	1
923	состоит из	1	1
924	например и	1	1
925	есть потому	1	1
926	в последнем	1	1
927	что под	1	1
928	и идеи	1	1
929	есть и	2	1
930	идеал и	1	1
931	самое что	1	1
932	утверждать что	1	1
933	что то	3	1
934	при некотором	1	1
935	и вместе	3	1
936	уже есть	2	1
937	заметить что	6	1
938	а может	2	1
939	только не	3	1
940	слова то	4	1
941	и эта	1	1
942	бы из	1	1
943	выделении из	1	1
944	все что	2	1
945	уже невозможно	1	1
946	смысле что	1	1
947	значение слов	1	1
948	слова это	1	1
