N	2gram	Tiupa_Anal_2	Komedia
264	другой стороны	2	2
265	совершенно не	1	2
266	что ты	1	2
267	из этого	1	2
268	в свое	1	2
269	к этой	1	2
270	это в	1	2
271	в таком	2	2
272	и наиболее	1	1
273	я и	3	1
274	с жизнью	1	1
275	в первом	1	1
276	к другому	1	1
277	и до	2	1
278	в действие	1	1
279	побуждает его	1	1
280	мы имеем	3	1
281	и себя	1	1
282	с более	1	1
283	именно к	1	1
284	своему герою	1	1
285	я не	1	1
286	в изложении	2	1
287	они были	1	1
288	ему в	3	1
289	контексте легко	1	1
290	если говорить	2	1
291	в сцене	1	1
292	собой в	2	1
293	все эти	1	1
294	не был	3	1
295	взгляде на	1	1
296	в чем	1	1
297	тем как	1	1
298	но не	4	1
299	и всякий	1	1
300	в сторону	5	1
301	ответ на	3	1
302	очевидно что	1	1
303	себе и	1	1
304	себя за	1	1
305	независимо от	1	1
306	возникает между	1	1
307	от до	1	1
308	перед нами	1	1
309	на человека	1	1
310	переживания и	1	1
311	третий раз	1	1
312	как уже	3	1
313	и как	1	1
314	и наконец	1	1
315	внимание что	1	1
316	самом начале	3	1
317	более или	1	1
318	в действительности	3	1
319	моментов в	1	1
320	не последовательность	1	1
321	отношения между	1	1
322	рассказывает как	1	1
323	в нашем	3	1
324	из этих	1	1
325	еще один	1	1
326	текста первый	1	1
327	и те	1	1
328	в случае	2	1
329	его конце	1	1
330	в статье	1	1
331	всё это	1	1
332	другой как	1	1
333	было с	1	1
334	по крайней	3	1
335	в восприятии	1	1
336	в первую	1	1
337	в понимании	1	1
338	к одному	1	1
339	не к	1	1
340	уже говорилось	4	1
341	нашего времени	4	1
342	на жизнь	1	1
343	картины мира	2	1
344	на этом	4	1
345	его можно	1	1
346	в каждом	1	1
347	что все	2	1
348	же не	2	1
349	значение в	1	1
350	той же	2	1
351	волосы и	1	1
352	них не	2	1
353	это было	2	1
354	обоих случаях	2	1
355	ко второму	1	1
356	и тем	4	1
357	и системы	1	1
358	материал для	1	1
359	его и	1	1
360	от которого	2	1
361	соответствии с	2	1
362	этого персонажа	2	1
363	этого не	1	1
364	со своими	1	1
365	сам не	1	1
366	такой же	1	1
367	одно из	2	1
368	себя внимание	3	1
369	от своего	2	1
370	таким же	1	1
371	раз не	2	1
372	человек и	1	1
373	в следующем	1	1
374	это делает	1	1
375	страсти и	1	1
376	остается один	1	1
377	умереть если	1	1
378	прийти к	1	1
379	место в	3	1
380	не столько	3	1
381	то его	1	1
382	в отличие	2	1
383	что я	1	1
384	стало быть	2	1
385	для данного	1	1
386	которые в	1	1
387	времени не	1	1
388	обмен репликами	1	1
389	теми же	2	1
390	обращение к	1	1
391	далека от	1	1
392	всякий другой	1	1
393	том же	1	1
394	в устах	2	1
395	всех троих	1	1
396	а вот	1	1
397	как смерть	2	1
398	и вся	1	1
399	это случается	1	1
400	случае в	3	1
401	виду что	1	1
402	в обоих	2	1
403	свое время	1	1
404	текста и	2	1
405	на себе	3	1
406	в ночном	1	1
407	же его	4	1
408	лишь два	1	1
409	он с	1	1
410	на котором	2	1
411	смысл его	1	1
412	вся его	1	1
413	ему жизни	1	1
414	всего на	1	1
415	и по	1	1
416	по своей	1	1
417	на левом	1	1
418	со своим	3	1
419	в сознании	4	1
420	что впрочем	1	1
421	что на	3	1
422	о гибели	2	1
423	с другом	1	1
424	смертельную опасность	1	1
425	у меня	1	1
426	об изгнании	1	1
427	выход из	1	1
428	могут быть	10	1
429	похож на	1	1
430	всего в	2	1
431	указывает на	1	1
432	он оказывается	1	1
433	что при	1	1
434	о них	1	1
435	сообщения о	2	1
436	подобно тому	3	1
437	и сами	1	1
438	выходят за	2	1
439	здесь также	1	1
440	в себя	4	1
441	обращаясь к	2	1
442	с собой	1	1
443	те же	2	1
444	времени и	1	1
445	ты не	2	1
446	особенно в	7	1
447	к его	2	1
448	на которую	2	1
449	это только	2	1
450	жизнь и	1	1
451	строго говоря	2	1
452	не его	1	1
453	из одного	1	1
454	сводится к	3	1
455	ему известной	1	1
456	является по-видимому	1	1
457	никак не	2	1
458	это первый	1	1
459	все его	1	1
460	диалога с	1	1
461	может не	1	1
462	восходит к	1	1
463	каждом из	1	1
464	столь различных	2	1
465	первую очередь	1	1
466	путь к	1	1
467	от них	1	1
468	складывается из	1	1
469	крайней мере	3	1
470	вслед за	2	1
471	я во	1	1
472	сказать и	1	1
473	не требует	1	1
474	в третий	1	1
475	что здесь	1	1
476	на которой	1	1
477	рассуждение о	1	1
478	там и	1	1
479	стороны других	1	1
480	ни к	1	1
481	мы видим	1	1
482	менее в	1	1
483	ли он	1	1
484	в ситуации	3	1
485	только в	4	1
486	реагирует на	1	1
487	во времени	2	1
488	на несколько	1	1
489	человека с	1	1
490	погиб от	1	1
491	аналогичным образом	2	1
492	в текст	2	1
493	только на	3	1
494	а напротив	1	1
495	больше не	1	1
496	очень кстати	1	1
497	принадлежащих к	1	1
498	целого ряда	1	1
499	как более	1	1
500	нет я	1	1
501	в ином	1	1
502	счастью в	1	1
503	оказывается вполне	1	1
504	и их	2	1
505	пока не	1	1
506	обращает на	3	1
507	с этими	1	1
508	может служить	1	1
509	как его	1	1
510	не случайно	8	1
511	следует понимать	1	1
512	случае с	1	1
513	когда бы	1	1
514	где в	1	1
515	самом его	1	1
516	о своей	2	1
517	них в	1	1
518	не наделен	1	1
519	с той	2	1
520	говорит о	5	1
521	близко к	1	1
522	в соответствии	2	1
523	превращается в	2	1
524	текста это	3	1
525	отношения в	2	1
526	предположение о	1	1
527	же точно	1	1
528	а так	1	1
529	не допускает	1	1
530	было в	1	1
531	на фоне	3	1
532	он без	1	1
533	поскольку за	1	1
534	эти слова	1	1
535	ко всем	1	1
536	самой своей	1	1
537	и потому	1	1
538	относятся к	1	1
539	намек на	1	1
540	обратил внимание	1	1
541	из уст	1	1
542	такого рода	2	1
543	тому как	3	1
544	в ответ	2	1
545	в тех	1	1
546	и там	1	1
547	быть только	1	1
548	для человека	1	1
549	да и	1	1
550	в первой	3	1
551	хотя он	1	1
552	можно принять	1	1
553	друг с	1	1
554	с тремя	1	1
555	в состоянии	2	1
556	персонажей в	2	1
557	разговор с	1	1
558	еще раз	1	1
559	была очень	1	1
560	будет и	1	1
561	можно сказать	4	1
562	и звучит	1	1
563	в основном	1	1
564	эпизодов с	1	1
565	а то	2	1
566	короче говоря	1	1
567	другой и	1	1
568	еще одна	2	1
569	и ушел	1	1
570	вероятно в	1	1
571	на волоске	1	1
572	была названа	1	1
573	или в	3	1
574	своей собственной	1	1
575	отличаются от	1	1
576	себя самого	1	1
577	к счастью	1	1
578	для нас	1	1
579	или менее	1	1
580	как теперь	1	1
581	отметить еще	1	1
582	в этих	2	1
583	не будучи	1	1
584	все они	1	1
585	что начальные	1	1
586	отношении к	1	1
587	к самому	1	1
588	отрекается от	1	1
589	с ней	1	1
590	на смену	3	1
591	к женщине	1	1
592	сказать что	2	1
593	понимать как	1	1
594	была бы	2	1
595	колею но	1	1
596	этой сцены	2	1
597	самое что	1	1
598	которых на	1	1
599	других как	1	1
600	об этих	2	1
601	по поводу	3	1
602	они относятся	1	1
603	как на	1	1
604	этой точки	1	1
