N	2gram	Tiupa_Lite_2	VrazhdaK
231	на три	1	1
232	вплоть до	3	1
233	но они	1	1
234	тем самым	3	1
235	не имеет	1	1
236	только не	1	1
237	писателя с	1	1
238	не лучше	1	1
239	ничего не	3	1
240	того как	1	1
241	как новый	1	1
242	на россию	1	1
243	по своей	1	1
244	такая же	1	1
245	потому что	2	1
246	россии где	1	1
247	этом отношении	3	1
248	в бою	2	1
249	не знали	3	1
250	среди них	1	1
251	могут быть	2	1
252	ли не	4	1
253	в недрах	1	1
254	ничего общего	1	1
255	он ищет	1	1
256	с ее	2	1
257	свою очередь	1	1
258	в ее	2	1
259	не могло	1	1
260	но мы	1	1
261	идет не	1	1
262	на страницах	1	1
263	и сам	2	1
264	так и	7	1
265	на нее	1	1
266	не с	3	1
267	еще в	4	1
268	во второй	1	1
269	жизнь и	1	1
270	быть может	3	1
271	за мною	1	1
272	для печати	1	1
273	приближается к	1	1
274	не стоит	1	1
275	по воспоминаниям	1	1
276	во всех	3	1
277	и большой	1	1
278	во всей	1	1
279	я вижу	2	1
280	крайней мере	2	1
281	в литературе	1	1
282	я ее	1	1
283	к которому	1	1
284	тех пор	1	1
285	один из	4	1
286	но с	3	1
287	что только	1	1
288	он стал	1	1
289	во всем	1	1
290	то он	1	1
291	в качестве	5	1
292	же он	1	1
293	себя в	6	1
294	вровень с	1	1
295	тем чтобы	1	1
296	разрушила эту	1	1
297	ни с	1	1
298	говорит о	1	1
299	пока не	1	1
300	мы находим	1	1
301	в одном	2	1
302	друг друга	2	1
303	каждый из	4	1
304	как при	1	1
305	не просто	1	1
306	там за	1	1
307	десять лет	1	1
308	в особенности	1	1
309	никого не	1	1
310	с другой	8	1
311	говорит я	2	1
312	именно в	1	1
313	все равно	2	1
314	души и	1	1
315	прежде всего	4	1
316	выше и	2	1
317	в соответствии	1	1
318	только по	1	1
319	вся русская	1	1
320	нашему мнению	1	1
321	целым рядом	1	1
322	до конца	2	1
323	в ту	1	1
324	истории к	1	1
325	человек в	1	1
326	не об	1	1
327	нет ничего	1	1
328	в частности	4	1
329	него в	1	1
330	по праву	1	1
331	с первого	1	1
332	усматривал в	1	1
333	в цель	1	1
334	из которых	2	1
335	своей души	1	1
336	с тех	1	1
337	по которой	1	1
338	того что	5	1
339	я с	1	1
340	эти строки	2	1
341	из стихотворения	1	1
342	в свое	2	1
343	лет назад	1	1
344	в основном	1	1
345	об одном	1	1
346	меня я	1	1
347	мире а	1	1
348	годов в	1	1
349	более того	1	1
350	которых он	1	1
351	и от	1	1
352	это как	2	1
353	и перед	1	1
354	ее и	1	1
355	бы в	1	1
356	еще более	1	1
357	конце концов	1	1
358	но зато	1	1
359	чувствовал себя	1	1
360	можно признать	1	1
361	отношении к	1	1
362	нам не	1	1
363	о своем	1	1
364	движением руки	1	1
365	только как	1	1
366	другой стороны	4	1
367	из этого	1	1
368	сам в	1	1
369	героя в	2	1
370	жизни и	4	1
371	к этой	2	1
372	он у	1	1
373	у людей	1	1
374	который не	1	1
375	как на	3	1
376	в таком	1	1
377	все что	2	1
378	они не	1	1
