N	2gram	Propp_Isto_3	VrazhdaK
263	потому что	3	1
264	свою мать	1	1
265	до того	1	1
266	в каком	1	1
267	ли это	2	1
268	в разгар	1	1
269	могут быть	5	1
270	во все	2	1
271	отличается от	1	1
272	по характеру	1	1
273	за что	1	1
274	по всем	1	1
275	не есть	1	1
276	уже на	1	1
277	ничего общего	1	1
278	не совсем	3	1
279	с ее	1	1
280	свою очередь	1	1
281	в ее	1	1
282	чем говорилось	1	1
283	на той	1	1
284	то время	2	1
285	роль в	2	1
286	и сам	1	1
287	этот период	1	1
288	так и	2	1
289	на нее	3	1
290	не с	2	1
291	ясно что	1	1
292	живет в	5	1
293	нам уже	2	1
294	во второй	1	1
295	на большую	1	1
296	на востоке	1	1
297	можно бы	1	1
298	во всяком	2	1
299	до сих	5	1
300	нас в	1	1
301	к нему	5	1
302	и несомненно	1	1
303	и большой	2	1
304	от них	3	1
305	из своего	1	1
306	можно проследить	3	1
307	в другой	4	1
308	также в	1	1
309	в свете	5	1
310	не знаю	8	1
311	человека как	1	1
312	если это	3	1
313	тех пор	1	1
314	имеется в	1	1
315	постепенно выясняется	1	1
316	один из	5	1
317	было одним	1	1
318	оказалось что	1	1
319	не хотят	1	1
320	во всем	1	1
321	в качестве	2	1
322	а одна	1	1
323	тем чтобы	1	1
324	и разнообразны	1	1
325	предположение что	1	1
326	к своим	1	1
327	говорит о	1	1
328	искать в	1	1
329	никто не	2	1
330	пока не	1	1
331	мы находим	1	1
332	в одном	2	1
333	же сообщается	1	1
334	друг друга	6	1
335	как при	1	1
336	он отличается	1	1
337	не просто	1	1
338	от того	1	1
339	в особенности	2	1
340	никого не	3	1
341	связан с	2	1
342	так не	1	1
343	с другой	7	1
344	говорит я	2	1
345	все равно	3	1
346	характерно для	2	1
347	такое же	1	1
348	прежде всего	3	1
349	в соответствии	1	1
350	что им	2	1
351	попадает в	11	1
352	на этот	1	1
353	так это	1	1
354	обычно не	1	1
355	нет ничего	2	1
356	в частности	5	1
357	за тем	1	1
358	д в	1	1
359	или по	5	1
360	этот мотив	5	1
361	каковы же	1	1
362	предположить что	7	1
363	что за	1	1
364	и никому	1	1
365	с тех	1	1
366	по которой	1	1
367	того что	5	1
368	хотя он	1	1
369	с очень	2	1
370	сих пор	5	1
371	в основном	1	1
372	в рощу	1	1
373	оба они	1	1
374	между прочим	3	1
375	об одном	1	1
376	к царю	1	1
377	но для	1	1
378	под влиянием	1	1
379	к вопросу	1	1
380	героини и	1	1
381	и от	3	1
382	это можно	1	1
383	и другими	1	1
384	человек и	1	1
385	хотя и	2	1
386	еще более	2	1
387	меня под	1	1
388	уже давно	2	1
389	быть и	3	1
390	другой стороны	7	1
391	враждебное отношение	1	1
392	бы его	1	1
393	из этого	1	1
394	героя в	1	1
395	ясно отношение	1	1
396	жизни и	2	1
397	к этой	1	1
398	он у	2	1
399	как на	1	1
400	в таком	1	1
401	точно так	2	1
402	все что	3	1
403	они не	4	1
