N	2gram	Tiupa_Disk_2	StatiiOP
198	в них	3	2
199	уступает место	1	2
200	в особенности	1	2
201	со стороны	10	2
202	в период	4	2
203	обращении к	1	2
204	ему не	1	2
205	с той	2	2
206	и др	1	2
207	в некоторых	1	2
208	на этот	1	2
209	не на	2	2
210	его как	1	2
211	должна была	1	2
212	как это	1	2
213	к своему	2	2
214	по своему	1	2
215	в данном	7	2
216	такого рода	9	2
217	это были	1	2
218	только о	1	2
219	с этой	1	2
220	ее в	1	2
221	столько в	1	2
222	той мере	1	2
223	из романа	1	2
224	в результате	2	2
225	а к	2	2
226	ни было	1	2
227	сказать что	1	2
228	вольному воля	1	2
229	утверждать что	1	2
230	а между	1	1
231	и то	4	1
232	и биографический	1	1
233	это и	1	1
234	жив он	1	1
235	из народа	1	1
236	в первом	1	1
237	характерное для	1	1
238	отношения между	2	1
239	по преимуществу	2	1
240	и до	1	1
241	не имеют	1	1
242	эпохи то	1	1
243	своих сочинений	1	1
244	той же	2	1
245	на материале	1	1
246	брань и	1	1
247	мы не	1	1
248	в сущности	1	1
249	совпадает с	2	1
250	говорить о	2	1
251	не вполне	1	1
252	из того	1	1
253	этого термина	1	1
254	утверждая что	1	1
255	еще не	6	1
256	он сам	1	1
257	в чем	1	1
258	автора есть	1	1
259	сохраняет и	1	1
260	б с	1	1
261	о смерти	1	1
262	в сторону	1	1
263	ответ на	1	1
264	по отношению	4	1
265	отношение к	2	1
266	героиня и	1	1
267	произведение не	1	1
268	тут же	2	1
269	не просто	1	1
270	из важнейших	2	1
271	более чем	2	1
272	для русской	1	1
273	вот как	1	1
274	до его	1	1
275	что как	2	1
276	что касается	1	1
277	в творчестве	3	1
278	для поэтической	1	1
279	когда он	1	1
280	характер как	2	1
281	к другому	1	1
282	представляет собой	11	1
283	из этих	3	1
284	большей части	2	1
285	с их	2	1
286	им в	1	1
287	говорят о	1	1
288	в ряду	2	1
289	того при	1	1
290	к выводу	1	1
291	не следует	3	1
292	но именно	1	1
293	вследствие этого	2	1
294	одному из	1	1
295	и еще	1	1
296	в первую	2	1
297	в принципе	2	1
298	к одному	1	1
299	не как	1	1
300	свое время	2	1
301	его от	1	1
302	на этом	1	1
303	одно и	2	1
304	различие между	1	1
305	же касается	2	1
306	обоих случаях	2	1
307	первую очередь	2	1
308	пути от	1	1
309	роль в	4	1
310	не соответствует	1	1
311	еще одно	1	1
312	но уже	2	1
313	такой же	2	1
314	истории русской	1	1
315	с ума	1	1
316	но если	1	1
317	во второй	1	1
318	и их	1	1
319	место в	2	1
320	в прозе	1	1
321	в условиях	1	1
322	вплоть до	1	1
323	и той	1	1
324	выражение под	1	1
325	написанное в	1	1
326	о русском	1	1
327	при всех	1	1
328	в таких	1	1
329	она не	1	1
330	виду что	1	1
331	с теми	1	1
332	мысли в	1	1
333	одна из	1	1
334	первая часть	1	1
335	на него	1	1
336	в основе	4	1
337	которого он	1	1
338	о них	1	1
339	чем не	2	1
340	на отношения	1	1
341	в москву	1	1
342	из другой	1	1
343	или другие	1	1
344	же время	5	1
345	таким путем	1	1
346	к ней	1	1
347	как она	1	1
348	предполагать что	1	1
349	на самого	2	1
350	в текст	1	1
351	грубая брань	1	1
352	звучит в	1	1
353	как будто	3	1
354	именно такой	1	1
355	ни о	1	1
356	уже о	1	1
357	в городе	1	1
358	не могут	1	1
359	на границе	1	1
360	подробности не	1	1
361	отличается от	1	1
362	что является	1	1
363	в свое	2	1
364	здесь не	2	1
365	данном случае	6	1
366	в в	1	1
367	были бы	1	1
368	характер и	1	1
369	эпизода в	1	1
370	мысль о	3	1
371	не оставляют	1	1
372	русской поэзии	1	1
373	в пределах	4	1
374	так в	1	1
375	слова а	1	1
376	разговора с	1	1
377	не с	2	1
378	она была	1	1
379	биографический интерес	1	1
380	не были	1	1
381	идеальный образ	1	1
382	поэтому в	1	1
383	жанра в	1	1
384	в эпоху	1	1
385	русского классического	1	1
386	столь же	3	1
387	весной года	1	1
388	др в	1	1
389	одного из	4	1
390	можно сказать	3	1
391	последних двух	2	1
392	и во	1	1
393	и вследствие	1	1
394	от них	1	1
395	собственной жизни	1	1
396	во втором	1	1
397	гораздо проще	1	1
398	в форме	1	1
399	чем и	1	1
400	мне представляется	1	1
401	году как	1	1
402	у обоих	1	1
403	следует однако	1	1
404	не зная	1	1
405	ни к	5	1
406	белинский в	1	1
407	с семеном	1	1
408	не совпадает	1	1
409	о рассказе	1	1
410	не случайно	1	1
411	один из	1	1
412	романа и	2	1
413	жанровая мотивировка	1	1
414	лишь на	1	1
415	его жизнь	1	1
416	что другие	1	1
417	будто бы	1	1
418	сторону от	1	1
419	до нас	1	1
420	поэтому и	1	1
421	к числу	1	1
422	с которыми	1	1
423	только на	1	1
424	в поэзии	1	1
425	этом в	2	1
426	одно из	4	1
427	могло бы	1	1
428	точка зрения	1	1
429	не для	1	1
430	а в	2	1
431	этом жанре	1	1
432	не о	2	1
433	может служить	1	1
434	все необходимые	1	1
435	принципиально не	1	1
436	реплики в	1	1
437	форму и	1	1
438	представляют собой	1	1
439	в исторической	3	1
440	за пределы	1	1
441	внушить ему	1	1
442	и быть	1	1
443	по большей	2	1
444	или о	1	1
445	себя и	1	1
446	жизни то	1	1
447	близко к	1	1
448	не подлежит	2	1
449	что из	1	1
450	и слово	1	1
451	с народом	1	1
452	и картина	1	1
453	было в	3	1
454	именно поэтому	1	1
455	в пушкинском	1	1
456	решительно не	1	1
457	внимания к	1	1
458	на чем	1	1
459	о возможности	1	1
460	что первая	1	1
461	в лирических	1	1
462	на возможность	1	1
463	одновременно и	1	1
464	проще чем	1	1
465	что же	2	1
466	самого себя	1	1
467	действие и	2	1
468	да и	1	1
469	говоря уже	1	1
470	бы его	1	1
471	я с	2	1
472	человек с	1	1
473	жизни в	3	1
474	ценность и	1	1
475	всем что	1	1
476	в контексте	3	1
477	на пути	1	1
478	этом случае	2	1
479	на существование	1	1
480	этом и	1	1
481	ни для	4	1
482	воля а	1	1
483	но для	1	1
484	рассматривать как	1	1
485	при всем	1	1
486	в книге	1	1
487	и для	2	1
488	ли в	1	1
489	и от	1	1
490	только таким	1	1
491	и все	3	1
492	и роста	1	1
493	же в	1	1
494	можно признать	3	1
495	с фигурой	2	1
496	к самому	1	1
497	была написана	1	1
498	между ними	1	1
499	неотделим от	2	1
500	не говоря	1	1
501	другой в	1	1
502	поскольку речь	1	1
503	их с	1	1
504	к его	4	1
505	я это	1	1
506	отношению к	4	1
507	характеризует его	1	1
508	из этого	1	1
509	сам в	1	1
510	занимает в	1	1
511	героя в	5	1
512	в голову	1	1
513	жизни и	3	1
514	как слово	1	1
515	в своих	6	1
516	который не	2	1
517	можно назвать	4	1
518	том числе	1	1
519	которая не	1	1
