N	2gram	Nazirov_Tr_1	StatiiOP
121	за то	1	3
122	в другом	1	3
123	и с	7	3
124	лишь в	1	3
125	ни в	2	3
126	что не	1	3
127	тому что	1	3
128	в конце	3	3
129	а на	1	3
130	стремление к	1	3
131	что оно	1	3
132	в применении	1	3
133	не хочу	1	3
134	об этом	4	3
135	между тем	1	3
136	в двух	1	3
137	это очень	5	3
138	по мнению	2	3
139	с одной	1	3
140	в виде	2	3
141	говорит о	2	3
142	на этот	1	3
143	применении к	1	3
144	с этой	1	3
145	не является	1	3
146	в результате	1	3
147	в таком	2	3
148	в первом	2	2
149	а как	2	2
150	подчеркнуть что	1	2
151	литературы и	1	2
152	ответа на	1	2
153	быть в	1	2
154	отношение к	2	2
155	большое значение	1	2
156	за пределы	1	2
157	писателя в	1	2
158	более чем	1	2
159	в своем	3	2
160	есть в	1	2
161	смысле этого	1	2
162	к числу	1	2
163	бы не	1	2
164	свой долг	1	2
165	в себе	4	2
166	но он	1	2
167	не могла	1	2
168	вообще не	1	2
169	при этом	3	2
170	он не	2	2
171	чем у	1	2
172	что все	2	2
173	эта книга	1	2
174	его в	2	2
175	отвращение к	1	2
176	перед собой	1	2
177	в такой	1	2
178	знает и	1	2
179	тем самым	3	2
180	что эта	1	2
181	она не	1	2
182	что с	3	2
183	судя по	1	2
184	ничего не	2	2
185	стола и	1	2
186	тем не	1	2
187	что на	1	2
188	что при	1	2
189	и это	2	2
190	при его	1	2
191	однако ни	1	2
192	и сам	3	2
193	в эпоху	1	2
194	то есть	3	2
195	а также	1	2
196	нет это	1	2
197	и все	4	2
198	все в	1	2
199	отметить что	1	2
200	говорит в	1	2
201	к нему	3	2
202	по своей	1	2
203	уже в	3	2
204	свидетельствует о	1	2
205	одно из	1	2
206	могло бы	1	2
207	не для	1	2
208	второй части	1	2
209	у него	6	2
210	и потому	1	2
211	и их	1	2
212	этого слова	1	2
213	этом случае	1	2
214	при таком	1	2
215	гораздо больше	1	2
216	что этот	2	2
217	несмотря на	5	2
218	дело с	1	2
219	а между	1	1
220	если б	2	1
221	чтобы не	1	1
222	только теперь	1	1
223	на деле	1	1
224	и есть	1	1
225	почти не	1	1
226	впечатление что	2	1
227	на две	1	1
228	что эти	2	1
229	исходит из	1	1
230	в какой-то	1	1
231	объясняется и	1	1
232	с прекрасным	1	1
233	и могут	1	1
234	что писал	1	1
235	смотреть на	1	1
236	хотя сам	1	1
237	он заявляет	1	1
238	в сцене	1	1
239	черты его	1	1
240	и на	7	1
241	на них	1	1
242	между собой	1	1
243	№ и	1	1
244	за свое	1	1
245	с его	2	1
246	мысль что	1	1
247	не исчерпываются	1	1
248	отказ от	1	1
249	видит в	1	1
250	но как	1	1
251	должны были	1	1
252	в настоящем	1	1
253	это тот	1	1
254	это самое	1	1
255	как говорит	2	1
256	но лицо	1	1
257	это был	2	1
258	перед нами	2	1
259	стиля и	1	1
260	для ее	1	1
261	он в	1	1
262	право на	1	1
263	но без	1	1
264	всего необходимо	1	1
265	и до	2	1
266	имеет для	1	1
267	как он	1	1
268	если он	1	1
269	ответом на	1	1
270	по какому	1	1
271	не знать	1	1
272	о золотом	1	1
273	не как	1	1
274	и вот	1	1
275	сказал что	1	1
276	так часто	1	1
277	содержит в	1	1
278	а по	1	1
279	на все	1	1
280	это было	1	1
281	обоих случаях	1	1
282	претензии на	1	1
283	русского читателя	1	1
284	в глазах	2	1
285	что лицо	1	1
286	известно что	1	1
287	годунова и	1	1
288	в них	1	1
289	с тем	2	1
290	всю жизнь	1	1
291	с дороги	1	1
292	которой он	1	1
293	материалом для	1	1
294	в развитии	1	1
295	очень важный	1	1
296	на себя	1	1
297	когда в	1	1
298	и при	1	1
299	не столько	1	1
300	что я	4	1
301	документ в	1	1
302	значение для	1	1
303	одном из	2	1
304	объявил себя	1	1
305	я скажу	1	1
306	речи в	1	1
307	чтобы она	1	1
308	с такими	1	1
309	быть не	1	1
310	превратилось в	2	1
311	по себе	1	1
312	же во	1	1
313	но они	2	1
314	на работу	1	1
315	в обоих	1	1
316	считает что	1	1
317	на котором	1	1
318	одна из	2	1
319	и притом	1	1
320	я буду	2	1
321	тогда и	1	1
322	он еще	1	1
323	но только	1	1
324	значение этого	1	1
325	никому не	1	1
326	того как	1	1
327	не нужен	1	1
328	ну а	1	1
329	но все-таки	1	1
330	и далее	1	1
331	мы встречаем	1	1
332	один раз	1	1
333	xx века	1	1
334	в момент	1	1
335	в духе	1	1
336	не могут	2	1
337	к тому	2	1
338	как мы	1	1
339	и о	1	1
340	в виду	1	1
341	но при	2	1
342	с каким	1	1
343	мысль о	1	1
344	с самого	1	1
345	больше в	1	1
346	было в	2	1
347	буржуазии в	1	1
348	мог бы	3	1
349	во многом	1	1
350	еще в	2	1
351	таком виде	1	1
352	но у	1	1
353	вся состоит	1	1
354	отнесены к	1	1
355	в диалог	1	1
356	о нем	1	1
357	жизни были	1	1
358	в глаза	2	1
359	его речи	1	1
360	после того	1	1
361	с того	1	1
362	и который	1	1
363	не просто	2	1
364	времени в	2	1
365	это была	1	1
366	нуждается в	1	1
367	иными словами	1	1
368	в форме	1	1
369	тех лет	1	1
370	случае и	1	1
371	критики в	1	1
372	чем он	2	1
373	и дело	1	1
374	понимание этого	1	1
375	x и	2	1
376	как нечто	1	1
377	который в	2	1
378	именно на	1	1
379	первостепенное значение	1	1
380	уже не	2	1
381	всем его	1	1
382	и низким	1	1
383	чтобы он	1	1
384	создает впечатление	1	1
385	которых можно	1	1
386	не так	2	1
387	слова в	1	1
388	в одном	2	1
389	с этими	1	1
390	к ним	1	1
391	естественно что	1	1
392	повод для	1	1
393	характерны для	1	1
394	для публики	1	1
395	никого не	1	1
396	с другим	1	1
397	в период	1	1
398	уходит от	1	1
399	была и	1	1
400	и др	1	1
401	объясняется тем	1	1
402	обратиться к	1	1
403	мировой литературы	1	1
404	до конца	2	1
405	не верит	1	1
406	именно так	1	1
407	о чем	3	1
408	себя на	1	1
409	недоразумение и	1	1
410	вместе с	1	1
411	в иной	1	1
412	что именно	1	1
413	xix века	1	1
414	слова он	1	1
415	это его	1	1
416	для понимания	1	1
417	в это	2	1
418	это выражение	1	1
419	великий писатель	2	1
420	факт что	1	1
421	тем и	1	1
422	и от	1	1
423	причем в	1	1
424	тот кто	1	1
425	в голову	1	1
426	всего что	1	1
427	это может	1	1
428	виде в	1	1
429	но еще	1	1
430	бы в	1	1
431	конце концов	1	1
432	я в	1	1
433	в стихах	1	1
434	но эта	2	1
435	не быть	1	1
436	состоит из	2	1
437	и входят	1	1
438	впечатление на	1	1
439	точно так	2	1
