N	2gram	Kanaev_Sov_1	FransuaR
116	на этом	2	2
117	в основу	1	2
118	это конечно	1	2
119	может быть	12	2
120	и мы	3	2
121	ни в	1	2
122	в один	2	2
123	и при	1	2
124	наших дней	1	2
125	с точки	5	2
126	их в	4	2
127	на котором	2	2
128	дело в	1	2
129	но только	1	2
130	никогда не	1	2
131	связи с	1	2
132	если же	2	2
133	о том	1	2
134	и это	1	2
135	через все	1	2
136	или в	1	2
137	времени и	2	2
138	поэтому в	1	2
139	с ним	1	2
140	на этой	3	2
141	но мы	3	2
142	образом все	1	2
143	в споре	1	2
144	в ту	1	2
145	одной из	1	2
146	то он	1	2
147	до наших	1	2
148	уже не	2	2
149	и у	1	2
150	уже в	3	2
151	его и	1	2
152	именно в	1	2
153	к которому	1	2
154	нужно сказать	1	2
155	одной стороны	1	2
156	они не	1	2
157	и для	1	2
158	которых он	1	2
159	еще раз	1	2
160	все элементы	1	2
161	жизни в	1	2
162	между ними	1	2
163	не может	17	2
164	только в	1	2
165	в своих	1	2
166	и эта	1	2
167	к этому	1	2
168	жизни где	1	1
169	позволит нам	1	1
170	же как	1	1
171	в миниатюре	1	1
172	системы но	1	1
173	за собой	1	1
174	в самом	2	1
175	что вся	1	1
176	не приходится	1	1
177	теперь мы	1	1
178	в первый	1	1
179	человека и	1	1
180	жизни как	1	1
181	затем он	1	1
182	кто же	1	1
183	он сам	1	1
184	которая нужна	1	1
185	самом деле	2	1
186	видели что	3	1
187	явлений и	1	1
188	конечном счете	1	1
189	отличие от	2	1
190	нет и	4	1
191	с этим	2	1
192	стороны и	1	1
193	процессе развития	1	1
194	нами в	1	1
195	угодно и	1	1
196	в этот	1	1
197	роль играет	1	1
198	в целом	4	1
199	он в	3	1
200	только на	1	1
201	ни одного	1	1
202	только один	2	1
203	мира но	1	1
204	xviii и	1	1
205	в наших	3	1
206	и если	1	1
207	к одному	1	1
208	что она	3	1
209	значение в	2	1
210	в мире	1	1
211	конечно в	2	1
212	уже знаем	1	1
213	что один	1	1
214	только о	1	1
215	в данном	1	1
216	на этот	2	1
217	мы не	9	1
218	и тогда	1	1
219	и становится	1	1
220	что такое	2	1
221	благодаря этому	1	1
222	ведь если	1	1
223	пор в	1	1
224	всего только	2	1
225	то его	1	1
226	в отличие	2	1
227	знаем что	2	1
228	которые в	1	1
229	в первое	1	1
230	времени не	1	1
231	и вся	1	1
232	раз и	1	1
233	играть в	1	1
234	захотел то	1	1
235	что эта	1	1
236	в обоих	1	1
237	только из	1	1
238	от двух	1	1
239	говорить о	2	1
240	на язык	1	1
241	ничего не	6	1
242	видим что	1	1
243	у нас	3	1
244	в духе	1	1
245	что все	2	1
246	но все	2	1
247	же самое	2	1
248	подчеркнуть что	1	1
249	правда не	1	1
250	своего развития	1	1
251	не будет	1	1
252	свою очередь	2	1
253	данном случае	1	1
254	и от	1	1
255	почему и	1	1
256	так в	1	1
257	и органами	1	1
258	можно было	1	1
259	те же	1	1
260	еще в	1	1
261	и всюду	1	1
262	что дело	1	1
263	если бы	1	1
264	только и	1	1
265	и должно	1	1
266	в отдельных	1	1
267	и та	1	1
268	и что	2	1
269	что каждый	1	1
270	можем сказать	1	1
271	все его	1	1
272	и во	2	1
273	в конечном	1	1
274	это типичное	1	1
275	еще более	2	1
276	вообще и	1	1
277	мы разберем	1	1
278	развития но	2	1
279	быть и	2	1
280	при каких	1	1
281	в гуще	1	1
282	или же	2	1
283	со всеми	2	1
284	в виде	2	1
285	конечно нет	1	1
286	этот раз	1	1
287	мы знаем	2	1
288	же они	1	1
289	и навсегда	1	1
290	которая и	1	1
291	как их	1	1
292	в одном	3	1
293	и органов	1	1
294	таким образам	1	1
295	как его	1	1
296	привел его	1	1
297	в самый	1	1
298	в очень	1	1
299	до сих	1	1
300	всюду где	1	1
301	один смысл	1	1
302	в природе	1	1
303	в живом	2	1
304	элементов и	1	1
305	в некоторых	2	1
306	когда этот	1	1
307	на которых	1	1
308	сложное и	1	1
309	системы в	4	1
310	громадную роль	1	1
311	законов и	1	1
312	и вообще	1	1
313	и потому	3	1
314	независимо от	1	1
315	он приводит	2	1
316	не погиб	1	1
317	характерное для	1	1
318	в условиях	5	1
319	сих пор	1	1
320	не знаем	2	1
321	в связи	1	1
322	это как	1	1
323	и философы	1	1
324	для нас	3	1
325	с двух	1	1
326	в третьем	2	1
327	не более	1	1
328	наконец все	1	1
329	большинство других	1	1
330	том случае	1	1
331	не дает	2	1
332	в системе	3	1
333	в свою	2	1
334	состоит из	3	1
335	развиваются в	1	1
336	его таким	1	1
337	равно как	1	1
338	самое что	1	1
339	на это	1	1
340	в действительности	1	1
341	что в	2	1
342	в таком	2	1
343	все что	1	1
344	этим вопросом	1	1
