N	2gram	Bakhtin_sl_1	Hudozhes
102	по преимуществу	4	3
103	на этом	2	3
104	романа в	3	3
105	то и	1	3
106	от него	1	3
107	того чтобы	1	3
108	как его	5	3
109	его в	3	3
110	но не	2	3
111	ничем не	1	3
112	и на	14	3
113	в ее	2	3
114	в таком	1	3
115	и даже	6	3
116	себе самому	1	3
117	с точки	8	3
118	как мы	8	3
119	не имеют	1	3
120	лишь в	4	3
121	однако и	1	3
122	с этим	3	3
123	такого рода	2	3
124	как к	2	3
125	со стороны	1	3
126	по своему	2	3
127	этом отношении	1	3
128	своего времени	1	3
129	же в	1	3
130	а также	2	3
131	в пределах	14	3
132	о нем	4	3
133	если бы	1	3
134	и по	2	3
135	в творческом	1	3
136	как все	1	2
137	произведения не	2	2
138	и не	16	2
139	со своим	5	2
140	в значительной	1	2
141	на его	8	2
142	не знает	1	2
143	в форме	1	2
144	на себе	1	2
145	в другом	2	2
146	в него	3	2
147	о котором	1	2
148	одной из	3	2
149	на том	2	2
150	не умеет	1	2
151	для своего	1	2
152	мышления и	1	2
153	для всего	1	2
154	здесь не	2	2
155	сих пор	2	2
156	каждого из	1	2
157	и так	1	2
158	на фоне	7	2
159	личности и	1	2
160	мы не	2	2
161	они в	2	2
162	но с	1	2
163	прибегает к	1	2
164	слово не	2	2
165	или напротив	2	2
166	до сих	2	2
167	так что	2	2
168	которая не	3	2
169	так в	2	2
170	не знаем	1	2
171	того или	2	2
172	в это	1	2
173	влияние на	1	2
174	эти слова	2	2
175	характер и	1	2
176	остановимся на	2	2
177	с этой	3	2
178	в начале	1	2
179	в себя	1	2
180	особенно в	1	2
181	установкой на	1	2
182	в первый	1	2
183	но как	1	2
184	значительной степени	1	2
185	хотя и	2	2
186	в противовес	1	2
187	и ему	1	2
188	рассказа мы	1	2
189	например в	2	2
190	героя на	1	2
191	с ее	4	2
192	в системе	1	2
193	автора и	4	2
194	в целом	2	2
195	что не	1	2
196	с такими	1	2
197	на самом	2	2
198	да и	1	2
199	до конца	12	2
200	в одной	1	2
201	к своему	6	2
202	должно быть	2	2
203	и потому	4	2
204	а с	2	2
205	его жизни	1	2
206	не столько	1	2
207	той же	2	2
208	в их	4	2
209	с ними	3	2
210	мы читаем	1	2
211	героев в	1	2
212	одна из	2	2
213	слова в	8	2
214	оно было	2	2
215	не нужно	1	2
216	же как	2	2
217	так сказать	5	2
218	ему не	2	2
219	а его	1	2
220	себя и	1	2
221	и что	1	2
222	в результате	3	2
223	ближе к	1	2
224	у нее	1	2
225	нет ничего	1	2
226	однако в	1	2
227	или иного	2	2
228	слова как	6	2
229	все это	5	2
230	не бывает	1	2
231	несет на	1	2
232	жизнью и	1	2
233	так или	1	2
234	они не	1	2
235	только на	2	2
236	поэтому и	3	2
237	или иначе	1	2
238	речь в	2	2
239	наше внимание	1	2
240	даже как	2	1
241	связи и	1	1
242	в свои	1	1
243	в споре	1	1
244	может не	8	1
245	особый кругозор	1	1
246	например и	1	1
247	не могла	2	1
248	и там	3	1
249	как слово	1	1
250	или только	1	1
251	в в	1	1
252	но она	1	1
253	по своим	6	1
254	и речевой	1	1
255	бы быть	1	1
256	и того	1	1
257	места в	1	1
258	смысл и	1	1
259	авторской и	1	1
260	для нас	2	1
261	к той	1	1
262	как у	1	1
263	в свое	3	1
264	самом же	1	1
265	одновременно двум	1	1
266	во всяком	7	1
267	его на	1	1
268	данном случае	3	1
269	из области	1	1
270	входит в	4	1
271	автора от	2	1
272	себя от	2	1
273	композиционная форма	2	1
274	первом случае	2	1
275	тех же	1	1
276	в которой	4	1
277	место в	1	1
278	на пути	1	1
279	его же	3	1
280	именно к	1	1
281	в герое	1	1
282	в двух	1	1
283	от этого	2	1
284	в плане	6	1
285	как таковой	1	1
286	в каждый	5	1
287	что они	2	1
288	сам он	1	1
289	героя как	1	1
290	каждый из	1	1
291	высказывания а	1	1
292	именно на	1	1
293	и полное	1	1
294	не должно	3	1
295	подвергается в	1	1
296	его но	3	1
297	эти два	1	1
298	в письмах	1	1
299	о своем	1	1
300	о себе	1	1
301	в этот	1	1
302	слово но	1	1
303	и ее	3	1
304	себя то	1	1
305	ни с	1	1
306	для них	2	1
307	высказывания в	1	1
308	и трагических	1	1
309	рядом с	4	1
310	друга и	1	1
311	друг другу	2	1
312	и тот	1	1
313	вовсе не	7	1
314	в формировании	1	1
315	есть в	1	1
316	на смену	1	1
317	самому и	1	1
318	последние десятилетия	1	1
319	этих жанров	1	1
320	в стороне	1	1
321	этой работы	1	1
322	слова никогда	1	1
323	к концу	1	1
324	в жизни	1	1
325	только один	1	1
326	глубины и	1	1
327	наконец в	2	1
328	произведения и	2	1
329	в настоящем	1	1
330	не укладывается	2	1
331	свое время	1	1
332	и они	1	1
333	ним в	1	1
334	в какой	1	1
335	лицо и	1	1
336	быть только	2	1
337	его и	3	1
338	вступает в	1	1
339	и до	1	1
340	хотя бы	3	1
341	там где	4	1
342	степени чем	1	1
343	этой точки	1	1
344	и другие	1	1
345	но здесь	3	1
346	души в	1	1
347	он в	5	1
348	к чужому	6	1
349	и без	1	1
350	нисколько не	2	1
351	него то	1	1
352	только теперь	1	1
353	свою жизнь	1	1
354	как впрочем	1	1
355	п не	1	1
356	эпохи и	2	1
357	не дает	1	1
358	выдержана в	2	1
359	а между	2	1
360	с социальным	1	1
361	в другой	2	1
362	отношения автора	1	1
363	зрения в	1	1
364	между прочим	1	1
365	чем у	1	1
366	оно все	1	1
367	жизнь в	2	1
368	автора как	1	1
369	контексте и	1	1
370	в одном	2	1
371	что уже	1	1
372	формируется в	1	1
373	у толстого	4	1
374	бы в	1	1
375	до известной	2	1
376	совершенно новые	1	1
377	характерное для	1	1
378	находит свое	1	1
379	или даже	2	1
380	романа и	5	1
381	и прямо	3	1
382	сводится к	1	1
383	том и	2	1
384	и только	1	1
385	время в	1	1
386	в определенном	1	1
387	этими словами	1	1
388	в новелле	1	1
389	один и	1	1
390	между романом	1	1
391	нем и	3	1
392	где все	1	1
393	с другом	2	1
394	века в	2	1
395	а через	1	1
396	словами и	1	1
397	к слову	1	1
398	общий единый	1	1
399	в широком	2	1
400	вместе со	2	1
401	быть не	1	1
402	не его	2	1
403	творчества а	1	1
404	и более	1	1
405	в речах	2	1
406	к отдельным	1	1
407	в узком	10	1
408	в среде	1	1
409	бы не	1	1
410	нет и	1	1
411	слова на	1	1
412	сознания в	1	1
413	солидаризируясь с	1	1
414	на который	1	1
415	голоса и	1	1
416	что для	1	1
417	жизнь и	1	1
418	на это	1	1
419	в рамки	2	1
420	различные формы	2	1
421	из его	1	1
422	определенности и	1	1
423	различия между	2	1
424	узком смысле	10	1
425	где в	1	1
426	его установкой	1	1
427	создают вокруг	1	1
428	с самого	1	1
429	не исчерпывается	2	1
430	а как	2	1
431	не требует	3	1
432	этим не	1	1
433	из этих	3	1
434	и слово	2	1
435	отличие от	1	1
436	прозы в	1	1
437	эти две	1	1
438	не получает	1	1
439	как вещь	2	1
440	все его	4	1
441	принадлежит именно	1	1
442	и быта	1	1
443	друг с	2	1
444	связана с	2	1
445	данного произведения	1	1
446	подхода к	5	1
447	новых лиц	1	1
448	тот же	1	1
449	на одном	1	1
450	не на	5	1
451	в самых	2	1
452	то ни	1	1
453	сказать что	2	1
454	смысле слова	2	1
455	слов и	2	1
456	в отношении	6	1
457	в романах	2	1
458	в нее	1	1
459	во всех	17	1
460	но уже	1	1
461	свою очередь	2	1
462	дело в	1	1
463	в руках	1	1
464	в сущности	13	1
465	не все	1	1
466	непосредственное отношение	1	1
467	находится в	1	1
468	в отдельных	1	1
469	в романе	21	1
470	творчества в	1	1
471	и др	14	1
472	в смысле	4	1
473	и глубокое	2	1
474	за пределами	2	1
475	и глубины	1	1
476	же и	2	1
477	вокруг себя	1	1
478	в контексте	2	1
479	от своего	1	1
480	всяком случае	5	1
481	его контексте	1	1
482	в первом	3	1
483	как во	1	1
484	в слове	7	1
485	романа как	2	1
486	них можно	1	1
487	единства в	1	1
488	в последнем	1	1
489	о чем	1	1
490	он видит	1	1
491	как особая	1	1
492	все дело	1	1
493	или менее	3	1
494	установка на	6	1
495	в основе	5	1
496	автора к	3	1
497	еще далеко	1	1
498	который не	1	1
499	более или	3	1
500	есть его	1	1
501	в особенности	8	1
502	изнутри в	1	1
503	только не	1	1
504	персонажа и	1	1
505	и тем	2	1
506	из этого	3	1
507	xx века	2	1
508	точку зрения	3	1
509	с таким	1	1
510	всех этих	4	1
511	произведение не	1	1
512	не принимает	1	1
513	могут быть	19	1
514	на всю	3	1
515	в эстетической	1	1
516	не умел	1	1
517	с одной	4	1
518	всего в	1	1
519	далеко не	5	1
520	есть своя	1	1
521	из романа	2	1
522	в сторону	1	1
523	на другом	1	1
524	в иных	1	1
525	не могут	3	1
526	в отличие	1	1
527	переходит в	3	1
528	пути к	1	1
529	было очень	1	1
530	же о	1	1
531	как известно	1	1
532	как два	1	1
533	в еще	1	1
534	также и	3	1
535	и она	1	1
536	роль в	2	1
537	же не	1	1
538	же деле	1	1
539	одной стороны	4	1
540	не как	4	1
541	которым он	1	1
542	взглянуть на	1	1
543	в чужой	1	1
544	обращение к	1	1
545	непосредственно в	1	1
546	и столь	1	1
547	в тонах	3	1
548	ведь и	1	1
549	о самом	1	1
550	тем более	1	1
551	нас в	2	1
552	того и	1	1
553	в общем	1	1
554	и чужой	1	1
555	не могло	3	1
556	известной степени	4	1
557	же он	1	1
558	этого не	1	1
559	между этими	2	1
560	к одному	1	1
561	для его	1	1
562	на свой	1	1
563	но у	1	1
564	судьбы и	1	1
565	его не	1	1
566	и у	2	1
567	эта роль	1	1
568	автор и	2	1
569	таким же	1	1
570	тургенева в	1	1
571	всю его	2	1
572	не из	2	1
573	все что	1	1
574	к своим	1	1
575	них и	1	1
576	он должен	1	1
577	в которых	1	1
578	с другой	5	1
579	стороны и	1	1
580	формы и	3	1
581	и то	2	1
582	самого начала	1	1
583	и уже	1	1
584	может стать	1	1
585	одного из	2	1
586	в самой	1	1
587	одному из	2	1
588	что все	2	1
589	долгое время	1	1
590	всегда есть	1	1
591	стороне от	1	1
592	различие между	1	1
593	по аналогии	1	1
594	укладывается в	2	1
595	целого в	1	1
596	отношение к	7	1
597	две реплики	1	1
598	в виду	1	1
599	этих категорий	1	1
600	которые являются	2	1
601	такая же	2	1
602	так как	3	1
603	но именно	4	1
604	первый раз	1	1
605	а напротив	1	1
606	характерно что	2	1
607	в лучшем	2	1
608	что мы	1	1
609	и эта	2	1
610	романом и	1	1
611	среди других	2	1
612	о художественной	1	1
613	и две	1	1
614	вообще не	3	1
615	своей основной	1	1
616	настоящем и	1	1
617	он и	1	1
618	иного конкретного	2	1
619	к предмету	4	1
620	но это	1	1
621	поля зрения	1	1
622	в данном	3	1
623	к своей	2	1
624	в свою	3	1
625	в прозе	1	1
626	во втором	1	1
