N	2gram	Trubetskoy_1	Istorich
633	первый взгляд	1	1
634	противоречие с	1	1
635	эти примеры	2	1
636	выход из	1	1
637	но тогда	3	1
638	а если	1	1
639	последнем случае	1	1
640	смысле этого	1	1
641	в чистом	1	1
642	это есть	4	1
643	которые по	2	1
644	эту мысль	1	1
645	эти черты	2	1
646	такие люди	1	1
647	выше в	1	1
648	друг с	9	1
649	мыслится как	1	1
650	этого слова	2	1
651	их было	1	1
652	на время	1	1
653	в так	1	1
654	между прочим	2	1
655	форме к	1	1
656	с большой	1	1
657	сильно что	1	1
658	же все	1	1
659	только мы	2	1
660	и для	6	1
661	совершенно таким	1	1
662	и часто	1	1
663	живет и	1	1
664	случае если	5	1
665	элементы в	1	1
666	причем в	1	1
667	мы только	1	1
668	а все	1	1
669	своей собственной	1	1
670	на которой	1	1
671	то не	1	1
672	это может	2	1
673	из себя	10	1
674	бы в	3	1
675	русском языке	1	1
676	тем более	3	1
677	иначе обстоит	1	1
678	будто бы	1	1
679	находим в	1	1
680	у австралийцев	1	1
681	давно уже	2	1
682	похожи на	1	1
683	же всегда	1	1
684	в свою	2	1
685	в моем	1	1
686	между ними	2	1
687	через которую	1	1
688	состоит из	4	1
689	что под	2	1
690	пути к	1	1
691	но еще	1	1
692	в таком	4	1
693	этой точки	1	1
694	том числе	1	1
