N	2gram	Losev_Vlad_3	Myslijsy
459	отличается от	3	1
460	больше чем	2	1
461	а это	1	1
462	как именно	3	1
463	эти два	1	1
464	не делать	1	1
465	себя можно	1	1
466	следовательно все	1	1
467	категории субстанции	1	1
468	время как	2	1
469	еще и	18	1
470	и определения	1	1
471	в настоящем	2	1
472	здесь не	3	1
473	этого он	1	1
474	себя то	1	1
475	мы здесь	1	1
476	критически относиться	1	1
477	общего и	1	1
478	это определение	1	1
479	признаки но	1	1
480	должна быть	2	1
481	а то	2	1
482	как предмет	1	1
483	друг другу	1	1
484	но легко	1	1
485	же понятие	1	1
486	начиная с	1	1
487	о влиянии	1	1
488	то конечно	1	1
489	гораздо более	1	1
490	том случае	3	1
491	когда оно	2	1
492	такой точки	1	1
493	в жизни	2	1
494	с самим	1	1
495	в обществе	2	1
496	нужно было	1	1
497	признаков но	2	1
498	только это	1	1
499	те или	2	1
500	оно как	1	1
501	говоря уже	1	1
502	было в	1	1
503	как нечто	3	1
504	сущности совершенно	1	1
505	и должны	1	1
506	если это	1	1
507	под этим	1	1
508	первой его	1	1
509	природы то	1	1
510	жизни это	1	1
511	души в	1	1
512	же после	1	1
513	это будет	1	1
514	имеет свою	2	1
515	было для	1	1
516	что первобытный	1	1
517	но очень	1	1
518	есть отрицание	2	1
519	но можно	2	1
520	если в	1	1
521	во всех	1	1
522	но она	1	1
523	только то	2	1
524	случае когда	1	1
525	с большим	3	1
526	самая вещь	1	1
527	не на	2	1
528	между прочим	5	1
529	о высоком	1	1
530	которой он	1	1
531	и он	1	1
532	то в	6	1
533	есть синтез	2	1
534	один ряд	1	1
535	по его	2	1
536	между ними	1	1
537	к самому	1	1
538	такого же	1	1
539	формы с	1	1
540	стороны и	2	1
541	он сам	2	1
542	и навсегда	1	1
543	совсем не	5	1
544	есть такое	1	1
545	принадлежит к	1	1
546	человеческой души	1	1
547	случае если	2	1
548	сводится к	3	1
549	вещи в	1	1
550	в строгом	1	1
551	на одно	1	1
552	говорится что	1	1
553	существовать в	1	1
554	все то	3	1
555	говорить не	1	1
556	который был	2	1
557	этой работе	1	1
558	к понятию	1	1
559	один и	1	1
560	с нашей	1	1
561	не имели	1	1
562	что касается	2	1
563	речи в	1	1
564	слова является	1	1
565	и признаки	1	1
566	они представляются	1	1
567	конечно в	1	1
568	бы для	1	1
569	отношения к	5	1
570	по этому	3	1
571	этой силы	1	1
572	в корне	1	1
573	к чему	1	1
574	она есть	1	1
575	следовательно и	1	1
576	до него	1	1
577	особенно в	1	1
578	это одно	1	1
579	живет только	1	1
580	говорит нам	1	1
581	может считаться	1	1
582	на нечто	1	1
583	такого что	1	1
584	и конечно	1	1
585	на наш	1	1
586	еще только	1	1
587	но если	5	1
588	же именно	1	1
589	на самом	3	1
590	и словом	1	1
591	нет и	1	1
592	только из	1	1
593	это не	3	1
594	иначе как	1	1
595	не имел	2	1
596	и вот	1	1
597	хотя и	7	1
598	не с	4	1
599	жизнь и	3	1
600	заметим что	3	1
601	то какой	1	1
602	без которой	2	1
603	стремится и	1	1
604	во всем	6	1
605	в этих	2	1
606	указывая на	1	1
607	бытие этот	1	1
608	тех же	1	1
609	от той	1	1
610	что этот	3	1
611	такими же	1	1
612	после этого	1	1
613	которые в	1	1
614	знаем что	2	1
615	преобладающих над	1	1
616	говорит не	1	1
617	виду что	1	1
618	это бывает	1	1
619	противном случае	1	1
620	само собою	1	1
621	это третье	1	1
622	мог бы	4	1
623	признаки а	1	1
624	потому и	2	1
625	не меньше	2	1
626	нисколько не	3	1
627	что здесь	3	1
628	отличие от	3	1
629	другими словами	1	1
630	ее в	3	1
631	что если	4	1
632	уже одно	1	1
633	в сфере	1	1
634	или идея	1	1
635	что действительно	1	1
636	и говорить	1	1
637	творчества в	1	1
638	мыслимо только	1	1
639	общего с	2	1
640	сказать и	1	1
641	лишь в	1	1
642	относиться к	1	1
643	или если	1	1
644	же самые	1	1
645	определение есть	1	1
646	хотя это	1	1
647	с такими	1	1
648	что на	2	1
649	ее понимаем	1	1
650	своего развития	1	1
651	чему стремится	1	1
652	только одной	1	1
653	как он	1	1
654	и чем	1	1
655	мысль и	1	1
656	в противном	1	1
657	может осуществиться	1	1
658	в сущности	2	1
659	не принимая	1	1
660	бы то	3	1
661	именно оно	1	1
662	своих признаков	1	1
663	да и	6	1
664	не за	1	1
665	даны в	1	1
666	но на	2	1
667	но эти	1	1
668	не зависит	1	1
669	связанным с	1	1
670	очевидно не	1	1
671	истина и	3	1
672	мира но	1	1
673	говорить с	2	1
674	себя ради	1	1
675	настоящем случае	1	1
676	на первом	3	1
677	не говорит	5	1
678	же раз	1	1
679	вещь и	3	1
680	от своего	1	1
681	ясно что	1	1
682	он был	2	1
683	в истории	5	1
684	и таким	1	1
685	и необходимость	1	1
686	ничего не	5	1
687	о таком	1	1
688	вопросу о	1	1
689	едва ли	11	1
690	к более	1	1
691	или слово	1	1
692	не могло	1	1
693	ее то	1	1
694	мало того	1	1
695	это с	1	1
696	могло бы	2	1
697	него в	4	1
698	без всякого	1	1
699	если нет	3	1
700	было ни	1	1
701	и каждый	1	1
702	это стремление	1	1
703	по неизвестным	1	1
704	ее содержания	1	1
705	свою личную	1	1
706	даже не	3	1
707	и другим	1	1
708	мы бы	7	1
709	есть именно	1	1
710	такой взгляд	1	1
711	на первый	2	1
712	невозможна без	1	1
713	что мир	1	1
714	истины а	1	1
715	ни было	1	1
716	всем своем	1	1
717	по преимуществу	2	1
718	строгом смысле	1	1
719	не вполне	2	1
720	из его	1	1
721	об этой	2	1
722	я это	1	1
723	это значит	6	1
724	который у	1	1
725	такого произведения	1	1
726	когда он	1	1
727	нигде не	1	1
728	находится в	3	1
729	чтобы не	1	1
730	ни с	3	1
731	ради того	1	1
732	тоже не	5	1
733	что такая	2	1
734	в мире	2	1
735	а об	1	1
736	он вечно	1	1
737	тому же	5	1
738	в результате	4	1
739	легко может	2	1
740	принадлежит не	1	1
741	бы с	1	1
742	есть истина	1	1
743	теперь весьма	1	1
744	другим как	1	1
745	в процессе	1	1
746	но нельзя	3	1
747	образом если	1	1
748	человека к	1	1
749	с точки	6	1
750	другого как	1	1
751	непосредственно в	1	1
752	себе путь	1	1
753	с его	2	1
754	только а	1	1
755	при помощи	4	1
756	бы эти	1	1
757	этого сознания	1	1
758	по своим	1	1
759	без всяких	1	1
760	которая в	2	1
761	того и	1	1
762	смысле совокупности	1	1
763	творчество в	1	1
764	здесь же	2	1
765	видели выше	2	1
766	в более	1	1
767	которую мы	1	1
768	с самого	1	1
769	не тождественно	1	1
770	то по	2	1
771	него но	1	1
772	зависит не	1	1
773	сознания есть	1	1
774	в такой	1	1
775	есть и	4	1
776	о значении	2	1
777	с которой	1	1
778	но в	4	1
779	не поймет	1	1
780	для его	1	1
781	известного рода	1	1
782	только для	1	1
783	значит что	6	1
784	такой простой	1	1
785	на этот	1	1
786	его не	1	1
787	при всей	1	1
788	нам не	1	1
789	мы могли	1	1
790	случайных и	1	1
791	может показаться	2	1
792	которые не	2	1
793	с такой	2	1
794	другом и	1	1
795	движением и	1	1
796	а может	1	1
797	который в	2	1
798	знает что	1	1
799	раз и	8	1
800	и свойств	1	1
801	мы только	1	1
802	в глазах	1	1
803	важную роль	1	1
804	но эта	1	1
805	что бы	3	1
806	быть в	2	1
807	если мы	4	1
808	должен был	2	1
809	его за	1	1
810	одного из	1	1
811	настоящего времени	1	1
812	не прямо	3	1
813	и более	2	1
814	не будем	1	1
815	заключается в	1	1
816	не является	2	1
817	конечно не	1	1
818	в глаза	4	1
819	себе и	2	1
820	и другое	1	1
821	а еще	1	1
822	в виду	3	1
823	или иначе	2	1
824	таких условиях	2	1
825	и произведения	1	1
826	допустить что	1	1
827	него как	3	1
828	значении этого	1	1
829	относиться ко	1	1
830	бы даже	1	1
831	и эта	3	1
832	тех пор	1	1
833	же самое	3	1
834	его произведения	2	1
835	этому поводу	1	1
836	мы знаем	3	1
837	чего я	1	1
838	он уже	2	1
839	развития и	1	1
840	из ничего	1	1
841	в данном	5	1
842	свободу и	1	1
