N	2gram	Trubetskoy_1	Tragedij
209	и вот	2	1
210	тем не	1	1
211	превратиться в	1	1
212	такое решение	1	1
213	по себе	2	1
214	тому что	2	1
215	не менее	1	1
216	что эта	1	1
217	она не	2	1
218	такое время	1	1
219	на земле	4	1
220	вместе и	1	1
221	самого начала	1	1
222	чувствуется что	1	1
223	он еще	1	1
224	не вызывает	1	1
225	с своим	1	1
226	но только	1	1
227	он с	1	1
228	только не	1	1
229	и всегда	1	1
230	в самой	1	1
231	к ней	1	1
232	по своей	1	1
233	связь и	1	1
234	с чертами	1	1
235	для нас	2	1
236	и теперь	1	1
237	особое значение	1	1
238	связи с	3	1
239	что на	1	1
240	в области	2	1
241	часто бывало	1	1
242	ли это	4	1
243	по нашему	1	1
244	к себе	2	1
245	могут быть	1	1
246	и ярко	1	1
247	что оно	3	1
248	и т.д	4	1
249	указывает на	2	1
250	не есть	3	1
251	что при	1	1
252	в применении	1	1
253	как мы	1	1
254	и о	2	1
255	жизни перед	1	1
256	у себя	1	1
257	того чтобы	8	1
258	однако ни	1	1
259	людей в	1	1
260	всего этого	1	1
261	с самого	1	1
262	роль в	1	1
263	человека с	1	1
264	можно было	4	1
265	создать такой	1	1
266	больше в	1	1
267	в борьбе	2	1
268	ничего подобного	1	1
269	по сравнению	1	1
270	а там	1	1
271	на них	1	1
272	быть может	1	1
273	в эпоху	1	1
274	стремление к	7	1
275	тем чем	1	1
276	а по	1	1
277	и должно	2	1
278	но мы	3	1
279	нас от	1	1
280	от него	2	1
281	между тем	5	1
282	отметить что	2	1
283	того что	3	1
284	он есть	1	1
285	как самоцель	1	1
286	и дело	1	1
287	согласиться с	2	1
288	с ними	1	1
289	только сам	1	1
290	большее что	1	1
291	этом состоит	1	1
292	только в	5	1
293	во всем	4	1
294	в обществе	1	1
295	народ может	1	1
296	именно на	2	1
297	носит в	1	1
298	только на	2	1
299	чтобы он	1	1
300	в общем	1	1
301	и их	1	1
302	всяком случае	6	1
303	могло бы	1	1
304	чтобы она	2	1
305	не для	1	1
306	они сами	1	1
307	ее не	1	1
308	в такое	1	1
309	к ним	1	1
310	идет в	1	1
311	и вместе	2	1
312	ведь уже	1	1
313	прекрасным и	1	1
314	даже не	2	1
315	русской интеллигенции	8	1
316	именно в	3	1
317	совершенно ином	1	1
318	что не	1	1
319	естественно что	2	1
320	не было	3	1
321	и стал	1	1
322	а на	1	1
323	на этот	1	1
324	не верит	1	1
325	а не	2	1
326	власти и	1	1
327	с которым	1	1
328	именно так	1	1
329	не быть	1	1
330	а вы	1	1
331	это она	1	1
332	этом случае	3	1
333	в связи	1	1
334	себя на	2	1
335	о себе	1	1
336	вместе с	4	1
337	ко всем	3	1
338	психику в	1	1
339	и потому	3	1
340	в духе	1	1
341	всех людей	2	1
342	смысле этого	1	1
343	применении к	1	1
344	не удалось	1	1
345	это его	1	1
346	умов русской	1	1
347	понял что	1	1
348	этого слова	1	1
349	с этой	1	1
350	и от	2	1
351	самое большее	1	1
352	любовь к	2	1
353	не является	1	1
354	известной степени	1	1
355	политических событий	1	1
356	всегда будет	1	1
357	при таком	1	1
358	в результате	2	1
359	это как	1	1
360	тот кто	1	1
361	бы в	1	1
362	случае и	1	1
363	конце концов	3	1
364	хотя бы	5	1
365	он непременно	1	1
366	к ее	1	1
367	жизни в	5	1
368	из тех	1	1
369	виде и	1	1
370	совершенно не	2	1
371	ко всему	1	1
372	есть и	2	1
373	может ли	1	1
374	к этой	4	1
375	это в	2	1
376	во всяком	9	1
