N	2gram	Nazirov_Tr_1	Istorich
334	на нее	1	1
335	в борьбе	1	1
336	отождествляется с	1	1
337	одной стороне	1	1
338	вступил в	1	1
339	жизнь и	3	1
340	в последней	1	1
341	не за	2	1
342	между собой	1	1
343	в эпоху	1	1
344	с ним	3	1
345	в виду	1	1
346	а к	1	1
347	входит и	1	1
348	о нем	1	1
349	вот почему	1	1
350	мог бы	3	1
351	особое значение	1	1
352	кто он	1	1
353	это желание	1	1
354	доходит до	1	1
355	и эту	1	1
356	бы в	1	1
357	говорит он	1	1
358	один по	1	1
359	один из	3	1
360	оказалось что	1	1
361	гораздо важнее	2	1
362	что даже	1	1
363	могло быть	1	1
364	в руку	1	1
365	собой но	2	1
366	по мнению	2	1
367	у ней	1	1
368	и знает	1	1
369	своего рода	3	1
370	эти черты	1	1
371	только на	1	1
372	социальной жизни	1	1
373	объясняется тем	1	1
374	одно из	1	1
375	и один	1	1
376	не для	1	1
377	друг друга	2	1
378	жизни на	1	1
379	не из	1	1
380	и вместе	1	1
381	представление о	1	1
382	отца он	1	1
383	как у	2	1
384	именно в	1	1
385	близок к	1	1
386	как же	2	1
387	что не	1	1
388	обратиться к	1	1
389	прежде всего	4	1
390	только по	1	1
391	не было	1	1
392	в образах	1	1
393	ничем не	2	1
394	не верит	1	1
395	власти и	1	1
396	с которым	1	1
397	именно так	1	1
398	чтобы убить	1	1
399	под влиянием	2	1
400	он и	2	1
401	для чего	1	1
402	виде в	1	1
403	мог быть	1	1
404	и она	1	1
405	в центре	1	1
406	старика с	1	1
407	до этого	1	1
408	над ним	1	1
409	не знал	1	1
410	к жизни	5	1
411	что за	3	1
412	к образу	1	1
413	матери и	1	1
414	него есть	1	1
415	который он	1	1
416	как будто	3	1
417	в это	2	1
418	в основном	3	1
419	перед смертью	1	1
420	же являются	1	1
421	на одной	1	1
422	его имя	1	1
423	из дома	1	1
424	за свое	1	1
425	в результате	1	1
426	видим уже	1	1
427	но если	1	1
428	к ее	1	1
429	гораздо больше	1	1
430	это в	1	1
431	что ты	1	1
432	утверждать что	1	1
433	этим объясняется	2	1
434	в голову	1	1
435	дальнейшем он	1	1
436	а я	5	1
437	по поводу	2	1
438	тем самым	3	1
