N	2gram	Vygotskiy__2	Mirosoze
264	быть не	1	2
265	его творчество	1	2
266	и нет	1	2
267	душевной жизни	2	2
268	в более	1	2
269	и для	4	2
270	не существует	2	2
271	она может	1	2
272	его творчества	1	2
273	всего что	1	2
274	бы в	1	2
275	своих героев	1	2
276	конце концов	3	2
277	отношении к	3	2
278	что без	2	2
279	в свою	3	2
280	сказать что	7	2
281	к этому	1	2
282	кажется и	1	2
283	все что	2	2
284	только он	1	1
285	если вы	1	1
286	ту же	4	1
287	и т	10	1
288	у художника	1	1
289	и то	3	1
290	совершенно новый	1	1
291	на самом	5	1
292	к другому	1	1
293	и до	4	1
294	с темой	1	1
295	в зависимости	1	1
296	из всех	2	1
297	характер его	1	1
298	мы имеем	4	1
299	особенность его	1	1
300	мы не	3	1
301	и ничего	1	1
302	ни у	2	1
303	имеет свою	1	1
304	смысле психологического	1	1
305	что иное	1	1
306	принадлежит к	1	1
307	не вполне	2	1
308	оно есть	1	1
309	то это	3	1
310	зависимости от	1	1
311	о судьбе	1	1
312	есть вместе	1	1
313	учение об	1	1
314	себе а	1	1
315	еще не	2	1
316	иное как	1	1
317	чтобы по	1	1
318	смотрят на	1	1
319	что люди	1	1
320	во всех	3	1
321	тем как	1	1
322	одним словом	1	1
323	самом деле	16	1
324	россии и	1	1
325	всякий раз	2	1
326	к области	3	1
327	к которой	2	1
328	для других	1	1
329	если в	2	1
330	его во	1	1
331	иногда и	1	1
332	быть так	1	1
333	отличие от	2	1
334	что они	7	1
335	которые не	3	1
336	писатель в	1	1
337	как говорит	3	1
338	более чем	1	1
339	стало быть	1	1
340	его на	1	1
341	дело все	1	1
342	как к	3	1
343	совершенно другой	1	1
344	может найти	1	1
345	кто не	1	1
346	сознания в	1	1
347	говорит что	7	1
348	его к	1	1
349	в противоположность	1	1
350	искусство и	1	1
351	не очень	1	1
352	и идет	1	1
353	идет не	2	1
354	вне литературы	1	1
355	что же	3	1
356	что ничего	1	1
357	и кто	1	1
358	роль в	2	1
359	чувств и	1	1
360	говорят о	1	1
361	имеем в	2	1
362	но ведь	1	1
363	все человеческие	1	1
364	как совершенно	2	1
365	весь свой	1	1
366	вверх от	1	1
367	он все	3	1
368	видел в	1	1
369	ключ к	1	1
370	и почему	1	1
371	этот ответ	1	1
372	к одному	4	1
373	в силу	1	1
374	есть один	1	1
375	с таким	8	1
376	его сознание	1	1
377	в плане	1	1
378	его от	2	1
379	в пустыне	1	1
380	и заключается	3	1
381	в каждом	2	1
382	подход к	2	1
383	же не	1	1
384	в состоянии	2	1
385	указывали на	1	1
386	и характер	1	1
387	значение в	2	1
388	том случае	4	1
389	была в	2	1
390	говорил что	1	1
391	на все	5	1
392	это было	3	1
393	искусства в	5	1
394	от одного	1	1
395	влияния и	1	1
396	всего того	1	1
397	зрения и	1	1
398	всю свою	1	1
399	всю его	1	1
400	которым он	1	1
401	искусство никогда	1	1
402	которой он	1	1
403	одна и	1	1
404	всегда и	1	1
405	когда я	2	1
406	с такой	1	1
407	хотя в	1	1
408	и различие	1	1
409	смысл и	2	1
410	с еще	1	1
411	лучше всего	1	1
412	от своего	1	1
413	и без	2	1
414	что вся	1	1
415	возможны только	2	1
416	что до	1	1
417	он дает	2	1
418	в отличие	1	1
419	стоит в	1	1
420	нему и	1	1
421	должны были	1	1
422	как глубоко	1	1
423	и этой	1	1
424	обнаруживается в	2	1
425	сам же	1	1
426	мир и	1	1
427	болезнь и	1	1
428	творчества и	3	1
429	и эти	2	1
430	и более	4	1
431	и наоборот	2	1
432	происходит от	1	1
433	вовсе не	2	1
434	почти все	1	1
435	в отношении	3	1
436	как будет	1	1
437	не менее	8	1
438	вплоть до	2	1
439	ничего кроме	2	1
440	что ему	1	1
441	в русской	1	1
442	что их	1	1
443	сторон этого	1	1
444	когда они	1	1
445	достигает своего	1	1
446	мы все	1	1
447	в самых	2	1
448	все свои	1	1
449	казалось бы	2	1
450	к системе	1	1
451	можно изучить	1	1
452	во всем	3	1
453	же он	1	1
454	ничто не	1	1
455	других он	1	1
456	только с	1	1
457	не до	2	1
458	в области	1	1
459	не потому	2	1
460	от того	4	1
461	вещей с	1	1
462	и оно	1	1
463	только от	1	1
464	дает свободу	1	1
465	все то	1	1
466	людей в	1	1
467	бы это	1	1
468	оно не	2	1
469	и самое	1	1
470	приходит к	3	1
471	из всего	1	1
472	и о	1	1
473	к людям	2	1
474	на нем	1	1
475	мир к	1	1
476	коренным образом	1	1
477	культуры и	1	1
478	не подходит	1	1
479	так в	2	1
480	не столько	1	1
481	слова а	1	1
482	природе своей	1	1
483	и сам	4	1
484	можно было	7	1
485	так и	3	1
486	было в	1	1
487	быть отнесена	1	1
488	нужно было	1	1
489	и каждый	1	1
490	жизнь и	3	1
491	является в	1	1
492	элемент в	1	1
493	и даже	5	1
494	новых и	1	1
495	означает что	1	1
496	об этом	3	1
497	в разных	1	1
498	средством для	1	1
499	а к	2	1
500	жизни не	1	1
501	каждый раз	1	1
502	именно потому	2	1
503	узнать в	1	1
504	и поэтому	4	1
505	и та	1	1
506	является на	1	1
507	в глаза	2	1
508	заключается в	12	1
509	идет к	1	1
510	таинственная связь	1	1
511	творчества в	2	1
512	противоречия и	1	1
513	восходит к	1	1
514	и только	2	1
515	в другой	1	1
516	вообще и	1	1
517	даже для	2	1
518	которая и	1	1
519	все время	6	1
520	и наконец	1	1
521	на которой	1	1
522	порядка и	2	1
523	в новой	2	1
524	этот вопрос	3	1
525	пришел к	2	1
526	ли он	2	1
527	достоевского говорит	1	1
528	для одних	1	1
529	трагедии и	1	1
530	не имеющих	1	1
531	что как	1	1
532	между тем	4	1
533	к психологии	6	1
534	образа в	1	1
535	и ее	3	1
536	бессилие и	1	1
537	с одного	1	1
538	так что	3	1
539	же и	1	1
540	которому он	2	1
541	в нашей	3	1
542	рассказывает о	1	1
543	человека когда	1	1
544	ответ на	2	1
545	его и	1	1
546	всяком случае	2	1
547	что она	16	1
548	в первый	2	1
549	в одном	2	1
550	т п	8	1
551	произведения и	1	1
552	у нее	1	1
553	ее не	1	1
554	к ним	2	1
555	ему казалось	1	1
556	и никогда	2	1
557	людей не	1	1
558	удалось сделать	1	1
559	встречаемся с	1	1
560	бы из	1	1
561	русской поэзии	1	1
562	для художника	1	1
563	выходит за	1	1
564	и из	6	1
565	как у	1	1
566	о влиянии	1	1
567	каждый человек	1	1
568	а кончает	1	1
569	он окончательно	1	1
570	к которому	2	1
571	с той	4	1
572	действующих лиц	3	1
573	системы и	1	1
574	все было	1	1
575	что не	3	1
576	обратиться к	1	1
577	говорит о	2	1
578	отнесена к	1	1
579	стоит именно	1	1
580	нужно сказать	1	1
581	а на	4	1
582	не на	2	1
583	и проще	2	1
584	хотелось бы	1	1
585	жизнь в	1	1
586	вместо людей	1	1
587	свое собственное	3	1
588	этом основании	1	1
589	произведения искусства	4	1
590	и тут	1	1
591	толстого и	1	1
592	к разгадке	1	1
593	все более	2	1
594	в частности	3	1
595	мы говорим	1	1
596	бесконечного содержания	1	1
597	мы опять	2	1
598	людей с	2	1
599	сравнению с	2	1
600	он будет	1	1
601	она есть	1	1
602	наряду с	4	1
603	когда она	4	1
604	это его	1	1
605	вокруг себя	1	1
606	для понимания	1	1
607	который он	2	1
608	по ним	1	1
609	бросается в	1	1
610	потому и	1	1
611	более и	2	1
612	писателя в	1	1
613	является для	1	1
614	что мы	1	1
615	уже от	1	1
616	под собой	1	1
617	это исследование	3	1
618	но это	2	1
619	о его	1	1
620	от нас	1	1
621	в смысле	3	1
622	под влиянием	1	1
623	сознании и	2	1
624	и часто	2	1
625	не имея	1	1
626	совершается в	1	1
627	бы так	1	1
628	что только	1	1
629	он рассказывает	1	1
630	есть особый	1	1
631	у художников	1	1
632	но когда	2	1
633	сострадания к	1	1
634	целый ряд	6	1
635	из себя	2	1
636	еще более	3	1
637	тем более	2	1
638	ни к	1	1
639	против того	1	1
640	действительной жизни	3	1
641	страсть к	1	1
642	очень глубоко	1	1
643	процесса как	1	1
644	лежит в	1	1
645	за этим	1	1
646	от всякого	1	1
647	он же	1	1
648	к какому	2	1
649	и судьба	1	1
650	не что	1	1
651	та же	3	1
652	на это	3	1
653	человека является	1	1
654	в искусстве	21	1
655	случае если	4	1
656	в своих	9	1
657	и эта	1	1
658	так же	18	1
659	во всяком	2	1
660	земли и	1	1
661	они не	1	1
662	которая не	2	1
663	смысле что	1	1
