N	2gram	Vinokur_St_3	Hudozhes
176	они в	1	2
177	что свойственно	1	2
178	же касается	1	2
179	в другом	3	2
180	ясно что	1	2
181	того или	1	2
182	особенно в	1	2
183	по себе	1	2
184	одной из	2	2
185	должно быть	1	2
186	в такой	2	2
187	состоит в	4	2
188	если можно	1	2
189	не столько	2	2
190	от себя	1	2
191	что я	3	2
192	сих пор	2	2
193	несет на	1	2
194	все это	8	2
195	они не	1	2
196	бы на	1	2
197	не раз	1	2
198	а а	6	2
199	не о	1	2
200	он говорил	5	2
201	не имеет	2	2
202	одна из	2	2
203	на себе	2	2
204	действующие лица	3	2
205	слова как	2	2
206	заметить что	2	2
207	тех кто	1	2
208	со своим	1	2
209	на него	1	2
210	с ее	2	2
211	здесь не	1	2
212	на основе	2	2
213	как по	1	2
214	в речи	4	2
215	на вопрос	3	2
216	внимание на	2	2
217	и что	3	2
218	его жизни	1	2
219	до сих	2	2
220	в значительной	1	2
221	говорить об	1	2
222	в форме	2	2
223	как она	1	2
224	о двух	1	2
225	и так	1	2
226	поэтому и	1	2
227	так что	11	2
228	слова в	1	2
229	в начале	4	2
230	не стал	1	2
231	а и	1	2
232	мы знаем	1	2
233	а то	2	2
234	при всей	2	2
235	на том	1	2
236	представляют собой	1	2
237	влияние на	1	2
238	или иначе	1	2
239	действующих лиц	4	2
240	а с	2	2
241	себя и	2	2
242	что не	2	2
243	в данной	1	2
244	также в	1	2
245	до конца	3	2
246	не означает	1	2
247	л а	1	2
248	человек в	1	2
249	и ему	1	2
250	на фоне	1	2
251	говорится о	1	2
252	эти слова	1	2
253	что же	1	2
254	в это	2	2
255	и не	10	2
256	с этой	3	2
257	нет ничего	1	2
258	отказ от	2	2
259	xviii в	3	2
260	в результате	2	2
261	о котором	1	2
262	своей собственной	1	2
263	совершенно иной	1	2
264	своих героев	1	2
265	в системе	3	2
266	не знает	1	2
267	или иного	1	2
268	которая не	1	2
269	смысле слова	1	1
270	как известно	1	1
271	связана с	4	1
272	и то	1	1
273	и др	4	1
274	тех же	1	1
275	в первом	1	1
276	смысл этого	1	1
277	и до	1	1
278	из его	7	1
279	представлял себе	2	1
280	видеть в	1	1
281	долгое время	1	1
282	и за	2	1
283	также и	1	1
284	его не	2	1
285	не во	1	1
286	ни у	1	1
287	ответить на	1	1
288	в сущности	2	1
289	исторической эпохи	2	1
290	х годов	2	1
291	хотя бы	1	1
292	событий и	1	1
293	ему в	1	1
294	похожи на	1	1
295	не сразу	2	1
296	что можно	1	1
297	в каждой	2	1
298	в сцене	6	1
299	ему хотелось	3	1
300	разумеется не	2	1
301	что его	2	1
302	в чем	4	1
303	не требует	1	1
304	значительное влияние	1	1
305	а тем	1	1
306	с самой	1	1
307	бы в	1	1
308	в сторону	1	1
309	не все	1	1
310	к слову	2	1
311	ответ на	5	1
312	в общем	4	1
313	xix столетия	1	1
314	отношение к	4	1
315	к своей	2	1
316	это были	1	1
317	нет и	2	1
318	столь явно	1	1
319	особых доказательств	1	1
320	не буду	2	1
321	к сожалению	2	1
322	относится к	4	1
323	и я	1	1
324	чем же	1	1
325	что именно	2	1
326	высшим достижением	1	1
327	что касается	7	1
328	однако не	1	1
329	и как	1	1
330	не являются	1	1
331	стал бы	2	1
332	от этого	1	1
333	и последний	2	1
334	да еще	1	1
335	в произведении	1	1
336	в которой	4	1
337	точку зрения	2	1
338	их общей	1	1
339	из жизни	1	1
340	состоит как	1	1
341	бы не	1	1
342	из этих	6	1
343	вопрос что	1	1
344	как человека	1	1
345	и тот	2	1
346	в творческих	1	1
347	не годится	1	1
348	во многих	2	1
349	внимания к	1	1
350	но на	1	1
351	они о	1	1
352	в рамки	1	1
353	о которой	2	1
354	пушкина и	6	1
355	например или	1	1
356	всех этих	3	1
357	он должен	1	1
358	же это	1	1
359	не как	2	1
360	что еще	1	1
361	том чтобы	2	1
362	классической традиции	1	1
363	свое время	1	1
364	чтобы в	2	1
365	его от	1	1
366	что ни	1	1
367	и этот	1	1
368	отступает от	1	1
369	все с	1	1
370	в нее	1	1
371	автора от	1	1
372	от нее	3	1
373	что все	3	1
374	него при	1	1
375	от некоторых	1	1
376	была в	1	1
377	на этой	1	1
378	первая глава	1	1
379	а как	4	1
380	возможно большего	1	1
381	случаях и	2	1
382	этом смысле	4	1
383	в последующих	1	1
384	и тем	4	1
385	которым он	1	1
386	бы совершенно	3	1
387	этом мы	1	1
388	но уже	1	1
389	соответствии с	1	1
390	к которым	1	1
391	этого не	1	1
392	с тем	4	1
393	а за	1	1
394	он и	2	1
395	между собою	2	1
396	можно считать	1	1
397	и того	1	1
398	нисколько не	1	1
399	это отдельные	1	1
400	является его	1	1
401	судьбы то	1	1
402	или менее	1	1
403	мы как	1	1
404	в г	12	1
405	места в	1	1
406	что создает	1	1
407	основной тон	1	1
408	на месте	1	1
409	место в	6	1
410	они уже	1	1
411	в которых	2	1
412	в одном	1	1
413	и следа	1	1
414	друг другу	1	1
415	и более	3	1
416	что после	1	1
417	что этот	3	1
418	этом не	1	1
419	бы быть	1	1
420	вместе со	1	1
421	между прочим	3	1
422	сам он	2	1
423	нас к	2	1
424	иной раз	1	1
425	вовсе не	2	1
426	в отношении	2	1
427	на три	1	1
428	на рубеже	1	1
429	так как	3	1
430	гораздо большей	1	1
431	вплоть до	1	1
432	но они	2	1
433	как можно	2	1
434	что эта	2	1
435	самого начала	2	1
436	как о	2	1
437	дело в	1	1
438	в плане	2	1
439	бы подумать	1	1
440	длинных и	1	1
441	ровная и	1	1
442	имеют не	2	1
443	не могло	1	1
444	только не	1	1
445	нельзя не	3	1
446	мотивы в	1	1
447	так много	1	1
448	и всегда	2	1
449	последние десятилетия	1	1
450	в самой	1	1
451	на тему	3	1
452	этих двух	2	1
453	или как	1	1
454	такая же	1	1
455	был и	1	1
456	же он	1	1
457	ничто не	1	1
458	чтобы вся	1	1
459	не потому	2	1
460	перед ним	1	1
461	к той	1	1
462	в трагедии	6	1
463	в речах	5	1
464	когда мы	1	1
465	могут быть	2	1
466	начале второй	1	1
467	же самое	1	1
468	всего в	4	1
469	анализа и	1	1
470	но также	2	1
471	для его	2	1
472	в поле	1	1
473	не противоречит	1	1
474	тот и	1	1
475	на это	2	1
476	говорит о	1	1
477	музыкальности его	1	1
478	детали к	1	1
479	приходит к	1	1
480	в деревне	1	1
481	это вполне	1	1
482	в виду	2	1
483	того времени	3	1
484	принадлежал к	1	1
485	свою очередь	1	1
486	в в	3	1
487	отличаясь от	1	1
488	что-то в	1	1
489	с самого	2	1
490	очень существенно	1	1
491	в дальнейшем	1	1
492	выражения и	1	1
493	в образе	1	1
494	по аналогии	1	1
495	другое в	1	1
496	на нее	2	1
497	г из	1	1
498	здесь нет	2	1
499	к постановке	1	1
500	во многом	2	1
501	было и	1	1
502	чем у	1	1
503	на примере	1	1
504	но у	1	1
505	то без	1	1
506	только у	1	1
507	означает что	1	1
508	но здесь	1	1
509	находится в	1	1
510	все дело	1	1
511	или только	1	1
512	и т.д	1	1
513	может не	1	1
514	обращается к	3	1
515	одного из	2	1
516	все его	1	1
517	для нас	1	1
518	с другой	5	1
519	как у	1	1
520	он берет	1	1
521	он его	2	1
522	во всех	2	1
523	во втором	2	1
524	находит свое	3	1
525	и только	2	1
526	в лучшем	1	1
527	и она	1	1
528	но так	1	1
529	как например	8	1
530	которое было	1	1
531	в двух	1	1
532	в какой	3	1
533	и вам	1	1
534	это очень	1	1
535	времени и	2	1
536	всяком случае	4	1
537	одних и	1	1
538	он действует	1	1
539	сказки в	1	1
540	между этими	1	1
541	и ее	2	1
542	с одной	2	1
543	именно на	1	1
544	есть в	2	1
545	литературы в	1	1
546	более или	1	1
547	и у	2	1
548	уже в	3	1
549	и они	1	1
550	конце первой	1	1
551	в жизни	4	1
552	действующего лица	1	1
553	является не	1	1
554	не из	1	1
555	не дает	1	1
556	но совершенно	1	1
557	в но	1	1
558	что сама	1	1
559	но для	1	1
560	этот взгляд	1	1
561	эти два	1	1
562	одно из	2	1
563	себе печать	1	1
564	могло бы	1	1
565	писем в	1	1
566	произведения и	2	1
567	в выборе	2	1
568	следует признать	1	1
569	а она	1	1
570	что они	2	1
571	где в	1	1
572	рядом с	1	1
573	не укладывается	1	1
574	в особенности	4	1
575	из двух	1	1
576	и из	1	1
577	этого человека	1	1
578	и тех	1	1
579	по своим	1	1
580	писателя и	3	1
581	еще и	1	1
582	во внешней	1	1
583	а они	1	1
584	известно только	1	1
585	объясняется тем	1	1
586	что для	3	1
587	можно назвать	4	1
588	связано с	5	1
589	этом свете	1	1
590	них и	1	1
591	одной стороны	3	1
592	не на	2	1
593	и пушкинской	1	1
594	и исторической	1	1
595	из названных	1	1
596	там где	1	1
597	главе с	1	1
598	нашему брату	1	1
599	что мы	3	1
600	люди в	1	1
601	именно поэтому	2	1
602	вступает в	1	1
603	подхода к	1	1
604	то можно	1	1
605	являются ли	1	1
606	но все	2	1
607	из которых	4	1
608	xix века	4	1
609	о чем	1	1
610	в данном	1	1
611	века и	1	1
612	и другой	1	1
613	от романтической	1	1
614	том смысле	2	1
615	быть не	2	1
616	в контексте	1	1
617	на пути	1	1
618	но это	4	1
619	его же	1	1
620	это был	2	1
621	в смысле	4	1
622	не мог	2	1
623	известной степени	1	1
624	г а	3	1
625	чтобы создать	1	1
626	отношения между	5	1
627	н с	1	1
628	при таком	1	1
629	формы и	1	1
630	когда он	1	1
631	которой я	3	1
632	в отдельных	4	1
633	поэзии в	3	1
634	здесь речь	1	1
635	тем более	3	1
636	с не	2	1
637	у которого	3	1
638	конце концов	3	1
639	укладывается в	1	1
640	давно уже	1	1
641	от первого	1	1
642	и прямо	1	1
643	о своем	1	1
644	а б	4	1
645	сказать что	4	1
646	в свою	2	1
647	мы здесь	1	1
648	порядка не	1	1
649	в последнем	2	1
650	живого рассказа	1	1
651	из этого	4	1
652	в свое	1	1
653	в трех	1	1
654	и две	1	1
655	достичь максимального	1	1
656	требует особых	1	1
657	пути к	1	1
658	ни на	2	1
659	как слово	1	1
660	лиризм в	1	1
661	и другие	1	1
662	и эта	1	1
663	см в	1	1
664	я могу	1	1
665	молодой человек	2	1
666	во всяком	4	1
667	все что	1	1
668	этой точки	1	1
