N	2gram	Tiupa_Hudo_1	DiskursI
109	с этим	3	3
110	перед нами	5	3
111	в самом	4	3
112	из жизни	1	3
113	это не	7	3
114	и того	1	3
115	точки зрения	5	3
116	в ходе	3	3
117	жанр это	1	3
118	в своих	3	3
119	однако в	2	3
120	бы быть	1	3
121	по себе	2	3
122	в то	8	3
123	к той	1	3
124	в ситуации	1	3
125	анекдот в	2	3
126	свою очередь	1	3
127	но при	1	3
128	в ее	3	3
129	в произведении	1	3
130	времени и	1	3
131	еще в	3	3
132	и даже	3	3
133	картина мира	4	3
134	не сводится	1	3
135	хотя бы	1	3
136	в данной	2	3
137	из них	4	3
138	автор и	1	3
139	тем что	3	3
140	именно в	7	3
141	при всей	2	3
142	это прежде	2	3
143	к содержанию	1	3
144	в акте	1	3
145	неотделимо от	1	3
146	по своему	3	3
147	того что	4	3
148	один из	4	3
149	анекдота в	3	3
150	все же	3	3
151	литературного произведения	1	3
152	как уже	1	3
153	в свою	1	3
154	на смену	1	3
155	сказать что	1	3
156	притча в	1	3
157	в действительности	4	3
158	например в	2	2
159	к другому	4	2
160	он всегда	1	2
161	едва ли	3	2
162	для своего	2	2
163	в сущности	1	2
164	ему в	1	2
165	в виду	1	2
166	слово не	2	2
167	в е	2	2
168	действующее лицо	1	2
169	но как	2	2
170	себя в	4	2
171	стороны и	1	2
172	как к	3	2
173	что касается	1	2
174	собственно и	1	2
175	хотя и	2	2
176	когда он	1	2
177	сознания в	1	2
178	более или	1	2
179	исторические корни	1	2
180	поскольку в	1	2
181	в этой	8	2
182	эпохи и	1	2
183	и анекдот	1	2
184	так сказать	2	2
185	не следует	2	2
186	притчи в	2	2
187	том чтобы	1	2
188	и по	3	2
189	на этом	3	2
190	человека в	6	2
191	различие между	1	2
192	об этом	5	2
193	того или	2	2
194	и тем	1	2
195	к области	1	2
196	соответствии с	1	2
197	следует по-видимому	1	2
198	анекдота по	2	2
199	иначе говоря	2	2
200	или менее	1	2
201	в г	1	2
202	при встрече	2	2
203	и без	1	2
204	мысли и	1	2
205	и предполагает	1	2
206	я героя	1	2
207	и герой	2	2
208	не менее	5	2
209	но они	1	2
210	самое непосредственное	2	2
211	текста и	1	2
212	в науке	1	2
213	не могло	1	2
214	нельзя не	1	2
215	своей природе	2	2
216	х годов	1	2
217	в тексте	3	2
218	и его	5	2
219	науке о	1	2
220	к себе	5	2
221	художественного наблюдения	1	2
222	же самое	1	2
223	значительной степени	2	2
224	но одновременно	3	2
225	мысли о	2	2
226	и он	5	2
227	как мы	3	2
228	с ее	2	2
229	данном случае	1	2
230	характер и	2	2
231	в пределах	3	2
232	приводит к	3	2
233	на том	2	2
234	же касается	2	2
235	в другом	2	2
236	своему происхождению	1	2
237	повествователя в	1	2
238	о нем	3	2
239	во всяком	1	2
240	и что	2	2
241	одного из	1	2
242	требует для	1	2
243	самому себе	1	2
244	в значительной	2	2
245	в форме	2	2
246	в античной	1	2
247	в литературе	3	2
248	в какой	1	2
249	и ее	1	2
250	в литературоведении	1	2
251	есть в	1	2
252	литературы в	1	2
253	уже в	1	2
254	в равной	3	2
255	или даже	1	2
256	по выражению	2	2
257	это притча	1	2
258	текста в	1	2
259	слова в	2	2
260	в одном	1	2
261	сами по	1	2
262	как его	3	2
263	заметить что	2	2
264	следует признать	1	2
265	никогда не	6	2
266	никого не	1	2
267	из двух	1	2
268	говорили о	1	2
269	и др	1	2
270	героя и	5	2
271	из наиболее	1	2
272	в рассказе	11	2
273	однако и	3	2
274	о чем	1	2
275	н.д тамарченко	2	2
276	его характер	2	2
277	к его	1	2
278	сути дела	1	2
279	что же	2	2
280	в ряду	1	2
281	своего времени	3	2
282	жизни в	6	2
283	для притчи	2	2
284	в начале	2	2
285	к другим	1	2
286	известной степени	1	2
287	о котором	2	2
288	своей собственной	2	2
289	и все	4	2
290	не более	1	2
291	будто бы	3	2
292	как показывает	1	2
293	хотя в	1	2
294	опыта в	1	2
295	может и	3	2
296	человек некий	1	2
297	одновременно и	5	2
298	героя в	2	2
299	это в	3	2
300	они не	2	2
301	как известно	1	1
302	это побудило	1	1
303	можно говорить	1	1
304	речь идет	3	1
305	к единичному	1	1
306	таком случае	1	1
307	однако здесь	1	1
308	и то	1	1
309	средневековой книжности	1	1
310	самом деле	5	1
311	на самом	2	1
312	это и	1	1
313	всего это	1	1
314	идет о	3	1
315	личной сопричастности	1	1
316	от нормы	2	1
317	в анекдотическом	1	1
318	и до	1	1
319	из его	1	1
320	видеть в	1	1
321	во-первых в	1	1
322	она определяется	1	1
323	и за	1	1
324	той же	2	1
325	человеком и	1	1
326	характеристик и	1	1
327	к предмету	1	1
328	герою своему	1	1
329	однако для	1	1
330	персонажа не	1	1
331	и лицо	1	1
332	жанровой традиции	1	1
333	таком взгляде	1	1
334	из всякого	1	1
335	проблематики в	1	1
336	в становлении	1	1
337	говорить о	3	1
338	но она	1	1
339	вниманию читателя	1	1
340	принадлежит к	1	1
341	я не	1	1
342	но уже	1	1
343	его однако	1	1
344	среди любых	1	1
345	событий и	1	1
346	непосредственное отношение	1	1
347	культурной традиции	1	1
348	себе а	1	1
349	в xix	1	1
350	и притче	1	1
351	на них	1	1
352	он сам	1	1
353	настаивал на	1	1
354	взгляде на	1	1
355	характера среди	1	1
356	которой нет	1	1
357	не требует	1	1
358	[...] и	1	1
359	в заключительных	1	1
360	а только	4	1
361	оно в	1	1
362	только потому	2	1
363	в противовес	2	1
364	но достаточно	1	1
365	конечном счете	2	1
366	формы героя	1	1
367	можно рассказать	1	1
368	себе и	2	1
369	тут же	1	1
370	нет и	1	1
371	что они	1	1
372	произнесение текста	1	1
373	в чужой	1	1
374	к точке	1	1
375	контексте и	1	1
376	его на	1	1
377	не согласиться	2	1
378	личность понятая	1	1
379	сострадания и	1	1
380	человеческого бытия	3	1
381	сохраните черты	1	1
382	о жизни	1	1
383	там же	2	1
384	исключает возможность	1	1
385	и точность	1	1
386	бы я	1	1
387	художественных текстов	1	1
388	реальной действительности	1	1
389	это тоже	1	1
390	я к	1	1
391	слово анекдота	1	1
392	литературы не	1	1
393	к числу	1	1
394	на набережной	3	1
395	непосредственно из	1	1
396	классического романа	2	1
397	есть его	1	1
398	или иную	2	1
399	со своей	1	1
400	всего лишь	4	1
401	с собачкой	8	1
402	в которой	1	1
403	общение с	1	1
404	решающее значение	1	1
405	он в	1	1
406	из этих	1	1
407	личности по	1	1
408	следующей главе	3	1
409	по преимуществу	3	1
410	художественной реальности	3	1
411	на то	4	1
412	[...] то	1	1
413	их действия	1	1
414	в общении	1	1
415	быть только	1	1
416	из кругозора	1	1
417	что она	4	1
418	в определенном	1	1
419	внешних черт	1	1
420	он не	4	1
421	они в	2	1
422	всех этих	1	1
423	в первую	2	1
424	он вдруг	1	1
425	чем у	1	1
426	к одному	1	1
427	творческой памяти	1	1
428	уже говорилось	2	1
429	содержит в	1	1
430	на земле	1	1
431	субъекты этического	1	1
432	свое время	1	1
433	литературе в	2	1
434	этих жанровых	1	1
435	картины мира	4	1
436	как от	2	1
437	что ни	1	1
438	волшебная сказка	1	1
439	пример из	1	1
440	и анекдота	1	1
441	но все	1	1
442	и письма	1	1
443	это позиция	1	1
444	то чтобы	2	1
445	этом он	1	1
446	в мире	3	1
447	для своей	1	1
448	первую очередь	2	1
449	на бумаге	1	1
450	может стать	1	1
451	этом смысле	1	1
452	в молчание	1	1
453	приходит в	2	1
454	как объекты	1	1
455	не соответствует	1	1
456	притчу о	2	1
457	в жизни	1	1
458	в наделении	1	1
459	для них	1	1
460	или анекдота	1	1
461	их как	1	1
462	с этой	2	1
463	с тем	1	1
464	принципиальные различия	1	1
465	в слове	1	1
466	со своими	1	1
467	которой он	1	1
468	описываемое как	1	1
469	мы не	2	1
470	как вещь	1	1
471	анекдота жанровая	1	1
472	предстают перед	1	1
473	автора и	2	1
474	как таковой	1	1
475	не мог	1	1
476	как замечает	1	1
477	несет в	3	1
478	вненаходимости бахтин	1	1
479	различные формы	1	1
480	в этих	5	1
481	письма и	1	1
482	иной жанровой	1	1
483	бы на	2	1
484	она сама	1	1
485	таким же	1	1
486	причастной вненаходимости	1	1
487	а как	1	1
488	это делает	1	1
489	анекдота ни	1	1
490	с точки	3	1
491	если можно	2	1
492	с позиции	2	1
493	как произведение	1	1
494	не столько	2	1
495	в первый	2	1
496	равной мере	2	1
497	и описываемое	1	1
498	претендующего на	1	1
499	дама с	3	1
500	вплоть до	1	1
501	черты характера	1	1
502	тем не	4	1
503	возникающих в	1	1
504	и более	1	1
505	том и	1	1
506	не должно	1	1
507	мере и	1	1
508	личного опыта	2	1
509	вместе со	1	1
510	к мировому	1	1
511	раз и	1	1
512	характер в	2	1
513	и тому	1	1
514	своему искусно	1	1
515	чистом виде	1	1
516	до конца	2	1
517	тем самым	1	1
518	до известной	1	1
519	как можно	1	1
520	даже не	1	1
521	наиболее существенные	1	1
522	самого начала	1	1
523	притча же	3	1
524	то чего	1	1
525	не имеет	2	1
526	дело в	1	1
527	в русской	4	1
528	о них	1	1
529	к жанру	1	1
530	действующие лица	2	1
531	появляется в	1	1
532	для всего	2	1
533	жизненной позиции	1	1
534	а порой	2	1
535	понятая объективно	1	1
536	такова что	1	1
537	этих двух	1	1
538	и речевой	1	1
539	не все	1	1
540	словесного выражения	1	1
541	к концу	1	1
542	наблюдения но	1	1
543	добру и	1	1
544	в самоопределении	1	1
545	анекдота не	1	1
546	о чем-то	1	1
547	одной лишь	1	1
548	на него	2	1
549	новое качество	1	1
550	как будто	4	1
551	этом отношении	3	1
552	что на	2	1
553	христианскому читателю	1	1
554	этического выбора	1	1
555	явно не	2	1
556	перед ним	1	1
557	обнаруживает себя	1	1
558	существенно для	1	1
559	личности в	7	1
560	личной совиновности	1	1
561	к сфере	1	1
562	не могут	1	1
563	в речах	1	1
564	когда мы	1	1
565	и вполне	1	1
566	про себя	2	1
567	приобщения к	1	1
568	об одном	2	1
569	уже было	1	1
570	всего в	1	1
571	этой книги	2	1
572	анализ художественного	1	1
573	согласно которому	1	1
574	но также	1	1
575	все еще	2	1
576	если же	1	1
577	и это	4	1
578	своему христианскому	1	1
579	искусно сохраните	1	1
580	к индивидуальной	1	1
581	в театре	3	1
582	не делает	1	1
583	чем не	1	1
584	в анекдоте	4	1
585	объекты художественного	1	1
586	здесь не	2	1
587	средних веков	1	1
588	и от	4	1
589	как субъекты	1	1
590	вообще по	1	1
591	с самого	1	1
592	художественного мышления	6	1
593	где по	1	1
594	ведется о	1	1
595	претендующим на	1	1
596	по аналогии	1	1
597	особенно в	2	1
598	живет в	2	1
599	этого как	1	1
600	мог бы	1	1
601	где впервые	1	1
602	исторического лица	1	1
603	во второй	5	1
604	том как	3	1
605	не исчерпывается	1	1
606	если бы	3	1
607	названных жанров	1	1
608	но здесь	1	1
609	предлагаемая вниманию	1	1
610	имеет право	1	1
611	притчи притча	1	1
612	при котором	2	1
613	как возможность	1	1
614	героя не	1	1
615	справедливо по	1	1
616	среди всех	1	1
617	что его	1	1
618	обычно как	1	1
619	нас в	1	1
620	в эстетической	1	1
621	в конечном	2	1
622	внутренняя заданность	1	1
623	а напротив	1	1
624	объективно чужое	1	1
625	творчества в	1	1
626	точность словесного	1	1
627	было опубликовано	1	1
628	в саду	1	1
629	вслед за	1	1
630	наконец в	1	1
631	романа в	3	1
632	а его	2	1
633	эстетически не	1	1
634	героический эпос	1	1
635	порой и	2	1
636	он видел	1	1
637	которое было	1	1
638	жанровый импульс	1	1
639	эстетическая природа	1	1
640	и личной	1	1
641	актуальность для	1	1
642	о двух	2	1
643	трудно не	1	1
644	речь о	1	1
645	согласиться с	2	1
646	с ними	2	1
647	композиционная форма	1	1
648	сопричастности к	1	1
649	он уже	4	1
650	по мнению	5	1
651	сказки в	1	1
652	во введении	3	1
653	смысле замкнутой	1	1
654	времени как	1	1
655	его художественности	1	1
656	не имеют	3	1
657	героя притчи	2	1
658	я в	1	1
659	только на	2	1
660	мировом зле	1	1
661	имеют не	1	1
662	то и	3	1
663	следовало бы	1	1
664	если в	2	1
665	нравственный закон	1	1
666	человека [...]	1	1
667	присутствует в	1	1
668	его и	1	1
669	но для	1	1
670	за ним	2	1
671	к своим	1	1
672	ту или	2	1
673	свойств они	1	1
674	всяком случае	1	1
675	и описаний	1	1
676	в прозе	1	1
677	душевных свойств	1	1
678	которая может	1	1
679	хотел внушить	1	1
680	в прошлом	1	1
681	в конце	4	1
682	содержания а	1	1
683	наблюдаемое и	1	1
684	не о	2	1
685	друг друга	5	1
686	не случайно	7	1
687	каждый из	1	1
688	при отсутствии	1	1
689	не исключая	1	1
690	читателя слушателя	1	1
691	как раз	4	1
692	акцентированная роль	1	1
693	автора как	1	1
694	или напротив	2	1
695	таков был	1	1
696	представляют собой	2	1
697	и побуждает	1	1
698	только внешних	1	1
699	специальном значении	1	1
700	достаточно четко	1	1
701	на примере	1	1
702	с другим	2	1
703	до сих	2	1
704	комбинации душевных	1	1
705	сюда же	1	1
706	корни которого	1	1
707	с той	2	1
708	xix столетия	1	1
709	было бы	6	1
710	любых событий	1	1
711	еще и	1	1
712	было и	1	1
713	же о	1	1
714	этих текстов	1	1
715	себя и	2	1
716	картину мира	3	1
717	эффект не	1	1
718	говорит о	1	1
719	здесь присутствует	1	1
720	равной степени	1	1
721	же речь	1	1
722	выступает в	1	1
723	связано с	1	1
724	от этого	1	1
725	ничем не	3	1
726	не на	1	1
727	было сказано	1	1
728	читателю самое	1	1
729	замкнутой комбинации	1	1
730	уверенность в	1	1
731	христианский писатель	1	1
732	на который	1	1
733	художественного целого	4	1
734	несмотря на	4	1
735	в связи	3	1
736	своим характером	1	1
737	является его	1	1
738	в творчестве	3	1
739	как это	1	1
740	некий нравственный	1	1
741	он ее	2	1
742	в иных	1	1
743	писатель средних	1	1
744	восходит к	1	1
745	совиновности в	1	1
746	если оно	1	1
747	непосредственное ощущение	1	1
748	его взгляд	1	1
749	притчи и	3	1
750	этот жанровый	1	1
751	мировой жизни	1	1
752	характером но	1	1
753	да и	2	1
754	и тоже	1	1
755	предстает субъектом	1	1
756	и другой	1	1
757	к чему	1	1
758	в начальных	1	1
759	в чистом	1	1
760	только о	1	1
761	в контексте	1	1
762	[...] такой	1	1
763	в жанровом	1	1
764	сих пор	2	1
765	внушить своему	1	1
766	в чем	1	1
767	в формировании	1	1
768	в смысле	1	1
769	укрупненных деталей	1	1
770	речевого строя	2	1
771	ближе к	2	1
772	общие черты	1	1
773	под названием	1	1
774	в следующей	3	1
775	зле [...]	1	1
776	при таком	1	1
777	лицо и	1	1
778	[...] не	5	1
779	они предстают	1	1
780	читателя что	1	1
781	в результате	2	1
782	вопрос о	2	1
783	поэзии в	1	1
784	не одной	1	1
785	тем более	1	1
786	мы должны	1	1
787	в исходном	1	1
788	мировому добру	1	1
789	но это	1	1
790	она же	1	1
791	том случае	1	1
792	в мировом	1	1
793	по ходу	1	1
794	или не	3	1
795	стратегия притчи	1	1
796	личности и	2	1
797	не являются	1	1
798	в системе	2	1
799	нами не	1	1
800	текста то	1	1
801	сведения о	1	1
802	притчи это	1	1
803	не знает	2	1
804	черт но	1	1
805	их с	1	1
806	ощущение личной	1	1
807	легко заметить	2	1
808	или иного	2	1
809	культуры в	1	1
810	в свое	1	1
811	жанров и	1	1
812	и состоит	1	1
813	из романа	1	1
814	актуальной для	1	1
815	об исторически	1	1
816	в голову	1	1
817	и другие	1	1
818	случае если	1	1
819	веков хотел	1	1
820	по свидетельству	1	1
821	событие не	1	1
822	который не	1	1
823	в таком	3	1
824	другое в	1	1
825	в роли	1	1
