N	2gram	Bakhtin_fo_1	EvropaiC
221	развития человечества	1	2
222	теперь мы	1	2
223	почти все	1	2
224	в сущности	3	2
225	с ее	6	2
226	и ее	3	2
227	мы и	4	2
228	же что	2	2
229	в ней	4	2
230	свою очередь	1	2
231	во всяком	3	2
232	друг к	2	2
233	но как	1	2
234	совершенно ясно	1	2
235	вступают в	1	2
236	существование в	1	2
237	же мало	1	2
238	есть в	2	2
239	культур не	1	2
240	и те	3	2
241	но на	4	2
242	вследствие этого	3	2
243	этот процесс	5	2
244	широком смысле	2	2
245	не следует	1	2
246	как разные	1	2
247	о которой	1	2
248	он должен	2	2
249	конечно в	1	2
250	к другу	2	2
251	то есть	33	2
252	нашем случае	1	2
253	в них	4	2
254	нет в	2	2
255	и уже	3	2
256	в один	1	2
257	на первый	1	2
258	в эту	1	2
259	весьма часто	2	2
260	никто не	2	2
261	на месте	1	2
262	в которых	2	2
263	точку зрения	2	2
264	образом и	1	2
265	совершенно иной	3	2
266	и более	1	2
267	она не	1	2
268	этими двумя	3	2
269	тогда когда	2	2
270	одна из	2	2
271	на себе	1	2
272	в процессе	4	2
273	в основе	5	2
274	все без	1	2
275	в самой	2	2
276	имеет место	3	2
277	должен быть	1	2
278	как мы	14	2
279	чтобы быть	1	2
280	в себя	1	2
281	на том	1	2
282	и сам	1	2
283	те же	2	2
284	все его	3	2
285	в виду	3	2
286	в другом	1	2
287	и поэтому	1	2
288	же время	9	2
289	все в	1	2
290	которой мы	1	2
291	во втором	2	2
292	в ту	1	2
293	было бы	2	2
294	этот вопрос	1	2
295	между этими	4	2
296	жизни и	8	2
297	и римской	1	2
298	то и	1	2
299	одно из	3	2
300	для него	2	2
301	всяком случае	1	2
302	вовсе не	13	2
303	к ним	2	2
304	из нее	2	2
305	которые могут	1	2
306	всеми этими	1	2
307	и только	1	2
308	не было	7	2
309	себя и	3	2
310	одной стороны	2	2
311	одну из	1	2
312	отнюдь не	5	2
313	ближе к	1	2
314	в одно	3	2
315	для этой	1	2
316	почти ничего	1	2
317	в частности	6	2
318	все то	2	2
319	независимо от	1	2
320	но не	5	2
321	из этой	1	2
322	эту черту	1	2
323	этого слова	1	2
324	и некоторые	1	2
325	между прочим	1	2
326	но для	2	2
327	все упомянутые	1	2
328	в отдельных	1	2
329	не более	1	2
330	с ними	1	2
331	между ними	3	2
332	не знает	3	2
333	возможно лишь	1	2
334	в свою	2	2
335	два человека	1	2
336	они не	3	2
337	гораздо более	1	2
338	и наиболее	1	1
339	я и	1	1
340	смысле слова	2	1
341	например в	6	1
342	все остальное	1	1
343	он может	1	1
344	на деле	1	1
345	ему что	1	1
346	из самых	1	1
347	по которым	1	1
348	ведь и	1	1
349	к нашим	2	1
350	оно было	1	1
351	эпохи то	1	1
352	высшей степени	1	1
353	в зависимости	1	1
354	собою в	1	1
355	той же	2	1
356	отношения к	3	1
357	а как	3	1
358	есть не	3	1
359	из всего	1	1
360	она имеет	1	1
361	мы не	3	1
362	сами же	2	1
363	к европейскому	1	1
364	единство и	1	1
365	роль во	1	1
366	только благодаря	1	1
367	такое положение	1	1
368	время как	5	1
369	с детства	1	1
370	на себя	2	1
371	я не	1	1
372	начала в	1	1
373	зависимости от	1	1
374	в народных	1	1
375	к своему	2	1
376	на них	2	1
377	он сам	1	1
378	всем этим	3	1
379	себя а	1	1
380	в широком	2	1
381	в различных	2	1
382	с его	9	1
383	точками зрения	1	1
384	бы не	1	1
385	а следовательно	1	1
386	и другие	5	1
387	а только	2	1
388	друг на	2	1
389	себе и	3	1
390	тому времени	1	1
391	нет и	2	1
392	мира в	3	1
393	в центре	2	1
394	что во	1	1
395	как в	6	1
396	течение которого	1	1
397	однако не	1	1
398	перед нами	1	1
399	кроме того	4	1
400	тех случаях	1	1
401	и как	10	1
402	по пути	1	1
403	его к	1	1
404	вне этого	1	1
405	тем же	1	1
406	в этот	2	1
407	развития это	1	1
408	психологии и	1	1
409	жизни к	1	1
410	не приходится	1	1
411	применительно к	1	1
412	отчасти и	1	1
413	же рубрику	1	1
414	необходимо сделать	1	1
415	нами в	1	1
416	не могла	1	1
417	жизни ее	1	1
418	потому они	1	1
419	как оно	2	1
420	главным образом	1	1
421	на одну	1	1
422	и еще	2	1
423	и вот	1	1
424	но вместе	1	1
425	его можно	1	1
426	лишь с	1	1
427	уже сказали	2	1
428	без исключения	1	1
429	одно и	3	1
430	в каждом	1	1
431	здесь мы	1	1
432	часть его	1	1
433	указывали на	1	1
434	для своей	1	1
435	зрения на	1	1
436	входит в	3	1
437	это было	1	1
438	наука все	1	1
439	с другими	3	1
440	уже знаем	1	1
441	лишь на	1	1
442	характер не	3	1
443	чаще всего	1	1
444	ведь в	1	1
445	то увидим	1	1
446	в ином	1	1
447	по всему	1	1
448	рядом с	2	1
449	она и	1	1
450	на второй	1	1
451	на друга	2	1
452	которой он	1	1
453	говорили в	1	1
454	в научной	1	1
455	лучше всего	1	1
456	нее и	1	1
457	в своей	2	1
458	нас не	1	1
459	это делает	1	1
460	разные этапы	1	1
461	объявляют что	1	1
462	не к	2	1
463	далее в	1	1
464	успех у	1	1
465	образом весь	1	1
466	нельзя и	1	1
467	и другого	1	1
468	как другие	1	1
469	является только	1	1
470	наконец как	1	1
471	но он	2	1
472	друг другу	2	1
473	надо сказать	1	1
474	их в	3	1
475	в корне	1	1
476	с такими	1	1
477	что этот	1	1
478	на всю	1	1
479	необходимо чтобы	2	1
480	человека но	1	1
481	пути на	1	1
482	характер в	2	1
483	в отношении	3	1
484	носит именно	1	1
485	но отдельные	1	1
486	образом первое	1	1
487	самого начала	2	1
488	как о	1	1
489	не имеет	4	1
490	и сама	1	1
491	не вызывает	1	1
492	и греческий	1	1
493	особый характер	1	1
494	та или	1	1
495	следовательно и	1	1
496	дело в	2	1
497	и сильно	1	1
498	с нами	1	1
499	к концу	3	1
500	к ней	2	1
501	на природу	1	1
502	уже говорили	3	1
503	это слово	1	1
504	и его	16	1
505	этих положений	1	1
506	и свою	1	1
507	не совсем	1	1
508	на родину	1	1
509	начиная с	1	1
510	выход из	2	1
511	есть только	2	1
512	да и	3	1
513	числе и	2	1
514	классы и	1	1
515	живет и	1	1
516	бы он	1	1
517	целом в	1	1
518	с такою	1	1
519	частной жизни	23	1
520	как человек	4	1
521	они и	1	1
522	конца не	1	1
523	для себя	7	1
524	правда не	2	1
525	приходит к	1	1
526	всех сторон	1	1
527	встречаются друг	1	1
528	здесь не	4	1
529	с самого	2	1
530	то время	4	1
531	так в	1	1
532	приводит к	1	1
533	роль в	9	1
534	существовать и	1	1
535	как с	1	1
536	мире не	1	1
537	можно только	2	1
538	не были	2	1
539	своей собственной	3	1
540	ничего не	9	1
541	или иной	2	1
542	одно это	1	1
543	лишь то	1	1
544	находится в	1	1
545	в состав	1	1
546	этих идей	1	1
547	другом месте	1	1
548	два момента	1	1
549	время в	6	1
550	за пределами	1	1
551	в значительной	2	1
552	препятствия и	1	1
553	или иная	1	1
554	образом все	1	1
555	нем не	3	1
556	от них	1	1
557	не считаясь	1	1
558	когда оно	1	1
559	на одном	1	1
560	этом и	1	1
561	борьбе с	2	1
562	во всей	3	1
563	из одних	1	1
564	у всех	1	1
565	существу он	1	1
566	и следовательно	4	1
567	связь между	2	1
568	эти последние	1	1
569	наконец и	2	1
570	один из	3	1
571	же все	1	1
572	которое имело	1	1
573	совсем не	2	1
574	мы видим	3	1
575	считаясь с	1	1
576	читателей на	1	1
577	уже одно	1	1
578	каждый момент	1	1
579	поэтому и	3	1
580	не происходит	1	1
581	по этому	1	1
582	похожа на	1	1
583	в качестве	3	1
584	государство не	1	1
585	же и	2	1
586	для всех	2	1
587	собою все	1	1
588	всем мире	1	1
589	с нею	1	1
590	уже не	2	1
591	возрасте в	1	1
592	уже в	2	1
593	только на	3	1
594	человека этот	1	1
595	время этого	1	1
596	этому вопросу	1	1
597	перечисленных нами	1	1
598	в частной	3	1
599	упомянутые до	1	1
600	мы находим	2	1
601	и со	1	1
602	преодолев все	1	1
603	друг друга	3	1
604	оно стало	1	1
605	тем что	2	1
606	другом все	1	1
607	ее на	1	1
608	в других	9	1
609	само собой	2	1
610	были бы	1	1
611	именно как	4	1
612	выгодно для	1	1
613	и даже	2	1
614	простой народ	1	1
615	в данный	1	1
616	о своей	2	1
617	с другим	1	1
618	в высшей	1	1
619	связаны с	3	1
620	еще и	2	1
621	только к	3	1
622	с ней	1	1
623	и люди	1	1
624	не без	2	1
625	не создает	1	1
626	а на	1	1
627	до конца	4	1
628	а не	3	1
629	и оно	1	1
630	в последующем	4	1
631	на которые	1	1
632	себя на	1	1
633	все более	1	1
634	вступает в	2	1
635	нет ничего	4	1
636	эта идея	1	1
637	и гораздо	1	1
638	степени при	1	1
639	приняв ее	1	1
640	к жизни	2	1
641	наряду с	5	1
642	с особенностями	2	1
643	если они	2	1
644	однако эти	1	1
645	смысле этого	1	1
646	могут быть	5	1
647	дается с	1	1
648	человек с	1	1
649	других областях	1	1
650	к моменту	1	1
651	времени к	1	1
652	на свои	1	1
653	с большой	2	1
654	всего в	1	1
655	в более	2	1
656	вопрос в	1	1
657	на самой	1	1
658	но какое	1	1
659	в самые	1	1
660	элементы в	2	1
661	причем в	1	1
662	есть одно	1	1
663	которого они	1	1
664	и перед	1	1
665	положение их	1	1
666	поэтому степень	1	1
667	в положение	1	1
668	но когда	1	1
669	лишь как	2	1
670	еще более	3	1
671	времени все	2	1
672	находим в	1	1
673	быстротою и	1	1
674	или не	2	1
675	которой этот	1	1
676	от так	1	1
677	этих элементов	1	1
678	не являются	2	1
679	все только	2	1
680	не осталось	2	1
681	жизни в	8	1
682	сказать что	3	1
683	не быть	1	1
684	была бы	2	1
685	от всех	1	1
686	нет но	2	1
687	всех других	1	1
688	проникнуть в	1	1
689	совершенно чужды	1	1
690	вполне понятно	4	1
691	увидим что	1	1
692	ее в	2	1
693	в своих	1	1
694	и эта	2	1
695	том числе	4	1
