N	2gram	Bakhtin_sl_1	Psycholo
503	быть сопоставлены	2	1
504	значение во	1	1
505	одной плоскости	1	1
506	эстетический объект	1	1
507	явление в	2	1
508	быть то	1	1
509	такая же	2	1
510	людей и	1	1
511	их если	1	1
512	п в	1	1
513	связи с	2	1
514	самых основных	1	1
515	слова оно	1	1
516	точном смысле	1	1
517	точке зрения	2	1
518	именно это	1	1
519	исходить из	1	1
520	в духе	2	1
521	в направлении	1	1
522	во все	1	1
523	лежит в	4	1
524	как только	3	1
525	его за	1	1
526	произведения которое	1	1
527	для его	1	1
528	которая есть	1	1
529	он никогда	1	1
530	поэтического языка	3	1
531	подход к	1	1
532	оно не	6	1
533	он создает	1	1
534	оно может	2	1
535	от произведения	1	1
536	формы словесного	1	1
537	творчества а	1	1
538	точками зрения	3	1
539	перед необходимостью	1	1
540	языка и	12	1
541	направлении к	1	1
542	характер и	1	1
543	изучения и	1	1
544	слова она	1	1
545	же и	2	1
546	языка так	3	1
547	с самого	1	1
548	зрения не	2	1
549	в пределах	14	1
550	следовательно и	3	1
551	самых формальных	1	1
552	в произведение	2	1
553	с общим	1	1
554	что может	1	1
555	с первым	1	1
556	понимание и	1	1
557	в нескольких	1	1
558	его жизни	1	1
559	здесь как	1	1
560	того и	1	1
561	произведения не	2	1
562	часто в	1	1
563	но у	1	1
564	всех возможных	1	1
565	и вообще	2	1
566	из взаимодействия	1	1
567	громадное значение	1	1
568	смысле и	1	1
569	автор не	4	1
570	сводится к	1	1
571	о нем	4	1
572	именно потому	1	1
573	произведения как	3	1
574	эта точка	1	1
575	и силу	1	1
576	быть более	1	1
577	одного из	2	1
578	еще дальше	1	1
579	и содержание	1	1
580	можно сказать	2	1
581	в различных	1	1
582	а также	2	1
583	может не	8	1
584	аналогии с	1	1
585	в значительной	1	1
586	как у	1	1
587	в эстетической	1	1
588	и вследствие	1	1
589	чужую речь	1	1
590	во втором	1	1
591	в пародийном	2	1
592	исторического развития	2	1
593	поэтического произведения	1	1
594	слов и	2	1
595	и мир	5	1
596	и полное	1	1
597	известном смысле	2	1
598	но с	1	1
599	в точном	1	1
600	в двух	1	1
601	одной из	3	1
602	вступить в	1	1
603	должен быть	1	1
604	в стороне	1	1
605	поэт говорит	1	1
606	и такое	1	1
607	в самое	1	1
608	не мешает	1	1
609	никаких новых	1	1
610	же отношении	1	1
611	какой степени	1	1
612	одни и	1	1
613	достигается и	1	1
614	он их	2	1
615	а напротив	1	1
616	до абсурда	2	1
617	отнести к	1	1
618	все формы	1	1
619	речь в	2	1
620	быть взята	1	1
621	и социально	1	1
622	предмет и	1	1
623	с художественными	1	1
624	содержание и	1	1
625	произведения и	2	1
626	как такового	3	1
627	и оценки	1	1
628	поэзии но	1	1
629	в других	3	1
630	слово до	1	1
631	в особенности	8	1
632	но вся	1	1
633	со всем	1	1
634	выходит за	3	1
635	это движение	1	1
636	понимания как	1	1
637	имеет свой	2	1
638	именно в	3	1
639	здесь в	4	1
640	далеких от	1	1
641	в свою	3	1
642	процессе творчества	1	1
643	а с	2	1
644	и др	14	1
645	социальной жизни	1	1
646	существенную роль	1	1
647	которых мы	1	1
648	и самый	1	1
649	системы в	1	1
650	его как	2	1
651	основных и	2	1
652	как ни	1	1
653	о себе	1	1
654	художественное значение	1	1
655	наталкивается на	1	1
656	относятся к	1	1
657	в разной	1	1
658	образом на	1	1
659	только с	1	1
660	и столь	1	1
661	эпох и	1	1
662	прошлого века	1	1
663	чужой речью	3	1
664	полное отсутствие	1	1
665	не понимать	1	1
666	в той	10	1
667	литературное произведение	1	1
668	и идеологической	2	1
669	на эту	1	1
670	в литературе	1	1
671	есть как	3	1
672	первом случае	2	1
673	быть только	2	1
674	хотя он	1	1
675	него есть	1	1
676	для понимания	2	1
677	и философии	1	1
678	возможности они	1	1
679	должно быть	2	1
680	и оценка	1	1
681	в это	1	1
682	слова и	13	1
683	автором и	2	1
684	как из	1	1
685	в условиях	2	1
686	часто совпадают	1	1
687	слова так	2	1
688	новые и	1	1
689	не к	1	1
690	между собой	2	1
691	которые были	1	1
692	в более	1	1
693	судьбы и	1	1
694	форм и	3	1
695	так поступали	1	1
696	конечно ни	1	1
697	на задний	1	1
698	сколько бы	1	1
699	или в	8	1
700	его с	1	1
701	форм в	1	1
702	как увидим	2	1
703	почти вовсе	5	1
704	находится в	1	1
705	зрения в	1	1
706	хотя бы	3	1
707	различные эпохи	1	1
708	же в	1	1
709	к чисто	1	1
710	личности и	1	1
711	в широком	2	1
712	о своем	1	1
713	все художественные	1	1
714	между ними	2	1
715	различных формах	1	1
716	как явление	1	1
717	только как	1	1
718	в системе	1	1
719	в их	4	1
720	произведения так	2	1
721	себе произведение	1	1
722	поэтического творчества	1	1
723	предмете и	1	1
724	с ними	3	1
725	одновременно и	2	1
726	бы его	2	1
727	языка то	2	1
728	в действительности	1	1
729	включает в	1	1
730	своего произведения	3	1
731	но эти	3	1
732	те которые	1	1
