N	2gram	Berdyaev_N_1	FransuaR
241	не всегда	1	1
242	новые формы	1	1
243	очень сложное	1	1
244	не больше	1	1
245	и сейчас	1	1
246	не во	4	1
247	место в	2	1
248	в отличие	1	1
249	мысли и	2	1
250	возвращение к	3	1
251	не стоят	1	1
252	но во	1	1
253	быть таким	1	1
254	есть еще	1	1
255	времени а	1	1
256	возвращается к	2	1
257	этот мир	2	1
258	и вся	1	1
259	жизни эпохи	1	1
260	глубину в	1	1
261	к такой	1	1
262	дня и	3	1
263	она могла	1	1
264	был понят	1	1
265	эти формы	3	1
266	не имеет	4	1
267	все понятия	1	1
268	весь смысл	1	1
269	не по	1	1
270	и весь	2	1
271	явление в	1	1
272	и другая	1	1
273	так называемый	1	1
274	как будто	2	1
275	на власть	3	1
276	в глубину	1	1
277	что народные	2	1
278	не могут	1	1
279	могут быть	2	1
280	в категориях	2	1
281	к тому	3	1
282	в наши	3	1
283	социальные и	1	1
284	наши дни	3	1
285	и это	2	1
286	в виду	1	1
287	на нем	1	1
288	стремиться к	2	1
289	очень долго	1	1
290	еще в	1	1
291	мы в	1	1
292	для этого	2	1
293	смысле и	1	1
294	в глубине	1	1
295	т.п по	1	1
296	и что	2	1
297	что его	1	1
298	материального труда	1	1
299	и мира	1	1
300	и научной	1	1
301	должно было	2	1
302	на всех	1	1
303	но внутри	1	1
304	на протяжении	2	1
305	к последнему	1	1
306	есть уже	1	1
307	культур и	1	1
308	все в	1	1
309	века и	2	1
310	и она	1	1
311	в которую	1	1
312	приходили к	1	1
313	известном смысле	1	1
314	в формах	1	1
315	есть такой	1	1
316	в новой	7	1
317	время когда	1	1
318	возможно было	1	1
319	и элементы	1	1
320	во времени	1	1
321	этой системе	1	1
322	вопроса о	1	1
323	приобщиться к	2	1
324	него и	1	1
325	он стремится	1	1
326	смены эпох	1	1
327	всех сферах	3	1
328	к своим	1	1
329	земли и	1	1
330	слова в	1	1
331	в прошлом	3	1
332	отличие от	1	1
333	тем что	1	1
334	характерны для	1	1
335	и вместе	1	1
336	и богато	1	1
337	нет в	1	1
338	выходит за	1	1
339	и из	1	1
340	прежнее значение	1	1
341	силы но	1	1
342	чем думают	1	1
343	общества так	1	1
344	мы переходим	1	1
345	всего мира	1	1
346	превращается в	1	1
347	не верит	1	1
348	и культур	1	1
349	небесный свод	1	1
350	жизнь в	1	1
351	не быть	1	1
352	и оно	1	1
353	воспринимаются как	1	1
354	во франции	1	1
355	эту эпоху	1	1
356	проходит через	1	1
357	все более	1	1
358	уносит в	3	1
359	эти слова	1	1
360	я уже	2	1
361	другая сторона	1	1
362	политической жизни	1	1
363	и мир	1	1
364	эпох и	1	1
365	xix века	5	1
366	тому как	3	1
367	быть только	1	1
368	культуре и	1	1
369	войны и	2	1
370	нет ничего	1	1
371	замкнутой и	1	1
372	к вопросу	1	1
373	она должна	1	1
374	в более	1	1
375	это уже	1	1
376	это одна	1	1
377	и от	2	1
378	этой системы	1	1
379	и политические	1	1
380	из ее	2	1
381	но если	1	1
382	время как	2	1
383	в период	1	1
384	не знает	6	1
385	и только	1	1
386	людей но	1	1
387	типу в	1	1
388	жизни и	8	1
389	совершается в	1	1
390	как на	1	1
391	и особенно	1	1
