N	2gram	Potebnia_M_2	Tragedij
219	таким образом	11	1
220	последнее слово	1	1
221	повторяет в	1	1
222	факт что	2	1
223	же не	1	1
224	не скажет	1	1
225	им как	1	1
226	в другом	2	1
227	на все	3	1
228	лишь в	1	1
229	это было	2	1
230	заключается в	1	1
231	известно что	1	1
232	быть не	3	1
233	а это	2	1
234	этом мы	1	1
235	в них	5	1
236	что ему	2	1
237	этого не	2	1
238	а за	1	1
239	для чего	1	1
240	в развитии	1	1
241	и прямо	1	1
242	есть такая	1	1
243	или вообще	1	1
244	почему бы	1	1
245	но если	2	1
246	и при	3	1
247	в такой	1	1
248	в котором	4	1
249	от силы	1	1
250	человеком и	1	1
251	не столько	2	1
252	должны были	1	1
253	значение для	1	1
254	стало быть	4	1
255	не понимает	1	1
256	начнем с	1	1
257	страха и	1	1
258	но он	2	1
259	тем не	6	1
260	на мысль	3	1
261	такое решение	1	1
262	это чувство	1	1
263	того кто	3	1
264	по себе	15	1
265	тому что	2	1
266	солнце а	1	1
267	перед собою	2	1
268	не менее	5	1
269	на земле	1	1
270	вместе и	5	1
271	самого начала	2	1
272	на источник	1	1
273	общее выражение	1	1
274	на котором	1	1
275	того как	7	1
276	например что	2	1
277	не вызывает	1	1
278	но только	2	1
279	только не	1	1
280	судя по	5	1
281	и всегда	1	1
282	в самой	3	1
283	или как	1	1
284	и притом	3	1
285	к ней	2	1
286	по своей	1	1
287	что собака	1	1
288	для нас	31	1
289	связи с	6	1
290	но теперь	1	1
291	не нужен	1	1
292	входят в	3	1
293	что на	3	1
294	к себе	1	1
295	могут быть	8	1
296	сходство с	1	1
297	и чужой	1	1
298	что оно	4	1
299	его с	2	1
300	указывает на	2	1
301	не есть	6	1
302	что при	1	1
303	где он	1	1
304	в применении	1	1
305	с образом	1	1
306	того самого	2	1
307	потому нельзя	1	1
308	как мы	1	1
309	и о	1	1
310	того чтобы	2	1
311	и образ	2	1
312	с каким	2	1
313	с самого	2	1
314	человека с	1	1
315	на нее	1	1
316	больше в	1	1
317	начала и	1	1
318	во многом	1	1
319	по сравнению	1	1
320	а там	1	1
321	на них	1	1
322	быть может	7	1
323	стремление к	2	1
324	только за	1	1
325	похожим на	1	1
326	взрослого человека	1	1
327	на вопрос	3	1
328	но мы	3	1
329	после того	2	1
330	важнее для	1	1
331	чтобы не	1	1
332	мы понимаем	1	1
333	от него	4	1
334	все в	1	1
335	связь между	2	1
336	между тем	6	1
337	теперь уже	2	1
338	я вижу	1	1
339	который до	1	1
340	боль и	2	1
341	и первое	1	1
342	для самого	4	1
343	того что	7	1
344	он есть	1	1
345	для ребенка	1	1
346	при самом	1	1
347	его собственная	1	1
348	стыд как	1	1
349	мы видим	2	1
350	с ними	3	1
351	только в	11	1
352	во всем	2	1
353	как нечто	1	1
354	в самое	1	1
355	встречается только	1	1
356	приходит в	1	1
357	в обществе	2	1
358	с одной	4	1
359	именно на	1	1
360	есть в	2	1
361	характер ее	1	1
362	так можно	1	1
363	мы бы	2	1
364	только на	1	1
365	дело с	1	1
366	но самое	1	1
367	в общем	2	1
368	одно из	3	1
369	и их	5	1
370	всяком случае	7	1
371	могло бы	1	1
372	слова в	5	1
373	т п	3	1
374	не для	1	1
375	с этими	1	1
376	к ним	1	1
377	и вместе	4	1
378	рядом с	3	1
379	в особенности	1	1
380	таком виде	1	1
381	с другим	1	1
382	именно в	1	1
383	что не	5	1
384	только по	3	1
385	не было	6	1
386	а на	1	1
387	в ребенке	4	1
388	а не	18	1
389	именно так	1	1
390	его как	1	1
391	не я	1	1
392	которые так	1	1
393	этом случае	1	1
394	в связи	2	1
395	виде в	1	1
396	вспомнить что	1	1
397	эти слова	1	1
398	время с	1	1
399	вместе с	11	1
400	ко всем	2	1
401	и потому	2	1
402	своего слова	1	1
403	на сравнении	2	1
404	в человеке	4	1
405	может так	1	1
406	нами на	1	1
407	не знал	1	1
408	если так	1	1
409	видит в	1	1
410	сравнению с	1	1
411	одному человеку	2	1
412	несколько раз	2	1
413	в той	1	1
414	смысле этого	3	1
415	применении к	1	1
416	это его	1	1
417	распадается на	1	1
418	нам еще	1	1
419	этого слова	6	1
420	с этой	1	1
421	и от	3	1
422	в условиях	1	1
423	известной степени	1	1
424	всегда будет	1	1
425	при таком	1	1
426	это как	1	1
427	тот кто	1	1
428	а к	2	1
429	это часто	1	1
430	из себя	2	1
431	бы в	2	1
432	и совершенно	1	1
433	мог быть	1	1
434	хотя бы	2	1
435	только что	3	1
436	за этим	1	1
437	над собою	2	1
438	к ее	1	1
439	из тех	1	1
440	есть и	1	1
441	но еще	1	1
442	во всяком	7	1
