N	2gram	Nazirov_Vr_1	Narrotol
334	и углублялось	1	1
335	во всех	1	1
336	русской литературе	3	1
337	себе знать	1	1
338	крайней мере	1	1
339	вслед за	1	1
340	с характеристикой	1	1
341	также в	1	1
342	человека как	1	1
343	в него	2	1
344	и борьбы	1	1
345	этих строк	1	1
346	сразу же	1	1
347	ли он	1	1
348	а тут	1	1
349	в разные	1	1
350	по мнению	2	1
351	сложности и	1	1
352	об их	2	1
353	того же	1	1
354	в россию	4	1
355	и у	3	1
356	уже в	4	1
357	практике его	1	1
358	предположение что	1	1
359	в душе	1	1
360	этот раз	1	1
361	не затрагивает	1	1
362	тем что	3	1
363	не просто	1	1
364	это будет	1	1
365	никого не	1	1
366	который не	1	1
367	а с	2	1
368	что для	1	1
369	говорит о	1	1
370	о влиянии	2	1
371	имя которого	1	1
372	на этот	1	1
373	выше и	1	1
374	к центральному	1	1
375	одну из	1	1
376	которой он	1	1
377	ближе к	1	1
378	с помощью	1	1
379	о себе	3	1
380	так же	4	1
381	он ее	1	1
382	и наказание	1	1
383	что за	1	1
384	наряду с	3	1
385	персонажа на	1	1
386	в ответ	1	1
387	почувствовал что	1	1
388	автором на	1	1
389	указанием на	1	1
390	лет назад	1	1
391	свои позиции	1	1
392	но это	2	1
393	все это	4	1
394	такой детали	1	1
395	сам же	1	1
396	одного и	1	1
397	которых он	1	1
398	дети не	1	1
399	о котором	1	1
400	человек и	1	1
401	еще более	1	1
402	тем более	2	1
403	своим характерным	1	1
404	у которого	1	1
405	можно признать	1	1
406	отношении к	1	1
407	в период	2	1
408	а п	1	1
409	только о	1	1
410	в свое	1	1
411	к этой	1	1
412	к этому	3	1
413	точно так	1	1
414	это время	1	1
415	они не	1	1
