N	2gram	Tiupa_Narr_2	Psycholo
612	которые одновременно	1	1
613	у нее	4	1
614	нашем сознании	1	1
615	но что	1	1
616	каждый из	1	1
617	произведение не	1	1
618	заметить что	1	1
619	или ином	1	1
620	к той	1	1
621	в последние	1	1
622	именно как	1	1
623	а стало	1	1
624	и т.п	6	1
625	нашей жизни	1	1
626	мы привыкли	1	1
627	как у	4	1
628	существует в	1	1
629	я был	1	1
630	чем он	1	1
631	переживания героя	1	1
632	как же	1	1
633	жизнь была	1	1
634	что не	1	1
635	превращается в	2	1
636	стало быть	2	1
637	у такого	1	1
638	его как	1	1
639	и достаточно	1	1
640	между характером	1	1
641	при виде	1	1
642	всю совокупность	1	1
643	если не	2	1
644	в речи	1	1
645	здесь именно	1	1
646	его характер	2	1
647	зрения героя	1	1
648	тому как	2	1
649	во все	1	1
650	что же	1	1
651	даже с	1	1
652	да и	3	1
653	в первой	1	1
654	как к	3	1
655	евгении онегине	1	1
656	том смысле	1	1
657	самой высокой	1	1
658	иначе говоря	7	1
659	может служить	2	1
660	мыслящей и	1	1
661	характер который	1	1
662	за нею	1	1
663	но это	2	1
664	ни для	2	1
665	но для	2	1
666	себя с	2	1
667	каждой из	1	1
668	и времени	1	1
669	как возможность	1	1
670	в пределе	1	1
671	том виде	1	1
672	чем является	1	1
673	как именно	1	1
674	же к	1	1
675	еще более	1	1
676	тем более	2	1
677	своих героев	2	1
678	и смысл	1	1
679	мыслей в	1	1
680	будто бы	1	1
681	во время	2	1
682	исключительно в	2	1
683	я в	5	1
684	за этим	1	1
685	к ее	1	1
686	вопрос как	1	1
687	нам не	1	1
688	может и	1	1
689	с ними	3	1
690	не своим	1	1
691	романе пушкина	1	1
692	они все	2	1
693	к его	3	1
694	который она	2	1
695	жизни а	1	1
696	этом процессе	1	1
697	почему он	1	1
698	или иного	3	1
699	отношению к	5	1
700	частности в	1	1
701	сообщает нам	1	1
702	можно назвать	2	1
703	во всяком	1	1
704	все что	4	1
705	этой точки	1	1
