N	2gram	Tiupa_Narr_1	Vladivir
292	не вполне	2	1
293	в некотором	1	1
294	всю ночь	1	1
295	они еще	1	1
296	в ней	4	1
297	и самого	2	1
298	и опыт	1	1
299	столько же	2	1
300	и много	1	1
301	из особенностей	1	1
302	иное как	1	1
303	столь же	5	1
304	бы то	1	1
305	в различных	1	1
306	на своих	1	1
307	во всех	1	1
308	бы она	1	1
309	природы и	1	1
310	между началом	1	1
311	значение и	1	1
312	по отношению	3	1
313	тогда как	10	1
314	знакомства с	1	1
315	в отсутствие	1	1
316	ему не	1	1
317	вызывает в	1	1
318	встречи с	2	1
319	студента не	1	1
320	в противоположность	1	1
321	событиям и	1	1
322	для которого	1	1
323	с детьми	1	1
324	не приходится	1	1
325	из жизни	1	1
326	ни один	1	1
327	представляет собой	8	1
328	то я	1	1
329	тоже не	1	1
330	на две	2	1
331	по мнению	1	1
332	не могла	2	1
333	так сказать	2	1
334	своих двух	1	1
335	чем у	1	1
336	однако он	1	1
337	в силу	1	1
338	новое и	1	1
339	содержит в	1	1
340	именно это	1	1
341	говоря в	1	1
342	одно и	2	1
343	но все	1	1
344	однако все	1	1
345	порой не	1	1
346	не будет	2	1
347	а когда	1	1
348	карамзина а	1	1
349	чего он	1	1
350	них не	1	1
351	причем все	1	1
352	на протяжении	7	1
353	с другими	1	1
354	его личности	1	1
355	это не	3	1
356	уже знаем	1	1
357	именно что	1	1
358	так называемую	1	1
359	например с	1	1
360	и тем	4	1
361	в итоге	1	1
362	только одно	1	1
363	для них	2	1
364	лет в	1	1
365	но уже	1	1
366	период его	1	1
367	мы имеем	3	1
368	тому что	1	1
369	даже чисто	1	1
370	и уже	1	1
371	жизни но	2	1
372	мы не	3	1
373	остановился на	1	1
374	этот труд	1	1
375	и тогда	2	1
376	с еще	1	1
377	в этих	2	1
378	а главное	1	1
379	но у	1	1
380	она в	2	1
381	что вся	1	1
382	после знакомства	1	1
383	в первый	1	1
384	от его	1	1
385	вплоть до	4	1
386	сам же	1	1
387	мир и	1	1
388	но во	1	1
389	теми же	1	1
390	порядка и	1	1
391	их в	3	1
392	ни было	1	1
393	очень серьезно	1	1
394	с мужем	1	1
395	здесь достаточно	1	1
396	он выступает	1	1
397	любовь к	1	1
398	и вся	1	1
399	она не	2	1
400	любви и	1	1
401	все для	1	1
402	как будет	1	1
403	немало и	1	1
404	и сама	2	1
405	случае не	1	1
406	чтобы стать	1	1
407	о них	3	1
408	что иное	1	1
409	не могло	2	1
410	судя по	1	1
411	его от	1	1
412	при столь	1	1
413	для всех	1	1
414	одна из	4	1
415	имеем дело	2	1
416	этих двух	2	1
417	целый день	1	1
418	с нами	1	1
419	за исключением	1	1
420	он стоит	1	1
421	и после	2	1
422	и мысли	1	1
423	связи с	2	1
424	спал всю	1	1
425	только с	1	1
426	не столь	2	1
427	этом отношении	3	1
428	за ними	3	1
429	в области	2	1
430	этих позиций	1	1
431	детей в	1	1
432	не спал	1	1
433	значит и	1	1
434	же самое	2	1
435	для такого	1	1
436	слова с	1	1
437	необходимым и	1	1
438	то ни	1	1
439	с ее	2	1
440	свою очередь	2	1
441	на другой	5	1
442	только то	1	1
443	в произведении	2	1
444	всей своей	1	1
445	так в	4	1
446	роль в	2	1
447	как с	1	1
448	и совершенно	1	1
449	и когда	1	1
450	что может	2	1
451	читателя это	1	1
452	не с	1	1
453	особенно в	2	1
454	свете нет	1	1
455	во второй	1	1
456	он чувствовал	1	1
457	поэтому в	1	1
458	если бы	7	1
459	о ней	3	1
460	сводится к	3	1
461	произведения как	1	1
462	было не	1	1
463	роль принадлежит	1	1
464	внимание на	4	1
465	своей истории	2	1
466	на страницах	1	1
467	одного из	6	1
468	ответы на	1	1
469	в значительной	1	1
470	нас в	2	1
471	а во	4	1
472	истории в	4	1
473	в обращении	1	1
474	которые мы	1	1
475	интерес к	1	1
476	после кончины	1	1
477	он только	1	1
478	было для	1	1
479	но тут	1	1
480	в литературе	4	1
481	наряду со	1	1
482	казалось что	1	1
483	в формах	1	1
484	рассуждение о	1	1
485	сразу же	1	1
486	не как	1	1
487	человека в	2	1
488	что даже	1	1
489	ли он	1	1
490	в разные	1	1
491	которое мы	1	1
492	который в	2	1
493	между этими	1	1
494	с одной	1	1
495	со всеми	1	1
496	самом деле	3	1
497	раз в	2	1
498	ни одного	1	1
499	или не	4	1
500	же в	2	1
501	что не	2	1
502	от других	1	1
503	толстого где	1	1
504	а то	1	1
505	на столе	1	1
506	их как	1	1
507	этом в	1	1
508	в очерке	1	1
509	в одном	4	1
510	у нее	4	1
511	выступает в	1	1
512	друг друга	2	1
513	мы можем	2	1
514	бытия и	1	1
515	них мы	1	1
516	него уже	1	1
517	не просто	1	1
518	здесь говорит	1	1
519	и только	2	1
520	появилось новое	1	1
521	в последние	1	1
522	было довольно	1	1
523	как у	2	1
524	не один	1	1
525	именно в	3	1
526	которых мы	1	1
527	с той	1	1
528	далеко не	1	1
529	в свою	2	1
530	мы еще	1	1
531	слово но	2	1
532	говорит о	1	1
533	прежде всего	4	1
534	по тем	1	1
535	одной стороны	1	1
536	которые не	1	1
537	и нередко	1	1
538	а за	2	1
539	свою жизнь	1	1
540	до конца	2	1
541	а не	13	1
542	однако и	4	1
543	человеческой жизни	2	1
544	о чем	4	1
545	без которых	1	1
546	когда она	1	1
547	разных местах	1	1
548	его как	1	1
549	как именно	1	1
550	с помощью	1	1
551	так же	1	1
552	другой день	3	1
553	в историю	1	1
554	из которых	1	1
555	редко и	1	1
556	в данном	11	1
557	что за	1	1
558	в церковь	1	1
559	она есть	1	1
560	иначе но	1	1
561	и мировой	1	1
562	о человеке	1	1
563	это его	1	1
564	ней не	1	1
565	но имеется	1	1
566	быть не	3	1
567	указанием на	1	1
568	за нею	1	1
569	часов утра	1	1
570	не любил	1	1
571	и того	2	1
572	в более	1	1
573	церквей которая	1	1
574	известной степени	1	1
575	еще одна	1	1
576	волосы в	1	1
577	не существует	3	1
578	или в	6	1
579	это он	1	1
580	которая в	2	1
581	человек и	1	1
582	она уже	1	1
583	это уже	3	1
584	у них	1	1
585	у которого	1	1
586	на языке	1	1
587	я в	2	1
588	там он	1	1
589	связь с	1	1
590	жизни в	2	1
591	нами не	2	1
592	жизни поскольку	1	1
593	это все	1	1
594	между ними	2	1
595	не говоря	1	1
596	дело с	2	1
597	жизни а	3	1
598	глубоких и	1	1
599	в таком	2	1
