N	2gram	Tiupa_Anal_1	Myslijsy
335	собою не	1	1
336	и другая	1	1
337	как я	1	1
338	из того	4	1
339	которое не	1	1
340	мы и	1	1
341	открыться только	1	1
342	дает им	1	1
343	и самого	2	1
344	на нем	1	1
345	в отличие	6	1
346	быть в	1	1
347	бы то	3	1
348	сознания а	1	1
349	без которого	1	1
350	при объяснении	1	1
351	в ее	1	1
352	а тем	1	1
353	всякий раз	3	1
354	мы будем	1	1
355	но как	1	1
356	в сторону	1	1
357	и сказать	1	1
358	сознания не	1	1
359	отличие от	6	1
360	неизменным в	1	1
361	один и	1	1
362	что именно	2	1
363	однороден с	1	1
364	для всех	1	1
365	как к	2	1
366	при понимании	1	1
367	однако не	3	1
368	перед нами	1	1
369	и наконец	1	1
370	в противоположность	2	1
371	о самом	1	1
372	то в	2	1
373	на руку	1	1
374	точкой зрения	1	1
375	вопрос почему	1	1
376	он в	1	1
377	за этим	1	1
378	в известном	1	1
379	рассказ о	2	1
380	только на	1	1
381	его и	2	1
382	нем но	1	1
383	имеем в	1	1
384	тому же	4	1
385	бы с	1	1
386	не следует	4	1
387	в обратном	1	1
388	не отвечает	1	1
389	он не	3	1
390	от которого	2	1
391	первой части	1	1
392	на том	1	1
393	не к	2	1
394	том чтобы	7	1
395	из виду	2	1
396	свою силу	1	1
397	из него	1	1
398	его от	1	1
399	прежде чем	1	1
400	чужого языка	1	1
401	том же	1	1
402	то ни	3	1
403	не будет	3	1
404	же не	1	1
405	обойтись без	1	1
406	тем в	1	1
407	же касается	1	1
408	том случае	1	1
409	и с	2	1
410	лишь в	5	1
411	входит в	1	1
412	следует рассматривать	1	1
413	этим именем	1	1
414	как язык	2	1
415	ни в	4	1
416	его частей	1	1
417	например и	1	1
418	не всегда	4	1
419	для чего	2	1
420	общего содержания	1	1
421	жизни но	2	1
422	себе все	1	1
423	можно сказать	2	1
424	в ходе	3	1
425	в душевной	1	1
426	таким же	1	1
427	предполагает его	1	1
428	а как	2	1
429	в такой	1	1
430	с точки	4	1
431	в их	5	1
432	ни малейшего	1	1
433	то его	1	1
434	в которых	1	1
435	мысли от	1	1
436	на место	2	1
437	внутренней речи	5	1
438	втором случае	1	1
439	мере как	1	1
440	которые в	2	1
441	самое время	2	1
442	и эти	1	1
443	и более	4	1
444	возможно только	1	1
445	что то	1	1
446	есть всегда	1	1
447	случае мы	1	1
448	акте понимания	1	1
449	раз и	1	1
450	рода в	1	1
451	между людьми	1	1
452	человека есть	1	1
453	в уединении	1	1
454	на котором	1	1
455	к этим	1	1
456	или лучше	1	1
457	не вызывает	1	1
458	в самых	1	1
459	наблюдений над	1	1
460	какой бы	2	1
461	полнота и	1	1
462	может только	1	1
463	только не	2	1
464	нельзя не	1	1
465	не всякий	1	1
466	ничего не	1	1
467	слова как	1	1
468	два различных	2	1
469	этих двух	1	1
470	одном неделимом	1	1
471	те свойства	1	1
472	по своей	6	1
473	и объективности	1	1
474	для другого	1	1
475	в тени	1	1
476	начаться с	1	1
477	степени как	1	1
478	начиная с	1	1
479	к себе	1	1
480	и сам	2	1
481	говорящего и	1	1
482	указать на	1	1
483	отличается от	2	1
484	под словом	1	1
485	к тому	7	1
486	скорее в	1	1
487	на это	1	1
488	где он	1	1
489	должен быть	6	1
490	как мы	2	1
491	но при	1	1
492	здесь не	2	1
493	факт не	1	1
494	могут и	1	1
495	уже потому	1	1
496	когда наконец	1	1
497	не говорит	1	1
498	первой из	1	1
499	лучше сказать	1	1
500	мы наблюдаем	1	1
501	как с	1	1
502	если они	1	1
503	ожидать от	1	1
504	только три	1	1
505	понимание и	1	1
506	времени и	6	1
507	здесь как	1	1
508	сознания и	1	1
509	при одном	1	1
510	к тем	1	1
511	и всякого	1	1
512	приближается к	1	1
513	это вполне	1	1
514	и та	2	1
515	определенным образом	1	1
516	его жизни	1	1
517	одного из	2	1
518	от своего	2	1
519	на что	1	1
520	и просто	2	1
521	каком она	1	1
522	времени в	1	1
523	заключается в	1	1
524	как внутреннее	2	1
525	этих слов	1	1
526	во втором	1	1
527	мы ни	1	1
528	не более	4	1
529	деле в	2	1
530	следует обозначить	1	1
531	в ту	1	1
532	слов и	1	1
533	может иметь	2	1
534	большей или	4	1
535	тех пор	1	1
536	к нему	3	1
537	наконец в-третьих	1	1
538	оно и	1	1
539	дело с	4	1
540	для себя	2	1
541	и быть	1	1
542	на смысл	1	1
543	как нечто	1	1
544	их жизни	1	1
545	ему самому	1	1
546	наша цель	1	1
547	который в	2	1
548	ведущие к	1	1
549	как предмета	1	1
550	языка как	1	1
551	этом как	1	1
552	при помощи	2	1
553	никто не	3	1
554	могло бы	1	1
555	этом мы	1	1
556	к человеку	1	1
557	не о	2	1
558	может служить	2	1
559	только с	1	1
560	каждый из	2	1
561	при отсутствии	1	1
562	явлений в	1	1
563	к самому	1	1
564	были бы	1	1
565	в особенности	1	1
566	себе они	1	1
567	случае если	1	1
568	с другим	4	1
569	именно в	4	1
570	а именно	3	1
571	значения в	1	1
572	человека а	1	1
573	или меньшей	4	1
574	когда два	1	1
575	и души	1	1
576	и др	1	1
577	и внешнее	1	1
578	з и	1	1
579	всякого смысла	1	1
580	его как	1	1
581	же точно	1	1
582	была бы	2	1
583	когда же	1	1
584	для человека	1	1
585	с предметом	1	1
586	что из	2	1
587	будет иметь	1	1
588	искусства то	1	1
589	виде в	1	1
590	ко второй	1	1
591	одно слово	1	1
592	как представляется	1	1
593	человека к	4	1
594	не удается	1	1
595	низкой степени	1	1
596	к своему	1	1
597	как предмет	4	1
598	если оно	1	1
599	в течение	1	1
600	в той	8	1
601	что же	2	1
602	ли эта	1	1
603	что как	3	1
604	форма в	1	1
605	ни одно	2	1
606	к определению	1	1
607	с этой	1	1
608	и о	2	1
609	той мере	2	1
610	от нас	1	1
611	между собой	2	1
612	то именно	1	1
613	это правило	1	1
614	не имея	1	1
615	при таком	1	1
616	уединении а	1	1
617	том виде	1	1
618	имеет дело	1	1
619	понять что	1	1
620	та и	1	1
621	это как	2	1
622	вновь и	1	1
623	человек и	1	1
624	собственно говоря	4	1
625	смысла а	1	1
626	тем более	2	1
627	что касается	1	1
628	в большей	1	1
629	мог быть	1	1
630	же оно	1	1
631	все они	1	1
632	есть уже	1	1
633	не я	1	1
634	до тех	1	1
635	связь с	1	1
636	сознании или	1	1
637	его к	2	1
638	может и	1	1
639	лишь по	1	1
640	но всякий	1	1
641	говорит нам	1	1
642	речи и	1	1
643	не сами	1	1
644	который не	1	1
645	и представления	1	1
646	просто не	1	1
647	жизни и	1	1
648	действительно имеет	1	1
649	ни на	1	1
650	ее в	1	1
651	в своих	1	1
652	то оно	1	1
653	в процессе	2	1
654	сознания но	1	1
655	этой точки	1	1
