N	2gram	Losev_Vlad_3	Literetu
358	в диалектике	1	1
359	на пути	1	1
360	на первый	2	1
361	в первую	1	1
362	во время	1	1
363	что такая	2	1
364	она сама	1	1
365	в их	2	1
366	то для	1	1
367	самого человека	3	1
368	каким был	1	1
369	была отчетливо	1	1
370	не столько	3	1
371	не к	2	1
372	впадая в	1	1
373	но это	6	1
374	другом и	1	1
375	но он	1	1
376	в россии	3	1
377	друг другу	1	1
378	с бытием	2	1
379	и является	1	1
380	была не	1	1
381	не тем	1	1
382	второе лицо	2	1
383	что сам	1	1
384	свобода и	1	1
385	не требуется	1	1
386	возвращается к	1	1
387	вовсе не	13	1
388	личность в	1	1
389	сам он	1	1
390	тому что	4	1
391	к обоим	1	1
392	деятельности в	1	1
393	в отношении	5	1
394	к бытию	1	1
395	она не	2	1
396	при всей	1	1
397	чтобы в	1	1
398	и притом	3	1
399	в процессе	1	1
400	сознания как	1	1
401	своего существа	1	1
402	он мог	3	1
403	для всего	1	1
404	только не	1	1
405	мышления и	1	1
406	не имеет	4	1
407	и объективной	1	1
408	и религией	1	1
409	на наш	1	1
410	такого же	1	1
411	вл соловьева	188	1
412	во всем	6	1
413	ему и	1	1
414	сознанием и	1	1
415	именно его	1	1
416	и теперь	1	1
417	в книге	2	1
418	не столь	1	1
419	в будущем	1	1
420	ему не	1	1
421	в действительности	1	1
422	точке зрения	2	1
423	именно оно	1	1
424	начиная с	1	1
425	когда мы	1	1
426	быть уже	1	1
427	и всех	1	1
428	он один	1	1
429	его за	1	1
430	и мне	1	1
431	миру в	1	1
432	ничего общего	5	1
433	ни даже	1	1
434	и о	4	1
435	есть одновременно	1	1
436	в виду	3	1
437	человеческой личности	1	1
438	с каким	3	1
439	и от	6	1
440	начало которое	1	1
441	так в	1	1
442	вероятно и	1	1
443	не за	1	1
444	было в	1	1
445	здесь нет	2	1
446	она была	4	1
447	можно только	2	1
448	том как	1	1
449	разного рода	3	1
450	жизнь и	3	1
451	и всякого	2	1
452	трактуется как	1	1
453	тем чем	2	1
454	о ней	1	1
455	тех кто	3	1
456	на этой	1	1
457	на вопрос	1	1
458	но мы	2	1
459	означает не	1	1
460	с того	1	1
461	лишь при	1	1
462	а во	1	1
463	собственно говоря	3	1
464	и были	1	1
465	творчества в	1	1
466	когда оно	2	1
467	эти два	1	1
468	нуждается в	1	1
469	бы в	2	1
470	непосредственно в	1	1
471	которая и	1	1
472	по своим	1	1
473	если эта	1	1
474	и всякое	1	1
475	и она	1	1
476	в литературе	1	1
477	тех пор	1	1
478	к нему	3	1
479	но так	1	1
480	одной из	2	1
481	с появлением	1	1
482	будто бы	1	1
483	по мнению	4	1
484	в обществе	2	1
485	всякого человека	1	1
486	в эти	1	1
487	вот этот	1	1
488	так что	14	1
489	и у	3	1
490	нами и	1	1
491	то и	2	1
492	в последний	1	1
493	вопрос что	1	1
494	и последовательно	1	1
495	и других	1	1
496	который сам	1	1
497	и их	1	1
498	в котором	4	1
499	так как	7	1
500	друг друга	2	1
501	бытия и	2	1
502	у него	24	1
503	да это	1	1
504	существовать в	1	1
505	легко можно	1	1
506	внутреннего мира	1	1
507	но из	1	1
508	только на	5	1
509	невозможно как	1	1
510	нужно было	1	1
511	в истинном	1	1
512	даже не	3	1
513	не единственное	1	1
514	влияние на	1	1
515	говорится но	1	1
516	есть не	2	1
517	если говорить	1	1
518	что они	1	1
519	это все	1	1
520	а с	4	1
521	что для	1	1
522	к более	1	1
523	к человеку	1	1
524	смысла и	1	1
525	не создает	1	1
526	не было	5	1
527	с тем	7	1
528	а сам	1	1
529	не на	2	1
530	сколько исторически	1	1
531	что несмотря	2	1
532	в свете	1	1
533	человек есть	2	1
534	без которых	1	1
535	в связи	3	1
536	в те	7	1
537	занять свое	1	1
538	он представляет	1	1
539	подобного рода	3	1
540	и противоположный	1	1
541	общего с	2	1
542	и самой	1	1
543	их к	1	1
544	нет ни	2	1
545	тоже и	1	1
546	в человеке	1	1
547	к своему	2	1
548	конечно не	1	1
549	есть только	9	1
550	соловьевым и	2	1
551	другого как	1	1
552	самого себя	2	1
553	уже об	1	1
554	не всем	1	1
555	это значит	6	1
556	мира с	1	1
557	в контексте	1	1
558	что здесь	3	1
559	статьи о	1	1
560	слово для	1	1
561	все это	1	1
562	о свободе	2	1
563	трактоваться как	1	1
564	и где	1	1
565	становится ясным	1	1
566	под названием	9	1
567	и более	2	1
568	от той	1	1
569	но такой	2	1
570	потому не	1	1
571	такова внутренняя	1	1
572	которая в	2	1
573	не впадая	1	1
574	свидетельствует о	2	1
575	для нас	5	1
576	или менее	5	1
577	и все	4	1
578	у них	1	1
579	в этих	2	1
580	еще более	1	1
581	духовного и	2	1
582	хотя бы	6	1
583	тут мы	1	1
584	но вот	3	1
585	отношении к	1	1
586	не есть	10	1
587	нисколько не	3	1
588	себе и	2	1
589	в общем	1	1
590	может и	1	1
591	нет ничего	2	1
592	от своего	1	1
593	сказать что	12	1
594	уже только	1	1
595	к его	2	1
596	не что	1	1
597	бы его	1	1
598	из этого	2	1
599	есть и	4	1
600	традиция и	1	1
601	в таком	3	1
602	к этой	2	1
603	которым кончается	1	1
604	нечто уже	1	1
605	того времени	1	1
606	и идеи	1	1
607	можно будет	1	1
608	а множество	1	1
609	невозможна без	1	1
610	по причине	1	1
611	который не	1	1
612	эти категории	1	1
613	этой точки	1	1
614	они не	1	1
