N	2gram	Berdyaev_O_1	StatiiOP
338	лица в	1	1
339	темам и	1	1
340	это непременно	1	1
341	было и	1	1
342	стремился к	1	1
343	во внешней	1	1
344	системы и	1	1
345	говорит о	1	1
346	человек в	1	1
347	что творчество	1	1
348	о чем	1	1
349	только несколько	1	1
350	речи и	1	1
351	в великом	1	1
352	в одно	1	1
353	и ему	1	1
354	нет ничего	7	1
355	в частности	1	1
356	слишком много	1	1
357	смысле этого	1	1
358	что же	2	1
359	вражда к	1	1
360	то к	2	1
361	должно быть	2	1
362	бога и	1	1
363	о его	5	1
364	интереса к	1	1
365	придет и	1	1
366	особого рода	1	1
367	и все	10	1
368	места в	1	1
369	бы в	1	1
370	своих героев	1	1
371	нужно видеть	1	1
372	хотя бы	3	1
373	отношении к	1	1
374	состоит из	1	1
375	но можно	1	1
376	типическим образцом	1	1
377	ко всему	1	1
378	интересовали его	1	1
379	в свое	1	1
380	художественного творчества	1	1
381	жизни и	1	1
382	стоит человек	1	1
383	человека где	1	1
384	и эта	1	1
385	была для	1	1
386	все что	3	1
