N	2gram	Tiupa_Disk_1	Literetu
433	и мы	1	1
434	к личностному	1	1
435	чаще всего	1	1
436	согласно характеристике	1	1
437	оказывается лицом	1	1
438	в них	4	1
439	словами бахтина	2	1
440	соответствии с	2	1
441	их как	1	1
442	в ее	3	1
443	мы имеем	2	1
444	с тем	1	1
445	не всегда	2	1
446	которая может	1	1
447	художественного дискурса	5	1
448	иначе говоря	2	1
449	потому и	1	1
450	автора и	1	1
451	одного и	2	1
452	в этих	1	1
453	о ком	1	1
454	собой исторически	1	1
455	в г	2	1
456	м.м бахтин	2	1
457	во второй	1	1
458	значительную роль	1	1
459	это делает	1	1
460	к предмету	1	1
461	своем качестве	2	1
462	не от	2	1
463	в которых	4	1
464	сам субъект	1	1
465	в памяти	1	1
466	однако он	1	1
467	концепция адресата	2	1
468	принадлежит ему	1	1
469	по крайней	2	1
470	если бы	1	1
471	не могли	1	1
472	как от	1	1
473	я героя	2	1
474	письма в	1	1
475	искусство слова	1	1
476	из ключевых	1	1
477	здесь между	1	1
478	всем многообразии	1	1
479	к отражению	1	1
480	в историческом	2	1
481	во внутреннем	1	1
482	и тому	1	1
483	если и	1	1
484	к собственному	1	1
485	чистом виде	1	1
486	литературы как	1	1
487	можно указать	1	1
488	не имеет	1	1
489	самого начала	1	1
490	лишь способ	1	1
491	текста и	2	1
492	человеческого присутствия	2	1
493	во время	1	1
494	на него	1	1
495	говорить о	1	1
496	о них	1	1
497	но только	1	1
498	адресата но	1	1
499	имеем дело	2	1
500	при наличии	1	1
501	в наше	2	1
502	к концу	1	1
503	пиковой даме	1	1
504	другой стороны	3	1
505	тех или	1	1
506	xix веке	1	1
507	о нем	2	1
508	события общения	2	1
509	в каком	1	1
510	перед ним	1	1
511	как сугубо	1	1
512	в момент	2	1
513	уже о	2	1
514	и времени	1	1
515	предстает субъектом	1	1
516	одного сознания	1	1
517	отличается от	2	1
518	с авторской	1	1
519	и другим	1	1
520	имеет место	3	1
521	отказаться от	1	1
522	одним и	1	1
523	типа есть	1	1
524	рамках которого	1	1
525	в ситуации	3	1
526	эпоху классического	1	1
527	я автора	1	1
528	как мы	2	1
529	но по	1	1
530	свою очередь	3	1
531	текст не	2	1
532	средних веков	1	1
533	и от	1	1
534	по сути	4	1
535	россии в	1	1
536	мысль о	1	1
537	за счет	1	1
538	в произведении	3	1
539	с самого	1	1
540	художественного мышления	1	1
541	сознания с	1	1
542	рефлективный традиционализм	1	1
543	и иные	2	1
544	действительности это	1	1
545	или в	2	1
546	он говорит	1	1
547	мог бы	1	1
548	письмо как	1	1
549	всегда почти	1	1
550	строго говоря	2	1
551	я думал	1	1
552	равной мере	1	1
553	в эпоху	5	1
554	собой и	1	1
555	в словах	1	1
556	речевой культуры	1	1
557	оно определяется	1	1
558	другой для	1	1
559	мн др	1	1
560	с текстом	1	1
561	имеет право	1	1
562	сути своей	2	1
563	не был	1	1
564	возможна только	1	1
565	века до	1	1
566	и т.д	4	1
567	настолько что	1	1
568	лирике и	1	1
569	при котором	1	1
570	на позицию	1	1
571	и что	2	1
572	очевидно что	1	1
573	всех подобных	1	1
574	означает не	1	1
575	культуры это	1	1
576	можно сказать	5	1
577	не позволяет	1	1
578	как наиболее	1	1
579	в значительной	2	1
580	в выявлении	2	1
581	составляет не	1	1
582	к истине	1	1
583	самому себе	2	1
584	по слову	3	1
585	к нему	1	1
586	в евгении	1	1
587	во всех	5	1
588	том или	1	1
589	и во	2	1
590	интертекстуальные связи	1	1
591	не исчерпывается	1	1
592	что же	2	1
593	крайней мере	2	1
594	и других	1	1
595	вслед за	1	1
596	наконец в	1	1
597	очевидным образом	3	1
598	мой взгляд	2	1
599	хх веку	1	1
600	к сознанию	1	1
601	не несет	1	1
602	это приводит	1	1
603	в литературе	2	1
604	дней в	1	1
605	герой в	1	1
606	быть названа	1	1
607	одной из	4	1
608	же безосновательно	1	1
609	что даже	2	1
610	в какой	2	1
611	наше время	2	1
612	в литературу	2	1
613	было и	1	1
614	теорию литературы	1	1
615	в литературоведении	2	1
616	силу его	1	1
617	только при	1	1
618	тот или	2	1
619	на мой	2	1
620	со всеми	1	1
621	в новых	1	1
622	оказывается в	1	1
623	отграничивается от	1	1
624	теперь уже	1	1
625	решающее значение	1	1
626	в большинстве	1	1
627	в значении	2	1
628	бахтин с	1	1
629	вернуться к	1	1
630	оно в	1	1
631	в виде	1	1
632	свидетельствует о	2	1
633	как писал	1	1
634	за ним	1	1
635	прошлого столетия	1	1
636	к мысли	2	1
637	равной степени	1	1
638	слова в	2	1
639	в котором	5	1
640	только лишь	1	1
641	представлений о	1	1
642	в одном	2	1
643	в современном	2	1
644	не о	1	1
645	может служить	1	1
646	отношении к	1	1
647	хх столетия	1	1
648	позиций субъекта	1	1
649	общения и	2	1
650	или ином	1	1
651	автора как	1	1
652	бы это	2	1
653	представляется знаменательным	1	1
654	представляют собой	1	1
655	о невозможности	1	1
656	никого не	2	1
657	из двух	2	1
658	в исторической	1	1
659	в.т и	1	1
660	что и	3	1
661	выходит за	1	1
662	бахтиным в	1	1
663	до сих	1	1
664	может и	2	1
665	субъекта жизни	1	1
666	сюда же	1	1
667	именно в	3	1
668	стороны он	1	1
669	к эффекту	1	1
670	согласно весьма	1	1
671	с той	1	1
672	чем он	2	1
673	а с	5	1
674	их исторически	1	1
675	в воображении	1	1
676	себя и	1	1
677	картину мира	1	1
678	сознания именно	1	1
679	в соответствии	2	1
680	не делает	1	1
681	а сам	2	1
682	многообразии ее	1	1
683	стремится к	1	1
684	до конца	1	1
685	воспринимающего сознания	2	1
686	более того	2	1
687	в рассказе	2	1
688	однако и	2	1
689	личности в	1	1
690	вместо заключения	1	1
691	понятие о	3	1
692	впрочем в	1	1
693	исторически конкретные	1	1
694	от жанра	1	1
695	литературы также	1	1
696	принадлежности к	2	1
697	в творчестве	1	1
698	годов в	1	1
699	по праву	1	1
700	он уже	1	1
701	во множестве	1	1
702	художественной литературой	1	1
703	в акте	3	1
704	текста в	2	1
705	однако для	1	1
706	мир персонажей	1	1
707	литературы для	1	1
708	письма как	1	1
709	в особенности	4	1
710	целом ряде	1	1
711	в той	1	1
712	однако эти	1	1
713	двух сыновей	1	1
714	и на	5	1
715	в чистом	1	1
716	одновременно с	2	1
717	присущую ей	1	1
718	ему по	1	1
719	романе достоевского	1	1
720	евгении онегине	1	1
721	по бахтину	4	1
722	белкина в	1	1
723	сохраняется в	1	1
724	с ее	2	1
725	особую и	1	1
726	места и	1	1
727	и о	4	1
728	сих пор	1	1
729	о его	1	1
730	текст и	2	1
731	природу и	1	1
732	поэтому что	1	1
733	но для	1	1
734	уже было	1	1
735	сознания это	1	1
736	пока еще	6	1
737	просто как	1	1
738	под названием	1	1
739	не имея	2	1
740	и состоит	1	1
741	при таком	1	1
742	более ранних	1	1
743	эстетического отношения	1	1
744	а к	1	1
745	себя самого	1	1
746	дифференциальных признаков	1	1
747	и все	2	1
748	у них	1	1
749	своей индивидуальной	1	1
750	пушкиным в	1	1
751	но зато	2	1
752	на языке	1	1
753	надо полагать	1	1
754	текст данного	1	1
755	или не	1	1
756	личностному самоопределению	1	1
757	могли быть	1	1
758	целый ряд	2	1
759	жизни в	2	1
760	нами не	1	1
761	и формой	1	1
762	в свою	3	1
763	в ходе	3	1
764	героя и	2	1
765	с ней	1	1
766	не знает	1	1
767	сказать что	3	1
768	дискурса она	1	1
769	моего я	1	1
770	о литературе	2	1
771	перечисленные моменты	1	1
772	тексты не	1	1
773	слиться в	1	1
774	в действительности	3	1
775	ее адресата	1	1
776	и мифа	1	1
777	но эти	1	1
778	собой лишь	1	1
779	письма своего	1	1
780	в роли	1	1
781	вместе с	1	1
782	событий в	1	1
783	к этому	2	1
784	значение в	1	1
785	причастности к	1	1
786	том числе	2	1
787	они не	2	1
