N	2gram	Tiupa_Narr_2	RusskieA
151	что с	2	2
152	в то	5	2
153	дело не	1	2
154	принадлежат к	1	2
155	о них	2	2
156	никогда не	6	2
157	этого обряда	1	2
158	к ней	3	2
159	связи с	1	2
160	все то	2	2
161	в состав	3	2
162	что при	1	2
163	говорит о	2	2
164	в виду	1	2
165	на другой	1	2
166	за пределами	3	2
167	то время	1	2
168	можно было	2	2
169	не с	1	2
170	оно как	1	2
171	еще в	1	2
172	жизнь и	1	2
173	не имели	1	2
174	а к	3	2
175	с другим	2	2
176	с другой	5	2
177	в ряд	1	2
178	что и	2	2
179	в форме	5	2
180	также в	1	2
181	представления о	2	2
182	на могилах	1	2
183	в него	2	2
184	один из	3	2
185	и дело	2	2
186	этот вопрос	1	2
187	есть в	1	2
188	на эту	1	2
189	одно из	2	2
190	связано с	1	2
191	каждый из	1	2
192	заметить что	1	2
193	церкви и	2	2
194	это пока	1	2
195	а с	2	2
196	прежде всего	6	2
197	одной стороны	5	2
198	из наиболее	2	2
199	нет никаких	1	2
200	если она	1	2
201	в течение	2	2
202	быть только	1	2
203	с этой	3	2
204	видно что	2	2
205	этом и	1	2
206	огни и	1	2
207	пока еще	3	2
208	и для	3	2
209	за этим	1	2
210	жизни в	6	2
211	не что	1	2
212	из этого	1	2
213	в своих	2	2
214	гоголь в	1	1
215	а между	1	1
216	из церкви	1	1
217	отношение к	1	1
218	говорилось выше	3	1
219	здесь и	1	1
220	смерть в	1	1
221	очень много	1	1
222	с таким	2	1
223	и должен	1	1
224	например в	1	1
225	она в	1	1
226	собой как	1	1
227	несут в	1	1
228	к новой	1	1
229	не была	1	1
230	говорить о	2	1
231	мы и	1	1
232	так называемые	1	1
233	в ней	2	1
234	проявляет себя	1	1
235	относится и	1	1
236	только два	1	1
237	не входит	1	1
238	ответ на	5	1
239	или смерть	1	1
240	воплощенной в	1	1
241	что они	3	1
242	относится к	1	1
243	отнюдь не	4	1
244	первый взгляд	1	1
245	что именно	1	1
246	стороны и	1	1
247	в своем	6	1
248	в противном	1	1
249	и смысловая	1	1
250	перед нами	4	1
251	либо его	1	1
252	хотя и	5	1
253	когда он	1	1
254	и наконец	1	1
255	по пути	1	1
256	есть жизнь	1	1
257	не являются	2	1
258	более или	1	1
259	в самом	2	1
260	рассказ о	1	1
261	березы и	1	1
262	и будущее	1	1
263	возможен только	1	1
264	тому же	4	1
265	ее как	1	1
266	как он	2	1
267	на то	2	1
268	не могла	1	1
269	не следует	3	1
270	в нем	5	1
271	плачут и	1	1
272	так сказать	3	1
273	только в	11	1
274	в нее	1	1
275	по аналогии	1	1
276	по его	2	1
277	встречаются и	1	1
278	непосредственно а	1	1
279	что все	1	1
280	в другом	4	1
281	а как	3	1
282	входит в	1	1
283	того или	3	1
284	выходя из	1	1
285	в новое	1	1
286	не понимают	1	1
287	о которой	3	1
288	молока в	1	1
289	в развитии	1	1
290	или менее	1	1
291	таким же	1	1
292	как все	1	1
293	в такой	1	1
294	это только	1	1
295	его мнению	1	1
296	место в	5	1
297	не от	1	1
298	как символ	1	1
299	своего рода	9	1
300	возвращение к	1	1
301	в кольцо	1	1
302	мир и	1	1
303	но они	1	1
304	характером в	1	1
305	однако в	2	1
306	мир если	1	1
307	что есть	1	1
308	при всех	1	1
309	к такой	1	1
310	с которой	1	1
311	как о	2	1
312	и притом	1	1
313	на него	5	1
314	в основе	1	1
315	это еще	1	1
316	вытекает из	1	1
317	мотивы в	1	1
318	и девочка	3	1
319	ничего не	6	1
320	изучен в	1	1
321	с одним	1	1
322	в полной	1	1
323	по своей	3	1
324	такая же	1	1
325	вперед и	1	1
326	и его	3	1
327	которое не	2	1
328	как будто	1	1
329	этом отношении	3	1
330	не является	4	1
331	от их	1	1
332	и оно	1	1
333	и здесь	2	1
334	во все	1	1
335	чтобы сделать	1	1
336	как только	1	1
337	сходство с	1	1
338	все не	1	1
339	оно не	2	1
340	иметь в	1	1
341	не будет	2	1
342	и сами	1	1
343	здесь не	2	1
344	не могу	2	1
345	более высокой	1	1
346	так на	1	1
347	приводит к	1	1
348	и иные	2	1
349	и когда	3	1
350	что у	2	1
351	с собой	1	1
352	так и	9	1
353	здесь нет	1	1
354	связи которые	1	1
355	своему происхождению	1	1
356	том как	2	1
357	фаза в	1	1
358	если бы	4	1
359	собой и	1	1
360	нас нет	2	1
361	это обычно	1	1
362	с ним	4	1
363	означает что	1	1
364	сводится к	9	1
365	то они	1	1
366	совершенно иной	1	1
367	воскресения в	1	1
368	утверждает что	1	1
369	и объяснить	1	1
370	с того	1	1
371	можно сказать	6	1
372	может не	1	1
373	аналогии с	1	1
374	и во	1	1
375	этот момент	1	1
376	в его	6	1
377	это нужно	1	1
378	во всей	1	1
379	по разным	1	1
380	о единстве	1	1
381	все время	1	1
382	как правило	3	1
383	более что	1	1
384	в литературе	4	1
385	быть и	1	1
386	с той	1	1
387	что смерть	1	1
388	но с	1	1
389	к различным	1	1
390	новой жизни	1	1
391	с ними	3	1
392	что он	5	1
393	ли он	1	1
394	в какой	4	1
395	к их	1	1
396	и так	1	1
397	i и	1	1
398	за которую	1	1
399	с нею	2	1
400	он полагал	1	1
401	в большинстве	1	1
402	только на	2	1
403	вернуться к	1	1
404	в данной	1	1
405	мир в	1	1
406	не будут	1	1
407	для него	4	1
408	всяком случае	1	1
409	могло бы	2	1
410	в одном	1	1
411	в конце	4	1
412	как раз	3	1
413	на некоторые	1	1
414	не просто	1	1
415	это по	1	1
416	следует признать	4	1
417	случае с	1	1
418	они становятся	1	1
419	чем и	1	1
420	время как	1	1
421	в другой	1	1
422	в это	1	1
423	нужно было	1	1
424	и даже	3	1
425	даже не	1	1
426	как у	4	1
427	это множество	1	1
428	в ряде	1	1
429	имеет место	2	1
430	выступает в	1	1
431	превращается в	2	1
432	ей не	1	1
433	его смерти	1	1
434	и жены	1	1
435	не на	1	1
436	зависит от	2	1
437	такая организация	1	1
438	пока что	1	1
439	обеда в	1	1
440	может иметь	1	1
441	символ бессмертия	1	1
442	исходит от	1	1
443	в одной	1	1
444	и потому	1	1
445	некоторые из	1	1
446	к себе	7	1
447	на человеческую	1	1
448	природа в	1	1
449	по своему	2	1
450	он может	2	1
451	когда же	2	1
452	а потом	2	1
453	исходя из	1	1
454	многих других	1	1
455	в современной	2	1
456	и более	2	1
457	и не	14	1
458	этот не	1	1
459	но это	2	1
460	внимания на	1	1
461	что касается	1	1
462	что изображает	1	1
463	времени его	1	1
464	ли в	1	1
465	место для	1	1
466	в двух	1	1
467	по одной	1	1
468	тем более	2	1
469	мы должны	1	1
470	не непосредственно	1	1
471	же к	1	1
472	только что	2	1
473	собой очень	1	1
474	или не	1	1
475	не я	1	1
476	и воскресение	1	1
477	к ее	1	1
478	его к	1	1
479	несмотря на	2	1
480	только с	1	1
481	от первого	3	1
482	о своем	2	1
483	в свою	2	1
484	две стороны	1	1
485	сказать что	3	1
486	когда в	1	1
487	одновременно и	1	1
488	время не	1	1
489	и состоит	2	1
490	это так	1	1
491	во всяком	1	1
492	как на	2	1
493	и особенно	1	1
494	все что	4	1
