N	2gram	Savitsky_E_1	Istorich
141	но тем	1	2
142	в котором	2	2
143	от которых	1	2
144	той же	1	2
145	или наоборот	1	2
146	же как	5	2
147	вопрос о	4	2
148	время как	1	2
149	на себя	3	2
150	из того	2	2
151	то это	1	2
152	в ней	4	2
153	бы она	1	2
154	то мы	1	2
155	через некоторое	1	2
156	к жизни	1	2
157	в сторону	2	2
158	по отношению	1	2
159	в качестве	14	2
160	независимо от	4	2
161	его на	2	2
162	как в	3	2
163	в своем	14	2
164	ней в	1	2
165	хотя и	2	2
166	что по	1	2
167	есть ли	2	2
168	в этот	1	2
169	то время	1	2
170	во многих	4	2
171	тому же	1	2
172	при этом	1	2
173	достаточно чтобы	1	2
174	на одну	2	2
175	всех этих	1	2
176	в виде	5	2
177	так и	10	2
178	но все	1	2
179	большинстве случаев	3	2
180	вовсе не	6	2
181	с тем	3	2
182	и для	3	2
183	и было	1	2
184	и некоторые	3	2
185	такой же	2	2
186	как таковой	1	2
187	точки зрения	23	2
188	на месте	2	2
189	в которых	3	2
190	друг другу	1	2
191	но они	1	2
192	и более	2	2
193	даже в	4	2
194	в то	16	2
195	не имеет	4	2
196	одна из	1	2
197	здесь на	1	2
198	в русском	1	2
199	относится к	1	2
200	связь и	1	2
201	как будто	2	2
202	ли это	3	2
203	во все	3	2
204	утверждать что	2	2
205	и это	1	2
206	и о	1	2
207	с собой	1	2
208	одного из	1	2
209	когда его	1	2
210	связанное с	1	2
211	и что	2	2
212	в силу	2	2
213	а также	7	2
214	между тем	8	2
215	ли здесь	2	2
216	же в	2	2
217	этот вопрос	2	2
218	дело с	1	2
219	они могут	1	2
220	с одной	8	2
221	в жизни	1	2
222	для нее	1	2
223	что не	1	2
224	в проблему	1	2
225	мы знаем	1	2
226	себе в	3	2
227	всяком случае	3	2
228	в одном	2	2
229	и даже	6	2
230	даже не	1	2
231	есть только	1	2
232	не было	1	2
233	одной стороны	8	2
234	можно утверждать	2	2
235	и потому	5	2
236	имеются в	1	2
237	но этот	1	2
238	в тех	1	2
239	можно сказать	4	2
240	в стране	2	2
241	указать на	1	2
242	если не	1	2
243	лицо и	1	2
244	происходит в	2	2
245	такое предположение	2	2
246	то не	2	2
247	еще более	2	2
248	не дает	3	2
249	нет ничего	1	2
250	жизни и	2	2
251	он на	1	2
252	во всяком	3	2
253	также что	1	1
254	также и	7	1
255	напомнить о	1	1
256	доступ в	1	1
257	этого мира	1	1
258	и до	1	1
259	некоторые народы	1	1
260	и этот	2	1
261	из всех	3	1
262	есть не	2	1
263	мы не	4	1
264	то она	1	1
265	и другая	2	1
266	пределах этого	1	1
267	нет ли	1	1
268	в некотором	4	1
269	случае из	1	1
270	на них	2	1
271	между собой	2	1
272	быть в	1	1
273	столь же	5	1
274	что его	1	1
275	ли такое	2	1
276	мы будем	1	1
277	но как	2	1
278	к которой	1	1
279	пребывают в	1	1
280	к ним	3	1
281	в новом	1	1
282	свое существование	1	1
283	только путем	1	1
284	к сожалению	1	1
285	отнюдь не	9	1
286	при известных	1	1
287	более чем	2	1
288	что как	1	1
289	все остальные	1	1
290	кроме того	1	1
291	иначе обстоит	2	1
292	к этой	1	1
293	его к	1	1
294	ее от	2	1
295	это происходило	1	1
296	менее на	1	1
297	что это	2	1
298	все так	1	1
299	он в	1	1
300	в другие	1	1
301	северной америке	3	1
302	что автор	1	1
303	идут в	1	1
304	бы только	1	1
305	друг от	2	1
306	и те	1	1
307	е во	1	1
308	на то	6	1
309	и ту	2	1
310	этот процесс	2	1
311	вообще не	3	1
312	исходит из	1	1
313	ли для	1	1
314	в определенном	3	1
315	главным образом	2	1
316	должна быть	2	1
317	не как	1	1
318	прочим и	2	1
319	в корне	1	1
320	этот период	1	1
321	и по	5	1
322	и наоборот	1	1
323	к кругу	1	1
324	от нее	1	1
325	по своему	7	1
326	не находятся	1	1
327	как они	1	1
328	не будет	3	1
329	в состоянии	1	1
330	в мире	2	1
331	об этом	1	1
332	в глубине	1	1
333	на ту	1	1
334	входит в	1	1
335	заключается в	2	1
336	с другими	2	1
337	такой вопрос	1	1
338	подходит к	2	1
339	окажется что	2	1
340	и тем	3	1
341	одной из	5	1
342	только одно	2	1
343	она и	1	1
344	сущность этого	1	1
345	есть некоторая	1	1
346	соответствии с	1	1
347	в обстановку	1	1
348	чем в	4	1
349	наука в	1	1
350	перед собой	1	1
351	к лесному	1	1
352	в эту	2	1
353	но если	5	1
354	к тем	1	1
355	в своей	8	1
356	в южной	1	1
357	в такой	1	1
358	с точки	17	1
359	она в	3	1
360	установить что	1	1
361	народы например	1	1
362	можем входить	1	1
363	которые в	1	1
364	ко всему	2	1
365	только те	2	1
366	на востоке	1	1
367	по себе	4	1
368	вплоть до	1	1
369	к берегу	2	1
370	было у	1	1
371	историческое явление	1	1
372	считает что	1	1
373	выше а	1	1
374	на которых	1	1
375	для всего	1	1
376	при том	1	1
377	это мы	1	1
378	со строем	1	1
379	казалось бы	1	1
380	правда в	1	1
381	месяцев и	1	1
382	в разных	1	1
383	больше чем	1	1
384	именно с	1	1
385	находятся в	1	1
386	можно усмотреть	1	1
387	оказался без	1	1
388	такая же	1	1
389	на себе	1	1
390	во всем	1	1
391	е не	1	1
392	так то	1	1
393	вопрос не	2	1
394	в каком	4	1
395	в известных	2	1
396	только наиболее	1	1
397	начиная с	2	1
398	можно поставить	1	1
399	с полной	1	1
400	не есть	2	1
401	и тот	1	1
402	что при	1	1
403	иногда на	1	1
404	существовала на	1	1
405	и поэтому	2	1
406	приходит к	1	1
407	с ее	1	1
408	от друга	2	1
409	как не	2	1
410	свою очередь	2	1
411	в ее	8	1
412	и сам	1	1
413	можно было	3	1
414	это можно	1	1
415	и земледельческой	1	1
416	каждого из	1	1
417	выходит и	1	1
418	встречает на	1	1
419	в исторической	1	1
420	во второй	3	1
421	существенной для	1	1
422	имеется в	1	1
423	является в	1	1
424	он сам	2	1
425	для этого	1	1
426	с ним	1	1
427	мире в	1	1
428	означает что	1	1
429	в порядке	2	1
430	и та	2	1
431	это должно	1	1
432	времени в	1	1
433	связанной с	1	1
434	наконец его	1	1
435	так но	1	1
436	тем как	1	1
437	и только	3	1
438	перед тем	1	1
439	также в	2	1
440	к предположению	1	1
441	народов и	3	1
442	другие же	1	1
443	всегда в	1	1
444	тот же	1	1
445	этого можно	1	1
446	известных условиях	1	1
447	хотя бы	15	1
448	как нечто	1	1
449	пищу для	1	1
450	на несколько	1	1
451	страх перед	1	1
452	который в	1	1
453	имеются не	1	1
454	по этому	1	1
455	сказывается в	2	1
456	с живыми	1	1
457	в год	2	1
458	в указанном	1	1
459	конечно не	1	1
460	не можем	2	1
461	уже в	1	1
462	в большинстве	2	1
463	всем его	1	1
464	в начале	1	1
465	при вступлении	2	1
466	чем обычно	1	1
467	рассказывает что	1	1
468	одно из	1	1
469	ясным в	1	1
470	и их	1	1
471	мы находим	1	1
472	другую сторону	1	1
473	и должна	1	1
474	уже и	3	1
475	заметить что	2	1
476	тогда как	1	1
477	от того	1	1
478	но за	1	1
479	к двум	1	1
480	также на	1	1
481	или иначе	1	1
482	нас в	1	1
483	предположению что	1	1
484	в каких	1	1
485	а впоследствии	1	1
486	и прежде	3	1
487	с другом	3	1
488	она является	1	1
489	и затем	1	1
490	только к	2	1
491	большую роль	1	1
492	говорит о	3	1
493	прошлого мы	1	1
494	в соответствии	1	1
495	а на	1	1
496	которые не	1	1
497	на этот	2	1
498	которых мы	1	1
499	она может	1	1
500	не означает	2	1
501	в англии	1	1
502	его руках	1	1
503	находились в	1	1
504	вопрос можно	1	1
505	долгое время	2	1
506	что мы	1	1
507	становится ясным	1	1
508	лежащие на	1	1
509	что такие	1	1
510	на нижнем	1	1
511	за тем	2	1
512	других случаях	1	1
513	многих случаях	1	1
514	близко подходит	2	1
515	что за	1	1
516	это были	1	1
517	границ между	1	1
518	смысле этого	1	1
519	как бы	6	1
520	которые по	1	1
521	и всей	1	1
522	друг с	3	1
523	это значит	2	1
524	возможность такого	1	1
525	том смысле	1	1
526	что же	2	1
527	этого слова	1	1
528	с этой	6	1
529	чем та	1	1
530	тех случаях	1	1
531	случаях когда	2	1
532	при таком	1	1
533	выше не	1	1
534	войти в	1	1
535	в указанных	1	1
536	и другими	1	1
537	та и	1	1
538	своем пути	1	1
539	которая в	1	1
540	но когда	1	1
541	это может	1	1
542	себе ничего	1	1
543	обстоит дело	3	1
544	приводящие к	1	1
545	могут в	2	1
546	характерной чертой	1	1
547	на своем	3	1
548	это так	3	1
549	но еще	2	1
550	пределах этих	2	1
551	только одна	1	1
552	и эта	2	1
553	это в	1	1
554	как на	3	1
555	в таком	3	1
556	этой точки	5	1
557	том числе	1	1
