N	2gram	Vinokur_Ku_2	Otkroven
241	с какой	1	1
242	же и	2	1
243	уже не	8	1
244	я имею	1	1
245	на то	4	1
246	что она	3	1
247	больше всего	1	1
248	сказать в	1	1
249	да и	6	1
250	речи и	5	1
251	его и	1	1
252	от которого	1	1
253	есть дело	1	1
254	они в	1	1
255	был бы	2	1
256	он должен	1	1
257	к одному	1	1
258	до которой	1	1
259	в силу	7	1
260	в корне	2	1
261	в одном	1	1
262	нужна была	1	1
263	вовсе не	9	1
264	у нее	1	1
265	противоречии с	1	1
266	само по	5	1
267	уж тут	1	1
268	лишь с	2	1
269	этом отношении	3	1
270	вещей и	1	1
271	от того	4	1
272	вот оказывается	1	1
273	лишь к	1	1
274	в каждом	1	1
275	в совершенно	1	1
276	том случае	2	1
277	старую русскую	1	1
278	и даже	2	1
279	со стороны	4	1
280	к другу	1	1
281	и русский	1	1
282	как у	2	1
283	заключается в	2	1
284	в глазах	2	1
285	а именно	2	1
286	совершенно ином	1	1
287	с той	2	1
288	и прежде	1	1
289	она стала	2	1
290	а это	2	1
291	дана уже	1	1
292	кажется что	1	1
293	в это	1	1
294	свое оправдание	1	1
295	и пр	8	1
296	в них	4	1
297	этого слова	5	1
298	на этот	2	1
299	что природа	1	1
300	и раскрыть	1	1
301	человек в	1	1
302	ведет к	1	1
303	в пределы	1	1
304	нисколько не	3	1
305	он и	2	1
306	в одно	1	1
307	не так	1	1
308	связь с	1	1
309	видели в	1	1
310	и без	1	1
311	как это	5	1
312	в иных	2	1
313	в котором	1	1
314	не иное	1	1
315	слишком много	1	1
316	он говорит	1	1
317	смысле этого	2	1
318	эта не	4	1
319	в поэме	1	1
320	все почти	1	1
321	всяком случае	5	1
322	и более	2	1
323	в конце	4	1
324	как от	1	1
325	а потому	1	1
326	быть не	2	1
327	в отношении	2	1
328	и здесь	5	1
329	но это	3	1
330	отличается от	3	1
331	она не	2	1
332	дело в	1	1
333	того как	2	1
334	одна из	1	1
335	в процессе	3	1
336	виду не	1	1
337	не случайно	1	1
338	существует между	1	1
339	указать на	1	1
340	а что	1	1
341	есть одно	1	1
342	может служить	2	1
343	том только	1	1
344	один только	1	1
345	но еще	1	1
346	бы в	1	1
347	действительно в	1	1
348	в русском	10	1
349	ни к	15	1
350	во всем	1	1
351	этой речи	3	1
352	и дело	1	1
353	что русский	1	1
354	не допускает	1	1
355	как будто	2	1
356	но есть	2	1
357	не потому	1	1
358	это все	1	1
359	лишь по	1	1
360	у нас	12	1
361	среди них	1	1
362	но там	1	1
363	была бы	4	1
364	свое собственное	1	1
365	но можно	2	1
366	совершенно не	3	1
367	для нашего	1	1
368	у которых	1	1
369	но оно	2	1
370	это конечно	2	1
371	в свое	2	1
372	они всегда	1	1
373	в голову	1	1
374	будто бы	2	1
375	всего что	2	1
376	это так	3	1
377	во всяком	5	1
378	указывает на	1	1
379	случае если	2	1
380	а ее	1	1
