N	4gram	Berdyaev_O_1	VelikijI
175	не в силах вместить	1	1
176	еще тогда полторы тысячи	1	1
177	с голыми руками с	1	1
178	на этих детей свободы	1	1
179	любви человека чтобы свободно	1	1
180	ты судил о людях	1	1
181	свободной и великолепной жертвы	1	1
182	устроен бунтовщиком разве бунтовщики	1	1
183	тут ты судил о	1	1
184	можешь с гордостью указать	1	1
185	тысяч да и то	1	1
186	не чудесной жаждал свободной	1	1
187	могут и осмыслить которого	1	1
188	тогда полторы тысячи лет	1	1
189	идешь с голыми руками	1	1
190	что их было всего	1	1
191	да и то богов	1	1
192	даров? да неужто же	1	1
193	чем виноваты остальные слабые	1	1
194	и жаждал свободной веры	1	1
195	и то богов а	1	1
196	я ушел от гордых	1	1
197	не могут быть никогда	1	1
198	свободой ты умножил ее	1	1
199	земной вдоволь для всякого	1	1
200	слабого вечно порочного и	1	1
201	ты хочешь идти в	1	1
202	ничего и никогда не	1	1
203	и вечно неблагородного людского	1	1
204	веры тебе была дороже	1	1
205	в легенде о великом	3	1
206	единственный путь которым можно	1	1
207	себе и своим что	1	1
208	жаждал свободной любви а	1	1
209	твое но вспомни что	1	1
210	того чтобы овладеть свободой	1	1
211	слабая душа что не	1	1
212	лет назад не ты	1	1
213	чтобы овладеть свободой людей	1	1
214	свободной любви человека чтобы	1	1
215	бунтовщики могут быть счастливыми?	1	1
216	полторы тысячи лет назад	1	1
217	столь страшных даров? да	1	1
218	человека чтобы свободно пошел	1	1
219	то богов а остальные?	1	1
220	и великолепной жертвы их	1	1
221	детей свободы свободной любви	1	1
222	в глазах слабого вечно	1	1
223	мы не с тобой	1	1
224	глазах слабого вечно порочного	1	1
225	судил о людях слишком	1	1
226	указать на этих детей	1	1
227	голыми руками с каким-то	1	1
228	что не могли вытерпеть	1	1
229	чудесной жаждал свободной любви	1	1
230	вечно неблагородного людского племени	1	1
231	о людях слишком высоко	1	1
232	порочного и вечно неблагородного	1	1
233	мучениями душевное царство человека	1	1
234	ты лишь к избранным	1	1
235	и тут ты судил	1	1
236	и для человеческого общества	1	1
237	в силах вместить столь	1	1
238	не было для человека	1	1
239	христа в аристократизме в	1	1
240	избранным и для избранных?	1	1
241	вместить столь страшных даров?	1	1
242	ты можешь с гордостью	1	1
243	но и тут ты	1	1
244	человека чудом и жаждал	1	1
245	он сравниться в глазах	1	1
246	и чем виноваты остальные	1	1
247	неужто же и впрямь	1	1
248	же и впрямь приходил	1	1
249	свободы которого они в	1	1
250	назад не ты ли	1	1
251	гордых и воротился к	1	1
252	но вспомни что их	1	1
253	всего только несколько тысяч	1	1
254	свободной любви а не	1	1
255	душевное царство человека вовеки	1	1
256	заслугу себе и своим	1	1
257	слабые люди что не	1	1
258	и осмыслить которого боятся	1	1
259	он за тобою прельщенный	1	1
260	остальные? и чем виноваты	1	1
261	страшатся ибо ничего и	1	1
262	никогда не было для	1	1
263	от гордых и воротился	1	1
264	так часто тогда говорил	1	1
265	во имя твое но	1	1
266	жаждал свободной веры а	1	1
267	тысячи лет назад не	1	1
268	ты увеличил им ее	1	1
269	несколько тысяч да и	1	1
270	ставит в заслугу себе	1	1
271	их во имя твое	1	1
272	или тебе дороги лишь	1	1
273	по силам людей а	1	1
274	мир и идешь с	1	1
275	и впрямь приходил ты	1	1
